index,label,English,French,German,Italian,Spanish,Turkish
0,cn_stomach_00,Please look inside my tummy!,"Vous voulez bien regarder dans
mon ventre ?","Sieh dir bitte mal meinen
Bauch genauer an!","Dai un'occhiata a cosa ho
dentro lo stomaco.",¿Quieres ver lo que tengo en la barriga?,Lütfen karnımın içine bak!
1,cn_stomach_01,"Nothing special is happening
down there...",Tout a l'air en ordre...,"Da geht nichts Außergewöhnliches
vor sich...",Dovrebbe essere tutto a posto...,"Ya, ya sé que no es nada del otro mundo.",İçeride pek ilginç bir şey olmuyor...
2,cn_stomach_sel_00,Take a peek{TAG_1}I'd rather not,"D'accord !{TAG_1}Ça ira, merci...",Blick riskieren{TAG_1}Lieber nicht...,D'accordo{TAG_1}Meglio di no,¡Vale!{TAG_1}Mejor no...,Bir göz at{TAG_1}Bakmasam daha iyi
3,cn_head_00,Look inside my head!,"Vous voulez bien regarder à l'intérieur
de ma tête ?","Sieh dir bitte mal meinen Kopf
genauer an!","Dai un'occhiata a cosa ho
in testa.","¿Quieres ver lo que tengo en
la cabeza?",Kafamın içine bak!
4,cn_head_01,"This is the sort of thing I think
about...","Eh oui, il m'arrive parfois de penser
à ce genre de chose.",Darüber denke ich gerade nach...,"Questi sono i pensieri che mi passano
per la testa ogni tanto...","Nunca se sabe lo que hay en la
cabeza de un{TAG_1}...",İşte aklımdan geçen şeyler...
5,cn_head_sel_00,"All right{TAG_1}No, thanks","Très bien{TAG_1}Hmm, non merci",Alles klar.{TAG_1}Nein danke.,Va bene{TAG_1}Non mi va,¡Vale!{TAG_1}Mejor no...,"Tamam{TAG_1}Hayır, sağ ol"
6,cn_sneeze_00,I want to sneeze but I can't...,"J'ai envie d'éternuer mais je n'y
arrive pas...","Ich würde gern niesen, aber es
geht irgendwie nicht...","Vorrei fare uno starnuto, ma non
riesco a lasciarmi andare...",¡Quiero estornudar y no puedo!,Hapşırmak istiyorum ama olmuyor...
7,cn_sneeze_s_00,Thanks!,Merci !,Danke!,Grazie!,¡Gracias!,Teşekkürler!
8,cn_sneeze_f_00,That didn't really do it for me.,Je me sens un peu bizarre...,Das hat irgendwie nicht geholfen.,Non mi sembra di stare meglio.,"Me temo que no me has
ayudado mucho.",Bu pek işe yaramadı.
9,cn_sneeze_sel_00,Help out{TAG_1}Not right now,Laisse-moi faire{TAG_1}Pas maintenant,Helfen{TAG_1}Nicht jetzt!,Voglio aiutarti{TAG_1}Non ne ho voglia,Ayudar{TAG_1}Ahora no,Yardım et{TAG_1}Şimdi değil
