"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Wax_Word01","Lulu","Lulu","Lulu","Lulu","Lulu","Lulu","Lulu","Lulú","Lulú","ルールー"
"Wax_Word02","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","ワリオデラックス"
"Wax_Word13","Lord Hum Gree","Lord Hum Gree","Lord Hum Gree","Lord Mord Effain","Lord Mord Effain","Comté A. Petit","Conte Vorax","Marqués de Lagusa","Conde Voralotó","ハラ・ペーコ"
"Wax_Word53","Wario","Wario","Wario","Wario","Wario","Wario","Wario","Wario","Wario","ワリオ"
"Wax_Word54","Jimmy T","Jimmy T","Jimmy T","Jimmy T","Jimmy T","Jimmy T","Jimmy T","Jimmy T","Jimmy T","ジミーT."
"Wax_Word55","Mona","Mona","Mona","Mona","Mona","Mona","Mona","Mona","Mona","モナ"
"Wax_Word56","Dribble","Dribble","Dribble","Dribble","Dribble","Dribble","Dribble","Dribble","Dribble","ドリブル"
"Wax_Word57","Spitz","Spitz","Spitz","Spitz","Spitz","Spitz","Spitz","Spitz","Spitz","スピッツ"
"Wax_Word58","Kat","Kat","Kat","Kat","Kat","Kat","Kat","Kat","Kat","カット"
"Wax_Word59","Ana","Ana","Ana","Ana","Ana","Ana","Ana","Ana","Ana","アナ"
"Wax_Word60","Doktor Crygor","Dr. Crygor","Dr. Crygor","Dr. Crygor","Dr. Crygor","Dr. Crygor","Dr. Crygor","Dr. Crygor","Dr. Crygor","Dr.クライゴア"
"Wax_Word65","Mike","Mike","Mike","Mike","Mike","Mike","Mike","Mike","Mike","マイク"
"Wax_Word61","Penny","Penny","Penny","Penny","Penny","Penny","Penny","Penny","Penny","ペニー"
"Wax_Word62","Orbulon","Orbulon","Orbulon","Orbulon","Orbulon","Orbulon","Orbulon","Orbulon","Orbulon","オービュロン"
"Wax_Word63","Ashley","Ashley","Ashley","Ashley","Ashley","Ashley","Ashley","Ashley","Ashley","アシュリー"
"Wax_Word64","Red","Red","Red","Red","Red","Red","Red","Red","Red","レッド"
"Wax_Word66","9-Volt","9-Volt","9-Volt","9-Volt","9-Volt","9-Volt","9-Volt","9-Volt","9-Volt","ナインボルト"
"Wax_Word67","18-Volt","18-Volt","18-Volt","18-Volt","18-Volt","18-Volt","18-Volt","18-Volt","18-Volt","エイティーンボルト"
"Wax_Word68","5-Watt","5-Watt","5-Volt","5-Watt","5-Watt","5-Watt","5-Watt","5-Watt","5-Watt","ファイブワット"
"Wax_Word69","Genç Cricket","Young Cricket","Young Cricket","Young Cricket","Young Cricket","Young Cricket","Young Cricket","Young Cricket","Young Cricket","ヤング　クリケット"
"Wax_Word71","Usta Mantis","Master Mantis","Master Mantis","Master Mantis","Master Mantis","Master Mantis","Master Mantis","Master Mantis","Master Mantis","マスター　マンティス"
"Wax_Word70","Fronk","Fronk","Fronk","Fronk","Fronk","Fronk","Fronk","Fronk","Fronk","しゃぎぃ"
"Wax_Word72","Joe","Joe","Joe","Joe","Joe","Joe","Joe","Joe","Joe","ジョー"
"Wax_Word41","13-Amp","13-Amp","13-Amp","13-Amp","13-Amp","13-Amp","13-Amp","13-Amp","13-Amp","サーティーンアンプ"
"Wax_Word73","","","","","","","","","","ケン"
"Wax_Word74","","","","","","","","","","ネコ"
"Wax_Word75","","","","","","","","","","美女１"
"Wax_Word76","","","","","","","","","","美女２"
"Wax_Word82","","","","","","","","","","ＵＦＯ"
"Wax_Word77","","","","","","","","","","マッチョメン"
"Wax_Word78","","","","","","","","","","魔物"
"Wax_Word79","","","","","","","","","","ロボット"
"Wax_Word80","","","","","","","","","","男の子"
"Wax_Word81","","","","","","","","","","おばあさん"
"Wax_Word83","","","","","","","","","","忍者"
"Wax_Word84","","","","","","","","","","店員"
"Wax_Word85","","","","","","","","","","老人"
"Wax_Word86","","","","","","","","","","イエティ"
"Wax_Word87","","","","","","","","","","犬"
"Wax_Word03","Lüksville","Luxeville","Luxeville","Luxeville","Luxeville","Luxeville","Luxeville","Luxeville","Luxeville","ラックス村"
"Wax_Word26","Dev Burger","Gigantaburger","Gigantaburger","Monstroburger","Monstroburger","Diamantburger","Diamante Burger","Hamburguesas Diamante","Hamburguesas Diamante","スターダイヤ"
"Wax_Word38","Joe'nun Modası","Joe's Fashions","Joe's Fashions","Joe's Fashions","Joe's Fashions","Joes Boutique","La moda di Joe","Boutique Joe","Joe's Fashions","ブティック　ジョー"
"Wax_Word39","Akik Ormanı","Agate Forest","Agate Forest","Forêt d'agate","Forêt d'agate","Agate-Forst","Foresta d'agata","bosque Ágata","Agate Forest","アゲート森林"
"Wax_Word42","Diamond City İlkokulu","Diamond City Elementary","Diamond City Elementary","École primaire de Diamantville","École primaire de Diamantville","Diamant-City-Grundschule","Scuola Diamante","Colegio Diamante","Diamond City Elementary","ダイヤモンド小学校"
"Wax_Word43","Diamond Park","Diamond Park","Diamond Park","Parc de Diamantville","Parc de Diamantville","Vergnügungspark","Parco Diamante","parque de atracciones Diamante","Diversiones Diamante","ダイヤモンド遊園地"
"Wax_Word51","","","","","","","","","","クリスタルパーク"
"Wax_Word49","Joe Kulübü","Club Joe","Club Joe","Club Joe","Club Joe","Joes Disco","Club Joe","Disco Joe","Disco Joe","クラブ　ジョー"
"Wax_Word04","madeni para(lar)","coin(s)","coin(s)","pièce(s)","pièce(s)","Münze(n)","moneta/e","moneda(s)","moneda(s)","コイン"
"Wax_Word05","seri basma","mash","mash","boutons","boutons","Knöpfe","pulsanti","botones","botones","ピコピコ"
"Wax_Word06","çevirme","twist","twist","gyro","gyro","Gyro","rotazione","giro","giro","ぐるぐる"
"Wax_Word07","dokunma","touch","touch","tactile","tactile","Touch","tocco","táctil","táctil","タッチ"
"Wax_Word08","Lig","League","League","ligue","ligue","Liga","lega","liga","liga","リーグ"
"Wax_Word09","Ultra Lig","Ultra League","Ultra League","ligue ultra","ligue ultra","Ultra-Liga","lega ultra","liga ultra","liga ultra","ウルトラリーグ"
"Wax_Word29","mikrofon","mic","mic","souffle","souffle","Pusten","soffio","micrófono","micrófono","フーフー"
"Wax_Word30","açılır pencere","pop-up","pop-up","embuscade","embuscade","Überraschung","sorpresa","a traición","a traición","ふいうち"
"Wax_Word88","","","","","","","","","","テハジメ"
"Wax_Word89","","","","","","","","","","スポーツ"
"Wax_Word90","Nintendo","Nintendo","","Nintendo","Nintendo","Nintendo","Nintendo","Nintendo","","ニンテンドー"
"Wax_Word91","","","","","","","","","","ファンタジー"
"Wax_Word92","","","","","","","","","","せいかつ"
"Wax_Word93","","","","","","","","","","ナンデモアリ"
"Wax_Word94","Hepsi Karışık","All Mixed Up","","Tout mélangé","Tout mélangé","Bunte Mischung","Misto","A lo loco","","ごちゃまぜ"
"Wax_Word95","Çok Zor","Super Hard","","Super difficile","Super difficile","Superschwierig","Super difficile","Hiperdifícil","","げきむず"
"Wax_Word96","Heyecanlı","Thrilling","","Mort subite","Mort subite","Nervenkitzel","Sfida mortale","Muerte súbita","","スリリング"
"Wax_Word10","Wario Bowl","Wario Bowl","Wario Bowl","Wario Cup","Wario Cup","Wario-Pott","Coppa Wario","Trono Wario","Trono Wario","メイドインワリオカップ"
"Wax_Word14","Diamond City Alışveriş Ağı","Diamond City Shopping Network","Diamond City Shopping Network","Diamantville Téléachat","Diamantville Téléachat","Diamond-City-Shopping-Kanal\n","Canale televendite Città Diamante","Telecompras Diamante","Telecompras Diamante","ダイヤモンド通販"
"Wax_Word15","cızır presi","sizzle press","sizzle press","Entraînement musculaire","Entraînement musculaire","Muckimacher","spaccamuscoli","machacabrazos","Brazos de hierro","マッスル体操"
"Wax_Word16","Ton Dönüştürücü İksir","Tonally Transformative Elixir","Tonally Transformative Elixir","élixir de variation vocale","élixir de variation vocale","Stimmwandlerserum","elisir Ugola d'oro","tónico tonal","tónico tonal","キラキラボイスアルティメット"
"Wax_Word17","Usta Yiyici","Master Eater","Master Eater","maître glouton","maître glouton","Meisterspachtler","Stomaco d'acciaio","catador maestro","catador maestro","フードファイター"
"Wax_Word18","Megaburger","Megaburger","Megaburger","mégaburger","mégaburger","Megaburger","megaburger","hamburguesa épica","hamburguesa épica","ダイヤモンドダブルバーガー"
