"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"tutorial_common_01","İleri","Next","Next","Suite","Suite","Weiter","Avanti","Seguir","Seguir","つぎへ"
"tutorial_common_02","Kapat","Close","Close","Fermer","Fermer","Schließen","Chiudi","Cerrar","Cerrar","とじる"
"tutorial_common_03","Geri","Back","Back","Retour","Retour","Zurück","Indietro","Atrás","Atrás","もどる"
"tutorial_common_04","Kapat","Close","Close","Fermer","Fermer","Schließen","Chiudi","Cerrar","Cerrar","とじる"
"tutorial_gamermyroom_01","Annemizin bizi\nyatma saatinden\nsonra oyun oynarken\nyakalamasına izin\nverme! Aşağıdaki\nekranda profesyonel\ngibi oynarken üst\nekranı da izle. ","Don't let Mom catch\nus gaming after\nbedtime! Keep an eye\non the top screen\nwhile you game\nlike a pro on the\nscreen below.\n","Don't let Mom catch\nus gaming after\nbedtime! Keep an eye\non the top screen\nwhile you game\nlike a pro on the\nscreen below.\n","Garde un œil sur\nl'écran supérieur\npendant que tu joues\naux jeux sur l'écran\ntactile. Maman ne\ndoit pas nous attraper\nà jouer après l'heure\ndu coucher !","Garde un œil sur\nl'écran supérieur\npendant que tu joues\naux jeux sur l'écran\ntactile. Maman ne\ndoit pas nous attraper\nà jouer après l'heure\ndu coucher!","Spiele auf dem\nunteren Bildschirm,\naber lasse auch den\noberen Bildschirm\nnicht aus den Augen!\nSchließlich soll uns\nMutter nicht nach\nSchlafenszeit beim\nSpielen erwischen!","Completa i giochi\nsullo schermo\ninferiore, ma tieni\nd'occhio anche quello\nsuperiore! Non vorrai\nche la mamma ti\nsorprenda a giocare\nquando è ora di\ndormire, no?!","Completa los juegos\nen la pantalla inferior,\n¡pero tampoco le\nquites ojo a la\npantalla superior!\nNo queremos que\nmamá nos sorprenda\njugando cuando\nes hora de dormir.","Completa los juegos\nen la pantalla táctil,\n¡pero no dejes de\nvigilar la pantalla\nsuperior! No\nqueremos que mamá\nnos sorprenda\njugando cuando\nes hora de dormir.","うえがめんで\nおかあさんが くるのを\nかくにんしながら、\nしたがめんで ゲームを \nクリアしていきます。"
"tutorial_gamermyroom_01_2","Annem kontrol etmeye\ngeldiğinde\n<MSBT:0000:0003:0100E67808FF>uyuyormuş<MSBT:0000:0003:FF00000000FF>\ngibi yap, tamam mı?\nNe yaptığımızı görürse\nOYUN BİTTİ!","Pretend to <MSBT:0000:0003:0100E67808FF>sleep<MSBT:0000:0003:FF00000000FF> \nwhenever you see \nher checking up on\nus, OK? If she sees\nwhat we're doing, it's\nGAME OVER!","Pretend to <MSBT:0000:0003:0100E67808FF>sleep<MSBT:0000:0003:FF00000000FF> \nwhenever you see \nher checking up on\nus, OK? If she sees\nwhat we're doing, it's\nGAME OVER!","Si elle passe jeter un\nœil dans la chambre,\ncache rapidement\nla console et fais\nsemblant de <MSBT:0000:0003:0100E67808FF>dormir<MSBT:0000:0003:FF00000000FF>.\nSi elle nous attrape\nen train de jouer,\nc'est GAME OVER !","Si elle passe jeter un\nœil dans la chambre,\ncache rapidement\nla console et fais\nsemblant de <MSBT:0000:0003:0100E67808FF>dormir<MSBT:0000:0003:FF00000000FF>.\nSi elle nous attrape\nen train de jouer, la\npartie est TERMINÉE!","Siehst du sie herein-\nschauen, verstecke\nschnell das System\nund tu so, als\nwürdest du <MSBT:0000:0003:0100E67808FF>schlafen<MSBT:0000:0003:FF00000000FF>.\nErwischt sie dich\nbeim Spielen... heißt\nes GAME OVER!","Se ti accorgi che\nsta arrivando,\nnascondi la console\ne fai finta di <MSBT:0000:0003:0100E67808FF>dormire<MSBT:0000:0003:FF00000000FF>.\nSe ti trova a giocare...\nè GAME OVER!","Si ves que se asoma\na la habitación,\nesconde la consola\ny finge que estás\n<MSBT:0000:0003:0100E67808FF>durmiendo<MSBT:0000:0003:FF00000000FF>. Si te pilla\nmientras juegas...\n¡se acabó lo que\nse daba!","Si ves que se asoma\na la habitación,\nesconde la consola\ny finge que estás\n<MSBT:0000:0003:0100E67808FF>durmiendo<MSBT:0000:0003:FF00000000FF>. Si te ve\njugando... ¡todo se\nacabó!","おかあさんが\nこちらを みたら、\nゲームきを かくして\n<MSBT:0000:0003:0100E67808FF>ねたフリ<MSBT:0000:0003:FF00000000FF>を しましょう。\nみつかると\nゲームオーバーです。"
"tutorial_gamermyroom_02","Yorganın altına saklanmak için\n ve  tuşlarına bas.","Press  and  to \nhide under covers.","Press  and  to \nhide under covers.","Se cacher :\n et ","Se cacher :\n et "," + :\nVerstecken","Per nasconderti,\npremi  e .","Pulsa  y \npara esconderte.","Oprime  y \npara esconderte.","をどうじにおす：\nねたフリ"
"tutorial_gamermyroom_03"," ve  tuşlarına\nbastığında, <MSBT:0000:0003:0100FF3CC8FF>9-Volt<MSBT:0000:0003:FF00000000FF>\n<MSBT:0000:0003:0100E67808FF>uyuyormuş<MSBT:0000:0003:FF00000000FF> gibi yapar\nve alt ekrandaki oyun\ndurur.\nTuşları bırakınca\noynamaya devam\nedersin.","When you press\n and , <MSBT:0000:0003:0100FF3CC8FF>9-Volt<MSBT:0000:0003:FF00000000FF>\npretends to <MSBT:0000:0003:0100E67808FF>sleep<MSBT:0000:0003:FF00000000FF>\nand the game on\nthe bottom screen \npauses.\n\nRelease  and \nto continue playing.","When you press\n and , <MSBT:0000:0003:0100FF3CC8FF>9-Volt<MSBT:0000:0003:FF00000000FF>\npretends to <MSBT:0000:0003:0100E67808FF>sleep<MSBT:0000:0003:FF00000000FF>\nand the game on\nthe bottom screen \npauses.\n\nRelease  and \nto continue playing.","Quand tu appuies sur\n et , le jeu sur\nl'écran tactile se met\nen pause, et <MSBT:0000:0003:0100FF3CC8FF>9-Volt\n<MSBT:0000:0003:FF00000000FF>fait semblant de\n<MSBT:0000:0003:0100E67808FF>dormir<MSBT:0000:0003:FF00000000FF>. Quand la voie\nest libre, relâche \net  pour reprendre\naussitôt la partie.","Quand tu appuies sur\n et , le jeu sur\nl'écran tactile se met\nen pause, et <MSBT:0000:0003:0100FF3CC8FF>9-Volt\n<MSBT:0000:0003:FF00000000FF>fait semblant de\n<MSBT:0000:0003:0100E67808FF>dormir<MSBT:0000:0003:FF00000000FF>. Quand la voie\nest libre, relâche \net  pour reprendre\naussitôt la partie.","Drückst du  und ,\npausiert das Spiel\nauf dem unteren\nBildschirm und <MSBT:0000:0003:0100FF3CC8FF>9-Volt\n<MSBT:0000:0003:FF00000000FF>tut so, als würde er\n<MSBT:0000:0003:0100E67808FF>schlafen<MSBT:0000:0003:FF00000000FF>. Ist Mutter\naußer Sicht, lasse \nund  los, um weiter-\nzuspielen.","Se tieni  e \npremuti, il gioco sullo\nschermo inferiore\nentrerà in pausa e\n<MSBT:0000:0003:0100FF3CC8FF>9-Volt <MSBT:0000:0003:FF00000000FF>farà finta di\n<MSBT:0000:0003:0100E67808FF>dormire<MSBT:0000:0003:FF00000000FF>. Quando\nla mamma va via,\nrilascia  e ,\ne continua a giocare.","Cuando pulses  y \na la vez, el juego de\nla pantalla inferior se\ndetendrá y <MSBT:0000:0003:0100FF3CC8FF>9-Volt<MSBT:0000:0003:FF00000000FF>\nfingirá que está\n<MSBT:0000:0003:0100E67808FF>dormido<MSBT:0000:0003:FF00000000FF>. Espera a\nque mamá se vaya\ny suelta  y  para\nseguir jugando.","Si oprimes  y  a\nla vez, el juego de\nla pantalla inferior se\ndetendrá y <MSBT:0000:0003:0100FF3CC8FF>9-Volt<MSBT:0000:0003:FF00000000FF>\nfingirá que está\n<MSBT:0000:0003:0100E67808FF>dormido<MSBT:0000:0003:FF00000000FF>. Espera a\nque mamá se vaya\ny suelta  y  para\nseguir jugando.","を おしている\nあいだは したがめんに\nポーズがかかり、\n<MSBT:0000:0003:0100FF3CC8FF>ナインボルト<MSBT:0000:0003:FF00000000FF>は\n<MSBT:0000:0003:0100E67808FF>ねたフリ<MSBT:0000:0003:FF00000000FF>を しつづけます。\nおかあさんが\nこちらから めをはなしたら\nを はなして ゲームを\nさいかいしましょう。"
"tutorial_gamermyroom_05","5-Volt etrafta yokken <MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> <MSBT:0000:0003:0100E67808FF>uyuyormuş<MSBT:0000:0003:FF00000000FF>\ngibi yaparsa, <MSBT:0000:0003:0100E67808FF>Uyanıklık Göstergesi<MSBT:0000:0003:FF00000000FF> azalır.\n<MSBT:0000:0003:0100E67808FF>Uyanıklık Göstergesi<MSBT:0000:0003:FF00000000FF> <MSBT:0000:0003:0100E67808FF>0<MSBT:0000:0003:FF00000000FF> olduğunda,\n<MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> gerçekten uykuya dalar ve oyunu kaybedersin!","If <MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> pretends to <MSBT:0000:0003:0100E67808FF>sleep<MSBT:0000:0003:FF00000000FF> when 5-Volt's\nnot around, you'll drain your <MSBT:0000:0003:0100E67808FF>Wakey Meter<MSBT:0000:0003:FF00000000FF>.\nWhen the <MSBT:0000:0003:0100E67808FF>Wakey Meter<MSBT:0000:0003:FF00000000FF> reaches <MSBT:0000:0003:0100E67808FF>0<MSBT:0000:0003:FF00000000FF>, <MSBT:0000:0003:0100FF64D2FF>9-Volt\n<MSBT:0000:0003:FF00000000FF>falls asleep for real, and you lose the game!","If <MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> pretends to <MSBT:0000:0003:0100E67808FF>sleep<MSBT:0000:0003:FF00000000FF> when 5-Volt's\nnot around, you'll drain your <MSBT:0000:0003:0100E67808FF>Wakey Meter<MSBT:0000:0003:FF00000000FF>.\nWhen the <MSBT:0000:0003:0100E67808FF>Wakey Meter<MSBT:0000:0003:FF00000000FF> reaches <MSBT:0000:0003:0100E67808FF>0<MSBT:0000:0003:FF00000000FF>, <MSBT:0000:0003:0100FF64D2FF>9-Volt\n<MSBT:0000:0003:FF00000000FF>falls asleep for real, and you lose the game!","Si <MSBT:0000:0003:0100FF3CC8FF>9-Volt<MSBT:0000:0003:FF00000000FF> fait semblant de <MSBT:0000:0003:0100E67808FF>dormir<MSBT:0000:0003:FF00000000FF> alors que\nsa mère ne le regarde pas, la <MSBT:0000:0003:0100E67808FF>jauge d'éveil\n<MSBT:0000:0003:FF00000000FF>diminue. Si la <MSBT:0000:0003:0100E67808FF>jauge d'éveil <MSBT:0000:0003:FF00000000FF>atteint <MSBT:0000:0003:0100E67808FF>0<MSBT:0000:0003:FF00000000FF>, <MSBT:0000:0003:0100FF3CC8FF>9-Volt\n<MSBT:0000:0003:FF00000000FF>s'endort et perd la partie.","Si <MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> fait semblant de <MSBT:0000:0003:0100E67808FF>dormir<MSBT:0000:0003:FF00000000FF> alors que\nsa mère ne le regarde pas, la <MSBT:0000:0003:0100E67808FF>jauge d'éveil\n<MSBT:0000:0003:FF00000000FF>diminue. Si la <MSBT:0000:0003:0100E67808FF>jauge d'éveil <MSBT:0000:0003:FF00000000FF>atteint <MSBT:0000:0003:0100E67808FF>0<MSBT:0000:0003:FF00000000FF>, <MSBT:0000:0003:0100FF64D2FF>9-Volt\n<MSBT:0000:0003:FF00000000FF>s'endort et perd la partie.","Tut <MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> so, als würde er <MSBT:0000:0003:0100E67808FF>schlafen<MSBT:0000:0003:FF00000000FF>,\nwenn Mutter nicht hereinschaut, sinkt die\n<MSBT:0000:0003:0100E67808FF>Wach-O-Meter<MSBT:0000:0003:FF00000000FF>-Anzeige. Erreicht sie <MSBT:0000:0003:0100FF7900FF>0<MSBT:0000:0003:FF00000000FF>,\nschläft <MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> ein und verliert das Spiel.","Se <MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> fa finta di <MSBT:0000:0003:0100E67808FF>dormire<MSBT:0000:0003:FF00000000FF> anche quando\nla mamma non guarda, la <MSBT:0000:0003:0100E67808FF>barra dell'energia\n<MSBT:0000:0003:FF00000000FF>si ridurrà. Se raggiunge lo <MSBT:0000:0003:0100E67808FF>0<MSBT:0000:0003:FF00000000FF>, <MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> si\naddormenterà veramente e il gioco finirà.","Si <MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> finge estar <MSBT:0000:0003:0100E67808FF>durmiendo<MSBT:0000:0003:FF00000000FF> cuando\nmamá no mire, la <MSBT:0000:0003:0100E67808FF>barra de energía <MSBT:0000:0003:FF00000000FF>empezará\na vaciarse. Si llega a <MSBT:0000:0003:0100E67808FF>0<MSBT:0000:0003:FF00000000FF>, <MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> se dormirá\nde verdad y se acabará la partida.","Si <MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> finge estar <MSBT:0000:0003:0100E67808FF>durmiendo<MSBT:0000:0003:FF00000000FF> cuando\nmamá no mire, la <MSBT:0000:0003:0100E67808FF>barra de energía <MSBT:0000:0003:FF00000000FF>empezará\na vaciarse. Si llega a <MSBT:0000:0003:0100E67808FF>0<MSBT:0000:0003:FF00000000FF>, <MSBT:0000:0003:0100FF64D2FF>9-Volt<MSBT:0000:0003:FF00000000FF> se dormirá\nde verdad y se acabará la partida.","おかあさんが みていないときに <MSBT:0000:0003:0100E67808FF>ねたフリ<MSBT:0000:0003:FF00000000FF>を すると、\n<MSBT:0000:0003:0100E67808FF>めざメーター<MSBT:0000:0003:FF00000000FF>が へっていきます。\n<MSBT:0000:0003:0100E67808FF>めざメーター<MSBT:0000:0003:FF00000000FF>が <MSBT:0000:0003:0100E67808FF>ゼロ<MSBT:0000:0003:FF00000000FF>になると、<MSBT:0000:0003:0100FF64D2FF>ナインボルト<MSBT:0000:0003:FF00000000FF>は\nねむってしまうので ちゅういしましょう。"
"tutorial_tricky_01","<MSBT:0000:0003:0100FF3CC8FF>Wario Deluxe <MSBT:0000:0003:FF00000000FF>seni\noyundan düşürmek\niçin elinden gelen\nher şeyi yapar.\nDikkat dağıtıcılarını\ngörmezden gelmeye\nya da yok etmeye\nçalış ve olabildiğince\nçok mikrooyun tamamla!","<MSBT:0000:0003:0100FF3CC8FF>Wario Deluxe <MSBT:0000:0003:FF00000000FF>will do\nanything it takes to\nthrow you off your\ngame. Try to ignore\nor clear his\ndistractions, and\ncomplete as many\nmicrogames as\nyou can!","<MSBT:0000:0003:0100FF3CC8FF>Wario Deluxe <MSBT:0000:0003:FF00000000FF>will do\nanything it takes to\nthrow you off your\ngame. Try to ignore\nor clear his\ndistractions, and\ncomplete as many\nmicrogames as\nyou can!","<MSBT:0000:0003:0100FF3CC8FF>Wario Deluxe<MSBT:0000:0003:FF00000000FF> ne\nrecule devant rien\npour interrompre\nta partie et te\ndéconcentrer !\nFais de ton mieux\npour jouer malgré\nses interruptions !","<MSBT:0000:0003:0100FF3CC8FF>Wario Deluxe<MSBT:0000:0003:FF00000000FF> ne\nrecule devant rien\npour interrompre\nta partie et te\ndéconcentrer!\nFais de ton mieux\npour jouer malgré\nses interruptions!","<MSBT:0000:0003:0100FF3CC8FF>Wario Deluxe<MSBT:0000:0003:FF00000000FF> scheut\nvor nichts zurück, um\ndein Spiel zu unter-\nbrechen und deine\nKonzentration zu stö-\nren! Tu dein Bestes,\num die Spiele trotz\nseiner Störmanöver\nabzuschließen!","<MSBT:0000:0003:0100FF3CC8FF>Wario Deluxe<MSBT:0000:0003:FF00000000FF> è \ndispettoso e farà\nqualsiasi cosa per\ninterromperti mentre\ngiochi. Metticela\ntutta per procedere\nnonostante tutto!","<MSBT:0000:0003:0100FF3CC8FF>Wario Deluxe<MSBT:0000:0003:FF00000000FF> no se\nanda con chiquitas\ny hará lo imposible\npor molestarte\ne interrumpir\nla partida. ¡Esfuérzate\npara completar\nel juego a pesar\nde todo!","<MSBT:0000:0003:0100FF3CC8FF>Wario Deluxe<MSBT:0000:0003:FF00000000FF> no\ntiene piedad y hará\nlo imposible por\nmolestarte e\ninterrumpir la partida.\n¡Esfuérzate para\ncompletar el juego\na pesar de todo!","ゲームちゅう、<MSBT:0000:0003:0100FF3CC8FF>ワリオ<MSBT:0000:0003:FF00000000FF>が\nいろんな おじゃまを\nしかけてきます。\nおじゃまに たえながら、\nゲームを クリアして\nいきましょう。"
