"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"name_tutorial_piko","Wario (Basma)","Wario (Mash)","Wario (Mash)","Wario (boutons)","Wario (boutons)","Wario (Knöpfe)","Wario (pulsanti)","Wario (botones)","Wario (botones)","ワリオ（ピコピコ）"
"name_tutorial_guru","Wario (Döndürme)","Wario (Twist)","Wario (Twist)","Wario (gyro)","Wario (gyro)","Wario (Gyro)","Wario (rotazione)","Wario (giro)","Wario (giro)","ワリオ（ぐるぐる）"
"name_tutorial_touch","Wario (Dokunma)","Wario (Touch)","Wario (Touch)","Wario (tactile)","Wario (tactile)","Wario (Touch)","Wario (tocco)","Wario (táctil)","Wario (táctil)","ワリオ（タッチ）"
"name_WarioDeluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","ワリオデラックス"
"name_Jimmy","Jimmy T","Jimmy T","Jimmy T","Jimmy T","Jimmy","Jimmy T","Jimmy T","Jimmy T","Jimmy T","ジミー"
"name_Mona","Mona","Mona","Mona","Mona","Mona","Mona","Mona","Mona","Mona","モナ"
"name_DribbleSpitz","Dribble ve Spitz","Dribble & Spitz","Dribble & Spitz","Dribble & Spitz","Dribble & Spitz","Dribble & Spitz","Dribble e Spitz","Dribble y Spitz","Dribble y Spitz","ドリブル＆スピッツ"
"name_Fivewatt","5-Volt","5-Volt","5-Volt","5-Volt","5-Volt","5-Volt","5-Volt","5-Volt","5-Volt","ファイブワット"
"name_AshleyRed","Ashley ve Red","Ashley & Red","Ashley & Red","Ashley & Red","Ashley & Red","Ashley & Red","Ashley e Red","Ashley y Red","Ashley y Red","アシュリー＆レッド"
"name_Crygor","Doktor Crygor","Dr. Crygor","Dr. Crygor","Dr Crygor","Dr Crygor","Dr. Crygor","Dr. Crygor","Dr. Crygor","Dr. Crygor","Dr.クライゴア"
"name_Eighteenvolt","18-Volt","18-Volt","18-Volt","18-Volt","18-Volt","18-Volt","18-Volt","18-Volt","18-Volt","エイティーンボルト"
"name_Penny","Penny","Penny","Penny","Penny","Penny","Penny","Penny","Penny","Penny","ペニー"
"name_KatAna","Kat ve Ana","Kat & Ana","Kat & Ana","Kat & Ana","Kat & Ana","Kat & Ana","Kat e Ana","Kat y Ana","Kat y Ana","カット＆アナ"
"name_Ninevolt","9-Volt","9-Volt","9-Volt","9-Volt","9-Volt","9-Volt","9-Volt","9-Volt","9-Volt","ナインボルト"
"name_CricketMantis","Cricket ve Mantis","Cricket & Mantis","Cricket & Mantis","Cricket & Mantis","Cricket & Mantis","Cricket & Mantis","Cricket e Mantis","Cricket y Mantis","Cricket y Mantis","クリケット＆マンティス"
"name_Orbulon","Orbulon","Orbulon","Orbulon","Orbulon","Orbulon","Orbulon","Orbulon","Orbulon","Orbulon","オービュロン"
"name_Mike","Mike","Mike","Mike","Mike","Mike","Mike","Mike","Mike","Mike","マイク"
"name_Fronk","Fronk","Fronk","Fronk","Fronk","Fronk","Fronk","Fronk","Fronk","Fronk","しゃぎぃ"
"name_Ultra01","Dans Ekibi","Dancing Team","Dancing Team","Équipe disco","Équipe Disco","Tanz-Team","Disco Joe","Equipo bailarín","Equipo bailarín","ダンシングチーム"
"name_Ultra02","Ortak Sofra Ekibi","Potluck Gang","Potluck Gang","Équipe barbecue","Équipe Barbecue","Grill-Team","Grigliata","Equipo barbacoa","Equipo parrillada","バーベキューチーム"
"name_Ultra03","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","Wario Deluxe","ワリオデラックス"
"name_unknown","Bilinmiyor","???","???","???","???","???","???","(?)","(?)","？？？？？"
"cm_back_btn","Geri","Back","Back","Retour","Retour","Zurück","Indietro","Atrás","Atrás","もどる"
"cm_decide_btn","Başla","Start","Start","OK","OK","Start","OK","Elegir","Elegir","スタート"
"cm_decide_btn2","Seç","Select","Select","OK","OK","OK","OK","Aceptar","Aceptar","けってい"
"cm_edit_btn","Düzenle","Edit","Edit","Options","Options","Einstell.","Opzioni","Ajustes","Ajustes","せってい"
"cm_coinget_btn","Jeton Kazan","Get Coins","Get Coins","Obtenir\ndes pièces","Obtenir des pièces","Münzen\nerhalten","Ricevi\nmonete","Canjear\nmonedas","Recibir\nmonedas","コインを\nうけとる"
"caption_menu","Ana Menü","Main Menu","Main Menu","Menu principal","Menu principal","Hauptmenü","Menu principale","Menú principal","Menú principal","メインメニュー"
"caption_story","Hikâye","Story","Story","Histoire","Histoire","Story","Storia","Historia","Historia","ストーリー"
"caption_challenge","Meydan Okuma","Challenge","Challenge","Défis","Défis","Aufgaben","Sfida","Desafíos","Desafíos","チャレンジ"
"caption_collection","Dizin","Index","Index","Index","Index","Lexikon","Indice","Índice","Índice","ずかん"
"caption_toy","Oyun Salonu","Arcade","Arcade","Souvenirs","Souvenirs","Souvenirs","Premi","Dispensabolas","Arcade","ガチャコロン"
"league_piko","Basma Ligi","Mash League","Mash League","Pouce-pouce","Pouce-pouce","Knöpfe-Liga","Pigiatutto","Liga botones","Liga botones","ピコピコリーグ"
"league_guru","Döndürme Ligi","Twist League","Twist League","Gyro-gyro","Gyro-gyro","Gyro-Liga","Giratutto","Liga giro","Liga giro","ぐるぐるリーグ"
"league_touch","Dokunma Ligi","Touch League","Touch League","Touche-touche","Touche-touche","Touch-Liga","Toccatutto","Liga táctil","Liga táctil","タッチリーグ"
"league_ultra1","Ultra Ligi","Ultra League","Ultra League","Ultra","Ultra","Ultra-Liga","Lega Ultra","Liga ultra","Liga ultra","ウルトラリーグ"
"league_ultra2","Ultra Ligi","Ultra League","Ultra League","Ultra","Ultra","Ultra-Liga","Lega Ultra","Liga ultra","Liga ultra","ウルトラリーグ"
"league_ultra3","Ultra Ligi","Ultra League","Ultra League","Ultra","Ultra","Ultra-Liga","Lega Ultra","Liga ultra","Liga ultra","ウルトラリーグ"
"genre_unknown","Bilinmiyor","???","???","???","???","???","???","(?)","(?)","？？？"
"genre_tehajime","Başlangıç Oyunları","Intro Games","Intro Games","Intro","Intro","Aufwärmrunde","Introduzione","R. preliminar","Ronda preliminar","テハジメ"
"genre_seikatsu","Hayatın İçinden","That's Life","That's Life","Vie quotidienne","Vie quotidienne","Alltag","Quotidianità","V. cotidiana","Vida cotidiana","せいかつ"
"genre_sports","Spor","Sports","Sports","Sport","Sport","Sport","Sport","Deportes","Deportes","スポーツ"
"genre_fantasy","Fantezi","Fantasy","Fantasy","Fantastique","Fantastique","Fantasy","Fantasia","Fantasía","Fantasía","ファンタジー"
"genre_nintendo","Nintendo","Nintendo","Nintendo","Nintendo","Nintendo","Nintendo","Nintendo","Nintendo","Nintendo","ニンテンドー"
"genre_nandemoari","Her Şey Serbest","Anything Goes","Anything Goes","Un peu de tout","Un peu de tout","Mischmasch","Vale tutto","Todo vale","Todo vale","ナンデモアリ"
"genre_huiuchi","Pop-Yukarı","Pop-Up","Pop-Up","Embuscade","Embuscade","Überraschung","Sorpresa","A traición","A traición","ふいうち"
"genre_mic","Mikrofon","Mic","Mic","Souffle","Souffle","Pusten","Soffio","Micrófono","Micrófono","フーフー"
"genre_ultra1","Spor ve Hayatın İçinden","Sports & That's Life","Sports & That's Life","Sport & Vie quotidienne","Sport et Vie quotidienne","Sport & Alltag","Sport e quotidianità","Deportes y vida cotidiana","Deportes y vida cotidiana","スポーツ＆せいかつ"
"genre_ultra2","Nintendo Klasikleri ve Fantezi","Nintendo Classics & Fantasy","Nintendo Classics & Fantasy","Nintendo & Fantastique","Nintendo et Fantastique","Nintendo & Fantasy","Nintendo e fantasia","Nintendo y fantasía","Nintendo y fantasía","ニンテンドー＆ファンタジー"
"genre_ultra3","Her Şey Serbest","Anything Goes","Anything Goes","Un peu de tout","Un peu de tout","Mischmasch","Vale tutto","Todo vale","Todo vale","ナンデモアリ"
"device_piko","Basma","Mash","Mash","Boutons","Boutons","Knöpfe","Pulsanti","Botones","Botones","ピコピコ"
"device_guru","Döndürme","Twist","Twist","Gyro","Gyro","Gyro","Rotazione","Giro","Giro","ぐるぐる"
"device_touch","Dokunma","Touch","Touch","Tactile","Tactile","Touch","Tocco","Táctil","Táctil","タッチ"
"device_mic","Mikrofon","Mic","Mic","Souffle","Souffle","Pusten","Soffio","Micrófono","Micrófono","フーフー"
"common_new","YENİ","NEW","NEW","Nouveau","Nouveau","NEU","Novità!","NUEVO","NUEVO","NEW"
"Title_copyright","© 2018 Nintendo. INTELLIGENT SYSTEMS ile ortak geliştirildi.","© 2018 Nintendo Co-developed by INTELLIGENT SYSTEMS ","© 2018 Nintendo Co-developed by INTELLIGENT SYSTEMS ","©2018 Nintendo co-développé par INTELLIGENT SYSTEMS ","©2018 Nintendo co-développé par INTELLIGENT SYSTEMS ","© 2018 Nintendo Co-developed by INTELLIGENT SYSTEMS ","©2018 Nintendo Co-developed by INTELLIGENT SYSTEMS ","©2018 Nintendo Co-developed by INTELLIGENT SYSTEMS ","©2018 Nintendo Co-developed by INTELLIGENT SYSTEMS ","©2018 Nintendo Co-developed by INTELLIGENT SYSTEMS "
"Title_Homebtn",": Ana Menüne Dön",": Return to the HOME Menu",": Return to the HOME Menu"," Retourner au menu HOME"," Retourner au menu HOME",": Zurück zum HOME-Menü","Premi  per tornare al menu HOME.","Pulsa  para volver al menú HOME.","Oprime  para volver al menú HOME.","を おすと HOMEメニューに もどります"
"Title_firststart_btn","Başla","Start","Start","Commencer","Commencer","Start","Inizia","Empezar","Comenzar","はじめる"
"Title_manual","Kılavuz","Manual","Manual","Mode\nd'emploi","Mode\nd'emploi","Anleitung","Manuale","Manual","Manual","説明書"
"Title_communication","SpotPass","SpotPass","SpotPass","SpotPass","SpotPass","SpotPass","SpotPass","SpotPass","SpotPass","いつの間に通信"
"Title_communication_on","Paylaş","Share","Share","Partager","Partager","Senden","Invia","Enviar","Enviar","そうしんする"
"Title_communication_off","Paylaşma","Don't Share","Don't Share","Ne pas partager","Ne pas partager","Nicht senden","Non inviare","No enviar","No enviar","そうしんしない"
