"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"mission_title_none","Bilinmiyor","?","?","?","?","?","?","(?)","(?)","？？？？？？？"
"mission_none","Bilinmiyor","???","???","???","???","???","???","(?)","(?)","？？？？？　？？？？？　？？？？？"
"mission_title_001","Tuş Canavarı","Mash Monster","Mash Monster","Champion des boutons","Champion des boutons","Knöpfe-Könner","Schiacciapulsanti d'élite","Maestro de los botones","Maestro de los botones","ピコピコのエリート"
"mission_001","<MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>veya üzeri skor yap\n<MSBT:0000:0003:0100E614BEFF>Bas Bas Ligi<MSBT:0000:0003:FF00000000FF> ısınmasında.","Score <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>or more in the <MSBT:0000:0003:0100E614BEFF>Mash\nLeague<MSBT:0000:0003:FF00000000FF> warm-up.","Score <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>or more in the <MSBT:0000:0003:0100E614BEFF>Mash\nLeague<MSBT:0000:0003:FF00000000FF> warm-up.","Obtiens un score de <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>\n<MSBT:0000:0003:FF00000000FF>ou plus dans le stage de\n<MSBT:0000:0003:0100E614BEFF>Wario (boutons)<MSBT:0000:0003:FF00000000FF>.","Obtiens un pointage de <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF>\n<MSBT:0000:0003:FF00000000FF>ou plus dans le niveau de\n<MSBT:0000:0003:0100E614BEFF>Wario (boutons)<MSBT:0000:0003:FF00000000FF>.","Erziele <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>oder mehr Punkte in\nder <MSBT:0000:0003:0100E614BEFF>Knöpfe-Liga-Aufwärmrunde<MSBT:0000:0003:FF00000000FF>.","Ottieni almeno <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>punti\nnel livello di <MSBT:0000:0003:0100E614BEFF>Wario (pulsanti)<MSBT:0000:0003:FF00000000FF>.","Consigue una puntuación de\n<MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>o más en la <MSBT:0000:0003:0100E614BEFF>ronda preliminar\nde la liga botones<MSBT:0000:0003:FF00000000FF>.","Consigue una puntuación de\n<MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>o más en la <MSBT:0000:0003:0100E614BEFF>ronda preliminar\nde la liga botones<MSBT:0000:0003:FF00000000FF>.","<MSBT:0000:0003:0100E614BEFF>ワリオ（ピコピコ）<MSBT:0000:0003:FF00000000FF>の ステージで\nスコア <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0B00FFFFFFFFFFFFFFFF><MSBT:0000:0003:FF00000000FF> いじょうを だす"
"mission_title_002","Dans Divası","Dancing Diva","Dancing Diva","Roi de la piste","Roi de la piste","Tanzgenie","Ballo forsennato","Rey de la pista","Rey de la pista","ちゅうもくのダンサー"
"mission_002","Skor <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF> veya üzerini <MSBT:0000:0003:0100E614BEFF>Jimmy<MSBT:0000:0003:FF00000000FF>\nsahnesinde yap.","Score <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>or more in <MSBT:0000:0003:0100E614BEFF>Jimmy<MSBT:0000:0003:FF00000000FF>'s\nstage.","Score <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>or more in <MSBT:0000:0003:0100E614BEFF>Jimmy<MSBT:0000:0003:FF00000000FF>'s\nstage.","Obtiens un score\nde <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF><MSBT:0000:0003:FF00000000FF> ou plus dans\nle stage de <MSBT:0000:0003:0100E614BEFF>Jimmy<MSBT:0000:0003:FF00000000FF>.","Obtiens un pointage\nde <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF><MSBT:0000:0003:FF00000000FF> ou plus dans\nle niveau de <MSBT:0000:0003:0100E614BEFF>Jimmy<MSBT:0000:0003:FF00000000FF>.","Erziele <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>oder mehr Punkte in\n<MSBT:0000:0003:0100E614BEFF>Jimmy Ts <MSBT:0000:0003:FF00000000FF>Spiele-Mix.","Ottieni almeno <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>punti nel livello\ndi <MSBT:0000:0003:0100E614BEFF>Jimmy T<MSBT:0000:0003:FF00000000FF>.","Consigue una puntuación de\n<MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>o más en el nivel de <MSBT:0000:0003:0100E614BEFF>Jimmy<MSBT:0000:0003:FF00000000FF>.","Consigue una puntuación de\n<MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>o más en el nivel de <MSBT:0000:0003:0100E614BEFF>Jimmy<MSBT:0000:0003:FF00000000FF>.","<MSBT:0000:0003:0100E614BEFF>ジミー <MSBT:0000:0003:FF00000000FF>の ステージで\nスコア <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0B00FFFFFFFFFFFFFFFF><MSBT:0000:0003:FF00000000FF> いじょうを だす"
"mission_title_003","Okul Kızı Cazibesi","Schoolgirl Charm","Schoolgirl Charm","Lycéenne d'élite","Lycéenne d'élite","Ein jeder mag sie","Studentessa modello","Entusiasta de la moda","Entusiasta de la moda","カリスマじょしこうせい"
"mission_003","Skor <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF> veya üzerini <MSBT:0000:0003:0100E614BEFF>Mona<MSBT:0000:0003:FF00000000FF>\nsahnesinde yap.","Score <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>or more in <MSBT:0000:0003:0100E614BEFF>Mona<MSBT:0000:0003:FF00000000FF>'s stage.","Score <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>or more in <MSBT:0000:0003:0100E614BEFF>Mona<MSBT:0000:0003:FF00000000FF>'s stage.","Obtiens un score\nde <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF><MSBT:0000:0003:FF00000000FF> ou plus dans\nle stage de <MSBT:0000:0003:0100E614BEFF>Mona<MSBT:0000:0003:FF00000000FF>.","Obtiens un pointage\nde <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF><MSBT:0000:0003:FF00000000FF> ou plus dans\nle niveau de <MSBT:0000:0003:0100E614BEFF>Mona<MSBT:0000:0003:FF00000000FF>.","Erziele <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>oder mehr Punkte in\n<MSBT:0000:0003:0100E614BEFF>Monas <MSBT:0000:0003:FF00000000FF>Spiele-Mix.","Ottieni almeno <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>punti nel livello\ndi <MSBT:0000:0003:0100E614BEFF>Mona<MSBT:0000:0003:FF00000000FF>.","Consigue una puntuación de\n<MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>o más en el nivel de <MSBT:0000:0003:0100E614BEFF>Mona<MSBT:0000:0003:FF00000000FF>.","Consigue una puntuación de\n<MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>o más en el nivel de <MSBT:0000:0003:0100E614BEFF>Mona<MSBT:0000:0003:FF00000000FF>.","<MSBT:0000:0003:0100E614BEFF>モナ <MSBT:0000:0003:FF00000000FF>の ステージで\nスコア <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0B00FFFFFFFFFFFFFFFF><MSBT:0000:0003:FF00000000FF> いじょうを だす"
"mission_title_004","Çılgın Şoför","Crazy Driver","Crazy Driver","Chauffeur sans peur","Chauffeur sans peur","Rasantes Vergnügen","Tassista professionista","Peligro al volante","Peligro al volante","ばくそううんてんしゅ"
"mission_004","Skor <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF> veya üzerini <MSBT:0000:0003:0100E614BEFF>Dribble &\nSpitz<MSBT:0000:0003:FF00000000FF>\nsahnesinde yap.","Score <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>or more in <MSBT:0000:0003:0100E614BEFF>Dribble &\nSpitz<MSBT:0000:0003:FF00000000FF>'s stage.","Score <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>or more in <MSBT:0000:0003:0100E614BEFF>Dribble &\nSpitz<MSBT:0000:0003:FF00000000FF>'s stage.","Obtiens un score\nde <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF><MSBT:0000:0003:FF00000000FF> ou plus dans\nle stage de <MSBT:0000:0003:0100E614BEFF>Dribble & Spitz<MSBT:0000:0003:FF00000000FF>.","Obtiens un pointage\nde <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF><MSBT:0000:0003:FF00000000FF> ou plus dans\nle niveau de <MSBT:0000:0003:0100E614BEFF>Dribble & Spitz<MSBT:0000:0003:FF00000000FF>.","Erziele <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>oder mehr Punkte in\n<MSBT:0000:0003:0100E614BEFF>Dribble und Spitz' <MSBT:0000:0003:FF00000000FF>Spiele-Mix.","Ottieni almeno <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>punti nel livello\ndi <MSBT:0000:0003:0100E614BEFF>Dribble e Spitz<MSBT:0000:0003:FF00000000FF>.","Consigue una puntuación de\n<MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>o más en el nivel de <MSBT:0000:0003:0100E614BEFF>Dribble\ny Spitz<MSBT:0000:0003:FF00000000FF>.","Consigue una puntuación de\n<MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0400FFFFFFFFFFFFFFFF> <MSBT:0000:0003:FF00000000FF>o más en el nivel de <MSBT:0000:0003:0100E614BEFF>Dribble\ny Spitz<MSBT:0000:0003:FF00000000FF>.","<MSBT:0000:0003:0100E614BEFF>ドリブル＆スピッツ <MSBT:0000:0003:FF00000000FF>の ステージで\nスコア <MSBT:0000:0003:0100FF7900FF><MSBT:0001:0006:0B00FFFFFFFFFFFFFFFF><MSBT:0000:0003:FF00000000FF> いじょうを だす"
