"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Menu_Story","Karşında ben varım—<MSBT:0000:0003:0100FF64D2FF>Wario<MSBT:0000:0003:FF00000000FF>! Daha ne bekliyorsun? Büyük turnuvama bir göz at! Bu mesajı <MSBT:0000:0003:0100FFFF00FF>hızlı geçmek<MSBT:0000:0003:FF00000000FF> mi istiyorsun? O zaman <MSBT:0001:0008:0F0014000000FFFFFFFF> tuşuna bas...                                                Hâlâ burada mısın? Yoksa menü ekranlarında takılmayı falan mı seviyorsun?","It's me—<MSBT:0000:0003:0100FF64D2FF>Wario<MSBT:0000:0003:FF00000000FF>! What are you waiting for? Check out my big tournament! Wanna <MSBT:0000:0003:0100FFFF00FF>fast-forward<MSBT:0000:0003:FF00000000FF> this message? Then press <MSBT:0001:0008:0F0014000000FFFFFFFF>...                                                You're still here? Do you LIKE hanging around on menu screens or something?","It's me—<MSBT:0000:0003:0100FF64D2FF>Wario<MSBT:0000:0003:FF00000000FF>! What are you waiting for? Check out my big tournament! Wanna <MSBT:0000:0003:0100FFFF00FF>fast-forward<MSBT:0000:0003:FF00000000FF> this message? Then press <MSBT:0001:0008:0F0014000000FFFFFFFF>...                                                You're still here? Do you LIKE hanging around on menu screens or something?","Salut ! C'est moi, <MSBT:0000:0003:0100FF64D2FF>Wario<MSBT:0000:0003:FF00000000FF> ! Comme t'as l'air de t'ennuyer, j'ai préparé un événement spécial rien que pour toi. On commence quand tu veux ! Au fait, si tu veux que ce message <MSBT:0000:0003:0100FFFF00FF>défile plus vite<MSBT:0000:0003:FF00000000FF>, appuie sur <MSBT:0001:0008:0F0014000000FFFFFFFF>.                                                                         Eh ben, t'es encore là ? Démarre le mode Histoire !","Salut! C'est moi, <MSBT:0000:0003:0100FF64D2FF>Wario<MSBT:0000:0003:FF00000000FF>! Comme t'as l'air de t'ennuyer, j'ai préparé un événement spécial rien que pour toi. On commence quand tu veux! Au fait, si tu veux que ce message <MSBT:0000:0003:0100FFFF00FF>défile plus vite<MSBT:0000:0003:FF00000000FF>, appuie sur <MSBT:0001:0008:0F0014000000FFFFFFFF>.                                                                         Eh ben, t'es encore là? Démarre le mode Histoire!","Hee! Ich bin's, <MSBT:0000:0003:0100FF64D2FF>Wario<MSBT:0000:0003:FF00000000FF>! Euch ist wohl langweilig, was? Aber keine Sorge. Ich hab ein Spezialevent für euch zusammengestellt! Hier könnt ihr damit anfangen, wann immer ihr wollt. Ach ja, diesen Text könnt ihr <MSBT:0000:0003:0100FFFF00FF>vorspulen<MSBT:0000:0003:FF00000000FF>! Dafür müsst ihr nur <MSBT:0001:0008:0F0014000000FFFFFFFF> drücken...                                                Was macht ihr denn noch hier? Jetzt fangt schon mit der Story an!","Ehi, sono io, <MSBT:0000:0003:0100FF64D2FF>Wario<MSBT:0000:0003:FF00000000FF>! Che c'è, ti annoi? Non ti preoccupare, ho organizzato un evento speciale apposta per te, che puoi iniziare fin da subito. Ah, vuoi <MSBT:0000:0003:0100FFFF00FF>velocizzare<MSBT:0000:0003:FF00000000FF> questo messaggio? E che ci vuole? Premi <MSBT:0001:0008:0F0014000000FFFFFFFF>...                                                Eh?! Che ci fai ancora qui! Sbrigati, inizia con la storia!","¡Buenas! ¡Soy yo, <MSBT:0000:0003:0100FF64D2FF>Wario<MSBT:0000:0003:FF00000000FF>! ¿Te aburres como una ostra? Pues tú tranqui, que he organizado un evento para que te lo pases pipa. ¡Puedes empezar cuando quieras! Si prefieres que este mensaje <MSBT:0000:0003:0100FFFF00FF>pase más deprisa<MSBT:0000:0003:FF00000000FF>, pulsa <MSBT:0001:0008:0F0014000000FFFFFFFF>. Bueno, ¿se puede saber qué haces aquí todavía? ¡Empieza con la historia de una vez!","¡Hola! ¡Soy yo, <MSBT:0000:0003:0100FF64D2FF>Wario<MSBT:0000:0003:FF00000000FF>! ¿Te aburres como una ostra? Pues ya no lo hagas, organicé un evento pensando en ti. ¡Puedes empezar cuando quieras! Si quieres que este mensaje <MSBT:0000:0003:0100FFFF00FF>pase más deprisa<MSBT:0000:0003:FF00000000FF>, oprime <MSBT:0001:0008:0F0014000000FFFFFFFF>... Bueno, ¿se puede saber por qué sigues aquí todavía? ¡Empieza con la historia de una vez!","ガッハッハ！　<MSBT:0000:0003:0100FF64D2FF>ワリオ<MSBT:0000:0003:FF00000000FF>さまだ！！　ヒマそうな オマエたちのために、とっておきの イベントを きかくしたのだ！　さんかしたけりゃ ココから はじめてくれ！　そうそう、いま ながれてるメッセージは <MSBT:0001:0008:0F0014000000FFFFFFFF>を おしているあいだ <MSBT:0000:0003:0100FFFF00FF>はやおくり <MSBT:0000:0003:FF00000000FF>が できるぜ！　いそいでるときに つかってみな！"
"Menu_Collection_lock","Bu mod şimdilik yasak bölge... O yüzden kaybol!","This mode is off-limits...for now. So get lost!","This mode is off-limits...for now. So get lost!","Tu peux pas accéder à ce mode ! Enfin, pas pour l'instant...","Tu peux pas accéder à ce mode! Enfin, pas pour l'instant...","Finger weg von diesem Modus! Fürs Erste...","No! Non hai ancora il diritto di accedere a questa modalità!","¡Este modo no está disponible! De momento...","¡Este modo no está disponible! Por el momento...","このモードは まだ えらべないぜ！"
"Menu_Collection","Şimdiye kadar oynadığın bütün mikro oyunlar burada! Favorilerini yeniden oyna ya da zor olanlarda ustalaş! Bir de şu var: bol bol para kazanmak istiyorsan <MSBT:0000:0003:0100FFFF00FF>hedef skora <MSBT:0000:0003:FF00000000FF> ulaş.","Every microgame you've played so far is right here! Replay your favorites or master the hard ones! Oh yeah! Hit the <MSBT:0000:0003:0100FFFF00FF>target score <MSBT:0000:0003:FF00000000FF>if you wanna earn a lot of coins.","Every microgame you've played so far is right here! Replay your favorites or master the hard ones! Oh yeah! Hit the <MSBT:0000:0003:0100FFFF00FF>target score <MSBT:0000:0003:FF00000000FF>if you wanna earn a lot of coins.","Tous les mini-jeux auxquels t'as joué sont rassemblés ici. Entraîne-toi sur les plus difficiles, ou sur les plus faciles, ou sur ceux que tu préfères... Bref, ENTRAÎNE-TOI ! Si tu obtiens <MSBT:0000:0003:0100FFFF00FF>un bon résultat<MSBT:0000:0003:FF00000000FF>, tu reçois plein de pièces !","Tous les minijeux auxquels t'as joué sont rassemblés ici. Entraîne-toi sur les plus difficiles, ou sur les plus faciles, ou sur ceux que tu préfères... Bref, ENTRAÎNE-TOI! Si tu obtiens <MSBT:0000:0003:0100FFFF00FF>un bon résultat<MSBT:0000:0003:FF00000000FF>, tu reçois plein de pièces!","Alle bisher gespielten Minispiele tauchen hier auf. Übe die besonders schwierigen, übe die viel zu leichten, übe die, von denen du nicht genug kriegen kannst... Hauptsache, du ÜBST! Ach, und noch was ganz Wichtiges: Wenn du die <MSBT:0000:0003:0100FFFF00FF>zum Bestehen nötige Punktzahl erreichst<MSBT:0000:0003:FF00000000FF>, gibt's jede Menge Münzen!","Qui appariranno tutti i microgiochi a cui hai giocato. Puoi esercitarti con quelli difficili, con quelli facili o con i tuoi preferiti. L'importante è ESERCITARSI! Se ottieni un <MSBT:0000:0003:0100FFFF00FF>punteggio sufficiente<MSBT:0000:0003:FF00000000FF>, guadagnerai un sacco di monete!","Aquí irán apareciendo los microjuegos a los que vayas jugando. Aprovecha para cogerles el tranquillo a todos, ¡especialmente a los más chungos! Si consigues <MSBT:0000:0003:0100FFFF00FF>suficientes puntos<MSBT:0000:0003:FF00000000FF>, ¡te llevarás un montón de monedas!","Aquí irán apareciendo los microjuegos que vayas jugando. Aprovecha para practicar con todos, ¡especialmente esos en los que no des una! Si consigues <MSBT:0000:0003:0100FFFF00FF>suficientes puntos<MSBT:0000:0003:FF00000000FF>, ¡te llevarás un montón de monedas!","あそんだゲームは ココに とうろくされていくぞ！　ニガテな ゲームを れんしゅうしたり、きにいった ゲームを やりこんだり、すきに つかってくれ！　そういえば、<MSBT:0000:0003:0100FFFF00FF>ごうかくてん <MSBT:0000:0003:FF00000000FF>を だすと コインが もらえるらしいぜ！"
"Menu_Mission_lock","Hayır! Henüz kilidi açılmadı.","Nope! Not unlocked yet.","Nope! Not unlocked yet.","Du balai ! T'as rien à faire dans ce mode pour le moment !","Du balai! T'as rien à faire dans ce mode pour le moment!","Raus hier! Dieser Modus ist noch nicht verfügbar!","Vai via! Questa modalità non è ancora sbloccata.","¡Fuera de aquí! Este modo aún no está disponible.","¡Fuera de aquí! Este modo aún no está disponible.","このモードは まだ えらべないぜ！"
"Menu_Mission","Jeton mu istiyorsun? Kim istemez ki?! Paraya sıkıştıysan bu görevlerden herhangi birini tamamla. Ama uyarıyorum... Bazıları epey zor.","You want coins? Who doesn't?! Complete any of these missions if you're desperate for cash. But I'm warning you... Some of these are pretty hard.","You want coins? Who doesn't?! Complete any of these missions if you're desperate for cash. But I'm warning you... Some of these are pretty hard.","Tu aimes les pièces ? Bwahaha ! Qui ne les aime pas, hein ? Accomplis des missions si tu veux te remplir les poches. Mais je te préviens, certaines sont assez coton...","Tu aimes les pièces? Bwahaha! Qui ne les aime pas, hein? Accomplis des missions si tu veux te remplir les poches. Mais je te préviens, certaines sont assez corsées...","Du brauchst mehr Münzen?! Wer tut das nicht! Aber gut, schließe eine dieser Missionen ab, wenn du so dringend Moneten haben willst. Denk nur ja nicht, die wären alle total leicht...","Anche a te piacciono le monete, eh? Se sei al verde, vieni qui e cerca di completare qualche missione. Ti avverto però: alcune sono proprio difficili!","¿Quieres monedas? ¡Y quién no! Completa cualquiera de estas misiones para ganar pasta gansa. Pero ya te aviso que algunas son de armas tomar.","¿Quieres monedas? ¡Y quién no! Completa cualquiera de estas misiones para ganar un dinerito. Pero te advierto que se puede poner color de hormiga.","コインがもらえる いろんな おだいが あつまってるぜ！　ムズかしいのも あるが、どんどん ちょうせんして コインを かせげ！　いくつ たっせい できるかな～？"
"Menu_Challenge_lock","Yapım aşamasında! <MSBT:0000:0003:010046E600FF>Hikâye<MSBT:0000:0003:FF00000000FF> bölümünü bitir, belki o zaman hazır olur.","Under construction! Finish the <MSBT:0000:0003:010046E600FF>Story<MSBT:0000:0003:FF00000000FF>, then maybe it'll be ready to go.","Under construction! Finish the <MSBT:0000:0003:010046E600FF>Story<MSBT:0000:0003:FF00000000FF>, then maybe it'll be ready to go.","Ce mode est encore en chantier. Reviens quand t'auras entièrement fini l'<MSBT:0000:0003:010046E600FF>Histoire<MSBT:0000:0003:FF00000000FF>.","Ce mode est encore en chantier. Reviens quand t'auras entièrement fini l'<MSBT:0000:0003:010046E600FF>Histoire<MSBT:0000:0003:FF00000000FF>.","Öh... Hier wird gerade noch, äh... gebaut, ja! Komm halt wieder, wenn du mit der <MSBT:0000:0003:010046E600FF>Story<MSBT:0000:0003:FF00000000FF> fertig bist, klar?!","Ehm... questa modalità è ancora in fase di allestimento. Torna quando avrai completato la <MSBT:0000:0003:010046E600FF>storia<MSBT:0000:0003:FF00000000FF>.","Oye, no seas tan impaciente, que este modo aún no está listo. ¡Vuelve cuando hayas completado la <MSBT:0000:0003:010046E600FF>historia<MSBT:0000:0003:FF00000000FF>!","Oye, no seas tan impaciente, que este modo aún no está listo. ¡Vuelve cuando hayas completado la <MSBT:0000:0003:010046E600FF>historia<MSBT:0000:0003:FF00000000FF>!","このモードでは まだ あそべないぜ！　<MSBT:0000:0003:010046E600FF>ストーリー <MSBT:0000:0003:FF00000000FF>を さいごまで クリアするのだ！"
"Menu_Challenge","Bunlar aynı mikro oyunlar ama kurallar tamamen farklı! Biraz ekstra meydan okumayı kaldırabileceğini düşünüyor musun? Çünkü burada epey zorlu şeyler var.","It's the same microgames, but with entirely different rules! Think you can handle a little extra challenge? 'Cause I've got some tough stuff in here.","It's the same microgames, but with entirely different rules! Think you can handle a little extra challenge? 'Cause I've got some tough stuff in here.","Alors comme ça t'as fini l'<MSBT:0000:0003:010046E600FF>Histoire<MSBT:0000:0003:FF00000000FF> et t'en veux encore ? T'es au bon endroit ! Les mini-jeux sont les mêmes ici, mais les règles sont différentes. Accroche-toi, y a du lourd qui t'attend !","Alors comme ça t'as fini l'<MSBT:0000:0003:010046E600FF>Histoire<MSBT:0000:0003:FF00000000FF> et t'en veux encore? T'es au bon endroit! Les minijeux sont les mêmes ici, mais les règles sont différentes. Accroche-toi, y'a du lourd qui t'attend!","Endlich fertig mit der <MSBT:0000:0003:010046E600FF>Story<MSBT:0000:0003:FF00000000FF>? Wurd ja auch mal Zeit. Aber jetzt willst du mehr, stimmt's? Dann bist du hier genau richtig! Ich präsentiere: Dieselben Minispiele, aber mit total anderen Regeln als bisher! Schnall dich gut an. Da sind einige harte Nüsse dabei!","Hai finito la <MSBT:0000:0003:010046E600FF>storia <MSBT:0000:0003:FF00000000FF>e vuoi provare qualcosa di nuovo? Sei nel posto giusto! Qui troverai dei microgiochi con regole completamente cambiate! Quindi preparati ad affrontare delle sfide davvero impegnative.","¿Has terminado la <MSBT:0000:0003:010046E600FF>historia <MSBT:0000:0003:FF00000000FF>y tienes ganas de probar algo nuevo? ¡Pues has venido al sitio indicado! Aquí podrás jugar a los microjuegos de siempre, pero con reglas diferentes. ¡Ojo, que la cosa se pone muy chunga!","¿Terminaste la <MSBT:0000:0003:010046E600FF>historia <MSBT:0000:0003:FF00000000FF>y tienes ganas de probar algo nuevo? ¡Pues estás en el lugar indicado! Aquí podrás jugar los microjuegos de siempre, pero con reglas diferentes. ¡Prepárate porque no estará fácil!","ひとあじちがった ルールで ゲームが あそべるぜ！　<MSBT:0000:0003:010046E600FF>ストーリー <MSBT:0000:0003:FF00000000FF>を やりこんで、フツーじゃ まんぞくできなくなった オマエに ピッタリだ！　てごわいモードも あるから ちゅういして いどめ！"
"Menu_Toy_lock","Buna hazır olman imkânsız! Ama bayılacaksın.","No way are you ready for this! But you're gonna love it.","No way are you ready for this! But you're gonna love it.","T'aimerais bien savoir ce que c'est que ce mode, hein ? Eh ben c'est un secret !","T'aimerais bien savoir ce que c'est que ce mode, hein? Eh ben, c'est un secret!","Gahaha! Wenn du wüsstest, was hier auf dich wartet... Aber Pech gehabt. Noch bist du nicht bereit dafür!","No, ancora non puoi entrare in questa sezione! Però quando la sbloccherai, ti piacerà, ne sono certo!","¡Todavía estás muy verde como para atreverte con esto! Aunque te garantizo que la espera merece la pena.","¡Aún no tienes madera para este nivel! Aunque te garantizo que la espera merece la pena.","このモードは まだ えらべないぜ！"
"Menu_Toy","O paralar sadece biriktirmek için değil! Onları her türden ödül ve oyuncak kazanmak için kullanabilirsin. Ama sistemi kandırmaya çalışma! Bu mod tamamen şans işi.","Those coins aren't just for hoarding! You can use 'em to win all kinds of prizes and toys. But don't try to game the system! This mode's all about luck.","Those coins aren't just for hoarding! You can use 'em to win all kinds of prizes and toys. But don't try to game the system! This mode's all about luck.","Tes pièces sont pas juste là pour faire joli. Dépense-les ici pour gagner des prix et des jeux. Et pas la peine d'essayer de tricher, c'est que du hasard dans ce mode !","Tes pièces sont pas juste là pour faire joli. Dépense-les ici pour gagner des prix et des jeux. Et pas la peine d'essayer de tricher, c'est que du hasard dans ce mode!","Münzen sind nicht nur zum Anschauen da! Hier kannst du sie einsetzen, um alle möglichen Preise und Spielzeuge zu gewinnen! Und denk ja nicht, dass du hier irgendwas manipulieren kannst. In diesem Modus kommt's nur aufs Glück an, sonst nichts! Also dann... Nun schau schon rein! Deine Münzen geben sich schließlich nicht von selbst aus.","Tutti vogliono monete... ma perché? Ma per spenderle qui, è ovvio! Ci sono in palio un sacco di ricchi premi e cotillon! Ma non credere di poter imbrogliare: qui conta solo la fortuna!","¡Las monedas no son solo para guardarlas en la cartera y olvidarse de ellas! Aquí podrás gastarlas para conseguir a cambio premios y juguetes. Eso sí, ni te molestes en hacer trampas: en este modo la suerte es lo único que cuenta.","¡Las monedas no son solo para guardarlas en la cartera y olvidarse de ellas! Aquí podrás gastarlas para conseguir premios y juguetes a cambio. Eso sí, ni te molestes en hacer trampa: en este modo la suerte es lo único que cuenta.","あつめたコインで たのしい けいひんが ゲットできるぞ！　なにが でるかは そのときの ウンしだいだ！　てにいれた けいひんで あそぶのも ココだ！"
"stage_story_lock","Ne yaptığını sanıyorsun? Önceki aşamayı bitirmeden bu aşamayı oynayamazsın!","What do you think you're doing? You can't play this stage until you beat the previous one! ","What do you think you're doing? You can't play this stage until you beat the previous one! ","Termine le stage précédent si tu veux jouer à celui-là.","Termine le niveau précédent si tu veux jouer à celui-là.","Diesen Spiele-Mix kannst du erst spielen, wenn du alles Vorherige abgeschlossen hast!","In generale nei videogiochi funziona così: per poter giocare un livello successivo bisogna prima battere il livello precedente!","¡Para jugar este nivel, primero tienes que haber completado el anterior!","¡Para jugar este nivel, primero tienes que haber completado el anterior!","このステージは まだ あそべないぜ！　まずは まえのステージを クリアするのだ！"
