index,label,English,French,German,Italian,Spanish,Turkish
0,0_00,"A, B, C, D, E, F, G...","A, B, C, D, E, F, G...","C, D, E, F, G, H, I...","A, E, I, O, U...","A, E, I, O, U...","A, B, C, D, E, F, G..."
1,0_01,"You cannot defeat us, Earth people.
We are the Mii.",On est les Mii !,"Keiner besiegt mich,
ich bin ein Mii!","Non potete sconfiggerci, terrestri.
Noi siamo i Mii!",¡Habitantes de la Tierra! ¡Somos los Mii!,"Bizi yenemezsiniz, Dünyalılar.
Biz Mii’yiz."
2,0_02,Put something better on!,On est les rois !,"Klein, aber zäh!",All'attacco!,¡Al ataque!,Daha iyi bir şey giy!
3,0_03,Ah!,Ah !,Ah!,Ah!,¡Ah!,Ah!
4,0_04,Revolution!,Ré-vo-lu-tion !,Revolution!,Rivoluzione!,¡Todo a babor!,Devrim!
5,0_05,Doo bee doo,Chou-bi-dou-bi-dou.,Schub-dubi-duh!,Tra la là!,¡Tralalá!,Dubi dubi duu
6,0_06,I could do with something refreshing to drink.,Je boirais bien un truc rafraîchissant...,Ah! Jetzt eine kühle Apfellimonade!,Mi andrebbe proprio una bibita fresca.,Me encantaría tomarme algo fresquito.,Şöyle ferahlatıcı bir içecek iyi giderdi.
7,0_07,The real criminal was YOU!,"C'est toi, le coupable !",Wer hat's getan? Das warst doch du!,Chi è il colpevole? TU!,Y el culpable es... ¡USTED!,Asıl suçlu SENDİN!
8,0_08,It's a bit too cool here...,"Il fait un peu froid, ici.",Ist vielleicht ein wenig kühl hier...,Fa un po' troppo freddo qui...,Hace un poco de fresquete.,Burası biraz fazla serin...
9,0_09,Feels so good!,"C'est ça, la vie !",Das fühlt sich so gut an!,Si sta così bene!,¡Qué bien me siento!,"Oh, çok iyi!"
10,0_10,Mum!,Maman !,Mama!,Mamma!,¡Mamáaa!,Anne!
11,0_11,This air tastes great!,L'air est si pur !,Was für eine fantastische Luft!,Che bell'aria fresca!,¡El aire es tan puro!,Bu havanın tadı harika!
12,0_12,My throat is getting dry...,J'ai soif...,Langsam kriege ich etwas Durst...,Ho la gola secca...,Tengo la garganta seca...,Boğazım kurumaya başladı...
13,0_13,I could do with a rest.,Je ferais bien une pause.,Ich könnte eine Pause gebrauchen.,Mi ci vorrebbe una bella dormita.,Voy a echar una cabezada...,Biraz dinlensem iyi olacak.
14,0_14,It's so breezy!,Il fait bon !,Es ist so windig!,Che venticello!,¡Qué airecito tan rico!,Ne güzel esiyor!
15,0_15,My eyes are getting dry!,J'ai les yeux secs...,Meine Augen werden ganz trocken!,Ho gli occhi secchi!,¡Se me están secando los ojos!,Gözlerim kurumaya başladı!
16,0_16,Here's looking at you!,"T'as d'beaux yeux, tu sais.","Ich schau dir in die Augen, Kleines!",Alla tua!,"Por ti, pequeña.",Gözüm üstünde!
17,0_17,It's spinning!,"Et pourtant, il tourne !",Es dreht sich ja!,Come gira!,¡Cómo gira!,Dönüyor!
18,0_18,"Danger! Danger,
{TAG_1} lookalike!",Il faut économiser l'énergie !,Gefahr! Pass auf!,"Pericolo, pericolo, sosia{TAG_1}!","¡Peligro! ¡Peligro, doble{TAG_1}!","Tehlike! Tehlike,
{TAG_1} benzeri!"
19,0_19,Exterminate!,Vive l'écologie !,Vernichten!,Annientare!,¡Exterminar!,Yok et!
20,0_20,We are from outer space!,Nous venons du fin fond de la galaxie !,Wir kommen aus dem Weltall!,Noi veniamo dallo spazio!,¡Venimos del espacio exterior!,Biz uzaydan geldik!
21,0_21,I'm melting! I'm melting!,Je fonds ! Je fonds !,Ich schmelze! Ich schmelze dahin!,Mi sto sciogliendo! Mi sto sciogliendo!,"¡Me derrito, me derrito!",Eriyorum! Eriyorum!
22,0_22,All your fans are belong to me.,Le mal disparaîtra !,Das Böse ist besiegt!,Tutti i cattivoni saranno sconfitti!,¡Todos vuestros ventiladores nos pertenecen!,Bütün vantilatörleriniz artık benim.
