index,label,English,French,German,Italian,Spanish,Turkish
0,Material_common_00,"I wonder if you can make out all of the
flavours in this dish...","Je me demande si vous pourrez deviner tout
ce que contient ce plat...","Ob du wohl alle Zutaten zu
diesem Gericht erraten kannst?","Chissà se assaggiando questo piatto riuscirai
a riconoscere tutti gli ingredienti...","¿Podrás adivinar todos los ingredientes
que he utilizado? Tienen un sabor muy especial.","Bu yemekteki bütün tatları ayırt
edebilecek misin bakalım..."
1,Material_common_01,This won't take long.,Attendez encore un peu...,Gleich bin ich fertig!,Non ci vorrà molto.,Estará listo en un periquete.,Bu uzun sürmez.
2,Material_common_02,"Amazingly, this recipe can be made with just a
frying pan.","Pour faire cette recette, une poêle suffit !","Mehr als eine Bratpfanne braucht man
nicht, um dieses Gericht zu kochen!","Sembra incredibile, ma per questa ricetta
basta una sola padella.","Para preparar esta receta solo necesitas
una sartén.","İnanması güç ama bu tarif sadece
bir tavayla yapılabiliyor."
3,Material_fruits_00,This is gonna be so juicy and tasty!,Ça va être bon et juteux !,Das wird saftig! Das wird lecker!,Sarà un piatto così cremoso da leccarsi i baffi!,¡Te vas a chupar los dedos!,Bu öyle sulu ve lezzetli olacak ki!
4,Material_fruits_01,I just got these fruits fresh today.,On m'a donné ces fruits ce matin !,Die Früchte hab ich heute extra eingekauft!,Giusto oggi ho ricevuto questa frutta fresca.,"Esta fruta fresca me la acaban de traer
esta mañana.",Bu meyveleri daha bugün taptaze aldım.
5,Material_fruits_02,The fruit's really good this year.,"Cette année, les fruits sont délicieux.","Dieses Jahr war echt
ein tolles Jahr für Obst!",La frutta di quest'annata è eccezionale.,La fruta de este año ha salido muy buena.,Bu yıl meyveler gerçekten çok güzel.
6,Material_vegetables_00,I'm going to pile the veg into this one.,Je vais y mettre tout un tas de légumes !,Ich nehm extra viel Gemüse.,Aggiungerò un bel po' di verdure.,Voy a ponerle un montón de verduras.,Buna sebzeyi bol bol koyacağım.
7,Material_vegetables_01,Only the freshest veggies go into my dishes.,Je ne mets que les légumes les plus frais.,Ich nehm nur ganz frisches Gemüse zum Kochen!,"Scelgo solo gli ortaggi più freschi
per i miei piatti.","En mis platos solo utilizo las verduras
más frescas.",Yemeklerime yalnızca en taze sebzeler girer.
8,Material_vegetables_02,"The flavours of the veggies should really
come out nicely.","La saveur de chaque légume devrait être
perceptible.","Die Aromen des Gemüses will ich heute
ganz besonders betonen.","Il sapore delle verdure dovrebbe essere
ben riconoscibile.","El sabor de las verduras debería resaltar
mucho.",Sebzelerin tadı bunda iyice ortaya çıkacak.
9,Material_rice_00,It's so light and has so much flavour.,"Plus on mâche, plus le goût se disperse
à l'intérieur de la bouche.","Je gründlicher du kaust, umso besser
kannst du das Essen genießen!",Il sapore si fa più intenso a ogni morso.,"El arroz es muy ligero y le da mucho sabor
al plato.",Hem hafif hem de lezzeti dopdolu.
10,Material_rice_01,"It goes without saying, but the fluffier it is,
the better.","Il n'y a rien de meilleur que le riz fraîchement
récolté.","Ist schon wahr... Bei Reis gibt es
krasse Unterschiede in der Qualität!","Bisogna fare attenzione con il riso,
altrimenti si scuoce.","Seguro que ya lo sabes, pero cuanto más
fresco es el arroz, mejor.","Söylemeye gerek yok;
ne kadar tane tane olursa o kadar iyi."
11,Material_rice_02,"You can eat so much of this and still want
more.","On peut en manger autant qu'on veut,
ça ne fait jamais grossir.","Leicht und bekömmlich... Da kann man sich
satt essen und wird trotzdem nicht dick.",Potrei mangiarne a quintali senza stufarmi.,Puedes comer un montón sin hincharte.,Ne kadar yesen de biraz daha isteyeceksin.
12,Material_bread_00,"Nothing beats the smell of a freshly-baked
loaf!","Rien ne sent meilleur que le pain tout juste
sorti du four !",Dieser Duft ist einfach einmalig!,"Il profumo del pane appena sfornato
è imbattibile!","¡Nada huele mejor que el pan recién
horneado!","Fırından yeni çıkmış ekmek
kokusunun yerini hiçbir şey tutmaz!"
13,Material_bread_01,It tastes so good fresh from the oven!,"Le pain est si bon quand il sort
tout juste du four !","Frisch gebacken schmeckt es
natürlich am allerbesten!","Appena uscito dal forno, questo piatto
ha un sapore straordinario!","¡El pan recién sacado del horno sabe
fenomenal!",Fırından yeni çıkınca tadı bir başka oluyor!
