label,index,deu,eng,esp,fra,ita,nld,tur
CharaSerif_00_M,0,Chef! Chef! Truppenbewegung Richtung\ngeheimer Westschrein abgeschlossen!,Captain! Troop deployment to the shrine\nis complete!,¡Capitán! Nuestros soldados han ocupado\nel templo.,Capitaine ! Les troupes ont été envoyées\nau sanctuaire !,Capitano! Dispiegamento delle truppe\nal tempio completato!,Kapitein! Alle troepen zijn naar de tempel\nverplaatst!,Kaptan! Tapınağa birlik konuşlandırma\ntamamlandı!
CharaSerif_00_F,1,,,,,,,
CharaSerif_01_M,2,"Sehr gut. Das Ultima-Rädchen wird dem\nImperium gehören, bei meinem Filzkäppi!","Good. The Imperial Army WILL have that\nultimate lane-drive gear, no matter what!","Bien. ¡El ejército imperial se hará con\nel piñón definitivo, cueste lo que cueste!","Parfait. L'armée impériale obtiendra ce\nrégulateur ultime, quoi qu'il m'en coûte !","Bene, saremo noi imperiali a impossessarci\ndella rotella kaiten! Costi quel che costi!",Mooi. Het keizerlijke leger zal dat ultieme\nwiel te pakken krijgen!,İyi. İmparatorluk Ordusu o\nnihai Şerit Dişlisi'ni ne pahasına olursa\nolsun ele GEÇİRECEK!
CharaSerif_01_F,3,,,,,,,
CharaSerif_02_M,4,"Ui, Soldaten des Imperiums!\nIhr seid ja überall!",Imperial soldiers! I should've known!,¡El ejército imperial! ¡Lo sabía!,Des soldats impériaux ! J'en étais sûr !,Ah! È l'esercito imperiale! Lo sapevo!,Hé! Keizerlijke soldaten!,İmparatorluk askerleri! Bunu bilmeliydim!
CharaSerif_02_F,5,,Imperial soldiers! I should've known!,,Des soldats impériaux ! J'en étais sûre !,,,İmparatorluk askerleri! Bunu bilmeliydim!
CharaSerif_03_M,6,"Gut beobachtet. Und sieh mal einer an,\ndu hast uns ja sogar etwas mitgebracht.",That's right. And you've brought us just\nwhat we wanted.,En efecto... y parece que llevas encima\nalgo que nos interesa...,"Hé oui, c'est nous ! Et tu as en ta\npossession un objet qui nous intéresse.",In carne e ossa! E sembra che tu abbia\nproprio ciò che stiamo cercando!,"Goed gezien! Kijk eens aan, jij hebt wat\nvoor ons meegebracht.",Doğru. Ve bize tam da\nistediğimizi getirdin.
CharaSerif_03_F,7,,,,,,,
CharaSerif_04_M,8,Hehe... Den Stein hier?\nWollt ihr den etwa haben?,"Haha! Couldn't find it on your own, huh?","¡Je! No lo habéis podido encontrar por\nvuestra cuenta, ¿eh, panda de cafres?","Héhé ! Vous avez pas pu en trouver\nun tout seuls, bande de nazes ?",Eh eh eh. E così non siete ancora riusciti a\nimpossessarvi di quella pietra?,"O, deze steen? Waren jullie hiernaar\nop zoek?","Haha! Kendin bulamadın, ha?"
CharaSerif_04_F,9,,"Hah! Couldn't find it on your own, huh?",,,,,"Hah! Kendin bulamadın, ha?"
CharaSerif_05_M,10,NATÜRLICH WOLLEN WIR DEN HABEN!\nSoldat Alliol! Operation Steineklau!,"No need, when we can steal it from you!\nPrepare for battle!","No, ni falta que hace. Con robártelo,\nvamos apañados.","Pas besoin, puisqu'on peut simplement\nte l'emprunter... Prépare-toi !",Già! Ma la sottrarremo a te! Preparati!,"Ja! En nu we 'm hebben gevonden, gaan\nwe 'm van je afpakken!",Gerek yok; biz onu senden çalarız!\nSavaşa hazırlan!
CharaSerif_05_F,11,,,,,,,
CharaSerif_07_M,12,"\u000E\u0000\u0002\u0002\u0096Operiere, Chef!\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096That rock is ours!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096¡A por el guijarro!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Cette pierre est à nous !\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Quella pietra sarà nostra!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Zet je maar schrap!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096O kaya bizim!\u000E\u0000\u0002\u0002d
CharaSerif_07_F,13,,,,,,,
