label,index,deu,eng,esp,fra,ita,nld,tur
stageName_stage001,0,Grenzpfad 1,Border Path 1,Hacia la frontera 1,Route vers la frontière 1,Verso il confine - 1,Grenspad 1,Sınır Yolu 1
stageName_stage002,1,Grenzpfad 2,Border Path 2,Hacia la frontera 2,Route vers la frontière 2,Verso il confine - 2,Grenspad 2,Sınır Yolu 2
stageName_stage003,2,Grenzpfad 3,Border Path 3,Hacia la frontera 3,Route vers la frontière 3,Verso il confine - 3,Grenspad 3,Sınır Yolu 3
stageName_stage004,3,Grenzpfad 4,Border Path 4,Hacia la frontera 4,Route vers la frontière 4,Verso il confine - 4,Grenspad 4,Sınır Yolu 4
stageName_stage005,4,Grenzpfad 5,Border Path 5,Hacia la frontera 5,Route vers la frontière 5,Verso il confine - 5,Grenspad 5,Sınır Yolu 5
stageName_stage006,5,Grenzpfad 6,Border Path 6,Hacia la frontera 6,Route vers la frontière 6,Verso il confine - 6,Grenspad 6,Sınır Yolu 6
stageName_stage007,6,Grenzpfad 7,Border Path 7,Hacia la frontera 7,Route vers la frontière 7,Verso il confine - 7,Grenspad 7,Sınır Yolu 7
stageName_stage008,7,Befreiungsfront-Versteck,SLF Hideout,Guarida del FLS,QG du FLS,Nascondiglio FLS,Schuilplaats van het SVL,SLF Sığınağı
stageName_stage009,8,Pfad zum Hain 1,Shrine Grove Path 1,Camino del templo 1,Route du village sacré 1,Al Bosco sacro - 1,Tempelpad 1,Tapınak Korusu Yolu 1
stageName_stage010,9,Pfad zum Hain 2,Shrine Grove Path 2,Camino del templo 2,Route du village sacré 2,Al Bosco sacro - 2,Tempelpad 2,Tapınak Korusu Yolu 2
stageName_stage011,10,Pfad zum Hain 3,Shrine Grove Path 3,Camino del templo 3,Route du village sacré 3,Al Bosco sacro - 3,Tempelpad 3,Tapınak Korusu Yolu 3
stageName_stage012,11,Pfad zum Hain 4,Shrine Grove Path 4,Camino del templo 4,Route du village sacré 4,Al Bosco sacro - 4,Tempelpad 4,Tapınak Korusu Yolu 4
stageName_stage013,12,Pfad zum Hain 5,Shrine Grove Path 5,Camino del templo 5,Route du village sacré 5,Al Bosco sacro - 5,Tempelpad 5,Tapınak Korusu Yolu 5
stageName_stage014,13,Pfad zum Hain 6,Shrine Grove Path 6,Camino del templo 6,Route du village sacré 6,Al Bosco sacro - 6,Tempelpad 6,Tapınak Korusu Yolu 6
stageName_stage015,14,Pfad zum Hain 7,Shrine Grove Path 7,Camino del templo 7,Route du village sacré 7,Al Bosco sacro - 7,Tempelpad 7,Tapınak Korusu Yolu 7
stageName_stage016,15,Pfad zum Hain 8,Shrine Grove Path 8,Camino del templo 8,Route du village sacré 8,Al Bosco sacro - 8,Tempelpad 8,Tapınak Korusu Yolu 8
stageName_stage017,16,Pfad zum Hain 9,Shrine Grove Path 9,Camino del templo 9,Route du village sacré 9,Al Bosco sacro - 9,Tempelpad 9,Tapınak Korusu Yolu 9
stageName_stage018,17,Strand am Hain,Shrine Grove Approach,Cerca del templo,Devant le village sacré,Bosco sacro - limitare,Tempelstrand,Tapınak Korusu Önü
stageName_stage019,18,Tor zum Hain,Shrine Grove Gate,A las puertas del templo,Porte du village sacré,Bosco sacro - portale,Tempelpoort,Tapınak Korusu Kapısı
stageName_stage020,19,Grenztorweg 1,Border Gate Road 1,Paso de la frontera 1,Route de la frontière 1,Al portale del confine - 1,Grenspoortweg 1,Sınır Kapısı Yolu 1
stageName_stage021,20,Grenztorweg 2,Border Gate Road 2,Paso de la frontera 2,Route de la frontière 2,Al portale del confine - 2,Grenspoortweg 2,Sınır Kapısı Yolu 2
stageName_stage022,21,Grenztorweg 3,Border Gate Road 3,Paso de la frontera 3,Route de la frontière 3,Al portale del confine - 3,Grenspoortweg 3,Sınır Kapısı Yolu 3
stageName_stage023,22,Grenztorweg 4,Border Gate Road 4,Paso de la frontera 4,Route de la frontière 4,Al portale del confine - 4,Grenspoortweg 4,Sınır Kapısı Yolu 4
stageName_stage024,23,Grenztorweg 5,Border Gate Road 5,Paso de la frontera 5,Route de la frontière 5,Al portale del confine - 5,Grenspoortweg 5,Sınır Kapısı Yolu 5
stageName_stage025,24,Falkenklippe,Outlook Cliff,Acantilado con vistas,Prairie du belvédère,Belvedere,Uitkijkpunt,Seyir Uçurumu
stageName_stage026,25,Grenztorweg 6,Border Gate Road 6,Paso de la frontera 6,Route de la frontière 6,Al portale del confine - 6,Grenspoortweg 6,Sınır Kapısı Yolu 6
stageName_stage027,26,Grenztorweg 7,Border Gate Road 7,Paso de la frontera 7,Route de la frontière 7,Al portale del confine - 7,Grenspoortweg 7,Sınır Kapısı Yolu 7
stageName_stage028,27,Grenztorhof,Border Gate Approach,Control de fronteras,Devant le premier poste,Portale del confine,Grenspoorthof,Sınır Kapısı Önü
stageName_stage029,28,Erster Kontrollpunkt,First Checkpoint,Punto de control 1,Premier poste-frontière,1º posto di blocco,Controlepost 1,Birinci Kontrol Noktası
stageName_stage030,29,Zweiter Kontrollpunkt,Second Checkpoint,Punto de control 2,Deuxième poste-frontière,2º posto di blocco,Controlepost 2,İkinci Kontrol Noktası
stageName_stage031,30,Letzter Kontrollpunkt,Final Checkpoint,Punto de control 3,Dernier poste-frontière,Ultimo posto di blocco,Controlepost 3,Son Kontrol Noktası
stageName_stage032,31,Küstenpfad 1,Seashore Road 1,Camino de la costa 1,Route de la plage 1,Verso la costa - 1,Kustweg 1,Sahil Yolu 1
stageName_stage033,32,Küstenpfad 2,Seashore Road 2,Camino de la costa 2,Route de la plage 2,Verso la costa - 2,Kustweg 2,Sahil Yolu 2
stageName_stage034,33,Küstenpfad 3,Seashore Road 3,Camino de la costa 3,Route de la plage 3,Verso la costa - 3,Kustweg 3,Sahil Yolu 3
stageName_stage035,34,Küstenpfad 4,Seashore Road 4,Camino de la costa 4,Route de la plage 4,Verso la costa - 4,Kustweg 4,Sahil Yolu 4
stageName_stage036,35,Küstenpfad 5,Seashore Road 5,Camino de la costa 5,Route de la plage 5,Verso la costa - 5,Kustweg 5,Sahil Yolu 5
stageName_stage037,36,Stegplattform,Wooden Deck,Muelle de madera,Ponton de bois,Piattaforma di legno,Houten dek,Tahta Güverte
stageName_stage038,37,Küstenpfad 6,Seashore Road 6,Camino de la costa 6,Route de la plage 6,Verso la costa - 6,Kustweg 6,Sahil Yolu 6
stageName_stage039,38,Küstenpfad 7,Seashore Road 7,Camino de la costa 7,Route de la plage 7,Verso la costa - 7,Kustweg 7,Sahil Yolu 7
stageName_stage040,39,Küstenpfad 8,Seashore Road 8,Camino de la costa 8,Route de la plage 8,Verso la costa - 8,Kustweg 8,Sahil Yolu 8
stageName_stage041,40,Küstenpfad 9,Seashore Road 9,Camino de la costa 9,Route de la plage 9,Verso la costa - 9,Kustweg 9,Sahil Yolu 9
stageName_stage042,41,Strandweg 1,Seashore 1,En la costa 1,Plage 1,Costa - 1,Kust 1,Sahil 1
stageName_stage043,42,Strandweg 2,Seashore 2,En la costa 2,Plage 2,Costa - 2,Kust 2,Sahil 2
stageName_stage044,43,Strandweg 3,Seashore 3,En la costa 3,Plage 3,Costa - 3,Kust 3,Sahil 3
stageName_stage045,44,Holzsteg-Basis 1,Boardwalk Base 1,Base del muelle 1,Route de la base marine 1,Passerella - 1,Boulevardbasis 1,İskele Üssü 1
stageName_stage046,45,Holzsteg-Basis 2,Boardwalk Base 2,Base del muelle 2,Route de la base marine 2,Passerella - 2,Boulevardbasis 2,İskele Üssü 2
stageName_stage047,46,Holzsteg-Basis 3,Boardwalk Base 3,Base del muelle 3,Route de la base marine 3,Passerella - 3,Boulevardbasis 3,İskele Üssü 3
stageName_stage048,47,Holzsteg-Basis 4,Boardwalk Base 4,Base del muelle 4,Route de la base marine 4,Passerella - 4,Boulevardbasis 4,İskele Üssü 4
stageName_stage049,48,Holzsteg-Basis 5,Boardwalk Base 5,Base del muelle 5,Route de la base marine 5,Passerella - 5,Boulevardbasis 5,İskele Üssü 5
stageName_stage050,49,Holzsteg-Basis 6,Boardwalk Base 6,Base del muelle 6,Route de la base marine 6,Passerella - 6,Boulevardbasis 6,İskele Üssü 6
stageName_stage051,50,Generalspavillon: Hof,Near General's Gazebo,Frente a la tienda del general,Devant le fort du général,Gazebo del generale - entrata,Generaalsfort: ingang,General Karargâhı Yakını
stageName_stage052,51,Generalspavillon,General's Gazebo,Tienda del general,Fort du général,Gazebo del generale,Generaalsfort,General Karargâhı
stageName_stage053,52,Benteaux 1,Benteaux 1,Benteaux 1,Benteaux 1,Benteaux - 1,Benteaux 1,Benteaux 1
stageName_stage054,53,Benteaux 2,Benteaux 2,Benteaux 2,Benteaux 2,Benteaux - 2,Benteaux 2,Benteaux 2
stageName_stage055,54,Benteaux 3,Benteaux 3,Benteaux 3,Benteaux 3,Benteaux - 3,Benteaux 3,Benteaux 3
stageName_stage056,55,Benteaux 4,Benteaux 4,Benteaux 4,Benteaux 4,Benteaux - 4,Benteaux 4,Benteaux 4
