label,index,deu,eng,esp,fra,ita,nld,tur
Label_Menu,0,Menü,Menu,Menú,Menu,Menu,Menu,Menü
Label_ButtleGod,1,Aktives Team,Active Sprites,Genios activos,Esprits actifs,Spiriti attivi,Actief team,Etkin Ruhlar
Label_Bleed,2,Lern-Geister,Reserve Sprites,Reserva,Esprits de réserve,Spiriti di riserva,Reserveposities,Yedek Ruhlar
Label_Encyclopedia,3,Geisterfibel,Catalog,Guía,Guide,Tomo degli spiriti,Catalogus,Katalog
Label_Form,4,Geister-Team,Sprite Order,Equipo,Ordre des esprits,Ordine spiriti,Teamindeling,Ruh Dizilimi
Label_Item,5,Items,Items,Objetos,Objets,Oggetti,Voorwerpen,Eşyalar
Label_MyData,6,Musashi,Striker Specs,Mis datos,Musashi,Musashi,Striker,Vurucu Profili
Label_MyData_f,7,,,,,,,
Label_Toranomaki,8,Striker-Schrift,Secret Scroll,Papiro secreto,Parchemin secret,Perg. segreta,Handboek,Gizli Tomar
Label_NoSet,9,(Kein Geist gewählt),None Set,Ninguno,Aucun,Nessuno,Leeg,Seçilmedi
Label_None,10,Keiner,None,Ninguno,Aucun,Nessuno,Leeg,Yok
