label,index,deu,eng,esp,fra,ita,nld,tur
CharaSerif_00_M,0,"Und so entstand eine neue Sushi-\nBefreiungsfront, mit Musashi als Anführer.",The Sushi Liberation Front was reborn\nwith Musashi as its new leader.,El Frente de Liberación del Sushi renació\ncon Musashi como nuevo líder.,"Le Front de Libération des Sushis prend alors\nun nouveau départ, avec Musashi à sa tête.",Il Fronte di Liberazione del Sushi risorse\ncon Musashi alla sua guida.,"Zo stond er een nieuw Sushi-verzetsleger op,\nmet Musashi als aanvoerder.","Suşi Kurtuluş Cephesi, yeni lideri Musashi'yle\nyeniden doğdu."
CharaSerif_00_F,1,"Und so entstand eine neue Sushi-\nBefreiungsfront, mit Musashi als Anführerin.",,El Frente de Liberación del Sushi renació\ncon Musashi como nueva líder.,,,"Zo stond er een nieuw Sushi-verzetsleger op,\nmet Musashi als aanvoerster.",
CharaSerif_01_M,2,Musashi ging es beim Sushi um zwei Aspekte:\nRespekt gegenüber Sushi und Freiheit!,"He combined two ideals: freedom of sushi,\nand appreciation for sushi.",Supo combinar dos ideales: el sushi libre\ny el amor por el sushi.,Musashi poursuivait un double idéal : le\nrespect des sushis et la liberté d'en manger.,Egli unì i due ideali di libertà e rispetto\nper il sushi.,Hij hamerde altijd op zijn kernwaarden:\nvrijheid van sushi en waardering voor sushi.,İki ideali birleştirdi: suşi özgürlüğü\nve suşinin değerini bilmek.
CharaSerif_01_F,3,,"She combined two ideals: freedom of sushi,\nand appreciation for sushi.",,,Ella unì i due ideali di libertà e rispetto\nper il sushi.,Ze hamerde altijd op haar kernwaarden:\nvrijheid van sushi en waardering voor sushi.,İki ideali birleştirdi: suşi özgürlüğü\nve suşinin değerini bilmek.
CharaSerif_02_M,4,Und mit der Sushi-Geister Segen\nwurden nun Pläne geschmiedet...,"With the renewed trust of the sushi sprites,\nthey planned for their upcoming battle.","Tras recuperar la confianza de los genios\ndel sushi, se preparó para una nueva batalla.","Fort de la confiance des sushinités, il\nplanifiait à présent les combats à venir.","Con la rinnovata fiducia degli spiriti del\nsushi, pianificò le battaglie successive.","Nu het vertrouwen van de sushigami was\nhersteld, bereidden ze zich voor op de strijd.","Suşi ruhlarının yeniden kazandıkları güvenle,\nyaklaşan savaş için plan yaptılar."
CharaSerif_02_F,5,,,,,,,
CharaSerif_03_M,6,Nur mit den Schlüsseln aller drei Generäle\nkönnen wir die Zugbrücke herablassen.,That drawbridge is a problem. We'll need\nkeys from all three generals to lower it.,"Para bajar el puente levadizo, necesitamos\nlas llaves de los tres generales, Musashi.",Ce pont-levis est un problème. Il nous faut\nles clés des trois généraux pour l'abaisser.,Quel ponte levatoio costituisce un problema.\nServono le chiavi dei tre generali per aprirlo.,Alleen met de sleutels van de drie generaals\nkunnen we die ophaalbrug neerlaten.,Şu asma köprü sorun. Onu indirmek için\nüç generalin de anahtarlarına ihtiyacımız var.
CharaSerif_03_F,7,,,,,,,
CharaSerif_04_M,8,"Ach so! Na ja, zwei haben wir ja schon.\nFehlt also bloß noch einer!","No sweat! We already have two, so we\njust need one more.",¡Sin agobios! Ya tenemos dos;\nnos falta una y listo.,"Pas de problème ! On en a déjà deux,\nil nous en manque plus qu'une !","Non preoccuparti! Ne abbiamo già due,\nce ne serve solo un'altra!","Geen probleem. We hebben er al twee, dus\nwe hoeven er nog maar een.","Hiç sorun değil! İki tanesi bizde, o zaman\nbir tane daha lazım."
CharaSerif_04_F,9,,"No sweat! We already have two, so we\njust need one more.",,,,,"Hiç sorun değil! İki tanesi bizde, o zaman\nbir tane daha lazım."
CharaSerif_05_M,10,"Exakt. Und den hat General Ausprey,\nder an der Meeresküste weilt.",Yes. And we'll find it in the hands of\nGeneral Ausprey at the seashore.,¡Es verdad! El general Ausprey debe de\ntenerla en su poder en la zona de la costa.,"C'est ça. Et elle est dans les mains du\ngénéral Ausprey, dans la région de la plage.","È così. E ne è in possesso il generale\nAusprey, presso la costa.","Precies. En die zullen we vinden bij generaal\nAusprey, aan de kust.","Evet. Ve onu kıyıda, General Ausprey'nin\nelinde bulacağız."
CharaSerif_05_F,11,,,,,,,
CharaSerif_06_M,12,"Exakt. Und den hat Generalin Purrsilla,\ndie die Vulkangegend besetzt hält.",Yes. And we'll find it in the hands of\nGeneral Purrsilla at the volcano.,¡Es verdad! La general Purrsilla debe de\ntenerla en su poder en la zona del volcán.,"C'est ça. Et elle est dans les mains du\ngénéral Purrsilla, dans la région du volcan.","È così. E ne è in possesso la generale\nPurrsilla, presso il vulcano.","Precies. En die zullen we vinden bij generaal\nPurrsilla, op de vulkaan.","Evet. Ve onu volkanda, General Purrsilla'nın\nelinde bulacağız."
CharaSerif_06_F,13,,,,,,,
