label,index,deu,eng,esp,fra,ita,nld,tur
CharaSerif_00_M,0,"Hm. Erst schaffst du Jinrai nicht herbei,\nund dann verlierst du den Stützpunkt...","I see. So on top of the incident with Jinrai,\nyou lost an important base to the enemy.","Así que, además de perder a Jinrai, también\nhas perdido una posición ante el enemigo.","Tu reviens sans Jinrai, et en plus tu as laissé\nl'ennemi s'emparer d'une de nos bases...","Capisco. Quindi, oltre all'incidente con Jinrai\nhai anche perso un'importante base.","Aha. Dus niet alleen heb je Jinrai niet, je\nbent ook een belangrijke basis kwijtgeraakt.","Anlıyorum. Yani Jinrai olayı yetmezmiş gibi,\nönemli bir üssü de düşmana kaptırdın."
CharaSerif_00_F,1,,,,,,,
CharaSerif_01_M,2,"Dir unterläuft ein grober Schnitzer nach\ndem anderen, Kodiak.","It's one blunder after another with you,\nisn't it, Kodiak?","Lo tuyo es un fracaso tras otro, Kodiak.","Ma parole, tu enchaînes les échecs, Kodiak.","Un insuccesso dopo l'altro, vero Kodiak?","Je blundert maar door, hè, Kodiak?","Hata üstüne hata yapıyorsun,\ndeğil mi Kodiak?"
CharaSerif_01_F,3,,,,,,,
CharaSerif_02_M,4,\u000E\u0000\u0002\u0002\u0096Ab jetzt nicht mehr! Wirklich!\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096That was the last one, honest!\u000E\u0000\u0002\u0002d","\u000E\u0000\u0002\u0002\u0096¡No habrá más, lo prometo!\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096C'était le dernier ! Promis !\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096Non fallirò ancora, lo giuro!\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096Het zal niet meer gebeuren!\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096Bu sonuncusuydu, gerçekten!\u000E\u0000\u0002\u0002d"
CharaSerif_02_F,5,,,,,,,
CharaSerif_03_M,6,Die Befreiungsfront wird als Nächstes\nmit Sicherheit das Grenztor angreifen.,"If the SLF grows entrenched in the Shrine\nGrove, they'll attack the border gate next.","Si el FLS se hace fuerte en la Isla,\npronto atacará el paso de la frontera.","Si le FLS s'installe dans le village sacré, il\ns'attaquera ensuite à la porte frontalière.","Se il FLS raccoglie le forze presso il Bosco\nsacro, attaccherà il portale del confine.",Het Sushi-verzetsleger heeft zijn zinnen nu\nvast op de grenspoort gezet.,"SLF Tapınak Korusu'nda kök salarsa,\nsıradaki hedefleri sınır kapısı olur."
CharaSerif_03_F,7,,,,,,,
CharaSerif_04_M,8,"Und da fragt sich, ob ich es riskieren kann,\nDIR die Verteidigung zu überlassen.","And so I must ask myself, should I risk\nleaving its defense to you?",Por tanto mi duda es: ¿puedo correr el\nriesgo de encargarte su defensa?,Puis-je raisonnablement me permettre\nde t'en confier la protection ?,E dunque mi chiedo: posso correre il rischio\ndi affidarne la difesa proprio a te?,Dus is de vraag: kan ik de verdediging van\nde grenspoort aan jou overlaten?,Öyleyse kendime sormalıyım: Savunmasını\nsana emanet etmeyi göze almalı mıyım?
CharaSerif_04_F,9,,,,,,,
CharaSerif_05_M,10,"Na-na-natürlich! Ich werde die Grenze mit\neisernem Griff sichern, Ehrenwort!",Y-you can count on me! I'll keep an iron\ngrip on the border!,¡P-por supuesto! Cuente conmigo.\nControlaré la frontera con mano dura.,V-vous pouvez compter sur moi !\nJe protégerai la frontière d'une main de fer !,P-Può contare su di me! Lo difenderò\na ogni costo!,Absoluut! Met mij ervoor komt er nog geen\nkever over de grens!,B-bana güvenebilirsin! Sınırı\ndemir yumrukla tutacağım!
CharaSerif_05_F,11,,,,,,,
CharaSerif_06_M,12,"Brav. Aber solltest du abermals scheitern,\nerwarten dich... die Eisernen Kammern.","I hope so. Because if you fail again, even\nyou won't escape...the facility.","Eso espero. Porque, si vuelves a fracasar,\nlo próximo que te espera es... el centro.","Je l'espère car si tu échoues encore une fois,\nmême toi tu n'échapperas pas à... tu-sais-où.","Lo spero. Poiché, se fallirai, nemmeno tu\npotrai sfuggire... alla struttura.",Dat hoop ik dan maar. Want anders stuur ik\nje linea recta naar... de Fabriek!,"Umarım. Bir daha başarısız olursan,\nsen bile... tesisten kurtulamazsın."
CharaSerif_06_F,13,,,,,,,
CharaSerif_07_M,14,"Bitte nicht! Es ist alles Musashis Schuld,\nganz ehrlich!",Gah! I-it's not my fault! It's that Musashi!,¡P-pero no es mi culpa! ¡Es ese Musashi!,Ha ! C'est pas ma faute ! C'est ce Musashi !,Ah! Non è mia la colpa! La causa\nè quel Musashi!,Wah! Het is allemaal de schuld van die\nMusashi!,Ah! B-benim suçum değil! O Musashi yüzünden!
CharaSerif_07_F,15,,,¡P-pero no es mi culpa! ¡Es esa Musashi!,Ha ! C'est pas ma faute !\nC'est cette Musashi !,Ah! Non è mia la colpa! La causa\nè quella Musashi!,,
CharaSerif_08_M,16,"Wenn wir ihn ausschalten, krümmt uns\ndie Befreiungsfront kein Härchen mehr!","If we get rid of the kid, the rest of the\nSLF are pushovers!","Si consigo acabar con el niño, el resto del\nFLS será unas meras flexiones mañaneras.","Si on se débarrasse de lui, le reste du FLS\ntombera comme des mouches !","Se lo eliminiamo, il resto del FLS non è altro\nche un manipolo di pusillanimi!","Als we dat kind uit de weg geruimd hebben,\nis de rest van het SVL een makkie!","Şu çocuğu ortadan kaldırırsak,\nSLF'nin geri kalanı çocuk oyuncağı!"
CharaSerif_08_F,17,"Wenn wir sie ausschalten, krümmt uns\ndie Befreiungsfront kein Härchen mehr!",,"Si consigo acabar con la niña, el resto del\nFLS será unas meras flexiones mañaneras.","Si on se débarrasse d'elle, le reste du FLS\ntombera comme des mouches !","Se la eliminiamo, il resto del FLS non è altro\nche un manipolo di pusillanimi!",,
CharaSerif_09_M,18,Nanu. Und wie willst du diese Heldentat\nbewerkstelligen?,Hmm. Then do you have a plan to\naccomplish this?,"Bien... Entonces tienes un plan para\nesta misión, por lo que parece.",Hmm... Aurais-tu un plan pour y parvenir ?,Mmmh. Dunque hai un piano per attuare\ntutto ciò?,"Dus je hebt een plan om dat voor elkaar te\nkrijgen, neem ik aan?",Hımm. O zaman bunu nasıl\ngerçekleştireceğine dair bir planın var mı?
CharaSerif_09_F,19,,,,,,,
CharaSerif_10_M,20,Ich hab da jemanden... Gleiches Kaliber\nwie der Knirps! Das kann nicht schiefgehen!,Hah... Yep. You gotta send a punk kid\nto beat a punk kid!,"Sí. Para machacar a un mocoso gamberro,\nnada mejor que alguien de su calaña.","Héhé... Ouais ! Pour battre un sale gosse,\nil faut un autre sale gosse !",Ah... È così. Per sconfiggere la teppaglia\nè necessaria altra teppaglia.,Ha! Zeker! Een koter versla je het best...\nmet een andere koter!,Hah... Evet. Bir serseri çocuğu\nyenmek için serseri bir çocuk göndermek gerek!
CharaSerif_10_F,21,Ich hab da jemanden... Gleiches Kaliber\nwie die Kleine! Das kann nicht schiefgehen!,,"Sí. Para machacar a una mocosa gamberra,\nnada mejor que alguien de su calaña.","Héhé... Ouais ! Pour battre une sale gosse,\nil faut un autre sale gosse !",,,
