label,index,deu,eng,esp,fra,ita,nld,tur
Text_Clear,0,Erfüllt!,Clear!,¡Conseguida!,Réussi !,OK!,Gedaan!,Geçildi!
Text_Cleared,1,(Schon erfüllt),Cleared,Conseguida,Déjà réussi,OK!,Voltooid,Geçildi
Text_ExpMax,2,MAX!,Max EXP,Exp. máx.,EXP max,ESP max,Max. EP,Maks DP
Text_LevelUp,3,\u000E\u0000\u0001\u0002(Neuer Level!\u000E\u0000\u0001\u0002￿,Level Up!,¡Nivel +1!,Niveau +1 !,Livello +1!,Niveau omhoog!,Seviye Yükseldi!
Text_Score,4,Punkte,Score,Puntuación,Score,Punteggio,Punten,Puan
Text_HighScore,5,Rekord,High Score,Récord,Record,Record,Record,En Yüksek Puan
Text_EatDishNumUnit_zr,6, Teller, Plates, platos., assiette, piatti, borden, Tabak
Text_EatDishNumUnit_sg,7, Teller, Plate, plato., assiette, piatto, bord, Tabak
Text_EatDishNumUnit_pl,8, Teller, Plates, platos., assiettes, piatti, borden, Tabak
Text_EatDish,9,Gegessen:,Sushi Eaten,Has comido,Mangé :,Sushi,Gegeten,Yenen Suşi
Text_ClearTimeBonus,10,Tempo-Bonus,Speed Bonus,Rapidez,Bonus de rapidité,Bonus velocità,Snelheidsbonus,Hız Bonusu
Text_FavPowerBonus,11,Sushi-Macht-Bonus,Raw Power Bonus,Poder crudo,Bonus de bonutriment,Bonus potere del sushi,Sushikrachtbonus,Çiğ Güç Bonusu
Text_BlackBeltBonus,12,Schwarzgurt-Bonus,Black-Belt Bonus,Cinturón negro,Bonus Ceinture noire,Bonus cintura nera,Zwartebandbonus,Siyah Kuşak Bonusu
Text_ItemNone,13,keine,None,Nada,Aucune,Nessuna,Geen,Yok
Text_Rank,14,Note:,Grade,Calificación,Note,Voto,Score,Not
Text_Exp,15,Erfahrung,Experience,Experiencia,Expérience,Esperienza,Ervaring,Deneyim
Text_GetItem,16,Belohnung,Reward,Recompensa,Récompense,Ricompensa,Beloning,Ödül
Text_BattleResult,17,Kampfergebnis,Battle Results,Resultados,Récapitulatif,Risultati,Resultaten,Savaş Sonuçları
Text_StarBonus,18,Bonus × %d!,Got Bonus x%d,¡Bonus × %d!,Bonus × %d !,Bonus x%d,Bonus × %d!,Bonus Kazanıldı ×%d
Win_GetFavPower00,19,Genug Portionen gegessen!,Ate your fill!, ¡Has comido el máximo!,Vous en avez mangé assez !,è stato mangiato al massimo!,Tot aan de limiet gegeten!,Doyasıya yedin!
Win_GetFavPower01,20,Du fühlst dich erfüllt von der\nSushi-Macht „\u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\u000F\u0000\u000E\u0000\u0003\u0004\u0000＀“!,The Raw Power \u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\u000F\u0000\u000E\u0000\u0003\u0004\u0000＀ \ncourses through you!,¡Poder crudo: siente en tus venas\nel subidón de \u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\u0017\u0000\u000E\u0000\u0003\u0004\u0000＀!,Le bonutriment « \u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\u000F\u0000 \u000E\u0000\u0003\u0004\u0000＀»\ndéferle en vous !,In te scorre il potere del sushi\n\u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\u000F\u0000\u000E\u0000\u0003\u0004\u0000＀!,De sushikracht \u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\u0017\u0000\n\u000E\u0000\u0003\u0004\u0000＀stroomt door je heen!,Çiğ Güç \u000E\u0000\u0003\u0004ﾑ＞\u000E\u0001\u000F\u0000\u000E\u0000\u0003\u0004\u0000＀ \ndamarlarında akıyor!
Win_GetFavPowerTitle,21,Neue Sushi-Macht!,New Raw Power!,¡Nuevo poder crudo!,Nouveau bonutriment !,Nuovo potere del sushi!,Nieuwe sushikracht!,Yeni Çiğ Güç!
