label,index,deu,eng,esp,fra,ita,nld,tur
homeShrine_cmn_out_01_M,0,Sei gesegnet und komm bald wieder.,Come back again whenever you like.,¡Vuelve cuando quieras!,Reviens me voir quand tu le souhaites.,Torna pure quando lo desideri.,Kom gerust nog eens langs.,Ne zaman istersen yine gel.
homeShrine_cmn_out_01_F,1,,,,,,,
homeShrine_cmn_repeat_01_M,2,Willkommen im Schrein der Sushi-Geister.\nWomit kann ich dienen?,This is the sushi sprite shrine.\nWhat can I help you with?,Bienvenido al templo de los genios.\n¿Qué te trae por aquí?,Bienvenue au sanctuaire des sushinités.\nQue puis-je faire pour t'aider ?,Questo è il tempio del sushi.\nCosa ti porta fin qui?,Welkom bij de sushigami-tempel.\nWaarmee kan ik je van dienst zijn?,Burası Suşi Ruhu Tapınağı.\nSana nasıl yardımcı olabilirim?
homeShrine_cmn_repeat_01_F,3,,,Bienvenida al templo de los genios.\n¿Qué te trae por aquí?,,,,
homeShrine_cmn_ret_01_M,4,Wünschst du noch etwas?,Do you need anything else?,¿Necesitas algo más?,As-tu besoin d'autre chose ?,Cos'altro posso fare per te?,Kan ik je nog ergens anders mee helpen?,Başka bir şeye ihtiyacın var mı?
homeShrine_cmn_ret_01_F,5,,,,,,,
homeShrine_cmn_btn_rank_M,6,"\u000E\u0000\u0003\u0004ﾑ＞Striker-Rang\u000E\u0000\u0003\u0004\u0000＀-Erhöhung, bitte!",I wanna raise my \u000E\u0000\u0003\u0004ﾑ＞striker rank\u000E\u0000\u0003\u0004\u0000＀!,¡Quiero subir mi \u000E\u0000\u0003\u0004ﾑ＞rango de lanzaplatos\u000E\u0000\u0003\u0004\u0000＀!,Je veux augmenter mon \u000E\u0000\u0003\u0004ﾑ＞rang de sushiste\u000E\u0000\u0003\u0004\u0000＀ !,Voglio aumentare il mio \u000E\u0000\u0003\u0004ﾑ＞grado guerriero\u000E\u0000\u0003\u0004\u0000＀!,Ik wil mijn \u000E\u0000\u0003\u0004ﾑ＞strikersrang\u000E\u0000\u0003\u0004\u0000＀ verhogen!,\u000E\u0000\u0003\u0004ﾑ＞vurucu rütbemi\u000E\u0000\u0003\u0004\u0000＀ yükseltmek istiyorum!
homeShrine_cmn_btn_rank_F,7,,,,,,,
homeShrine_cmn_btn_word_M,8,Ich will eine \u000E\u0000\u0003\u0004ﾑ＞Geistergabe\u000E\u0000\u0003\u0004\u0000＀ abholen!,I want to pick up a \u000E\u0000\u0003\u0004ﾑ＞divine order\u000E\u0000\u0003\u0004\u0000＀!,¡Vengo a recoger un \u000E\u0000\u0003\u0004ﾑ＞pedido místico\u000E\u0000\u0003\u0004\u0000＀!,Je viens retirer une \u000E\u0000\u0003\u0004ﾑ＞commande divine\u000E\u0000\u0003\u0004\u0000＀ !,Voglio richiedere un \u000E\u0000\u0003\u0004ﾑ＞mandato divino\u000E\u0000\u0003\u0004\u0000＀!,Ik wil een \u000E\u0000\u0003\u0004ﾑ＞hemels geschenk\u000E\u0000\u0003\u0004\u0000＀ ophalen!,Bir \u000E\u0000\u0003\u0004ﾑ＞ilahi sipariş\u000E\u0000\u0003\u0004\u0000＀ almak istiyorum!
homeShrine_cmn_btn_word_F,9,,,,,,,
homeShrine_first_btn_rank_M,10,Was ist denn ein \u000E\u0000\u0003\u0004ﾑ＞Striker-Rang\u000E\u0000\u0003\u0004\u0000＀?,Explain \u000E\u0000\u0003\u0004ﾑ＞striker ranks\u000E\u0000\u0003\u0004\u0000＀ to me!,¿Qué es el \u000E\u0000\u0003\u0004ﾑ＞rango de lanzaplatos\u000E\u0000\u0003\u0004\u0000＀?,"C'est quoi le \u000E\u0000\u0003\u0004ﾑ＞rang de sushiste\u000E\u0000\u0003\u0004\u0000＀, au juste ?",Cos'è il \u000E\u0000\u0003\u0004ﾑ＞grado guerriero\u000E\u0000\u0003\u0004\u0000＀?,Wat is een \u000E\u0000\u0003\u0004ﾑ＞strikersrang\u000E\u0000\u0003\u0004\u0000＀?,Bana \u000E\u0000\u0003\u0004ﾑ＞vurucu rütbelerini\u000E\u0000\u0003\u0004\u0000＀ anlat!
homeShrine_first_btn_rank_F,11,,,,,,,
homeShrine_first_btn_word_M,12,Was für \u000E\u0000\u0003\u0004ﾑ＞Geistergaben \u000E\u0000\u0003\u0004\u0000＀denn?,What are \u000E\u0000\u0003\u0004ﾑ＞divine orders\u000E\u0000\u0003\u0004\u0000＀?,¿Qué es un \u000E\u0000\u0003\u0004ﾑ＞pedido místico\u000E\u0000\u0003\u0004\u0000＀?,"C'est quoi, une \u000E\u0000\u0003\u0004ﾑ＞commande divine\u000E\u0000\u0003\u0004\u0000＀ ?",Che cos'è un \u000E\u0000\u0003\u0004ﾑ＞mandato divino\u000E\u0000\u0003\u0004\u0000＀?,Wat is een \u000E\u0000\u0003\u0004ﾑ＞hemels geschenk\u000E\u0000\u0003\u0004\u0000＀?,\u000E\u0000\u0003\u0004ﾑ＞İlahi siparişler\u000E\u0000\u0003\u0004\u0000＀ nedir?
homeShrine_first_btn_word_F,13,,,,,,,
homeShrine_first_00_M,14,"Willkommen im Geisterschrein - einer uralten\nheiligen Stätte, den Sushi-Geistern geweiht.",This is the sushi sprite shrine.,Te encuentras en un templo antiguo\nconsagrado a los genios del sushi.,Bienvenue au sanctuaire des sushinités.,Questo è il tempio del sushi.,Deze oeroude tempel is gebouwd ter verering\nvan de sushigami.,Burası Suşi Ruhu Tapınağı.
homeShrine_first_00_F,15,,,,,,,
homeShrine_first_01_M,16,"Ah! Du bist Musashi! Meinen Dank an dich,\ndass du den Heiligen Hain gerettet hast!",Oh! You're Musashi! Many thanks for\nsaving the Shrine Grove!,"¡Ah! Pero si eres tú, Musashi.\n¡Gracias por salvar la Isla del Templo!","Oh ! C'est toi, Musashi ! Je te remercie de\ntout cœur d'avoir sauvé le village sacré !",Ah! Tu sei Musashi! Ti ringrazio infinitamente\nper aver salvato il Bosco sacro.,Ah! Jij bent Musashi! Ik ben je zeer dankbaar\nvoor het behoeden van het heilige eiland.,Ah! Sen Musashi'sin! Tapınak Korusu'nu\nkurtardığın için çok teşekkürler!
homeShrine_first_01_F,17,,,,,,,
