label,index,deu,eng,esp,fra,ita,nld,tur
Prologue01_01_M,0,"Es war einmal ein Junge, der lebte in\neinem kleinen Dorf in der Republik.",There once was a boy who lived in\na remote village in the Republic.,Érase una vez un muchacho que vivía\nen un pueblo remoto de la República.,Il était une fois un jeune garçon qui vivait\ndans un village isolé de la République...,C'era una volta un ragazzo che viveva in uno\nsperduto villaggio della Repubblica.,Er was eens een jongen. Hij leefde in een\nafgelegen dorpje in de Republiek.,Bir zamanlar Cumhuriyet'in\nıssız bir köyünde yaşayan bir çocuk vardı.
Prologue01_01_F,1,"Es war einmal ein Mädchen, das lebte\nin einem kleinen Dorf in der Republik.",There once was a girl who lived in\na remote village in the Republic.,Érase una vez una muchacha que vivía\nen un pueblo remoto de la República.,Il était une fois une jeune fille qui vivait\ndans un village isolé de la République...,C'era una volta una ragazza che viveva in uno\nsperduto villaggio della Repubblica.,Er was eens een meisje. Ze leefde in een\nafgelegen dorpje in de Republiek.,Bir zamanlar Cumhuriyet'in\nıssız bir köyünde yaşayan bir kız vardı.
Prologue01_02_M,2,Er hatte seine Eltern im Sushi-Krieg verloren\nund lebte im Waisenhaus. Und er hieß...,"He lost his parents in the Sushi Struggles,\nand spent his early years in an orphanage.",La Guerra del Sushi lo había separado de sus\npadres y vivía en un orfanato. Se llamaba...,"Séparé de ses parents lors de la Guerre des\nSushis, il grandit dans un orphelinat...",Si separò dai genitori durante le Guerre del\nsushi e fu poi accolto in un orfanotrofio.,Hij raakte zijn ouders kwijt in de Grote\nSushistrijd en groeide op in een weeshuis.,Suşi Savaşları'nda ailesini kaybetti\nve çocukluğunu bir yetimhanede geçirdi.
Prologue01_02_F,3,Es hatte seine Eltern im Sushi-Krieg verloren\nund lebte im Waisenhaus. Und es hieß...,"She lost her parents in the Sushi Struggles,\nand spent her early years in an orphanage.",La Guerra del Sushi la había separado de sus\npadres y vivía en un orfanato. Se llamaba...,"Séparée de ses parents lors de la Guerre des\nSushis, elle grandit dans un orphelinat...",Si separò dai genitori durante le Guerre del\nsushi e fu poi accolta in un orfanotrofio.,Ze raakte haar ouders kwijt in de Grote\nSushistrijd en groeide op in een weeshuis.,Suşi Savaşları'nda ailesini kaybetti\nve çocukluğunu bir yetimhanede geçirdi.
Prologue01_03_M,4,\u000E\u0000\u0002\u0002\u0096...Musashi! So heiß ich!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096That's me! I'm Musashi!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096¡Musashi! Así me llamo.\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096C'est moi ! Musashi !!!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Sono io! Musashi!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Dat ben ik! Musashi heet ik!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096İşte o benim! Ben Musashi!\u000E\u0000\u0002\u0002d
Prologue01_03_F,5,,\u000E\u0000\u0002\u0002\u0096That's me! I'm Musashi!\u000E\u0000\u0002\u0002d,,,,,\u000E\u0000\u0002\u0002\u0096İşte o benim! Ben Musashi!\u000E\u0000\u0002\u0002d
Prologue01_04_M,6,Und... Ich hab total Hunger...,I'm also really...really...hungry.,Uf... Me muero de hambre.,"Beuh... J'ai... super, super, super... faim...",E ho i crampi allo stomaco dalla fame...,"En ik heb heel, heel veel honger.",Ben de gerçekten... gerçekten... çok açım.
Prologue01_04_F,7,,I'm also really...really...hungry.,,,,,Ben de gerçekten... gerçekten... çok açım.
Prologue01_05_M,8,Wir auch!,Us too!,¡Y nosotros!,Musashi ! Nous aussi on a faim...,Anche noi!,Wij ook!,Biz de!
Prologue01_05_F,9,,Us too!,,,,,Biz de!
Prologue01_06_M,10,"Na, dann lauf ich wohl besser in den Wald\nund suche uns was zu essen!","Well, I'll fix that! There's gotta be\nsomething in these woods we can eat!","Tranquilos, chavales. ¡Seguro que encuentro\nalgo de papear en el bosque!",Je m'en occupe ! Je vais nous trouver\nde quoi manger dans les bois !,Allora ci penso io! In questi boschi deve\nesserci qualcosa che possiamo mangiare!,Geen zorgen! Ik kan vast wel iets te eten\nvinden in het bos. Reken maar op mij!,"Tamam, hallederim! Şu ormanlarda\nyiyebileceğimiz bir şey olmalı!"
Prologue01_06_F,11,,"Well, I'll fix that! There's gotta be\nsomething in these woods we can eat!",,,,,"Tamam, hallederim! Şu ormanlarda\nyiyebileceğimiz bir şey olmalı!"
Prologue01_07_M,12,Juhuuuuu!,Yaaaaaay!,¡Bieeen!,Ouaiiiis !,Evvaaai!,Hoeraaa!,Yaşasın!
Prologue01_07_F,13,,,,,,,
