label,index,deu,eng,esp,fra,ita,nld,tur
areaName_area01,0,Republik,Republic,República,République,Repubblica,Republiek,Cumhuriyet
areaName_area02,1,Küstengebiet,Seashore,Costa,Plage,Costa,Kust,Sahil
areaName_area03,2,Vulkangebiet,Volcano,Volcán,Volcan,Vulcano,Vulkaan,Volkan
areaName_area04,3,Imperium - West,Western Empire,Imperio (oeste),Ouest de l'Empire,Impero occidentale,Keizerrijk (west),Batı İmparatorluğu
areaName_area04Sub,4,Imperium - Küste,Imperial Rim,Imperio (confín),Confins de l'Empire,Confine dell'Impero,Keizerrijk (rand),İmparatorluk Çeperi
areaName_area04Camp,5,Feldlager,Base Camp,Campamento base,Campement,Campo base,Basis,Ana Kamp
areaName_area05,6,Tundra,Tundra,Tundra,Toundra,Tundra,Toendra,Tundra
areaName_area06,7,Imperium - Mitte,Central Empire,Imperio (centro),Cœur de l'Empire,Impero centrale,Keizerrijk (midden),Merkez İmparatorluk
areaName_area06Sub,8,Imperium - Ost,Eastern Empire,Imperio (este),Est de l'Empire,Impero orientale,Keizerrijk (oost),Doğu İmparatorluğu
areaName_area07,9,Kaiserpalast,Imperial Palace,Palacio imperial,Palais impérial,Palazzo imperiale,Keizerlijk paleis,İmparatorluk Sarayı
areaName_area08,10,Einsame Insel,Remote Island,Isla Perdida,Île reculée,Isola sperduta,Afgelegen eiland,Uzak Ada
areaName_home,11,Heiliger Hain,Shrine Grove,Isla del Templo,Village sacré,Bosco sacro,Heilig eiland,Tapınak Korusu
areaText_area01,12,"Eine ländliche Region mit\nmildem, freundlichem Klima.\nNach der Niederlage im\nGroßen Sushi-Krieg sucht\nman Sushi hier vergebens.","A warm, pastoral region. After\nlosing the Sushi Struggles to\nthe Empire, it has become a\nwasteland for sushi.","Región cálida y rural que,\ntras sucumbir ante el Imperio\nen la Guerra del Sushi, quedó\nprivada del preciado alimento.","Une région champêtre au\nclimat doux. Depuis sa défaite\nface à l'Empire dans la Guerre\ndes Sushis, on n'y trouve plus\naucun sushi.","Regione assolata e ricca di\npascoli. In seguito alla sconfitta\nmaturata contro l'Impero nelle\nGuerre del sushi, non c'è più\ntraccia di sushi in quest'area.",Een landelijk gebied met een\nmild klimaat. Na de nederlaag\nin de Grote Sushistrijd is er\ngeen sushi meer te vinden.,"Sıcak, huzurlu bir bölge. Suşi\nSavaşları'nda İmparatorluk'a yenildikten\nsonra burada suşi bulunmaz olmuş."
areaText_area02,13,Eine sonnige Region\nunter imperialer Kontrolle.\nDas einstmalige Strandresort\nfungiert nun als imperialer\nStützpunkt.,A sunlit region under the\nEmpire's control. The old\nbeach resort is now an\nImperial stronghold.,Los dominios del Imperio\nincluyen esta región soleada.\nEl antiguo complejo turístico\nes hoy una fortaleza militar.,Une région ensoleillée sous\nle contrôle de l'Empire.\nL'ancien centre balnéaire a\nété reconverti en forteresse\nimpériale.,Regione assolata sotto\nil controllo dell'Impero.\nLa vecchia struttura\nturistica sulla spiaggia\nè ora una fortezza.,Een zonnig gebied dat in\nhanden van het Keizerrijk is.\nHet oude strandresort is nu\neen belangrijk bolwerk van\nhet Keizerrijk.,"Güneşli bir bölge, İmparatorluğun\nkontrolü altında. Eski\nsahil tatil beldesi artık bir\nİmparatorluk kalesi."
areaText_area03,14,"Kontrolliert vom Imperium\nund bekannt für seine\nreichen Edelsteinminen,\nseine heißen Quellen sowie\nfür seinen aktiven Vulkan.",This Empire-held mountain is\nknown as much for its rich\ngem mines and hot springs\nas for its active volcano. ,Zona montañosa de dominio\nimperial en la que abundan\nlos yacimientos de piedras\npreciosas y las fuentes\ntermales.,"Une montagne contrôlée\npar l'Empire, connue pour\nses mines de gemmes, ses\nsources chaudes et son\nvolcan actif.","Montagna sotto il controllo\ndell'Impero, nota sia per le\nminiere ricche di gemme e\nle sorgenti termali, che per\nil suo vulcano attivo.","Deze berg in het Keizerrijk\nstaat bekend om zijn\nmijnen vol edelstenen,\nwarmwaterbronnen en\nde actieve vulkaan.","İmparatorluğun elindeki bu dağ,\naktif yanardağı kadar zengin\nmücevher madenleri ve kaplıcalarıyla\nda ünlüdür. "
areaText_area04,15,Ein trockenes und dennoch\näußerst fruchtbares Land.\nDie Brücke zum imperialen\nMutterland liegt hinter dem\nunüberwindbaren Fort Fugu.,An arid land that nevertheless\nyields a bounty of crops.\nThe bridge leading to the\nImperial homeland lies past\nthe impregnable Fort Fugu.,"Pese a la aridez del terreno,\nesta es una región agrícola.\nEl puente que lleva al corazón\ndel Imperio está custodiado\npor el fuerte Fugu.",Des terres cultivées malgré\nleur aridité. Le pont qui les\nrelie au Cœur de l'Empire\nse trouve au-delà de\nl'imprenable Fort Fugu.,Regione arida che ospita però\ndiverse piantagioni. Il ponte che\nconduce all'Impero centrale si\ntrova al di là dell'inespugnabile\nfortezza Fugu.,"Een droog, maar desondanks\nzeer vruchtbaar land. De brug\ndie naar het centrum van het\nrijk leidt, ligt voorbij het\nonneembare fort Fugu.","Kurak bir toprak ama yine de\nbolca ürün verir.\nİmparatorluk ana vatanına giden\nköprü, aşılmaz Fugu Kalesi'nin\nötesindedir."
areaText_area04Sub,16,Im äußersten Westen\nüberdauern die Kultur der\nRepublik und deren Schreine\nim Verborgenen die eiserne\nBesatzung des Imperiums.,"Far to the west, where the\nEmpire's control is tenuous,\nthe culture of the Republic\nand its hidden shrines persist.",Región situada en el extremo\noccidental del Imperio en la\nque perduran clandestinamente\nlos valores y los templos de\nla República.,"À l'extrême ouest, là où\nl'emprise de l'Empire est\nténue, la culture de la\nRépublique et ses sanctuaires\ncachés subsistent.","All'estremo ovest, dove la stretta\ndell'Impero è più debole, gli ideali\ndella Repubblica e i templi segreti\nsono al sicuro.","Ver in het westen waar de\ngreep van het Keizerrijk het\nzwakst is, blijven de idealen\nvan de Republiek en de\nverborgen tempels overeind.","Batının en ucunda, İmparatorluğun\nhâkimiyetinin zayıfladığı yerlerde,\nCumhuriyet kültürü ve gizli tapınakları\nvarlığını sürdürüyor."
areaText_area04Camp,17,"Ein zeitweiliges Feldlager\nder Befreiungsfront auf ihrem\nMarsch durch den Westen.\nAlles scheint friedlich und\ngeordnet, doch...","The SLF's foothold in their\npush against the western\nEmpire. Things seem to be\nproceeding smoothly, but...","Centro de operaciones del\nFLS en la zona occidental\ndel Imperio. Todo parece\nmarchar sin contratiempos,\npero...","La base du FLS dans sa lutte\ncontre l'Ouest de l'Empire.\nTout semble bien se passer,\nmais...","Il quartier generale del FLS,\nsede dell'opposizione alle regioni\noccidentali dell'Impero. Per ora\nsembra andare tutto bene, ma...","Het hoofdkwartier van het\nverzetsleger in hun strijd\ntegen het westelijke deel\nvan het Keizerrijk. Alles\nlijkt goed te gaan, maar...","SLF'nin Batı İmparatorluğu'na karşı\nharekâtındaki ileri üssü. Her şey\nsorunsuz gidiyor gibi, ama..."
areaText_area05,18,"Hinter den schneebedeckten\nHügeln liegt eine Insel, auf\nder das Imperium angeblich\neine geheime Übungsanlage\nvoller Schrecken unterhält.",Past the snow-capped hills\nis an island where the Empire\nsupposedly keeps a secret\nfacility filled with terrors.,"Al otro lado de las cumbres\nnevadas existe una isla donde,\nsupuestamente, el Imperio\ntiene instalaciones secretas\nen las que reina el terror.",Par-delà les collines\nenneigées se trouve une\nîle où l'Empire cacherait un\ncomplexe régi dans la terreur.,Oltre i monti innevati giace\nun'isola dove si dice che\nl'Impero abbia costruito\nuna struttura segreta\npiena di orrori.,Achter de besneeuwde\nheuvels zou zich op een\neiland een geheim complex\nbevinden waar afschuwelijke\ndingen gebeuren.,"Karla kaplı tepelerin ötesinde,\nİmparatorluğun dehşet verici gizli bir\ntesis işlettiği söylenen bir ada var."
areaText_area06,19,"Eine weitläufige Region,\ndank moderner Technologie\nund der straffen Herrschaft\naus dem Palast im Osten in\nden Pinienwäldern erbaut.",A vast region carved from\npine forests via advanced\ntechnology and firm rulership\nfrom the palace in the east.,"Región extensa de pinares,\ndesarrollada con tecnología\npunta. Está gobernada con\nmano de hierro desde el\npalacio del extremo oriental.","Une vaste région, bâtie en\nrasant ses forêts de conifères\nà l'aide d'une technologie de\npointe et sous la poigne de\nfer du palais impérial à l'est.",Vasta regione ricavata da foreste\ndi pini grazie alla moderna\ntecnologia e al pugno di ferro\ndel palazzo imperiale a est.,Dit weidse gebied is te midden\nvan een dennenbos ontstaan\ndankzij technologisch vernuft\nen de strenge heerschappij\nvanuit het keizerlijke paleis.,Çam ormanları ileri teknolojiyle açılarak\nkurulmuş geniş bir bölge. Doğudaki saray\nburayı demir yumrukla yönetir.
