label,index,deu,eng,esp,fra,ita,nld,tur
Label_Config,0,Optionen,Options,Opciones,Options,Opzioni,Opties,Seçenekler
Label_FileNameChange,1,Datei umbenennen,Rename Save File,Renombrar archivo,Renommer le fichier,Rinomina file,Naam opslagbestand wijzigen,Kayıt Dosyasını Yeniden Adlandır
Label_BgmVolume,2,Lautstärke Musik,Music Volume,Volumen (música),Volume – musique,Volume musica,Muziek,Müzik Ses Düzeyi
Label_SeVolume,3,Lautstärke Effekte,Sound Effect Volume,Volumen (efectos),Volume – effets sonores,Volume effetti sonori,Geluidseffecten,Efekt Ses Düzeyi
Label_PlayerBattleVolume,4,Lautstärke Musashi,Musashi Voice Volume,Volumen (Musashi),Volume – Musashi,Volume Musashi,Musashi,Musashi Ses Düzeyi
Label_EnemyBattleVolume,5,Lautstärke Gegner,Opponent Voice Volume,Volumen (rival),Volume – adversaire,Volume avversario,Tegenstanders,Rakip Ses Düzeyi
Label_EventVoiceVolume,6,Lautstärke Dialoge,Conversation Volume,Volumen (diálogos),Volume – dialogues,Volume dialoghi,Dialoogteksten,Diyalog Ses Düzeyi
Label_VolumeZero,7,Aus,Mute,Silencio,Muet,Muto,Uit,Sessiz
Label_FileDelete,8,Speicherdatei löschen,Delete Save File,Borrar archivo,Effacer le fichier de sauvegarde,Cancella salvataggio,Bestand wissen,Kayıt Dosyasını Sil
Label_ListMenu,9,Optionen,Selection,Opciones,Options,Opzioni,Kies een optie,Seçim
WinTxt_FileNameChange,10,Ändere den Namen\ndeiner Speicherdatei.,Change the name of this save file.,Cambia el nombre\nde este archivo de guardado.,Changer le nom de ce fichier\nde sauvegarde.,Rinomina questo file di salvataggio.,Verander de naam van dit\nopslagbestand.,Bu kayıt dosyasının adını değiştir.
WinTxt_FileNameCheck,11,Ist dieser Name recht?,Is this name OK?,¿Quieres usar este nombre?,Ce nom vous convient-il ?,Va bene questo nome?,Is deze naam goed?,Bu ad uygun mu?
WinTxt_BgmVolumeChange,12,Stelle die Lautstärke\nder Musik im Spiel ein.,Adjust the music volume.\n,Ajusta el volumen\nde la música.,Ajuster le volume de la musique.,Regola il volume della musica.,Pas het volume van de muziek aan.,Müzik ses düzeyini ayarla.\n
WinTxt_SeVolumeChange,13,Stelle die Lautstärke\nder Soundeffekte ein.,Adjust the sound effect volume.,Ajusta el volumen\nde los efectos de sonido.,Ajuster le volume des effets sonores.,Regola il volume degli effetti sonori.,Pas het volume van de\ngeluidseffecten aan.,Efekt ses düzeyini ayarla.
WinTxt_PlayerBattleVolumeChange,14,Stelle die Lautstärke von\nMusashis Sprachausgabe ein.,Adjust Musashi's volume in battle.,Ajusta el volumen de la voz\nde Musashi en combate.,Ajuster le volume de la voix de\nMusashi en combat.,Regola il volume della voce\ndi Musashi in battaglia.,Pas het volume van\nMusashi's stem aan.,Savaşta Musashi’nin ses düzeyini ayarla.
WinTxt_EnemyBattleVolumeChange,15,Stelle die Lautstärke der\nGegner-Sprachausgabe ein.,Adjust the opponent's volume in battle.,Ajusta el volumen de la voz\ndel rival en combate.,Ajuster le volume de la voix de\nl'adversaire en combat.,Regola il volume della voce\ndell'avversario in battaglia.,Pas het volume van de stemmen\nvan je tegenstanders aan.,Savaşta rakibin ses düzeyini ayarla.
WinTxt_EventVoiceVolumeChange,16,Stelle die Lautstärke der\nStimmen in Dialogen ein.,Adjust the volume of character\nvoices in conversations.,Ajusta el volumen\nde los diálogos.,Ajuster le volume des voix pendant\nles dialogues.,Regola il volume delle voci\nnei dialoghi.,Pas het volume van\nde dialoogteksten aan.,Diyaloglarda karakter seslerinin\nses düzeyini ayarla.
WinTxt_FileDelete,17,\u000E\u0000\u0003\u0004Ü＀Mit dieser Option kannst du\ndeinen Spielfortschritt löschen.\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004Ü＀Delete your current progress.\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004Ü＀Borra todo tu progreso.\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004Ü＀Effacer la progression actuelle.\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004Ü＀Cancella i tuoi progressi attuali.\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004Ü＀Wis je huidige voortgang.\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004Ü＀Mevcut ilerlemeni sil.\u000E\u0000\u0003\u0004\u0000＀
