label,index,deu,eng,esp,fra,ita,nld,tur
MovieName_OP,0,Intro-Song,Opening Animation,Vídeo introductorio,Générique de début,Sigla iniziale,Intro,Açılış Animasyonu
MovieInfo_OP,1,Titel: „\u000E\u0000\u0003\u0004Ü＀Sushi No. 1\u000E\u0000\u0003\u0004\u0000＀“\nSänger: Musashi (Stimme: Yuki Yonai)\nMusik und Text: Hi-yunk,"Theme Song: ""\u000E\u0000\u0003\u0004Ü＀Sushi No. 1\u000E\u0000\u0003\u0004\u0000＀""\nSinger: Musashi (Voice: Yuki Yonai)\nSongwriter: Hi-yunk","Tema musical: ""\u000E\u0000\u0003\u0004Ü＀Sushi No. 1\u000E\u0000\u0003\u0004\u0000＀""\nIntérprete: Musashi (Voz: Yuki Yonai)\nAutor: Hi-yunk",* Générique : « \u000E\u0000\u0003\u0004Ü＀Sushi No. 1\u000E\u0000\u0003\u0004\u0000＀ »\n* Chant : Musashi (voix : Yuki Yonai)\n* Auteur : Hi-yunk,"Sigla iniziale ""\u000E\u0000\u0003\u0004Ü＀Sushi No. 1\u000E\u0000\u0003\u0004\u0000＀""\nVoce: Musashi (Yuki Yonai)\nTesto: Hi-yunk",Titellied: '\u000E\u0000\u0003\u0004Ü＀Sushi No. 1\u000E\u0000\u0003\u0004\u0000＀'\nGezongen door: Musashi (stem: Yuki Yonai)\nGeschreven door: Hi-yunk,"Tema Şarkısı: ""\u000E\u0000\u0003\u0004Ü＀Suşi No. 1\u000E\u0000\u0003\u0004\u0000＀""\nŞarkıcı: Musashi (Ses: Yuki Yonai)\nŞarkı yazarı: Hi-yunk"
MovieName_0A,2,Vorgeschichte,Prologue,Prólogo,Prologue,Prologo,Proloog,Prolog
MovieInfo_0A,3,"In einer Welt ohne Fische beginnt\nein Abenteuer rund um „\u000E\u0000\u0003\u0004Ü＀Sushi\u000E\u0000\u0003\u0004\u0000＀“, die\nWunderspeise aus fremden Welten.\n\nDie Republik und das Imperium\nringen um die kostbare Leckerei...","In a world without fish, a tale of the\nadvent of \u000E\u0000\u0003\u0004Ü＀sushi\u000E\u0000\u0003\u0004\u0000＀—a mystical, otherworldly\nfood—unfolds as the fate of the Empire\nand the Republic hangs in the balance.","En un mundo sin peces, nuestra historia\ntrata sobre el \u000E\u0000\u0003\u0004Ü＀sushi\u000E\u0000\u0003\u0004\u0000＀, un extraño alimento\nllegado de otras tierras que es objeto de\nrivalidad entre el Imperio y la República.","Cette histoire met en scène les \u000E\u0000\u0003\u0004Ü＀sushis\u000E\u0000\u0003\u0004\u0000＀,\nce mets devenu légende, dans un monde\nprivé de poissons, théâtre d'une lutte\nimpitoyable opposant l'Empire et la\nRépublique.","In un mondo senza più pesce, una storia\nche racconta dell'arrivo del \u000E\u0000\u0003\u0004Ü＀sushi\u000E\u0000\u0003\u0004\u0000＀, cibo\nextradimensionale, che deciderà il destino\nin bilico dell'Impero e della Repubblica.","Het verhaal van \u000E\u0000\u0003\u0004Ü＀sushi\u000E\u0000\u0003\u0004\u0000＀, een bijzonder en\nmysterieus gerecht, begint in een wereld\nzonder vis, waarin de Republiek en het\nKeizerrijk elkaar in de haren vliegen om\ndeze kostbare lekkernij...","Balıksız bir dünyada,\n\u000E\u0000\u0003\u0004Ü＀suşi\u000E\u0000\u0003\u0004\u0000＀—gizemli, başka\ndünyadan bir yiyecek—ortaya\nçıkarken, İmparatorluk\nile Cumhuriyet'in kaderi\npamuk ipliğine bağlı."
MovieName_EVC1S,4,Musashi heiß ich!,Ch. 1: A Taste of Sushi,1. Sabor a sushi,Ch. 1 : Premiers sushis,Cap. 1 - Il gusto del sushi,1. Mijn eerste sushi,Bölüm 1: Suşi Tadımı
MovieInfo_EVC1S,5,"\u000E\u0000\u0003\u0004Ü＀Musashi\u000E\u0000\u0003\u0004\u0000＀, ein Waisenkind, das seine\nEltern im Krieg verlor, macht sich auf,\num knurrende Mägen zu stillen.\n\nWas wohl erwartet unser tapferes\nObstfinderlein tief im Walde?",\u000E\u0000\u0003\u0004Ü＀Musashi \u000E\u0000\u0003\u0004\u0000＀goes into the forest for food to\nfeed other orphans who have also lost\ntheir parents to the Sushi Struggles.,"Habiendo perdido a sus padres en la\nGuerra del Sushi, \u000E\u0000\u0003\u0004Ü＀Musashi\u000E\u0000\u0003\u0004\u0000＀ vive en un\norfanato. Un día sale al bosque a buscar\nfruta para alimentar a sus compañeros\ncuando sucede algo inesperado.",\u000E\u0000\u0003\u0004Ü＀Musashi\u000E\u0000\u0003\u0004\u0000＀ s'engage dans la forêt afin\nde trouver de quoi nourrir les orphelins\ndont les parents ont péri au cours de la\nGuerre des Sushis.,\u000E\u0000\u0003\u0004Ü＀Musashi\u000E\u0000\u0003\u0004\u0000＀ si dirige nella foresta alla ricerca\ndi cibo per altri orfani delle Guerre\ndel sushi.,\u000E\u0000\u0003\u0004Ü＀Musashi \u000E\u0000\u0003\u0004\u0000＀gaat in het bos op zoek naar\nvoedsel voor de andere weeskinderen\ndie hun ouders hebben verloren tijdens\nde Grote Sushistrijd.,"\u000E\u0000\u0003\u0004Ü＀Musashi\u000E\u0000\u0003\u0004\u0000＀, Suşi Savaşları'nda anne babasını\nkaybeden diğer yetimleri doyurmak için\normana yiyecek aramaya gider."
MovieName_1A,6,Mein erstes Sushi,The First Bite,El primer sushi,La première bouchée,Sushi per la prima volta,Het eerste hapje,İlk Lokma
MovieInfo_1A,7,"Kojiro, Dorfstinkstiefel vom Dienst,\nvermiest Musashi die Obstsammelei.\n\nDa kommt zum Glück ein Fremder\nnamens \u000E\u0000\u0003\u0004Ü＀Franklin \u000E\u0000\u0003\u0004\u0000＀des Weges und macht\nMusashi ein unvergessliches Geschenk...","Musashi clashes with Kojiro, a smug\nbully, and is still fuming over the\nencounter when \u000E\u0000\u0003\u0004Ü＀Franklin \u000E\u0000\u0003\u0004\u0000＀appears with\na wondrous gift.","Musashi sufre un desagradable encuentro\ncon Kojiro, su molesto rival. Aún no se\nha recuperado cuando aparece \u000E\u0000\u0003\u0004Ü＀Franklin\u000E\u0000\u0003\u0004\u0000＀,\nun joven viajero que le ofrece algo\nmaravilloso.","L'arrogant rival de Musashi, Kojiro,\nse dresse sur son chemin. Musashi\nfulmine encore contre cette mauvaise\nrencontre lorsque \u000E\u0000\u0003\u0004Ü＀Franklin\u000E\u0000\u0003\u0004\u0000＀ fait son\napparition, un merveilleux cadeau\nsous le bras.","Musashi si scontra con Kojiro finché, a\nun certo punto, appare \u000E\u0000\u0003\u0004Ü＀Franklin \u000E\u0000\u0003\u0004\u0000＀con una\nmagnifica sorpresa.","Musashi komt Kojiro tegen, een stomme\npestkop, en is nog steeds boos over die\nontmoeting als plots \u000E\u0000\u0003\u0004Ü＀Franklin\u000E\u0000\u0003\u0004\u0000＀ verschijnt\nmet een geweldige verrassing...","Musashi, kendini beğenmiş zorba Kojiro'yla\nkapışır. Karşılaşmanın öfkesi dinmemişken\n\u000E\u0000\u0003\u0004Ü＀Franklin\u000E\u0000\u0003\u0004\u0000＀\nmucizevi bir hediyeyle ortaya çıkar."
MovieName_1B,8,"Gestatten, Jinrai",Meeting Jinrai,El encuentro con Jinrai,Rencontre avec Jinrai,L'incontro con Jinrai,Ontmoeting met Jinrai,Jinrai ile Tanışma
MovieInfo_1B,9,Franklin wurde ins Imperium verschleppt!\n\nVerzweifelt folgt Musashi einer fremden\nStimme und gelangt tief im Walde an\neinen \u000E\u0000\u0003\u0004Ü＀uralten Schrein\u000E\u0000\u0003\u0004\u0000＀. Hier erlebt unser\nmutiges Kind sein pelziges Wunder...,The Empire has Franklin! Musashi is\nhelpless to save him until a voice speaks\nup. Musashi follows the voice to a \u000E\u0000\u0003\u0004Ü＀run-\ndown shrine \u000E\u0000\u0003\u0004\u0000＀in the forest...,"¡El Imperio se lleva a Franklin sin que\nMusashi pueda hacer nada! De pronto,\noye una voz que guía sus pasos hasta\nlas \u000E\u0000\u0003\u0004Ü＀ruinas de un templo\u000E\u0000\u0003\u0004\u0000＀ en medio del\nbosque. ¿De quién se tratará?",Franklin est aux mains de l'Empire !\nMusashi ne sait pas quoi faire pour\nsecourir son ami... jusqu'à ce qu'une\nvoix se fasse entendre et qu'elle\nconduise Musashi vers un \u000E\u0000\u0003\u0004Ü＀sanctuaire\nimmémorial\u000E\u0000\u0003\u0004\u0000＀ au cœur de la forêt.,"Franklin è stato rapito dalle forze\ndell'Impero! Musashi vuole salvarlo\nma non sa come fare, quando sente\nuna voce provenire da un \u000E\u0000\u0003\u0004Ü＀tempio in\nrovina \u000E\u0000\u0003\u0004\u0000＀nel bosco...","Het Keizerrijk heeft Franklin! Musashi wil\nhem bevrijden, maar weet niet hoe, tot er\nplots een stem klinkt. Musashi volgt de\nstem naar een \u000E\u0000\u0003\u0004Ü＀verlaten tempel\u000E\u0000\u0003\u0004\u0000＀ in het bos.",İmparatorluk Franklin'i ele geçirdi! Musashi\nonu kurtaramazken bir ses konuşur.\nMusashi sesi takip ederek ormandaki\n\u000E\u0000\u0003\u0004Ü＀harap\ndurumda bir tapınağa\u000E\u0000\u0003\u0004\u0000＀ varır...
