label,index,deu,eng,esp,fra,ita,nld,tur
AchieveName_001,0,Super-Striker,Super Striker,Superlanzaplatos,Sushiste d'élite,Generale del sushi,Sushiveteraan,Süper Vurucu
AchieveFirstBorder_001,1,Gewinne\n%d Sushi-Kämpfe!,Win %d sushi battles!,Gana %d combates de sushi.,Remportez %d combats\nde sushis.,Vinci %d battaglie!,Win %d sushigevechten!,%d suşi savaşı kazan!
AchieveInfo_001,2,%d Sushi-Kämpfe\ngewonnen!,You've won\n%d sushi battles!,¡Has ganado %d\ncombates de sushi!,Vous avez remporté\n%d combats de sushis !,Hai vinto %d battaglie!,Je hebt %d sushigevechten\ngewonnen!,%d suşi savaşı\nkazandın!
AchieveName_002,3,Multi-Striker,Multi Striker,Multilanzaplatos,Multisushiste,Multiguerriero,Toegewijde striker,Çoklu Vurucu
AchieveFirstBorder_002,4,Gewinne %d Duelle\ngegen andere Spieler!,Win %d multiplayer battles!,Gana %d combates\nmultijugador.,Remportez %d combats\nmultijoueur.,Vinci %d battaglie\nmultigiocatore!,Win %d\nmultiplayergevechten!,%d çok oyunculu savaş kazan!
AchieveFirstBorder_002_sgl,5,Gewinne %d Duell\ngegen andere Spieler!,Win %d multiplayer battle!,Gana 1 combate\nmultijugador.,Remportez %d combat\nmultijoueur.,Vinci %d battaglia\nmultigiocatore!,Win %d\nmultiplayergevecht!,%d çok oyunculu savaş kazan!
AchieveInfo_002,6,%d Mehrspieler-\nDuelle gewonnen!,You've won\n%d multiplayer battles!,¡Has ganado %d\ncombates multijugador!,Vous avez remporté\n%d combats multijoueur !,Hai vinto %d battaglie\nmultigiocatore!,Je hebt %d multiplayer-\ngevechten gewonnen!,%d çok oyunculu savaş\nkazandın!
AchieveInfo_002_sgl,7,%d Mehrspieler-Duell\ngewonnen!,You've won\n%d multiplayer battle!,¡Has ganado 1\ncombate multijugador!,Vous avez remporté\n%d combat multijoueur !,Hai vinto %d battaglia\nmultigiocatore!,Je hebt %d multiplayer-\ngevecht gewonnen!,%d çok oyunculu savaş\nkazandın!
AchieveName_003,8,Sushi-Schlemmer,Sushi Lover,Amante del sushi,Sushivore,Amante del sushi,Sushiliefhebber,Suşi Sever
AchieveFirstBorder_003,9,Iss %d Portionen Sushi!,Eat %d pieces of sushi!,Come %d platos de sushi.,Mangez %d sushis.,Mangia %d piatti di\nsushi!,Eet %d stuks sushi!,%d parça suşi ye!
AchieveInfo_003,10,%d Portionen\nSushi verzehrt!,You've eaten\n%d pieces of sushi!,¡Has comido %d\nplatos de sushi!,Vous avez mangé\n%d sushis !,Hai mangiato %d piatti\ndi sushi!,Je hebt %d stuks sushi\ngegeten!,%d parça suşi\nyedin!
AchieveName_004,11,Obstliebhaber,Fruit Lover,Amante de la fruta,Fructivore,Amante della frutta,Fruitliefhebber,Meyve Sever
AchieveFirstBorder_004,12,Iss %d Portionen Obst!,Eat %d pieces of fruit!,Come %d platos de fruta.,Mangez %d fruits.,Mangia %d piatti\ndi frutta!,Eet %d stuks fruit!,%d parça meyve ye!
AchieveInfo_004,13,%d Portionen\nObst gegessen!,You've eaten\n%d pieces of fruit!,¡Has comido %d platos\nde fruta!,Vous avez mangé\n%d portions de fruits !,Hai mangiato %d piatti\ndi frutta!,Je hebt %d stuks fruit\ngegeten!,%d parça meyve\nyedin!
AchieveName_005,14,Naschkatze,Sweets Lover,Amante de los postres,Dessertivore,Amante dei dolci,IJsliefhebber,Tatlı Canavarı
AchieveFirstBorder_005,15,Iss %d Portionen Süßes!,Eat %d sweets!,Come %d postres.,Mangez %d desserts.,Mangia %d dolci!,Eet %d ijscoupes!,%d tatlı ye!
AchieveInfo_005,16,%d Portionen\nSüßes vernascht!,You've eaten\n%d sweets!,¡Has comido %d postres!,Vous avez mangé\n%d desserts !,Hai mangiato %d\ndolci!,Je hebt %d ijscoupes\ngegeten!,%d tatlı\nyedin!
AchieveName_006,17,Pakt-Profi,Pledge Pro,As de las alianzas,Pro de l'amitié,Attrazione spirituale,Populair bij sushigami,Bağ Ustası
AchieveFirstBorder_006,18,Schließe einen Pakt mit\n%d Sushi-Geistern!,Pledge with\n%d sushi sprites!,Alíate con %d\ngenios del sushi.,Liez-vous d'amitié\navec %d sushinités.,Stringi alleanza con\n%d spiriti!,Vorm een band met\n%d sushigami!,%d suşi ruhuyla\nbağ kur!
