label,index,deu,eng,esp,fra,ita,nld,tur
Label_PreviousSeason,0,Letzte Saison,Last Season,Temp. anterior,Saison précédente,Stagione prec.,Vorig seizoen,Geçen Sezon
Label_MaxRateRanking,1,Meiste Rangpunkte,Top Rated,Mejores,Top du classement,Posizione più alta,Hoogste klasseringen,En Yüksek Puan
Label_Nationwide,2,Regional,Regionwide,Regional,Régional,della regione,Regionaal,Bölgesel
Label_Friend,3,Freunde,Friends,Amigos,Amis,tra gli amici,Vrienden,Arkadaşlar
Label_SeasonNumber,4,Saison Nr. ,Season No.,Temporada: ,Saison ,Stagione nº ,Seizoen ,Sezon No.
Label_Ranking,5,Rangliste,Ranking,Clasificación,Classement,Classifica,Klassering,Sıralama
Label_Rate,6,Punkte,Rating,Puntos,Points,Punti,Punten,Puan
Label_Name,7,Name,Name,Nombre,Nom,Nome,Naam,Ad
Label_OutOfRanking,8,Ohne Rang,Not ranked,Sin clasificación,Hors classement,Non class.,Niet geplaatst,Sıralamada değil
Label_Number,9,Nr.,No.,N.º,Nº,Nº,Nr.,No.
Label_RankingNothing,10,Keine Daten,No results,No hay resultados.,Aucun résultat,Nessun risultato,Geen resultaten,Sonuç yok
Btn_Data,11,Daten,Data,Datos,Données,Dati,Gegevens,Veri
Label_SushiLiker_Rank,12,Striker-Rang,Striker Rank,Rango de lanzaplatos,Rang de sushiste,Grado guerriero sushi,Strikersrang,Vurucu Rütbesi
