label,index,deu,eng,esp,fra,ita,nld,tur
MovieSerifText_OP_0001_M,0,„Sushi No. 1“\n\nSänger:\nMusashi (Yuki Yonai)\n\nMusik und Text:\nHi-yunk,"""Sushi No. 1""\nSinger: Musashi (Yuki Yonai)\nSongwriter: Hi-yunk\n","""Sushi No. 1""\nIntérprete: Musashi (Yuki Yonai)\nLetra: Hi-yunk",« Sushi No. 1 »\nChant : Musashi (Yuki Yonai)\nAuteur : Hi-yunk,"""Sushi No. 1""\nVoce: Musashi (Yuki Yonai)\nTesto: Hi-yunk",'Sushi No. 1'\nGezongen door: Musashi (Yuki Yonai)\nGeschreven door: Hi-yunk,"""Suşi No. 1""\nŞarkıcı: Musashi (Yuki Yonai)\nSöz yazarı: Hi-yunk\n"
MovieSerifText_OP_0001_F,1,,,,,,,
MovieSerifText_OP_0002_M,2,"Sei dabei,",Hey there! Welcome!,¡Os doy la bienvenida!,Hé ! Bienvenue !,Ehilà! Benvenuti!,"Hé, kom mee!",Hey millet! Hoş geldiniz!
MovieSerifText_OP_0002_F,3,,,,,,,
MovieSerifText_OP_0003_M,4,wo die Bänder nie enden!,Can I take your order?,¿Qué vais a tomar?,Une table pour combien ?,Che cosa vi porto?,Zet de band maar aan\nen laat je gaan!,Siparişleri alayım!
MovieSerifText_OP_0003_F,5,,,,,,,
MovieSerifText_OP_0004_M,6,Sei der Samurai\nmit den blitzschnellen Händen!,Sushi sprite style!\nSamurai making sparks fly!,"El sushi es una delicia,\nun bocado genial.","Des sushinités, des samouraïs,\nmais un seul style : excentrique,",Lo stile degli spiriti del sushi!\nSamurai che fan scintille!,Doe je mond wijd open\nals de band gaat lopen!,Suşi ruhu tarzı!\nSamuray gibi kıvılcım saç!
MovieSerifText_OP_0004_F,7,,,,,,,
MovieSerifText_OP_0005_M,8,"Hier im Land,\nwo Sushi im Kreise zieht!",Let the lanes of light flow\nforward like an endless stream.,"Corren los platos en fila,\nes un ciclo sin final.","Des tapis de lumière défilent\ndans un flot infini,",Che nastri di luce scorrano\nin un flusso ininterrotto.,"Stromen smakelijke sushi,\neen lust voor het oog!",Işık şeritleri\nsonsuz bir nehir gibi aksın!
MovieSerifText_OP_0005_F,9,,,,,,,
MovieSerifText_OP_doremi_M,10,(Und wo die\nTellerchen fliegen!),(Do-re-mi da da da-da da),(Do re mi tan-tan tan tan tan.),(Do-ré-mi da da da-da da),(Do-re-mi da da da-da da),(Do-re-mi da da da-da da),(Do-re-mi da da da-da da)
MovieSerifText_OP_doremi_F,11,,(Do-re-mi da da da-da da),,,,,(Do-re-mi da da da-da da)
MovieSerifText_OP_0006_M,12,"Dein Sushido\nstrahlt heller und heller,",See the belts turn like\nthe wheels of the DJ.,Giran y giran las cintas\ncomo un disco musical.,"Tournent, tournent, comme\nles platines d'un DJ.",Che i nastri girino come\ni piatti di un DJ.,Bordjes in alle kleuren\nvan de regenboog!,"Bantlar dönsün durmadan,\nDJ'nin plağı gibi!"
MovieSerifText_OP_0006_F,13,,,,,,,
MovieSerifText_OP_0007_M,14,"Regenbogen leuchten\nvom goldenen Teller,","Shiny, shiny jewels all\ndisplayed on their fine plates.",Un desfile de diamantes\nen carrozas elegantes.,"Et, brillants tels des diamants\ndans leur écrin de porcelaine,",Splendenti gioielli di sushi\ndisposti su piatti pregiati!,Stapel het ene bord\nop het ander,Parıl parıl mücevherler\ntabaklarda göz kamaştırır!
MovieSerifText_OP_0007_F,15,,,,,,,
MovieSerifText_OP_0008_M,16,kein Feind ist\nso stark wie dein Appetit!,"Real deal, what a steal,\nthis is gourmet fish!","Una cena infinita,\nel sueño del sibarita.","Les voilà qui arrivent, me\nmettent l'eau à la bouche,",Un gusto da sogno per un\nottimo prezzo.,en gooi de hele stapel\nnaar je tegenstander!,"Kaçmaz bu fırsat,\ntam bir gurme ziyafeti!"
MovieSerifText_OP_0008_F,17,,,,,,,
MovieSerifText_OP_doremi2_M,18,"(Denn nur wer reinhaut,\nwird siegen!)",(Do-re-mi da da da-da da),(Do re mi tan-tan tan tan tan.),(Do-ré-mi da da da-da da),(Do-re-mi da da da-da da),(Do-re-mi da da da-da da),(Do-re-mi da da da-da da)
MovieSerifText_OP_doremi2_F,19,,(Do-re-mi da da da-da da),,,,,(Do-re-mi da da da-da da)
MovieSerifText_OP_0009_M,20,"Wenn dir der Magen knurrt,",I can't stand it—the hunger,"Ya me rugen las tripas,",Et mon ventre crie famine.,È impossibile resistere...\nche fame.,"Als je buik klaagt\nen om sushi vraagt,","Dayanamam, karnım zil çalıyor,"
MovieSerifText_OP_0009_F,21,,,,,,,
MovieSerifText_OP_0010_M,22,"dann greife zu,\ndann greife an,",is building up.\nMy mouth is watering,"no lo puedo evitar,","Et moi, je salive !","Cresce sempre più,\nci viene l'acquolina!",pak dan je stokjes\nen val aan!,"iştahım kabarıyor,\nağzım sulanıyor,"
MovieSerifText_OP_0010_F,23,,,,,,,
MovieSerifText_OP_0011_M,24,denn jeden Happen Sushi\ngibt's nur einmal im Leben.,up a storm.\nIt's gotta be ready now!,un torrente de saliva\ninunda mi paladar.,"Je les vois, ils sont là,\nje ne tiens plus.",Diventa uno tsunami!\nOra siamo pronti!,"Als de band begint te lopen\nen de sushipoort gaat open,","sel olup taşıyor!\nHazırdır artık, bekleyemem!"
