label,index,deu,eng,esp,fra,ita,nld,tur
MovieSerifText_5c_0001_M,0,Keuch...\nÄchz...,*pant* *pant* *pant*,Arf... arf... arf...,Haaa... Haa...,"Pant, pant, pant.",(buiten adem),Hah... hah... hah...
MovieSerifText_5c_0001_F,1,,*pant* *pant* *pant*,,,,,Hah... hah... hah...
MovieSerifText_5c_0002_M,2,Jetzt reicht's...,That's it...,Decidido.,C'est décidé...,E allora...,Nu staat vast...,Kararımı verdim...
MovieSerifText_5c_0002_F,3,,That's it...,,,,,Kararımı verdim...
MovieSerifText_5c_0003_M,4,Ab heute führe ich\ndie Befreiungsfront an!,I'm gonna take over the SLF!,¡Voy a ser el nuevo líder\ndel FLS!,Je vais prendre le contrôle du\nFront de Libération des Sushis !,Guiderò io il FLS!,dat ik het SVL overneem!,SKC'nin başına geçeceğim!
MovieSerifText_5c_0003_F,5,,I'm gonna take over the SLF!,¡Voy a ser la nueva líder\ndel FLS!,,,,SKC'nin başına geçeceğim!
MovieSerifText_5c_0004_M,6,In unserer Republik soll kein\nEssen verschwendet werden!,"In our Republic, I'll make sure\nno food goes to waste!",En nuestra República\n¡no se desperdiciará la comida!,Je ferai en sorte que jamais plus\nla nourriture ne soit gâchée !,Nella nostra Repubblica\nniente andrà sprecato!,In onze Republiek zal geen\neten verspild worden!,Cumhuriyetimizde hiçbir yemeğin\nisraf olmasına izin vermeyeceğim!
MovieSerifText_5c_0004_F,7,,"In our Republic, I'll make sure\nno food goes to waste!",,,,,Cumhuriyetimizde hiçbir yemeğin\nisraf olmasına izin vermeyeceğim!
MovieSerifText_5c_0005_M,8,Und dann zeigen wir's\nden Imperialen!,And then...we'll take on\nthe Empire...,Después... ¡a por el Imperio!,Et puis... on battra l'Empire !,E poi... affronteremo l'Impero.,En we zullen het\nKeizerrijk aanpakken!,Sonra da... İmparatorluk'la\nkapışacağız...
MovieSerifText_5c_0005_F,9,,And then...we'll take on\nthe Empire...,,,,,Sonra da... İmparatorluk'la\nkapışacağız...
MovieSerifText_5c_0006_M,10,Die müssen büßen!,They have to pay!,¡Pagarán por todo!,Parce que l'Empire doit payer !,Dovranno pagare!,Ze moeten boeten!,Bedelini ödeyecekler!
MovieSerifText_5c_0006_F,11,,They have to pay!,,,,,Bedelini ödeyecekler!
MovieSerifText_5c_0007_M,12,Hrrrm.\nGut gebrüllt.,Hrrh. I admire your spirit!,Admiro tu determinación.,"Je suis impressionné, Musashi !\nQuelle détermination !",Ammiro la tua determinazione!,Ik bewonder je\nvastberadenheid!,Hrrh. Azmine hayran kaldım!
MovieSerifText_5c_0007_F,13,,,,,,,
MovieSerifText_5c_0008_M,14,Öh... Warum leuchtest\ndu denn so?,Uh...why are you glowing?!,¿Por qué brillas?,"Jinrai, pourquoi tu brilles ?!",Uh... perché brilli?,Waarom licht je zo op?!,Şey... neden parlıyorsun?!
MovieSerifText_5c_0008_F,15,,Uh...why are you glowing?!,,,,,Şey... neden parlıyorsun?!
MovieSerifText_5c_0009_M,16,"Dein Kampfgeist,\nund deine Liebe zu Sushi...",Your resolve...and absolute\nappreciation for sushi...,Tu voluntad y tu gran respeto\npor el sushi,Ta détermination... et ton\namour pour les sushis...,La tua determinazione e il tuo\nassoluto rispetto per il sushi,Je doorzettingsvermogen\nen je liefde voor sushi...,Azmin... ve suşiye duyduğun\no derin sevgi...
MovieSerifText_5c_0009_F,17,,,,,,,
MovieSerifText_5c_0010_M,18,Sie haben mich\nwiederhergestellt.,It has restored me...,¡han restaurado mis poderes!,... ont restauré mes pouvoirs...,hanno ripristinato i miei poteri.,hebben mijn krachten hersteld.,Gücümü geri kazandırdı...
MovieSerifText_5c_0010_F,19,,,,,,,
