label,index,deu,eng,esp,fra,ita,nld,tur
MovieSerifText_5a_0001_M,0,Haha! Hast du das gesehen?,Haha! Didja see that?!,¡Ja! ¿Has visto?,Haha ! T'as vu ça ?!,Ah ah ah! Visto?!,Haha! Zag je dat?,Haha! Gördün mü?!
MovieSerifText_5a_0001_F,1,,Haha! Didja see that?!,,,,,Haha! Gördün mü?!
MovieSerifText_5a_0002_M,2,Allerdings.,I did indeed.,Desde luego...,"J'ai vu, oui...",Davvero notevole.,Jazeker.,Gördüm elbette.
MovieSerifText_5a_0002_F,3,,,,,,,
MovieSerifText_5a_0003_M,4,"Ich hätte nie gedacht, dass\nes so weit kommen würde...",I never thought I'd find myself\nin this position.,Jamás pensé que llegaría\na este punto.,Je n'aurais jamais pensé qu'on\nen arriverait là.,Non credevo che mi sarebbe\nmai accaduto.,Ik had nooit gedacht dat\nhet zover zou komen.,İşlerin bu noktaya geleceğini\nhiç düşünmezdim.
MovieSerifText_5a_0003_F,5,,,,,,,
MovieSerifText_5a_0004_M,6,Ha!,Heh!,¡Ja!,Héhé !,Eh!,Hehe!,Hıh!
MovieSerifText_5a_0004_F,7,,Heh!,,,,,Hıh!
MovieSerifText_5a_0005_M,8,Doch nun...,But now...,Pero ahora...,Maintenant...,Ma ora...,Maar nu...,Ama şimdi...
MovieSerifText_5a_0005_F,9,,,,,,,
MovieSerifText_5a_0089_M,10,"Nun zwingst du mich,\nmeine ganze Macht\neinzusetzen.",You've forced me to use the full\nextent of my powers.,¡Me veo obligado a mostrarte\ntodo mi poder!,... je n'ai plus qu'à jouer mon\ndernier atout...,Sono costretto a usare\ntutto il mio potere.,dwing je me om mijn krachten\nten volle te benutten!,Tüm gücümü kullanmaya\nzorladın.
MovieSerifText_5a_0089_F,11,,,,,,,
MovieSerifText_5a_0006_M,12,Huch!,Huh?,¿Eh?,Hein ?,Uh?,Huh?,Ha?
MovieSerifText_5a_0006_F,13,,Huh?,,,,,Ha?
MovieSerifText_5a_0007_M,14,Aaah!\nWas ist los?!,Ah! What's...\nWhat's happening?,¡Aaah! ¿Qué está pasando?,Eh ! Que...\nQu'est-ce qui se passe ?!,Ah! Ma... Che succede?,Ah! Maar wat... Wat gebeurt er?,Ah! Ne...\nNe oluyor?
MovieSerifText_5a_0007_F,15,,Ah! What's...\nWhat's happening?,,,,,Ah! Ne...\nNe oluyor?
MovieSerifText_5a_0008_M,16,Ich kann meine Arme\nnicht bewegen!,I can't control my arms!,¡No puedo mover los brazos!,Je ne peux plus bouger\nmes bras !,Non controllo più le braccia!,Ik kan mijn armen niet bewegen!,Kollarımı kontrol edemiyorum!
MovieSerifText_5a_0008_F,17,,I can't control my arms!,,,,,Kollarımı kontrol edemiyorum!
MovieSerifText_5a_0009_M,18,Aber wie?! Dieser Zauber\nwar doch nur ein Mythos!,But how?! That skill was only\na myth!,¿Cómo? ¡Esa técnica\nera solo un mito!,Impossible ! Je pensais que ce\ntalent était pure légende !,Che cosa?! Quell'abilità\nera solo un mito!,Maar hoe?! Ik dacht dat zo'n\nkracht niet bestond!,Ama nasıl?! O yetenek sadece\nbir efsaneydi!
MovieSerifText_5a_0009_F,19,,,,,,,
MovieSerifText_5a_0010_M,20,Niemand kann ihn\ntatsächlich beherrschen!,I didn't think anyone had\nsuch power!,¡No imaginaba\nque nadie la dominara!,Jamais je n'aurais pensé croiser\nquelqu'un capable de l'utiliser !,Non credevo che potesse\naverla qualcuno!,Nooit gedacht dat iemand\nzo machtig kon zijn!,Bu gücü gerçekten kullanabilen biri\nolduğunu hiç düşünmemiştim!
MovieSerifText_5a_0010_F,21,,,,,,,
MovieSerifText_5a_0011_M,22,Jinrai! Was hat er getan?,Jinrai! What did he do?!,"Jinrai, ¿qué me ha hecho?",Jinrai ! Qu'est-ce qu'il a fait ?!,Jinrai! Che cosa mi ha fatto?!,Jinrai! Wat heeft ie gedaan?,Jinrai! Ne yaptı o?!
MovieSerifText_5a_0011_F,23,,Jinrai! What did he do?!,,,,,Jinrai! Ne yaptı o?!
