label,index,deu,eng,esp,fra,ita,nld,tur
TxtSceneName,0,Items,Items,Objetos,Objets,Oggetti,Voorwerpen,Eşyalar
TxtItemUse,1,Nützliches,Usable,Disponibles,Utilisables,Usabile,Bruikbaar,Kullanılabilir
TxtItemImportant,2,Wichtiges,Key Items,Importantes,Objets-clés,Ogg. chiave,Speciaal,Önemli Eşyalar
TxtItemNum,3,Im Besitz,On Hand,Tienes: ,Nombre possédé : ,Ne hai ,In bezit: ,Eldeki
TxtItemNothing,4,Du hast keine Items.,You don't have any items.,No tienes ningún objeto.,Vous n'avez aucun objet.,Non hai oggetti.,Je hebt geen voorwerpen.,Hiç eşyan yok.
TxtWho,5,Für wen?,Who gets it?,¿Sobre quién?,Sur qui ?,A chi va?,Voor wie?,Kime verilsin?
WinTxt_UseItemPlayer,6,Soll Musashi\n\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000 \u000E\u0000\u0003\u0004\u0000＀verwenden?,Use \u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\u000E\u0000\u0003\u0004\u0000＀\non Musashi?,¿Usar \u000E\u0000\u0003\u0004渀＀\u000E\u0001\u0015\u0000\u000E\u0000\u0003\u0004\u0000＀\nsobre Musashi?,Utiliser sur Musashi l'objet\n\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u0015\u0000\u000E\u0000\u0003\u0004\u0000＀ ?,Vuoi usare su Musashi l'oggetto\n\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u0015\u0000\u000E\u0000\u0003\u0004\u0000＀?,\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000 \u000E\u0000\u0003\u0004\u0000＀geven\naan Musashi?,\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\u000E\u0000\u0003\u0004\u0000＀\nMusashi üzerinde kullanılsın mı?
WinTxt_SetReadyItem01,7,\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000 \u000E\u0000\u0003\u0004\u0000＀als\nAuto-Item anlegen?,Set \u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\u000E\u0000\u0003\u0004\u0000＀\nas your prepared item?,¿Usar \u000E\u0000\u0003\u0004渀＀\u000E\u0001\u0015\u0000\u000E\u0000\u0003\u0004\u0000＀\ncomo objeto equipado?,Équiper Musashi avec l'objet\n\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u0015\u0000\u000E\u0000\u0003\u0004\u0000＀ ?,\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\u000E\u0000\u0003\u0004\u0000＀\ndiverrà l'oggetto pronto. Va bene?,\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\u000E\u0000\u0003\u0004\u0000＀\ninstellen als strijdvoorwerp?,\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\u000E\u0000\u0003\u0004\u0000＀\nHazır Eşya olarak ayarlansın mı?
WinTxt_SetReadyItem02,8,\u000E\u0000\u0003\u0004Ü＀\u000E\u0001\u000C\u0000\u000E\u0000\u0003\u0004\u0000＀ ablegen?\n\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000 \u000E\u0000\u0003\u0004\u0000＀als\nneues Auto-Item ausrüsten?,Swap \u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\u000E\u0000\u0003\u0004\u0000＀ with \u000E\u0000\u0003\u0004Ü＀\u000E\u0001\u000C\u0000\u000E\u0000\u0003\u0004\u0000＀\nas your prepared item?,¿Equipar \u000E\u0000\u0003\u0004渀＀\u000E\u0001\u0015\u0000\u000E\u0000\u0003\u0004\u0000＀\nen lugar de \u000E\u0000\u0003\u0004Ü＀\u000E\u0001\u0016\u0000\u000E\u0000\u0003\u0004\u0000＀?,Changer l'équipement de Musashi et\nremplacer l'objet \u000E\u0000\u0003\u0004Ü＀\u000E\u0001\u0016\u0000\u000E\u0000\u0003\u0004\u0000＀\npar l'objet \u000E\u0000\u0003\u0004渀＀\u000E\u0001\u0015\u0000\u000E\u0000\u0003\u0004\u0000＀ ?,Vuoi sostituire l'oggetto pronto\n\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u0015\u0000\u000E\u0000\u0003\u0004\u0000＀\ncon \u000E\u0000\u0003\u0004Ü＀\u000E\u0001\u0016\u0000\u000E\u0000\u0003\u0004\u0000＀?,\u000E\u0000\u0003\u0004Ü＀\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\u000E\u0000\u0003\u0004Ü＀ \u000E\u0000\u0003\u0004\u0000＀instellen\nals strijdvoorwerp?\n\u000E\u0000\u0003\u0004Ü＀\u000E\u0001\u000C\u0000\u000E\u0000\u0003\u0004\u0000＀ wordt\ndan vervangen.,Hazır Eşya olarak \u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\u000E\u0000\u0003\u0004\u0000＀ yerine \u000E\u0000\u0003\u0004Ü＀\u000E\u0001\u000C\u0000\u000E\u0000\u0003\u0004\u0000＀\nkullanılsın mı?
WinTxt_RemoveReadyItem,9,Auto-Item \u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\n\u000E\u0000\u0003\u0004\u0000＀ablegen?,Remove \u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\n\u000E\u0000\u0003\u0004\u0000＀as your prepared item?,¿Quitar \u000E\u0000\u0003\u0004渀＀\u000E\u0001\u0015\u0000\u000E\u0000\u0003\u0004\u0000＀\ncomo objeto equipado?,Changer l'équipement de Musashi et\nranger l'objet \u000E\u0000\u0003\u0004渀＀\u000E\u0001\u0015\u0000\u000E\u0000\u0003\u0004\u0000＀ ?,\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000 \u000E\u0000\u0003\u0004\u0000＀non sarà\npiù l'oggetto pronto. Va bene?,\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\u000E\u0000\u0003\u0004\u0000＀\nschrappen als strijdvoorwerp?,\u000E\u0000\u0003\u0004渀＀\u000E\u0001\u000B\u0000\n\u000E\u0000\u0003\u0004\u0000＀ Hazır Eşya olmaktan çıkarılsın mı?
