label,index,deu,eng,esp,fra,ita,nld,tur
MovieSerifText_9d_0001_M,0,Das Spiel ist aus!,Give it up!,¡Ríndete!,Laisse tomber !,Arrenditi!,Geef het op!,Pes et!
MovieSerifText_9d_0001_F,1,,Give it up!,,,,,Pes et!
MovieSerifText_9d_0002_M,2,Nein...\nMein Sushi...,No... My sushi...,¡No! Mi sushi...,Non... Mes sushis...,No... Il mio sushi...,Nee... Mijn sushi...,Hayır... Suşim...
MovieSerifText_9d_0002_F,3,,,,,,,
MovieSerifText_9d_0003_M,4,Alles verloren...,It's all gone!,¡Ya no queda!,Disparus !,Non c'è più!,Allemaal weg!,Hepsi gitti!
MovieSerifText_9d_0003_F,5,,,,,,,
MovieSerifText_9d_0004_M,6,Keine Sorge!,Don't worry.,No te preocupes.,Ne t'inquiète pas.,Non preoccuparti.,Geen zorgen.,Merak etme.
MovieSerifText_9d_0004_F,7,,,,,,,
MovieSerifText_9d_0005_M,8,Keiner wird dir mehr\ndein Sushi wegessen.,The days of watching others eat\nyour sushi...,Los días en los que los demás\nse comían tu sushi,L'époque où tu regardais\nles autres engloutir tes sushis...,Il tempo in cui guardavi\ngli altri mangiare il sushi,Niemand zal je sushi\nmeer van je afpakken.,Başkalarının senin suşini\nyemesini izlediğin günler...
MovieSerifText_9d_0005_F,9,,,,,,,
MovieSerifText_9d_0006_M,10,Das ist vorbei!,That is all in the past now.,han quedado atrás.,... est révolue.,è finito.,Dat is verleden tijd.,Şimdi hepsi geçmişte kaldı.
MovieSerifText_9d_0006_F,11,,,,,,,
MovieSerifText_9d_0007_M,12,Genau!\nAb heute...,That's right! From now on...,"¡Eso! A partir de ahora,",Exactement ! À partir\nde maintenant...,"Esatto! Da adesso in poi,",Precies! Van nu af aan...,Aynen öyle! Bundan sonra...
MovieSerifText_9d_0007_F,13,,That's right! From now on...,,,,,Aynen öyle! Bundan sonra...
MovieSerifText_9d_0008_M,14,...teilen wir!,We can share!,¡compartimos!,... on partage !,noi lo condivideremo!,delen we!,Paylaşacağız!
MovieSerifText_9d_0008_F,15,,We can share!,,,,,Paylaşacağız!
MovieSerifText_9d_0009_M,16,Wir teilen...,We can share...,¿Compartimos,On partage...,Possiamo condividere...,We delen...,Paylaşabiliriz...
MovieSerifText_9d_0009_F,17,,,,,,,
MovieSerifText_9d_0029_M,18,...Sushi?,sushi?,el sushi?,... les sushis ?,il sushi?,sushi?,suşi?
MovieSerifText_9d_0029_F,19,,,,,,,
MovieSerifText_9d_0010_M,20,Jawoll!,Yeah! You got it!,¡Eso es!,Ouais ! T'as tout compris !,Certo! Puoi contarci!,Ja! Nou en of!,Evet! Aynen öyle!
MovieSerifText_9d_0010_F,21,,Yeah! You got it!,,,,,Evet! Aynen öyle!
MovieSerifText_9d_0011_M,22,Was soll DAS denn?!,What the heck?! Come on!,¿¡Pero qué haces!?,Qu'est-ce que... ?,Ma che stai facendo?!,Maar wat?! Kom op!,Ne oluyor be?! Hadi ama!
MovieSerifText_9d_0011_F,23,,What the heck?! Come on!,,,,,Ne oluyor be?! Hadi ama!
MovieSerifText_9d_0012_M,24,Ihr seid so selbstgerecht...,You act so self-righteous!,¡Pretendes ser altruista!,Toujours à prêcher la bonne\nparole !,Agisci come se fossi nel giusto!,Je doet wel zo rechtschapen...,Ne de erdemli kesiliyorsun!
MovieSerifText_9d_0012_F,25,,,,,,,
MovieSerifText_9d_0013_M,26,Doch tief drin\nseid ihr wie ich!,"But inside, you're just like me!","¡Pero, en el fondo,\neres igual que yo!","Mais au fond, tu es\ncomme moi !","Ma nel profondo, sei come me!",maar vanbinnen\nben je net als ik!,"Ama içten içe, benim gibisin!"
MovieSerifText_9d_0013_F,27,,,,,,,
MovieSerifText_9d_0014_M,28,Eines Tages verzehrt euch\nder Hunger nach Sushi!,One day the hunger for sushi\nwill take you all.,¡Un día el ansia de sushi\nos consumirá a todos!,"Un jour, la passion des sushis\nvous consumera tous !","Un giorno, la tua fame\ndi sushi ti divorerà!",Eens zal de zucht naar\nsushi jullie overheersen!,Bir gün suşi açlığı\nhepinizin de gözünü döndürecek.
MovieSerifText_9d_0014_F,29,,,,,,,
MovieSerifText_9d_0016_M,30,Und alles geht\nvon vorne los!,The world will turn back to how\nit is now.,El mundo volverá a ser\ncomo es ahora.,"Alors, le monde redeviendra\ncomme il est maintenant.",Il mondo tornerà a\nessere com'è ora.,De wereld zal dan weer\nworden zoals nu.,Dünya yeniden bugünkü\nhâline dönecek.
MovieSerifText_9d_0016_F,31,,,,,,,
MovieSerifText_9d_0017_M,32,Familien\nwerden zerbrechen...,Families will once again tear\nthemselves apart...,¡Las familias volverán\na destruirse desde dentro!,Les familles se déchireront\nà nouveau...,Le famiglie si sfasceranno\ndi nuovo.,Families zullen opnieuw\nverscheurd worden...,Aileler yine birbirini\nparçalayacak...
MovieSerifText_9d_0017_F,33,,,,,,,
MovieSerifText_9d_0019_M,34,Nur wegen dem\nVerlangen nach Sushi.,all over their hunger for sushi.,Todo por su ansia de sushi.,... aveuglées par la passion\ndes sushis !,Tutto a causa della\nfame di sushi.,door hun honger naar sushi.,suşi açlığı yüzünden.
MovieSerifText_9d_0019_F,35,,,,,,,
MovieSerifText_9d_0020_M,36,Das Schicksal\nist ein Reigen...,Fate flows around and around...,El destino da vueltas\ny más vueltas...,La destinée se répète\nen boucle...,Il fato si ripete e ripete...,Het lot gaat maar\nrond en rond...,Kader dönüp durur...
MovieSerifText_9d_0020_F,37,,,,,,,
MovieSerifText_9d_0030_M,38,Das Schicksal\nist ein Reigen...,Fate flows around and around...,El destino da vueltas\ny más vueltas...,La destinée se répète\nen boucle...,Il fato si ripete e ripete...,Het lot gaat maar\nrond en rond...,Kader dönüp durur...
MovieSerifText_9d_0030_F,39,,,,,,,
MovieSerifText_9d_0021_M,40,"Er ist fort.\nDorthin, wo das\nSushi herkommt.",He is gone...to the world where\nsushi comes from.,Se ha ido al mundo\ndel que procede el sushi.,Il s'en est allé... Dans le monde\nd'où viennent les sushis.,Se n'è andato. Nel mondo\nda cui proviene il sushi.,Hij is weg... Naar de wereld\nwaar sushi vandaan komt.,O gitti... suşinin\ngeldiği dünyaya.
MovieSerifText_9d_0021_F,41,,,,,,,
MovieSerifText_9d_0023_M,42,Wie erwartet...,I was right...,Tenía razón.,J'avais raison...,È come dicevo.,Ik had gelijk...,Haklıymışım...
MovieSerifText_9d_0023_F,43,,,,,,,
MovieSerifText_9d_0024_M,44,Nichts konnte\nihn mehr retten...,There was simply no getting\nthrough to His Highness.,Era imposible intentar\nrazonar con el emperador.,Il était vain de vouloir\ncommuniquer avec son Altesse.,Non c'è modo di convincere\nSua Maestà.,We konden Zijne Hoogheid\nniet redden.,Majestelerine laf anlatmak\nmümkün değildi.
MovieSerifText_9d_0024_F,45,,,,,,,
MovieSerifText_9d_0025_M,46,Und so,And so...,"Y, de esta forma,",Et c'est ainsi...,"E così,",Zo kwam het...,Ve böylece...
MovieSerifText_9d_0025_F,47,,,,,,,
MovieSerifText_9d_0026_M,48,befreite Musashi\njedes Sushi-Tor\nim ganzen Land.,Musashi liberated every sushi\ngate in the land.,Musashi liberó todos\nlos portales del sushi.,... que Musashi libéra tous\nles portails de sushis...,Musashi liberò ogni portale\ndel sushi al mondo.,dat Musashi alle sushipoorten\nin het land opende...,Musashi ülkedeki tüm suşi\nkapılarını özgürleştirdi.
MovieSerifText_9d_0026_F,49,,,,,,,
MovieSerifText_9d_0027_M,50,Und alle auf der Welt\nerfreuten sich an Sushi.,And all the world's people knew\nthe joys of sushi.,Y todo el mundo conoció\nel placer del sushi.,... et que le monde entier\nput se régaler de sushis.,E tutti poterono conoscere\nle gioie del sushi.,en de hele wereld kon\ngenieten van sushi.,Ve bütün dünya\nsuşinin tadına vardı.
MovieSerifText_9d_0027_F,51,,,,,,,
