label,index,deu,eng,esp,fra,ita,nld,tur
SushiInfo_Kappa,0,Der zarte Biss des Reises macht Lust\nauf die frische Knackigkeit der Gurke.,"The soft squish of the rice is but a prelude\nto the cucumber's crisp, satisfying crunch.",La suavidad del arroz sirve de preludio\na la crujiente textura del pepino.,Le riz moelleux sert de prélude au\ncroquant exquis du concombre.,Soffice riso e cetriolo croccante per questo\nsushi senza pretese.,De zachte rijst is de perfecte aanzet voor\nde krokante textuur van de komkommer.,"Pirincin yumuşacık dokusu,\nçıtır salatalığa nefis bir başlangıç."
SushiInfo_Tamago,1,Verführerische Omelettscheiben zieren\ndiese locker-luftigen Reiskissen.,Seductive slices of a layered-egg omelet\nrest ever delicately atop fluffy rice pillows.,Delicioso rectángulo de tortilla que reposa\nsobre una mullida almohada de arroz.,Une savoureuse tranche rectangulaire\nd'omelette repose sur un coussin de riz.,Fettine dorate di omelette adagiate su\nun letto di morbido riso.,Goudgeel gebakken reepjes omelet op\nluchtige kussentjes van rijst.,"Kat kat omlet dilimleri, nazikçe\npofuduk pirinç yastıklarına konar."
SushiInfo_Salmon,2,Dank seines ausgewogen öligen sowie\nherzhaften Aromas einer der Dauerbrenner.,Ever beloved thanks to its perfect\nbalance of oily and umami goodness.,Muy apreciado por la perfecta armonía\nque la textura grasa crea con el umami.,"Avec son harmonie parfaite entre umami\net huiles, petits et grands en raffolent.",Amato da tutti per il connubio di olii\ne gusto umami del salmone.,Populair bij kinderen vanwege de\ncombinatie van olie en umami.,Yağlı ve umami lezzetinin kusursuz\ndengesi sayesinde hep sevilen bir klasik.
SushiInfo_SalmonRoast,3,Die herrlich schmackhafte Fettnote kommt\ndank scharfer Röstung perfekt zur Geltung!,The searing kiss of flames teases out\nthe fatty goodness hiding within.,El roce abrasador de la llama hace aflorar\nel exquisito sabor oleaginoso del interior.,La flamme du chalumeau fait grésiller\nla délicieuse chair grasse du poisson.,Salmone passato alla griglia per\nsprigionarne il sapore corposo.,Door het grillen komt de weldadige smaak\nvan deze vis extra goed tot zijn recht.,"Alevlerin yakıcı öpücüğü, içindeki\ngizli yağlı lezzeti ortaya çıkarır."
SushiInfo_Aji,4,Einzig der Geschmack dieser Köstlichkeit\nübertrifft das herrliche Aussehen.,The only thing more beautiful than\nits lustrous skin is how it tastes.,Solo el brillo que irradia su hermosa piel\nes comparable a su esplendoroso sabor.,La splendeur de sa peau lustrée n'est\nsurpassée que par son goût.,Sgombro dall'aspetto molto invitante\ne dal sapore sopraffino.,"Niet alleen het uiterlijk van deze sushi is\nzeer uitnodigend, maar ook de smaak.",Işıldayan derisinden daha güzel tek şey\nonun tadı.
SushiInfo_Ika,5,Die kaufreudige Konsistenz ist nicht nur\nfür Feinschmecker ein Erlebnis.,Well known and eagerly anticipated for\nits signature bouncy toothsomeness.,Su inconfundible textura elástica\nlo convierte en todo un clásico.,"Un classique du sushi, apprécié pour\nsa texture lisse caractéristique.","Calamaro, dall'inconfondibile consistenza\nviscosa ed elastica.",De elastische consistentie maakt erin\nbijten niet altijd even makkelijk.,"Kendine özgü diri, esnek dokusuyla\nünlü; suşi sevenlerin gözdesi."
SushiInfo_Tako,6,Weiches Kauvergnügen vereint mit\nknackigen Stückchen. Herrlich!,"A smooth, slightly chewy mouthfeel\nringed with a flourish of crunchy bits.",La textura suave y elástica de la carne\ncontrasta con la solidez de las ventosas.,Sa texture résiste légèrement sous la dent\navant de croustiller superbement.,"Polpo, noto per la consistenza gommosa\ne per le sue ventose più croccanti.",Makkelijk te herkennen aan de zuignappen\nop de tentakels.,"Pürüzsüz, hafif diri bir doku;\nkenarlarında çıtır çıtır sürprizler."
SushiInfo_Buri,7,Köstlich fettes Fleisch mit einem angenehm\nweichen und runden Geschmack.,A deliciously fatty flesh renowned\nfor its supremely smooth taste.,La grasa de la carne le confiere un sabor\ntremendamente suave y delicado.,Un poisson dont la goûteuse chair grasse\nau goût velouté a fait la renommée.,"Ricciola, pesce dalle carni grasse\ne dal sapore delicato.","Een sappige, vettige vis met een subtiele,\nronde smaak.","Bol yağlı, kadifemsi etiyle\nson derece yumuşak ve lezzetli."
SushiInfo_CaliforniaRoll,8,Jeder Bissen weckt Erinnerungen\nan unbeschwerte Tage am Meer...,Wistful memories of sun-kissed days and\nsea-swept nights linger with every bite.,Cada bocado evoca días de sol en la\nplaya y el romper de las olas nocturnas.,Le riz est agrémenté d'œufs de poisson\nqui lui confèrent un aspect luxueux.,Le uova di pesce sul riso sono\nuno spettacolo per il palato.,De visseneitjes aan de buitenkant van\ndeze roll geven een luxueuze smaak.,"Her lokma, güneşli sahil günlerini ve\ndeniz kokulu geceleri hatırlatır."
SushiInfo_Hotate,9,"Ein Gaumenschmaus, der auch optisch mit\nseinem saftig-perligen Fleisch überzeugt.","Delicious, surely, but even just looking at\nits juicy, shimmering flesh is transcendent.",La carne brillante y jugosa es un auténtico\nplacer para la vista y el paladar.,La simple vue de cette délicieuse chair\njuteuse et laiteuse comble de félicité.,"Deliziose capesante dal colore intrigante,\nuna gioia per gli occhi e la bocca.",Glanzend wit en erg sappig. Er alleen al\nnaar kijken is leuk.,"Lezzetli elbette; ama şu sulu, ışıldayan etine\nbakmak bile insanı mest eder."
SushiInfo_Ebi,10,Das zartrosa Fleisch dieser Garnelen\nist der Inbegriff königlicher Raffinesse.,"Its slightly reddish, regal flesh\nis the very definition of refinement.",Su carne rojiza y noble es la sutileza\nllevada al extremo.,Sa chair délicatement rosée est la\ndéfinition même du raffinement.,Gambero dal colore rossastro e dalle carni\ndal gusto raffinato.,De rode kleur van het vlees geeft het\nuiterlijk van deze sushi iets verfijnds.,"Hafif kızıl, asil eti,\nzarafetin tanımıdır."
SushiInfo_Anago,11,Eine süßlich-würzige Soße unterstreicht\ndie auf der Zunge zergehende Konsistenz.,It's melt-in-your mouth texture is perfectly\ncomplemented by a sweetly savory sauce.,Su delicada textura se complementa\na la perfección con una salsa dulce.,Sa texture fondante se marie parfaitement\navec une sauce sucrée-salée.,Anguilla in salsa dolce salata che si\nscioglie dolcemente in bocca.,"Dankzij de marinade en textuur van deze\nvis, smelt deze sushi op de tong.","Ağızda eriyen dokusu, tatlı-tuzlu\nsosla kusursuz bir uyum yakalar."
SushiInfo_Kinmedai,12,Das exquisite Aroma dieses Fischs ist\nselbst für Kenner etwas Besonderes.,The grace of this sushi envelops any\nand all who savor its soft taste.,El exquisito sabor de este sushi\nlo hace irresistible al paladar.,Rares sont ceux qui résistent à la\ndouce saveur gracieuse de ce sushi.,Sushi di pesce dal sapore delicato che\nriesce a incantare chiunque lo assaggi.,De milde smaak van deze sushi tovert bij\niedereen een glimlach op het gezicht.,"Bu suşinin zarafeti, yumuşak tadını\ntadan herkesi sarıp sarmalar."
SushiInfo_Ikura,13,"Eine Ode an Umami, konzentriert in einer\nintensiv-orangenen Perlenpracht.",It's as if the very essence of umami were\ncast as edible jewels by a savory savior.,Una oda al umami en forma de diminutas\nperlas saladas.,Ces petits joyaux pourraient être redéfinis\ncomme des perles d'essence d'umami.,"Uova di pesce che, come gemme preziose,\nracchiudono un insuperabile gusto umami.",Visseneitjes met een ware umami-smaak.\nHet lijken net eetbare juwelen.,"Umaminin özü sanki minik, tuzlu\nyenebilir mücevherlere dönüşmüş."
SushiInfo_Tarabagani,14,"Ein Biss in dieses rote, feste Fleisch und\ndu wirst seiner unbändigen Kraft gewahr!","Experience its red, toned flesh and you\ncan sense the power from which it came.",Su carne roja y consistente encierra\ntoda la fuerza de su origen.,De sa chair rouge et ferme se dégage une\ngrande puissance.,Granchio reale. Nelle sue carni rosse e\nsode puoi sentire la sua forza.,Het vlees van deze majestueuze zeedieren\nis een ware delicatesse.,"Kırmızı, sıkı etini tadınca\niçindeki gücü sen de hissedersin."
SushiInfo_Uni,15,"Sein vollmundiger Geschmack betört\njeden, der von dieser Delikatesse kostet.",Its thick taste grants its grandeur\nto any who dare revel in it.,Depara un sabor majestuoso a quienes\nosan disfrutar de su grandeza.,Son goût fastueux se dévoile à ceux qui\nosent y goûter.,"Polpa di riccio di mare, trasforma una\nsemplice cena in una gran festa del gusto.","De temperamentvolle, rijke smaak laat je\neven proeven van ware luxe.","Yoğun, dolgun tadı; cesaret edip deneyene\nkrallara layık bir lezzet sunar."
SushiInfo_BotanEbi,16,Die zarte Textur zaubert ein Lächeln auf\ndie Münder aller Krebstierliebhaber.,"It's bouncy, tender texture is like\na magical fantasy land of wonder.",La ternura de su carne traslada a quienes\nla prueban a un mundo de fantasía.,Sa texture à la fois souple et tendre\nest tout bonnement merveilleuse.,Gambero dalle carni così tenere e sode\nda togliere il fiato.,"De textuur van deze grote garnalensoort\nis ietwat elastisch, maar vooral zacht.","Diri ama yumuşacık dokusu,\ninsanı masalsı bir lezzet diyarına götürür."
SushiInfo_Ootoro,17,Allein die Erwähnung dieser Köstlichkeit\nlässt den Gourmet ehrfürchtig verstummen.,A mere mention of this sushi's name elicits\nan awed hush usually reserved for royalty.,Cada bocado de esta delicia es\nsimplemente digno de reverencia.,Ce sushi est traité avec une déférence\nhabituellement réservée aux rois.,"Parte pregiata del tonno, il sushi supremo\ndavanti al quale tutti gli altri si inchinano.",Geen andere sushi kan aan deze koning\nvan de sushi tippen.,"Adı anıldığında bile, genelde krallara ayrılan\nsaygılı bir sessizlik çöker."
SushiInfo_Inari,18,Eine salzig-süße Tofutasche gefüllt mit\neinem zartweißen Reiskissen.,A salty-sweet pouch of fried tofu skin\nwith a nugget of rice curled up inside.,El matiz dulce y salado del tofu frito\ncombina de maravilla con el arroz.,Une feuille de tofu frit sucré-salé qui\nrecouvre une petite boulette de riz.,La copertura dolce-salata di tofu fritto e\nil riso sono una combinazione perfetta.,"Zoute, maar vooral zoete tofu samen met\nrijst is de beste combinatie.",Kızarmış tofu kabuğundan tuzlu-tatlı bir kese;\niçinde küçük bir pirinç lokması saklı.
SushiInfo_Engawa,19,Allseits bekannt wegen ihrer äußerst festen\nKonsistenz. Eine Delikatesse mit Biss!,Its hallmark characteristic\nis an uncannily firm texture.,La firmeza de su textura desata\nsensaciones casi místicas en el paladar.,Sa caractéristique la plus marquante est\nl'incroyable fermeté de sa chair.,Platessa nota soprattutto per la sua carne\ndalla consistenza estremamente corposa.,Deze vissoort staat bekend om zijn stevige\ntextuur.,"İmzası sayılan özelliği,\nşaşırtıcı derecede sıkı dokusudur."
