label,index,deu,eng,esp,fra,ita,nld,tur
Label_AreaNumber,0,ZONE %ls,Area %ls,Zona %ls,Zone %ls,Area %ls,Zone %ls,Bölge %ls
Btn_Next,1,Weiter,Next,Siguiente,Suivant,Avanti,Verder,İleri
Btn_ToMap_FromEvent,2,Karte,Exit,Salir,Quitter,Esci,Stoppen,Çık
Btn_ToMap_FromArea,3,Karte,Zoom Out,Mapa,Carte,Zoom –,Kaart,Uzaklaştır
Btn_ToMusashi,4,Näher,Zoom In,Musashi,Musashi,Zoom +,Musashi,Yakınlaştır
Btn_Back,5,Zurück,Back,Atrás,Retour,Indietro,Terug,Geri
Btn_Menu,6,Menü,Menu,Menú,Menu,Menu,Menu,Menü
Btn_Decide,7,OK,Enter,Aceptar,OK,OK,Oké,Gir
Btn_Chinju,8,Hain,Shrine\nGrove,Isla del\nTemplo,Village\nsacré,Bosco\nsacro,Heilig\neiland,Tapınak\nKorusu
Btn_Battle,9,Kampf!,Battle!,Luchar,Combat,Lotta!,Start,Savaş!
Btn_SeeEnemyInfo,10,Gegner-Info,Enemy Data,Datos del rival,Infos ennemi,Dati nemico,Vijandinfo,Düşman Verisi
Btn_EventReplay,11,Story,Replay Scene,Repetir,Dialogues,Rivedi scena,Filmpje,Sahneyi Tekrar İzle
Btn_Close,12,Zurück,Close,Cerrar,Fermer,Esci,Sluiten,Kapat
Btn_Change,13,Ändern,Change,Cambiar,Modifier,Cambia,Wijzigen,Değiştir
Btn_Skill,14,Zauber,Skill,Técnica,Talent,Abilità,Gave,Yetenek
Btn_Sushi,15,Sushi,Sushi,Sushi,Sushis,Sushi,Sushi,Suşi
Btn_Data,16,Info,Data,Datos,Infos,Dati,Info,Veri
Btn_OK,17,OK,OK,Aceptar,OK,OK,Oké,Tamam
Btn_Yes,18,Ja,Yes,Sí,Oui,Sì,Ja,Evet
Btn_No,19,Nein,No,No,Non,No,Nee,Hayır
Btn_Use,20,OK,Use,Usar,Utiliser,Usa,Gebruiken,Kullan
Btn_Watch,21,OK,Watch,Ver,Regarder,Guarda,Bekijken,İzle
BtnSort,22,Paktzeit,Pledge Order,Antigüedad,Ancienneté,Cronologia,Bandduur,Bağ Sırası
BtnSortSushiGodName,23,Namen,Sprite Name,Nombre,Nom,Nome spirito,Naam,Ruh Adı
BtnSortSushiGodLv,24,Level,Sprite Level,Nivel,Niveau,Livello spirito,Niveau,Ruh Seviyesi
BtnSortSkillName,25,Zauber,Skill Name,Técnica,Talent,Nome abilità,Gave,Yetenek Adı
