label,index,deu,eng,esp,fra,ita,nld,tur
CharaSerif_01_M,0,"Ging's hier lang?\nAch, ich bin so aufgeregt!",Woohoo! Just a little further to the village!,"Mi pueblo queda a dos pasos de aquí.\n¡Venga, que ya casi estamos!",Allez ! Le village est plus très loin !,Forza! Manca poco per il villaggio!,Jee! Nog maar een klein stukje naar het\ndorp!,Vuhuu! Köye az kaldı!
CharaSerif_01_F,1,,Woohoo! Just a little further to the village!,,,,,Vuhuu! Köye az kaldı!
CharaSerif_02_M,2,"Nicht so stürmisch, junger Mann.\nSonst fällst du noch hin!",Careful. Don't overexcite yourself and get\na cramp.,"Tranquilo, chico, no te vayas a tropezar\nde la emoción.","Doucement. Si tu te calmes pas,\ntu vas attraper une crampe.",Fai attenzione. Non sforzarti troppo\no ti verrà un crampo.,Pas maar op dat je niet te enthousiast wordt\nen kramp krijgt.,Dikkat et. Fazla heyecanlanıp\nkramp girme.
CharaSerif_02_F,3,"Nicht so stürmisch, junge Dame.\nSonst fällst du noch hin!",,"Tranquila, chica, no te vayas a tropezar\nde la emoción.",,,,
CharaSerif_03_M,4,\u000E\u0000\u0002\u0002\u0096Ich hab ihn! Ich hab Franklin!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Aha! It's Franklin!\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096¡Alto ahí, Franklin!\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096Aha ! Franklin !\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096Alto là, Franklin!\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096Aha! Daar is Franklin!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Aha! Bu Franklin!\u000E\u0000\u0002\u0002d
CharaSerif_03_F,5,,,,,,,
CharaSerif_04_M,6,Ein Soldat? Aus dem Imperium?\nWas macht der denn hier?!,Why is the Empire here?!,¿Qué hacen aquí los soldados del Imperio?,Qu'est-ce que l'Empire fait là ?!,Perché l'Impero è qui?!,Wat doen de soldaten van het Keizerrijk\nhier?,İmparatorluk burada ne arıyor?!
CharaSerif_04_F,7,,Why is the Empire here?!,,,,,İmparatorluk burada ne arıyor?!
CharaSerif_05_M,8,"Ich weiß es nicht.\nLos, Musashi. Versteck dich!","I don't know, but you should find\nsomewhere to hide.","Ni idea, pero será mejor que te escondas\ndonde puedas.","Je l'ignore, mais tu devrais trouver\nun endroit où te cacher.","Non lo so, ma sarà meglio che ti nasconda\nda qualche parte.","Geen idee, maar verstop je! Vlug!",Bilmiyorum ama saklanacak\nbir yer bulsan iyi olur.
CharaSerif_05_F,9,,,,,,,
CharaSerif_06_M,10,"Sieh an, sieh an! Wenn das nicht das\nhalbe Portiönchen ist, das wir suchen!","So you're the guy, huh? I don't know why\nwe care... You look pretty scrawny to me.","Conque este era el tipo que causaba tanto\nrevuelo... Bah, a mí me parece un flojo.",Alors c'est toi ? Je me demande pourquoi\non fait un foin pareil... pour un gringalet.,E così saresti tu il tipo che causava tanto\nscompiglio? Sembri così mingherlino...,"Ah, jij bent het. Ik snap niet waarom we\nmoeite moeten doen voor een kleintje als jij.","Demek o sensin, ha? Niye umursuyoruz\nbilmiyorum... Bana pek cılız görünüyorsun."
CharaSerif_06_F,11,,,,,,,
CharaSerif_07_M,12,"Na so was! Das Imperium schickt einen\nGeneral, um Jagd auf mich zu machen?","Well, what a surprise. An Imperial general\npersonally leading the hunt for me?",Qué sorpresa... No esperaba que un general\nimperial viniera a buscarme en persona.,"Eh bien, quelle surprise. On dépêche\nun général impérial pour ma capture ?",Ma che sorpresa. È un generale dell'Impero\nin persona a darmi la caccia?,Wat een eer. Een keizerlijke generaal die\npersoonlijk de jacht op mij leidt?,"Vay canına, ne sürpriz. Bir İmparatorluk\ngenerali beni avlamaya bizzat mı gelmiş?"
CharaSerif_07_F,13,,,,,,,
CharaSerif_08_M,14,"Kennst mich wohl, wie?\nFreut mich ja tierisch, du Mickerling.","My reps precede me, huh? Well, ain't\nthat something!",¡Me alegra ver que mi prestigio trasciende\nfronteras!,"Ma réputation me précède, alors ?\nSi c'est pas quelque chose, ça !","La mia reputazione mi precede, dunque?\nDavvero notevole, direi!",Je weet al wie ik ben? Mijn reputatie is me\ndus vooruitgesneld. Prachtig.,"Namım benden önce gelmiş, ha?\nVay be!"
CharaSerif_08_F,15,,,,,,,
CharaSerif_09_M,16,\u000E\u0000\u0002\u0002\u0096Aber hast recht! Ich bin's...\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Hah! You're right—it's me...\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096¡Y con razón!\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096Eh oui, c'est moi...\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096Ah! Hai proprio ragione...\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Ha! Ik ben het!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Ha! Haklısın—benim...\u000E\u0000\u0002\u0002d
CharaSerif_09_F,17,,,,,,,
CharaSerif_10_M,18,Der einzig Wahre!\nDie wilde Wunderwaffe des Imperiums!,"The most ripped general in the whole\nImperial Army, the one and only Kodiak!","¡Soy Kodiak, el general con los músculos\nmás petados de todo el ejército imperial!","Le plus baraqué de tous les généraux de\nl'armée impériale ! Le seul, l'unique Kodiak !","Il generale più in forma di tutto l'esercito\nimperiale, nientemeno che il grande Kodiak!","De meest gespierde generaal van het\nkeizerlijke leger, de enige echte Kodiak!","İmparatorluk Ordusu'nun en kaslı generali,\ntek ve biricik Kodiak!"
CharaSerif_10_F,19,,,,,,,
CharaSerif_11_M,20,"Alle Sushi-Geister werden beschlagnahmt!\nDie gehören jetzt dem Kaiser, kapiert?",All sushi sprites belong to the Empire!\nYou can't just waltz around with one!,Los genios del sushi son propiedad exclusiva\ndel Imperio. ¡No puedes ir por ahí con uno!,Les sushinités appartiennent à l'Empire !\nEt pas à un guignol dans ton genre !,Tutti gli spiriti del sushi sono dell'Impero!\nNon ti è concesso possederne uno!,Alle sushigami behoren toe aan het\nKeizerrijk. Dus niet aan jou!,Tüm suşi ruhları İmparatorluk'un!\nBirini öylece yanında gezdiremezsin!
CharaSerif_11_F,21,,,,,,,
CharaSerif_12_M,22,"Also her mit Ara-o, dann wird hier\nkeiner durchgeknetet!",Hand over that Ara-o and nobody has\nto get bruised!,Entrégame a ese Ara-o y nadie saldrá herido.,"Si tu me remets gentiment Ara-o,\non te tapera pas !",Consegnaci Ara-o e nessuno si farà\ndel male!,Geef die Ara-o dus maar gewoon aan ons.\nDan krijgt er niemand klappen.,Şu Ara-o'yu ver de kimsenin canı yanmasın!
CharaSerif_12_F,23,,,,,,,
CharaSerif_13_M,24,"Bedaure, aber Ara-o und ich,\nwir haben noch Großes vor.",Alas... I won't be parting with Ara-o until\nI've fulfilled my dream.,"Lo siento, pero no pienso desprenderme\nde Ara-o hasta ver cumplido mi sueño.",Hélas... je refuse de me séparer d'Ara-o\navant d'avoir accompli ma destinée.,Non mi separerò da Ara-o prima di aver\nrealizzato il mio sogno!,Ai... Dat wordt lastig. Ik doe geen afstand\nvan Ara-o tot mijn droom werkelijkheid is.,Ne yazık ki... Hayalimi gerçekleştirmeden\nAra-o'dan ayrılmam.
CharaSerif_13_F,25,,,,,,,
CharaSerif_14_M,26,"Und Ara-o würde ohnehin nur sehr, sehr\nungern von meiner Seite weichen.","Besides which, I doubt he would want\nto leave me anyway.","Además, dudo mucho que él quiera\nsepararse de mí.","De plus, je doute qu'il veuille vous suivre.","Ad ogni modo, dubito che lui voglia separarsi\nda me.",Bovendien denk ik niet dat Ara-o dat zelf\nzou willen.,"Hem zaten, beni bırakmak isteyeceğini de\nsanmıyorum."
CharaSerif_14_F,27,,,,,,,
CharaSerif_15_M,28,"Wo er recht hat, hat er recht! Und euer\nImperium kann mir gestohlen bleiben!","Yeah! I'm with Franklin! Whatever your\nEmpire wants me to do, I want none of it!",¡Así es! ¡Me quedo con Franklin!\n¡Yo no tengo nada que ver con el Imperio!,Ouais ! Franklin a raison ! Je ne veux rien\navoir à faire avec l'Empire !,Già! Io resto con Franklin! Non mi importa\nniente di cosa vuole da me l'Impero!,"Ja! Ik blijf bij Franklin! Wat die keizer van je\nook van me wil, ik doe het niet!","Evet! Franklin'in yanındayım!\nİmparatorluk ne isterse istesin, ben yokum!"
CharaSerif_15_F,29,,,,,,,
CharaSerif_16_M,30,"War ja wieder klar. Du kleine Fußhupe\nwillst es auf die harte Tour, wie?","Of course. You could have made this easy,\nflab-brains, but we can do it the other way.","Tú lo has querido, palurdo.","Ben tiens. Puisque tu refuses la méthode\ndouce, crétin, va pour la méthode forte.","E sia, smidollati. Potevate scegliere la strada\npiù semplice... ora agiremo di conseguenza.",Wat jammer. Dit had zo soepeltjes kunnen\ngaan. Maar nu moet ik het hard spelen.,"Tabii. İşi kolaylaştırabilirdin, yağ kafalı,\nama zor yolu da seçebiliriz."
CharaSerif_16_F,31,,,,,,,
CharaSerif_17_M,32,\u000E\u0000\u0002\u0002\u0096Männer! Plattmachen!\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096Go for it, men! Hit 'em hard!\u000E\u0000\u0002\u0002d","\u000E\u0000\u0002\u0002\u0096¡A por él, soldados!\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096Soldats ! Dérouillez-les !\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Soldati! Occupatevi di lui!\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096Geef 'm ervan langs, mannen!\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096Haydi askerler! Acımayın!\u000E\u0000\u0002\u0002d
CharaSerif_17_F,33,,,,,,,
CharaSerif_18_M,34,Röchel...\nIhr Bestien...,Urgh... Such cruelty...,Ay... Bestias inmundas...,Argh... Quelle cruauté...,Ugh... Dannazione...,Oef... Wat een beesten...,Ugh... Ne zulüm...
CharaSerif_18_F,35,,,,,,,
CharaSerif_19_M,36,\u000E\u0000\u0002\u0002\u0096Harhar! Hat's geschmeckt?\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Hah! What'd you expect?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096¡Ja! ¡Te lo había advertido!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Ha ! Tu croyais quoi ?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Ah! Che cosa ti aspettavi?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Haha! Ik zei het toch!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Ha! Ne bekliyordun?!\u000E\u0000\u0002\u0002d
CharaSerif_19_F,37,,,,,,,
CharaSerif_20_M,38,Franklin! Nein!,Franklin! Are you OK?!,"¿Estás bien, Franklin?",Franklin ! Tu n'as rien ?!,Franklin! Stai bene?!,Franklin! Gaat het?,Franklin! İyi misin?!
CharaSerif_20_F,39,,Franklin! Are you OK?!,,,,,Franklin! İyi misin?!
CharaSerif_21_M,40,Nanu?\nWer is'n der Wicht?,Huh? Who's the kid?,Un momento... ¿Quién es este mocoso?,Hein ? Qui est ce gamin ?,Eh? Chi è questo ragazzino?,Wie is die koter?,Ha? Bu çocuk kim?
CharaSerif_21_F,41,Nanu?\nWer is'n die Kleine?,Huh? Who's the kid?,Un momento... ¿Quién es esta mocosa?,Hein ? Qui est cette gamine ?,Eh? Chi è questa ragazzina?,,Ha? Bu çocuk kim?
CharaSerif_22_M,42,M-Musashi!\nDu musst ihm helfen!,M-Musashi... You're just in time!,Musashi... ¡llegas justo a tiempo!,M-Musashi ! Tu arrives au bon moment !,M-Musashi... Appena in tempo!,M-Musashi... Je bent precies op tijd!,M-Musashi... Tam zamanında geldin!
CharaSerif_22_F,43,,,,,,,
CharaSerif_24_M,44,Nutze meine Macht!\nLege diesen Schurken das Handwerk!,You must use my power! Make a stand\nagainst the Empire!,¡Tienes que utilizar mi poder\ny enfrentarte al Imperio!,Tu dois utiliser mon pouvoir !\nTu dois te battre contre l'Empire !,Devi usare il mio potere! Opponiti all'Impero!,Gebruik mijn gave! Neem het op tegen het\nKeizerrijk!,Gücümü kullanmalısın! İmparatorluk'a karşı dur!
CharaSerif_24_F,45,,,,,,,
CharaSerif_25_M,46,ICH soll kämpfen? Gegen DIE?\nAber wie denn?!,You want ME to fight THEM? How?!,¿Quieres que me enfrente a ellos?\n¡¿Yo solito?! ¿Y cómo lo hago?,"Tu veux que MOI, je me batte contre EUX ?\nComment ?!",Vuoi che li affronti IO? Come?!,Je wilt dat IK het opneem tegen HEN?\nHoe dan?,BENİ mi ONLARLA dövüştüreceksin? Nasıl?!
CharaSerif_25_F,47,,You want ME to fight THEM? How?!,¿Quieres que me enfrente a ellos?\n¡¿Yo solita?! ¿Y cómo lo hago?,,,,BENİ mi ONLARLA dövüştüreceksin? Nasıl?!
CharaSerif_26_M,48,"Iss das Sushi, das ich dir gebe!\nUnd dann wirf die leeren Teller auf sie!",Eat my sushi. Then you can attack by\nthrowing the empty plates!,¡Cómete el sushi y lánzales los platos\nvacíos!,En mangeant des sushis. Tu pourras ensuite\nattaquer l'ennemi avec les assiettes vides !,Mangia il mio sushi. Così potrai attaccare\nlanciando i piatti vuoti!,Eet mijn sushi en gooi met de lege borden!,Suşimi ye. Sonra boş tabakları fırlatarak\nsaldırabilirsin!
CharaSerif_26_F,49,,,,,,,
CharaSerif_27_M,50,"...Gut, geht klar!\nDas krieg ich hin!","Well, if I have to! Bring it on!",¡De acuerdo! ¡Vamos allá!,Je vois que j'ai pas le choix !\nC'est parti !,D'accordo! Diamoci sotto!,Vooruit dan. Kom maar op!,Madem mecburum... Gelin bakalım!
CharaSerif_27_F,51,,"Well, if I have to! Bring it on!",,,,,Madem mecburum... Gelin bakalım!
