label,index,deu,eng,esp,fra,ita,nld,tur
TxtSceneName,0,Geisterfibel,Catalog,Guía,Guide,Tomo,Catalogus,Katalog
TxtGod,1,Sushi-Geister,Sushi Sprites,Genios,Sushinités,Spiriti,Sushigami,Suşi Ruhları
TxtCommentary,2,Details,Details,Detalles,Détails,Dettagli,Beschrijving,Ayrıntılar
TxtAwake,3,Formen,Forms,Formas,Formes,Forme,Vormen,Biçimler
TxtEatNum,4,Gegessen: %d,Times Eaten: %d,Ingestas: %d,Mangés : %d,Mangiati: %d,Gegeten: %d,Yenme Sayısı: %d
TxtGrade,5,Güte,  ,Categoría,Catégorie,Colore,Kleur,Kalite
TxtDictionaryNo,6,%03d,#%03d,%03d,%03d,#%03d,#%03d,#%03d
TxtGodSecret,7,Alles über %ls,%ls's Secrets,Secretos de %ls,Secrets de la sushinité %ls,Info su %ls,Geheimen van %ls,%ls'in Sırları
TxtNoContract,8,(Kein Pakt möglich.),*Cannot pledge,* Alianza imposible,* Ne peut être ami avec Musashi,*Impossibile allearsi,*Geen band mogelijk,*Bağ kurulamaz
TxtGodSecretInfo,9,"Was für ein Geist es wohl ist?\nWer weiß, wer weiß...",What kind of sprite will it be?\nThat is still a mystery...,¿Qué tipo de genio será?\nAún es un misterio...,Qui est donc cette sushinité ?\nC'est encore un mystère...,Come sarà questo spirito?\nLa risposta è ancora un mistero...,Wat voor sushigami zal dit zijn?\nDat blijft nog een mysterie...,Nasıl bir ruh olacak?\nŞimdilik gizemini koruyor...
TxtSushiSecretInfo,10,Dies hast du noch nicht gegessen.,You haven't eaten this yet.,Aún no has probado esto.,Tu n'en as encore jamais mangé.,Non hai ancora assaggiato questo sushi.,Dit heb je nog niet gegeten.,Bunu henüz yemedin.
