label,index,deu,eng,esp,fra,ita,nld,tur
TipsName_001,0,Teller verbinden,Linking Plates,Enlazar platos,Relier des assiettes,Impilare piatti di sushi,Borden verbinden,Tabakları Bağlama
TipsPage1_001,1,"Iss Sushi, indem du mit dem Touchpen\n\u000E\u0000\u0003\u0004Ü＀zwei oder mehr Teller gleicher Farbe\n\u000E\u0000\u0003\u0004\u0000＀verbindest und dann den Touchpen\nanhebst. Du hast bis zu \u000E\u0000\u0003\u0004Ü＀7 Sekunden\n\u000E\u0000\u0003\u0004\u0000＀Zeit. Überschreitest du die 7 Sekunden,\nverschwinden die verbundenen Teller!","You can eat sushi by using the stylus to\nlink \u000E\u0000\u0003\u0004Ü＀2 or more plates of the same color\n\u000E\u0000\u0003\u0004\u0000＀together and then lifting the stylus.\nYou have up to \u000E\u0000\u0003\u0004Ü＀7 seconds\u000E\u0000\u0003\u0004\u0000＀ to link plates.\nIf you take longer than 7 seconds, the\nwhole stack of plates will disappear!","Para comerte el sushi, debes enlazar\n\u000E\u0000\u0003\u0004Ü＀como mínimo 2 platos del mismo color\n\u000E\u0000\u0003\u0004\u0000＀con el lápiz. Pero ojo: solo dispones\nde \u000E\u0000\u0003\u0004Ü＀7 segundos\u000E\u0000\u0003\u0004\u0000＀. Si se te pasa el tiempo,\nperderás todos los platos enlazados.","Pour manger des sushis, reliez \u000E\u0000\u0003\u0004Ü＀au moins\ndeux assiettes de la même couleur \u000E\u0000\u0003\u0004\u0000＀en\nfaisant glisser le stylet, puis relevez-le.\nVous avez \u000E\u0000\u0003\u0004Ü＀sept secondes\u000E\u0000\u0003\u0004\u0000＀ pour relier des\nassiettes. Si vous mettez plus de sept\nsecondes, toute la chaîne disparaîtra !","Mangia sushi usando lo stilo senza\nstaccarlo dallo schermo per collegare tra\nloro un minimo di \u000E\u0000\u0003\u0004Ü＀2 piatti dello stesso\ncolore\u000E\u0000\u0003\u0004\u0000＀ e creare una pila. Attenzione però,\nhai un massimo di \u000E\u0000\u0003\u0004Ü＀7 secondi\u000E\u0000\u0003\u0004\u0000＀! Scaduto\nil tempo, i piatti impilati scompariranno!","Je eet sushi door met de stylus \u000E\u0000\u0003\u0004Ü＀twee of\nmeer borden met dezelfde kleur \u000E\u0000\u0003\u0004\u0000＀te\nverbinden en de stylus dan van het\nscherm te halen. Je hebt \u000E\u0000\u0003\u0004Ü＀zeven seconden\n\u000E\u0000\u0003\u0004\u0000＀om borden te verbinden. Als je er langer\nover doet, verdwijnt de hele stapel.","Kalemi kullanarak suşi yiyebilirsin:\n\u000E\u0000\u0003\u0004Ü＀Aynı renkten 2 veya daha fazla tabağı\n\u000E\u0000\u0003\u0004\u0000＀bağla ve sonra kalemi kaldır.\nTabakları bağlamak için en fazla \u000E\u0000\u0003\u0004Ü＀7 saniyen\u000E\u0000\u0003\u0004\u0000＀ var.\n7 saniyeden uzun sürerse,\ntüm tabak yığını yok olur!"
TipsPage2_001,2,"Wenn einer deiner gerade verbundenen\nTeller \u000E\u0000\u0003\u0004Ü＀seitlich aus dem Bildschirm\nherausfährt, kannst du keine weiteren\nTeller mehr hinzufügen\u000E\u0000\u0003\u0004\u0000＀. Du verlierst aber\ndie verbundenen Teller nicht, sondern\nisst das Sushi darauf auf der Stelle.","If a plate that's part of your link \u000E\u0000\u0003\u0004Ü＀flows off\nthe screen, you can no longer add to\nthe link\u000E\u0000\u0003\u0004\u0000＀, but you'll still eat any sushi\non the plates you've already linked.","Si formas una pila tan alta que \u000E\u0000\u0003\u0004Ü＀alcance\nel borde superior de la pantalla,\nno podrás añadirle más platos\u000E\u0000\u0003\u0004\u0000＀.\nEso sí, conservarás los que hayas\nenlazado y podrás comerte el sushi\nque contenían.","Si une des assiettes que vous êtes en\ntrain de lier \u000E\u0000\u0003\u0004Ü＀atteint le bord de l'écran\u000E\u0000\u0003\u0004\u0000＀,\nvous ne pouvez \u000E\u0000\u0003\u0004Ü＀plus relier d'assiette\nsupplémentaire pour prolonger la chaîne\u000E\u0000\u0003\u0004\u0000＀,\nmais vous mangerez aussitôt les sushis\nde toutes les assiettes déjà liées.","Se un piatto che stai collegando\n\u000E\u0000\u0003\u0004Ü＀raggiunge il limite dello schermo\u000E\u0000\u0003\u0004\u0000＀,\n\u000E\u0000\u0003\u0004Ü＀non potrai più aggiungerne di nuovi\u000E\u0000\u0003\u0004\u0000＀,\nma mangerai il sushi di quelli\ncollegati fino a quel momento.","Als een bord dat je aan het verbinden\nbent of al verbonden hebt, \u000E\u0000\u0003\u0004Ü＀uit beeld\nverdwijnt, kun je niet doorgaan met\nverbinden\u000E\u0000\u0003\u0004\u0000＀. Wel eet je nog de sushi op\ndie op de al verbonden borden ligt.","Bağladığın zincirin parçası olan bir tabak\n\u000E\u0000\u0003\u0004Ü＀ekrandan akıp giderse, zincire artık tabak\nekleyemezsin\u000E\u0000\u0003\u0004\u0000＀; ama bağladığın tabaklardaki\nsuşileri yine de yersin."
TipsPage3_001,3,,,,,,,
TipsPage4_001,4,,,,,,,
TipsName_002,5,Gemeinsames Band,The Shared Lane,Cinta compartida,Tapis commun,Il nastro condiviso,De gedeelde band,Ortak Şerit
TipsPage1_002,6,"Neben den je 3 Sushi-Bändern, auf die\nnur je du bzw. der Gegner Zugriff haben,\ngibt es noch das \u000E\u0000\u0003\u0004渀＀gemeinsame Band\u000E\u0000\u0003\u0004\u0000＀.\nAuf diesem Band \u000E\u0000\u0003\u0004Ü＀können sich beide\nStriker Sushi schnappen\u000E\u0000\u0003\u0004\u0000＀. Hier geht es\ndarum, schneller zuzuschlagen!","In addition to the 3 lanes you and your\nopponent each control, there is a \u000E\u0000\u0003\u0004渀＀shared\nlane\u000E\u0000\u0003\u0004\u0000＀. Sushi flowing down this lane is \u000E\u0000\u0003\u0004Ü＀up\nfor grabs by either side\u000E\u0000\u0003\u0004\u0000＀! First come,\nfirst served!","Tu rival y tú tenéis tres cintas cada uno,\nademás de una \u000E\u0000\u0003\u0004渀＀cinta compartida\u000E\u0000\u0003\u0004\u0000＀.\n\u000E\u0000\u0003\u0004Ü＀Los dos podéis comeros el sushi\u000E\u0000\u0003\u0004\u0000＀\nde esa cinta, así que... ¡tonto el último!","Vous et votre adversaire disposez chacun\nde trois tapis, mais également d'un \u000E\u0000\u0003\u0004渀＀tapis\ncommun\u000E\u0000\u0003\u0004\u0000＀. Les sushis y défilant \u000E\u0000\u0003\u0004Ü＀peuvent\nêtre pris par n'importe qui\u000E\u0000\u0003\u0004\u0000＀... Premier\narrivé, premier servi !","Oltre ai 3 nastri assegnati a te e ai 3\nnastri assegnati al tuo avversario,\nne esiste uno \u000E\u0000\u0003\u0004渀＀condiviso\u000E\u0000\u0003\u0004\u0000＀. Il sushi che\ntrasporta \u000E\u0000\u0003\u0004Ü＀è disponibile per entrambi\u000E\u0000\u0003\u0004\u0000＀,\nma attenzione a non rimanere a bocca\nasciutta! La velocità è tutto!","Jij en je tegenstanders hebben elk drie\neigen banden. Daarbovenop is er de\n\u000E\u0000\u0003\u0004渀＀gedeelde band\u000E\u0000\u0003\u0004\u0000＀. De sushi op deze band\nkan \u000E\u0000\u0003\u0004Ü＀door beide partijen worden gebruikt\u000E\u0000\u0003\u0004\u0000＀.\nWie het eerst komt, wie het eerst maalt!",Senin ve rakibinin ayrı ayrı kontrol ettiği\n3 şeride ek olarak bir de \u000E\u0000\u0003\u0004渀＀ortak\nşerit\u000E\u0000\u0003\u0004\u0000＀ vardır. Bu şeritten akan suşileri\n\u000E\u0000\u0003\u0004Ü＀iki taraf da kapabilir\u000E\u0000\u0003\u0004\u0000＀! Kim önce\ndavranırsa onun!
TipsPage2_002,7,"Sushi auf dem \u000E\u0000\u0003\u0004渀＀gemeinsamen Band\n\u000E\u0000\u0003\u0004\u0000＀wird nach dem \u000E\u0000\u0003\u0004Ü＀Zufallsprinzip \u000E\u0000\u0003\u0004\u0000＀aus den\nSushi-Sorten zusammengemischt,\ndie der \u000E\u0000\u0003\u0004Ü＀jeweils erste Sushi-Geist\n\u000E\u0000\u0003\u0004\u0000＀beider Geister-Teams bereitstellt.",The sushi that appears on the \u000E\u0000\u0003\u0004渀＀shared\nlane\u000E\u0000\u0003\u0004\u0000＀ is selected \u000E\u0000\u0003\u0004Ü＀randomly \u000E\u0000\u0003\u0004\u0000＀from the sushi\nsummoned by the \u000E\u0000\u0003\u0004Ü＀first sushi sprite\u000E\u0000\u0003\u0004\u0000＀ in\nyou and your opponent's rosters.,El sushi de la \u000E\u0000\u0003\u0004渀＀cinta compartida \u000E\u0000\u0003\u0004\u0000＀se elige\n\u000E\u0000\u0003\u0004Ü＀al azar \u000E\u0000\u0003\u0004\u0000＀entre los platos creados por\nel \u000E\u0000\u0003\u0004Ü＀genio del sushi principal \u000E\u0000\u0003\u0004\u0000＀de cada\nlanzaplatos.,Les sushis qui apparaissent sur le \u000E\u0000\u0003\u0004渀＀tapis\ncommun\u000E\u0000\u0003\u0004\u0000＀ sont sélectionnés \u000E\u0000\u0003\u0004Ü＀au hasard\u000E\u0000\u0003\u0004\u0000＀\nparmi les sushis invoqués par votre\n\u000E\u0000\u0003\u0004Ü＀première sushinité\u000E\u0000\u0003\u0004\u0000＀ et celle de votre\nadversaire.,Il sushi che appare sul \u000E\u0000\u0003\u0004渀＀nastro condiviso\n\u000E\u0000\u0003\u0004\u0000＀viene selezionato \u000E\u0000\u0003\u0004Ü＀a caso \u000E\u0000\u0003\u0004\u0000＀tra quelli\nevocati dallo \u000E\u0000\u0003\u0004Ü＀spirito del sushi\u000E\u0000\u0003\u0004\u0000＀ al primo\nposto del tuo ordine degli spiriti e di\nquello dell'avversario.,"De sushi die op de \u000E\u0000\u0003\u0004渀＀gedeelde band \u000E\u0000\u0003\u0004\u0000＀ligt,\nwordt \u000E\u0000\u0003\u0004Ü＀willekeurig \u000E\u0000\u0003\u0004\u0000＀gekozen uit de sushi\ndie gemaakt wordt door de \u000E\u0000\u0003\u0004Ü＀eerste\nsushigami\u000E\u0000\u0003\u0004\u0000＀ uit jouw en je tegenstanders\nteams.","\u000E\u0000\u0003\u0004渀＀Ortak\nşeritte\u000E\u0000\u0003\u0004\u0000＀ görünen suşi,\n\u000E\u0000\u0003\u0004Ü＀rastgele\u000E\u0000\u0003\u0004\u0000＀ seçilir; kaynak, senin ve\nrakibinin kadrosundaki \u000E\u0000\u0003\u0004Ü＀ilk suşi ruhunun\u000E\u0000\u0003\u0004\u0000＀\nçağırdığı suşilerdir."
TipsPage3_002,8,,,,,,,
TipsPage4_002,9,,,,,,,
