label,index,deu,eng,esp,fra,ita,nld,tur
CharaSerif_00_M,0,Wirklich? Das hat Ausprey getan?\nGanz sicher?,He did? Ausprey? You're certain?,¿Cómo? ¿Que Ausprey se ha...?,Vraiment ? Ausprey ?... Vous en êtes sûrs ?,Come? L'ha fatto davvero? Ausprey?,Echt? Ausprey? Weet je het zeker?,Öyle mi yaptı? Ausprey mi? Emin misin?
CharaSerif_00_F,1,,,,,,,
CharaSerif_01_M,2,Tiburoooon...,Tiburoooon...,Tiburóooon...,Tiburooon...,Tiburon...,Tiburoooon...,Tiburoooon...
CharaSerif_01_F,3,,,,,,,
CharaSerif_02_M,4,Ah... Eure Kaiserliche Hoheit.,Ah... Your Imperial Highness.,Ah... Alteza imperial...,Ah... Votre Majesté.,Ah... Vostra Maestà.,Ah... Uwe Keizerlijke Hoogheid.,Ah... İmparatorluk Majesteleri.
CharaSerif_02_F,5,,,,,,,
CharaSerif_03_M,6,Ich habe es gerade mitbekommen...\nAusprey hat also kapituliert.,I overheard... So Ausprey's surrendered.,No he podido evitar oírlo. ¿Es cierto que\nAusprey se ha rendido?,Nous avons entendu... Ausprey s'est rendu.,Ho sentito... Quindi Ausprey si è arreso.,Ik heb het gehoord... Dus Ausprey heeft\nzich overgegeven?,Kulak misafiri oldum...\nDemek Ausprey teslim olmuş.
CharaSerif_03_F,7,,,,,,,
CharaSerif_04_M,8,Jawohl. Das scheint in der Tat\nder Fall zu sein.,It would seem so.,Eso parece...,"Il semblerait bien, en effet.",Così pare.,Daar lijkt het wel op.,Öyle görünüyor.
CharaSerif_04_F,9,,,,,,,
CharaSerif_05_M,10,Mmm. Und jetzt?,Mmm. What now?,Mmm... ¿Y ahora qué?,Hmm... Et maintenant ?,Mmmh. E ora?,Hmm. En nu?,Mmm. Şimdi ne olacak?
CharaSerif_05_F,11,,,,,,,
CharaSerif_06_M,12,Keine Sorge. Nun werde ich allen die\nwahre Macht des Imperiums vorführen.,Don't worry about that. The time has come\nfor me to show the Empire's true power.,No os inquietéis; ha llegado la hora de\ndesplegar el poder imperial en toda su gloria.,Ne vous inquiétez pas. Il est juste temps que\nje leur montre la véritable force de l'Empire...,Non vi preoccupate. Mi occuperò di\nmostrare a tutti il potere dell'Impero.,Maakt u zich geen zorgen. Het is tijd om de\nware kracht van het Keizerrijk te laten zien!,Bunu dert etme. İmparatorluğun gerçek gücünü\ngöstermemin zamanı geldi.
CharaSerif_06_F,13,,,,,,,
CharaSerif_07_M,14,Na gut...,All right...,De acuerdo.,Ah... bien.,Molto bene...,Oké...,Pekâlâ...
CharaSerif_07_F,15,,,,,,,
CharaSerif_08_M,16,Mmm... Ich habe Hunger!,Mmm... I'm hungry...,Qué hambre tengo...,Hmm... Nous avons faim...,Mmmh... Ho fame...,Hmm... Ik heb honger...,Mmm... Acıktım...
CharaSerif_08_F,17,,,,,,,
CharaSerif_09_M,18,Wirklich? Das hat Purrsilla getan?\nGanz sicher?,She did? Purrsilla? You're certain?,¿Qué? ¿Que Purrsilla se ha...?,Vraiment ? Purrsilla ?... Vous en êtes sûrs ?,Come? L'ha fatto davvero? Purrsilla?,Echt? Purrsilla? Weet je het zeker?,Öyle mi yaptı? Purrsilla mı? Emin misin?
CharaSerif_09_F,19,,,,,,,
CharaSerif_10_M,20,Ich habe es gerade mitbekommen...\nPurrsilla hat also kapituliert.,I overheard... So Purrsilla's surrendered.,No he podido evitar oírlo. ¿Es cierto eso\nde que Purrsilla se ha rendido?,Nous avons entendu... Purrsilla s'est rendue.,Ho sentito... Quindi Purrsilla si è arresa.,Ik heb het gehoord... Dus Purrsilla heeft\nzich overgegeven?,Kulak misafiri oldum...\nDemek Purrsilla teslim olmuş.
CharaSerif_10_F,21,,,,,,,
