label,index,deu,eng,esp,fra,ita,nld,tur
StaffName_001,0,MITWIRKENDE,STAFF,CRÉDITOS,CRÉDITS,STAFF,CREDITS,EKİP
StaffName_002,1,CHARACTER DESIGN/ART DIRECTION,CHARACTER DESIGN/ART DIRECTION,CHARACTER DESIGN/ART DIRECTION,CHARACTER DESIGN/ART DIRECTION,CHARACTER DESIGN/ART DIRECTION,CHARACTER DESIGN/ART DIRECTION,KARAKTER TASARIMI/SANAT YÖNETİMİ
StaffName_003,2,Ayako Okubo,Ayako Okubo,Ayako Okubo,Ayako Okubo,Ayako Okubo,Ayako Okubo,Ayako Okubo
StaffName_004,3,SCENARIO,SCENARIO,SCENARIO,SCENARIO,SCENARIO,SCENARIO,SENARYO
StaffName_005,4,Norihito Nakayashiki,Norihito Nakayashiki,Norihito Nakayashiki,Norihito Nakayashiki,Norihito Nakayashiki,Norihito Nakayashiki,Norihito Nakayashiki
StaffName_006,5,ANIMATION DIRECTOR,ANIMATION DIRECTOR,ANIMATION DIRECTOR,ANIMATION DIRECTOR,ANIMATION DIRECTOR,ANIMATION DIRECTOR,ANİMASYON YÖNETMENİ
StaffName_007,6,Akitaroh Daichi,Akitaroh Daichi,Akitaroh Daichi,Akitaroh Daichi,Akitaroh Daichi,Akitaroh Daichi,Akitaroh Daichi
StaffName_008,7,GAME DEVELOPMENT,GAME DEVELOPMENT,GAME DEVELOPMENT,GAME DEVELOPMENT,GAME DEVELOPMENT,GAME DEVELOPMENT,OYUN GELİŞTİRME
StaffName_009,8,DIRECTORS,DIRECTORS,DIRECTORS,DIRECTORS,DIRECTORS,DIRECTORS,YÖNETMENLER
StaffName_010,9,Hirotaka Watanabe\nKaori Ando,Hirotaka Watanabe\nKaori Ando,Hirotaka Watanabe\nKaori Ando,Hirotaka Watanabe\nKaori Ando,Hirotaka Watanabe\nKaori Ando,Hirotaka Watanabe\nKaori Ando,Hirotaka Watanabe\nKaori Ando
StaffName_011,10,ASSISTANT DIRECTORS,ASSISTANT DIRECTORS,ASSISTANT DIRECTORS,ASSISTANT DIRECTORS,ASSISTANT DIRECTORS,ASSISTANT DIRECTORS,YARDIMCI YÖNETMENLER
StaffName_012,11,Yuki Sakamoto\nKazuyoshi Toriyama,Yuki Sakamoto\nKazuyoshi Toriyama,Yuki Sakamoto\nKazuyoshi Toriyama,Yuki Sakamoto\nKazuyoshi Toriyama,Yuki Sakamoto\nKazuyoshi Toriyama,Yuki Sakamoto\nKazuyoshi Toriyama,Yuki Sakamoto\nKazuyoshi Toriyama
StaffName_013,12,EVENT PLANNING LEAD,EVENT PLANNING LEAD,EVENT PLANNING LEAD,EVENT PLANNING LEAD,EVENT PLANNING LEAD,EVENT PLANNING LEAD,ETKİNLİK PLANLAMA SORUMLUSU
StaffName_014,13,Katsunori Yazawa,Katsunori Yazawa,Katsunori Yazawa,Katsunori Yazawa,Katsunori Yazawa,Katsunori Yazawa,Katsunori Yazawa
StaffName_015,14,PLANNING,PLANNING,PLANNING,PLANNING,PLANNING,PLANNING,PLANLAMA
StaffName_016,15,Tomoki Takahashi\nYuichiro Takahashi\nYukito Tanaka\nYuichi Igarashi,Tomoki Takahashi\nYuichiro Takahashi\nYukito Tanaka\nYuichi Igarashi,Tomoki Takahashi\nYuichiro Takahashi\nYukito Tanaka\nYuichi Igarashi,Tomoki Takahashi\nYuichiro Takahashi\nYukito Tanaka\nYuichi Igarashi,Tomoki Takahashi\nYuichiro Takahashi\nYukito Tanaka\nYuichi Igarashi,Tomoki Takahashi\nYuichiro Takahashi\nYukito Tanaka\nYuichi Igarashi,Tomoki Takahashi\nYuichiro Takahashi\nYukito Tanaka\nYuichi Igarashi
StaffName_017,16,TECHNICAL DIRECTOR,TECHNICAL DIRECTOR,TECHNICAL DIRECTOR,TECHNICAL DIRECTOR,TECHNICAL DIRECTOR,TECHNICAL DIRECTOR,TEKNİK YÖNETMEN
StaffName_018,17,Keiji Hara,Keiji Hara,Keiji Hara,Keiji Hara,Keiji Hara,Keiji Hara,Keiji Hara
StaffName_019,18,PROGRAMMING LEAD,PROGRAMMING LEAD,PROGRAMMING LEAD,PROGRAMMING LEAD,PROGRAMMING LEAD,PROGRAMMING LEAD,PROGRAMLAMA SORUMLUSU
StaffName_020,19,Yuuka Terauchi,Yuuka Terauchi,Yuuka Terauchi,Yuuka Terauchi,Yuuka Terauchi,Yuuka Terauchi,Yuuka Terauchi
StaffName_021,20,PROGRAMMING,PROGRAMMING,PROGRAMMING,PROGRAMMING,PROGRAMMING,PROGRAMMING,PROGRAMLAMA
StaffName_022,21,Masaru Arai\nYuuki Yamada\nAsuna Sato\nYasuhito Wakabayashi,Masaru Arai\nYuuki Yamada\nAsuna Sato\nYasuhito Wakabayashi,Masaru Arai\nYuuki Yamada\nAsuna Sato\nYasuhito Wakabayashi,Masaru Arai\nYuuki Yamada\nAsuna Sato\nYasuhito Wakabayashi,Masaru Arai\nYuuki Yamada\nAsuna Sato\nYasuhito Wakabayashi,Masaru Arai\nYuuki Yamada\nAsuna Sato\nYasuhito Wakabayashi,Masaru Arai\nYuuki Yamada\nAsuna Sato\nYasuhito Wakabayashi
StaffName_023,22,ART DIRECTOR,ART DIRECTOR,ART DIRECTOR,ART DIRECTOR,ART DIRECTOR,ART DIRECTOR,SANAT YÖNETMENİ
StaffName_024,23,Takayasu Morisawa,Takayasu Morisawa,Takayasu Morisawa,Takayasu Morisawa,Takayasu Morisawa,Takayasu Morisawa,Takayasu Morisawa
StaffName_025,24,MENU GRAPHIC DESIGN LEAD,MENU GRAPHIC DESIGN LEAD,MENU GRAPHIC DESIGN LEAD,MENU GRAPHIC DESIGN LEAD,MENU GRAPHIC DESIGN LEAD,MENU GRAPHIC DESIGN LEAD,MENÜ GRAFİK TASARIM SORUMLUSU
StaffName_026,25,Yasuhiro Nakamura,Yasuhiro Nakamura,Yasuhiro Nakamura,Yasuhiro Nakamura,Yasuhiro Nakamura,Yasuhiro Nakamura,Yasuhiro Nakamura
StaffName_027,26,2D GRAPHIC DESIGN LEAD,2D GRAPHIC DESIGN LEAD,2D GRAPHIC DESIGN LEAD,2D GRAPHIC DESIGN LEAD,2D GRAPHIC DESIGN LEAD,2D GRAPHIC DESIGN LEAD,2D GRAFİK TASARIM SORUMLUSU
StaffName_028,27,Nobuaki Tanaka,Nobuaki Tanaka,Nobuaki Tanaka,Nobuaki Tanaka,Nobuaki Tanaka,Nobuaki Tanaka,Nobuaki Tanaka
StaffName_029,28,GRAPHIC DESIGN,GRAPHIC DESIGN,GRAPHIC DESIGN,GRAPHIC DESIGN,GRAPHIC DESIGN,GRAPHIC DESIGN,GRAFİK TASARIM
StaffName_030,29,Asumi Chida\nRie Matsushita\nTaeko Kuroda\nKaede Gamo\nMika Okauchi\nRyuichi Raita,Asumi Chida\nRie Matsushita\nTaeko Kuroda\nKaede Gamo\nMika Okauchi\nRyuichi Raita,Asumi Chida\nRie Matsushita\nTaeko Kuroda\nKaede Gamo\nMika Okauchi\nRyuichi Raita,Asumi Chida\nRie Matsushita\nTaeko Kuroda\nKaede Gamo\nMika Okauchi\nRyuichi Raita,Asumi Chida\nRie Matsushita\nTaeko Kuroda\nKaede Gamo\nMika Okauchi\nRyuichi Raita,Asumi Chida\nRie Matsushita\nTaeko Kuroda\nKaede Gamo\nMika Okauchi\nRyuichi Raita,Asumi Chida\nRie Matsushita\nTaeko Kuroda\nKaede Gamo\nMika Okauchi\nRyuichi Raita
StaffName_031,30,3D GRAPHIC DESIGN LEAD,3D GRAPHIC DESIGN LEAD,3D GRAPHIC DESIGN LEAD,3D GRAPHIC DESIGN LEAD,3D GRAPHIC DESIGN LEAD,3D GRAPHIC DESIGN LEAD,3D GRAFİK TASARIM SORUMLUSU
StaffName_032,31,Masahiro Yanaka,Masahiro Yanaka,Masahiro Yanaka,Masahiro Yanaka,Masahiro Yanaka,Masahiro Yanaka,Masahiro Yanaka
StaffName_033,32,3D GRAPHIC DESIGN,3D GRAPHIC DESIGN,3D GRAPHIC DESIGN,3D GRAPHIC DESIGN,3D GRAPHIC DESIGN,3D GRAPHIC DESIGN,3D GRAFİK TASARIM
StaffName_034,33,Kyohei Imanishi,Kyohei Imanishi,Kyohei Imanishi,Kyohei Imanishi,Kyohei Imanishi,Kyohei Imanishi,Kyohei Imanishi
StaffName_035,34,DESIGN SUPERVISORS,DESIGN SUPERVISORS,DESIGN SUPERVISORS,DESIGN SUPERVISORS,DESIGN SUPERVISORS,DESIGN SUPERVISORS,TASARIM DENETMENLERİ
