label,index,deu,eng,esp,fra,ita,nld,tur
MovieSerifText_ep_0001_M,0,Musashi...\nAls wahrer Sushi Striker\nsollst du nun die Geschichte\ndes Sushi erfahren.,"Musashi. Now that you are\na true sushi striker, it's time\nI told you the story of sushi.","Ahora que eres un lanzaplatos\nde verdad, debes aprender\nla historia del sushi.","Musashi, maintenant que tu es\nun sushiste accompli, l'heure\nest venue de te raconter\nl'histoire des sushis.","Musashi. Ora che sei un vero\nguerriero, è tempo che ti narri\nla storia del sushi.","Musashi... Nu je een echte\nsushistriker bent, is het tijd\nom je iets te vertellen over\nde geschiedenis van sushi.","Musashi. Artık gerçek bir\nsuşi vurucusu olduğuna göre,\nsana suşinin hikâyesini\nanlatmanın zamanı geldi."
MovieSerifText_ep_0001_F,1,,,"Ahora que eres una lanzaplatos\nde verdad, debes aprender\nla historia del sushi.","Musashi, maintenant que tu es\nune sushiste accomplie, l'heure\nest venue de te raconter\nl'histoire des sushis.","Musashi. Ora che sei una vera\nguerriera, è tempo che ti narri\nla storia del sushi.",,
MovieSerifText_ep_0002_M,2,"Einst bereitete man\nSushi aus Tieren zu,\ndie man „Fische“ nannte.\nFische lebten im Meer...","Sushi was once made of an\nanimal called fish, which swam\nin the seas.","El sushi antiguamente\nse hacía con un animal\nmarino llamado ""pez"".","Autrefois, les sushis étaient\npréparés à partir de poisson,\nune espèce animale qui vivait\ndans les océans.","Il sushi era un tempo ricavato\ndai pesci, animali che vivevano\nnel mare.",Ooit maakte men sushi van iets\ndat vis heette. Dit waren dieren\ndie in de zee leefden.,Suşi bir zamanlar denizlerde yaşayan\n“balık” denen hayvanlardan yapılırdı.
MovieSerifText_ep_0002_F,3,,,,,,,
MovieSerifText_ep_0003_M,4,Bis die Menschen alle\nMeere mit Müll vergifteten.\nUnd die Fische...\nDie starben leider aus.,"Humanity polluted those seas,\nhowever, and the fish died out.",Pero los humanos contaminaron\nlos mares y los peces murieron.,Mais l'humanité a tellement\npollué ces océans que les\npoissons y ont disparu.,"Tuttavia, l'umanità inquinò\nil mare e i pesci morirono.",Helaas vervuilden de mensen de\nzeeën en stierven alle vissen uit.,Ne var ki insanlar denizleri kirletti\nve balıkların soyu tükendi.
MovieSerifText_ep_0003_F,5,,,,,,,
MovieSerifText_ep_0004_M,6,Bis sie wiedergeboren wurden\nals Wesen voll göttlicher Macht.\nSo sind die Sushi-Geister\nentstanden...,"But the fish were reborn as\nsushi sprites, beings of\nwondrous power.","Sin embargo, los peces\nse reencarnaron en seres\npoderosos: los genios del sushi.","Ils sont ensuite revenus à la\nvie sous forme de sushinités,\ndes êtres aux pouvoirs fabuleux.","Ma essi rinacquero come\nspiriti del sushi, esseri dal\npotere immenso.","Maar de vissen werden opnieuw\ngeboren als sushigami,\ngoddelijke wezens met\nwonderlijke krachten.","Fakat balıklar, olağanüstü güçlere sahip\nsuşi ruhları olarak yeniden doğdu."
MovieSerifText_ep_0004_F,7,,,,,,,
MovieSerifText_ep_0005_M,8,"Und wer Sushi wirklich liebte,\ndem standen die Sushi-Geister\nmit ihrer Macht zur Seite.",They granted the gift of sushi\nonly to those who showed the\nproper appreciation.,Ellos conceden el don del sushi\na quienes lo aprecian realmente.,Ils n'offraient des sushis qu'à\nceux qui se montraient dignes\nd'en apprécier la saveur.,Concessero il dono del sushi\nsolo a coloro che mostrarono\ndi apprezzarlo profondamente.,Ze stonden iedereen die van\nsushi hield bij met hun\nspeciale gaven.,Suşi armağanını yalnızca\nonun kıymetini bilenlere sundular.
MovieSerifText_ep_0005_F,9,,,,,,,
