label,index,deu,eng,esp,fra,ita,nld,tur
ItemInfo_Burner,0,Mit diesem Chefkochutensil\nmachst du ganz bestimmte Sushi\nvon einem deiner Geister zur\nextrafeinen Gourmet-Variante.,"Use this on a sushi sprite, and one\nof the sushi types it produces will be\na higher-quality, seared version.\n(Only affects certain sushi.)",Úsalo con un genio del sushi para\nsoasar uno de sus platos y aumentar\nasí su categoría. Solo funciona con\nciertos tipos de sushi.,Augmente la catégorie d'un des\nsushis produits par une sushinité.\nEfficace sur certains sushis\nseulement.,"Se lo usi su uno spirito, uno\ndei suoi tipi di sushi sul nastro\ndiventerà più potente. Funziona\nsolo con alcuni tipi di sushi.",Hiermee kun je een van de gerechten\nvan een sushigami verbeteren. Dit\nwerkt alleen voor bepaalde soorten\nsushi.,"Bunu bir suşi ruhunda kullanırsan,\nürettiği suşi türlerinden biri\ndaha kaliteli, mühürlenmiş bir sürüm olur.\n(Yalnızca bazı suşileri etkiler.)"
ItemInfo_OhudaExpS,1,Beseelt von einem Sushi-Geist.\nSchenkt einem deiner Geister eine\nkleine Handvoll Erfahrungspunkte.,Holds the history of a sushi sprite.\nUse it on one of your sushi sprites\nto give it a small EXP boost.,"Si lo usas con un genio del sushi,\nsu experiencia aumentará un poco.\nEncierra la amarga historia de\ncierto genio.",Un talisman qui augmente légèrement\nl'expérience d'une sushinité. Il a été\nimprégné des nombreux moments\ndifficiles qu'une sushinité aurait vécus.,Custodisce le esperienze di uno\nspirito del sushi. Usalo per far\nottenere a uno spirito una piccola\nquantità di ESP.,Bevat de levenservaring van een\nsushigami. Met deze talisman kun\nje de EP van een sushigami licht\nverhogen.,Bir suşi ruhunun geçmişini barındırır.\nBunu suşi ruhlarından birinde kullanırsan\nona küçük bir DP takviyesi sağlar.
ItemInfo_OhudaExpM,2,Beseelt von mehreren Sushi-Geistern.\nSchenkt einem deiner Geister eine\nmittlere Menge Erfahrungspunkte.,Holds the history of several sushi\nsprites. Use it on one of your sushi\nsprites to give it a medium EXP boost.,"Si lo usas con un genio del sushi,\nsu experiencia aumentará bastante.\nEncierra la historia agridulce de\nvarios genios.",Un talisman qui augmente l'expérience\nd'une sushinité. Il a été imprégné\ndes amères expériences vécues par\nplusieurs sushinités.,Custodisce le esperienze di alcuni\nspiriti del sushi. Usalo per fare\nottenere a uno spirito una discreta\nquantità di ESP.,Bevat de levenservaring van een paar\nsushigami. Met deze talisman kun je\nde EP van een sushigami gemiddeld\nverhogen.,Birkaç suşi ruhunun geçmişini barındırır.\nBunu suşi ruhlarından birinde kullanırsan\nona orta bir DP takviyesi sağlar.
ItemInfo_OhudaExpL,3,Beseelt von vielen Sushi-Geistern.\nSchenkt einem deiner Geister eine\nbeachtliche Menge Erfahrungspunkte.,Holds the history of many sushi\nsprites. Use it on one of your sushi\nsprites to give it a huge EXP boost.,"Si lo usas con un genio del sushi,\nsu experiencia aumentará mucho.\nEncierra el aprendizaje de numerosos\ngenios.",Un talisman qui augmente beaucoup\nl'expérience d'une sushinité. Le\nsavoir de nombreuses sushinités\ny aurait été scellé.,Custodisce le esperienze di molti\nspiriti del sushi. Usalo per fare\nottenere a uno spirito una grande\nquantità di ESP.,Bevat de levenservaring van heel veel\nsushigami. Met deze talisman kun je\nde EP van een sushigami sterk\nverhogen.,Birçok suşi ruhunun geçmişini barındırır.\nBunu suşi ruhlarından birinde kullanırsan\nona büyük bir DP takviyesi sağlar.
ItemInfo_OhudaDefS,4,Dieser samtig-zarte Talisman aus\nBalsaholz erhöht die Abwehr eines\ndeiner Sushi-Geister ein wenig.,This soft maple charm grants a small\nincrease to a sushi sprite's protective\npowers.,"Si lo usas con un genio del sushi, su\npoder defensivo aumentará un poco.\nEstá fabricado con suave madera de\nbalsa.",Un talisman qui augmente légèrement\nla défense d'une sushinité. Fabriqué à\npartir de bois de balsa dont il tire sa\nsouplesse.,Questo amuleto fa aumentare\ndi poco il potere protettivo di\nuno spirito del sushi.,"Met deze talisman kun je de\nbeschermende kracht van een\nsushigami licht verhogen. Hij voelt\nzacht aan, omdat hij gemaakt is van\nbalsahout.","Yumuşak akçaağaçtan bu tılsım,\nbir suşi ruhunun\nkoruma gücünü az da olsa artırır."
ItemInfo_OhudaDefM,5,Dieser duftende Talisman aus\nZedernholz erhöht die Abwehr\neines deiner Sushi-Geister stark.,This gently-scented redwood charm\ngrants a medium increase to a sushi\nsprite's protective powers.,"Si lo usas con un genio del sushi, su\npoder defensivo aumentará bastante.\nEstá fabricado con madera de ciprés\ny tiene un agradable olor.",Un talisman qui augmente la défense\nd'une sushinité. Fabriqué à partir\nde bois de séquoia dont il tire son\nparfum.,Questo amuleto fa aumentare\nconsiderevolmente il potere\nprotettivo di uno spirito del sushi.,"Met deze talisman kun je de\nbeschermende kracht van een\nsushigami gemiddeld verhogen.\nHij ruikt lekker, omdat hij gemaakt is\nvan sequoiahout.","Hafif kokulu sekoyadan bu tılsım,\nbir suşi ruhunun\nkoruma gücünü orta ölçüde artırır."
ItemInfo_OhudaDefL,6,Dieser extra robuste Talisman\naus Ahorn erhöht die Abwehr eines\ndeiner Sushi-Geister enorm.,This durable maple charm grants a\nhuge increase to a sushi sprite's\nprotective powers.,"Si lo usas con un genio del sushi, su\npoder defensivo aumentará mucho.\nEstá fabricado con madera de arce\nde enorme resistencia.",Un talisman qui augmente beaucoup\nla défense d'une sushinité. Fabriqué\nà partir de bois d'érable dont il tire\nsa solidité.,Questo amuleto fa aumentare\ndi molto il potere protettivo di\nuno spirito del sushi.,"Met deze talisman kun je de\nbeschermende kracht van een\nsushigami sterk verhogen. Hij is erg\nhard, omdat hij gemaakt is van\nesdoornhout.","Dayanıklı akçaağaçtan bu tılsım,\nbir suşi ruhunun\nkoruma gücünü büyük ölçüde artırır."
ItemInfo_OhudaSkill,7,Enthält ein Fünkchen Macht des\nGroßen Allgeistes und erhöht den\nZauber-Level eines Sushi-Geists.,This charm containing the Supreme\nSprite's power can increase a sushi\nsprite's skill level.,"Si lo usas con un genio del sushi,\naumentará el nivel de su técnica.\nEncierra los poderes del genio\nsupremo.",Augmente le niveau de talent d'une\nsushinité. Renferme le pouvoir du\nSushissime.,Racchiude parte del potere dello\nSpirito supremo e aumenta di un\npo' il livello di abilità di uno spirito\ndel sushi.,Met deze talisman kun je het\ngaveniveau van een sushigami\nverhogen. Hij bevat de kracht van de\nOppersushigami.,"Yüce Ruh'un gücünü barındıran bu tılsım,\nbir suşi ruhunun\nyetenek seviyesini artırabilir."
ItemInfo_OhudaSkillC,8,Enthält reichlich Macht des Großen\nAllgeistes und erhöht den Zauber-\nLevel eines Sushi-Geists enorm.,This charm containing the Supreme\nSprite's mighty power can greatly\nincrease a sushi sprite's skill level.,"Si lo usas con un genio del sushi,\nel nivel de su técnica aumentará\nconsiderablemente. Contiene\nlos poderes del genio supremo.",Augmente considérablement le niveau\nde talent d'une sushinité. Renferme le\npouvoir suprême du Sushissime.,Racchiude gran parte del potere\ndello Spirito supremo e aumenta\nnotevolmente il livello di abilità\ndi uno spirito del sushi.,Met deze talisman kun je het\ngaveniveau van een sushigami sterk\nverhogen. Hij bevat de ultieme kracht\nvan de Oppersushigami.,"Yüce Ruh'un kudretli gücünü\nbarındıran bu tılsım, bir suşi\nruhunun yetenek seviyesini\nbüyük ölçüde artırabilir."
ItemInfo_PlayerHpS,9,"Bohnen in scharfer Soße,\ndie Musashis Ausdauer erhöhen!",Delicious canned vegetables that\nprovide a slight boost to Musashi's\nStamina.,Alubias enlatadas que aumentan\nun poco la energía de Musashi.,Une boîte de conserve qui augmente\nlégèrement votre énergie. Contient\ndes flageolets mijotés.,Verdure in scatola in grado di far\naumentare di poco la resistenza\ndi Musashi.,De gezonde groentes in dit blik zullen\nMusashi's energie licht verhogen.,Lezzetli konserve sebzeler;\nMusashi'nin\nDayanıklılığını az da olsa artırır.
ItemInfo_PlayerAtkS,10,"Lecker eingelegtes Gemüse,\ndas Musashis Stärke erhöht.",Nutritious steamed vegetables that\ngrant a slight boost to Musashi's\nStrength.,Verduras enlatadas que aumentan\nun poco la fuerza de Musashi.,Une boîte de conserve qui augmente\nlégèrement votre force. Contient\ndes légumes très nutritifs.,Verdure al vapore in scatola in\ngrado di far aumentare di poco\nla forza di Musashi.,De taaie groentes in dit blik zullen\nMusashi's kracht licht verhogen.,Besleyici buharda pişmiş sebzeler;\nMusashi'nin\nGücünü az da olsa artırır.
ItemInfo_GearHero,11,"Ein Standardrädchen, das oft von\nSushi-Liebhabern verwendet wird.",A standard gear often used by those\nwith a fierce passion for sushi.,Modelo básico que solo pueden\naccionar aquellos que respetan\nel sushi de verdad.,"Un régulateur standard, particulièrement\nsimple d'utilisation, dont seuls les vrais\namoureux du sushi peuvent se servir.",Rotella ordinaria spesso usata da\ncoloro che coltivano una grande\npassione per il sushi.,"Dit standaardwiel is eenvoudig in\ngebruik, maar vereist evengoed een\ndiepe liefde voor sushi.",Suşiye ateşli bir tutkuyla bağlı olanların\nsıkça kullandığı standart bir dişli.
