label,index,deu,eng,esp,fra,ita,nld,tur
SushiFavPowerInfo_Kappa,0,Randale dank der Minerale!\nBei voll aufgeladenen Zauberleisten\nsind deine Angriffe \u000E\u0000\u0003\u0004껿＀25 % \u000E\u0000\u0003\u0004\u0000＀stärker!,Increases your attack damage\nby \u000E\u0000\u0003\u0004껿＀18%\u000E\u0000\u0003\u0004\u0000＀ while all of your\nskill gauges are full.,Recomendado para causar un \u000E\u0000\u0003\u0004껿＀18 %\n\u000E\u0000\u0003\u0004\u0000＀más de daño cuando todas tus barras\nde técnicas estén llenas.,Augmente les dégâts infligés de \u000E\u0000\u0003\u0004껿＀18 %\u000E\u0000\u0003\u0004\u0000＀\nlorsque toutes vos jauges de talent\nsont pleines.,I danni che infliggi aumentano del\n\u000E\u0000\u0003\u0004껿＀18% \u000E\u0000\u0003\u0004\u0000＀mentre tutte le tue barre abilità\nsono piene.,Je aanvallen worden \u000E\u0000\u0003\u0004껿＀18%\u000E\u0000\u0003\u0004\u0000＀ sterker als\nal je gavemeters vol zijn.,"Tüm yetenek göstergelerin doluyken,\nsaldırı hasarını \u000E\u0000\u0003\u0004껿＀18%\u000E\u0000\u0003\u0004\u0000＀ artırır."
SushiFavPowerInfo_Tamago,1,"Superschlau dabei dank Ei!\nLässt Sushi-Geister, die sich\nauf deinen Lern-Plätzen befinden,\n\u000E\u0000\u0003\u0004껿＀18 % \u000E\u0000\u0003\u0004\u0000＀mehr Erfahrung verdienen!",Increases the EXP your reserve\nsushi sprites earn by \u000E\u0000\u0003\u0004껿＀18%\u000E\u0000\u0003\u0004\u0000＀.,Favorecen un \u000E\u0000\u0003\u0004껿＀18 % \u000E\u0000\u0003\u0004\u0000＀la acumulación\nde experiencia de tus genios\nde reserva.,Augmente l'expérience obtenue par\nvos sushinités de réserve de \u000E\u0000\u0003\u0004껿＀18 %\u000E\u0000\u0003\u0004\u0000＀.,Aumenta del \u000E\u0000\u0003\u0004껿＀18% \u000E\u0000\u0003\u0004\u0000＀l'ESP ottenuta\ndai tuoi spiriti del sushi di riserva.,Je sushigami in de reserveposities\nkrijgen \u000E\u0000\u0003\u0004껿＀18% \u000E\u0000\u0003\u0004\u0000＀meer EP.,Yedek suşi ruhlarının kazandığı\nDeneyimi \u000E\u0000\u0003\u0004껿＀18%\u000E\u0000\u0003\u0004\u0000＀ artırır.
SushiFavPowerInfo_Inari,2,Fit wie nie dank Inari!\nAlle \u000E\u0000\u0003\u0004껿＀20 Sekunden \u000E\u0000\u0003\u0004\u0000＀füllen sich\ndeine HP um \u000E\u0000\u0003\u0004껿＀3 %\u000E\u0000\u0003\u0004\u0000＀ auf!,Restores \u000E\u0000\u0003\u0004껿＀3%\u000E\u0000\u0003\u0004\u0000＀ of your\nHP every \u000E\u0000\u0003\u0004껿＀20 seconds\u000E\u0000\u0003\u0004\u0000＀.,Esencial para restaurar un \u000E\u0000\u0003\u0004껿＀3 % \u000E\u0000\u0003\u0004\u0000＀de PV\ncada \u000E\u0000\u0003\u0004껿＀20 segundos\u000E\u0000\u0003\u0004\u0000＀.,Restaure \u000E\u0000\u0003\u0004껿＀3 %\u000E\u0000\u0003\u0004\u0000＀ de vos PV toutes\nles \u000E\u0000\u0003\u0004껿＀20 secondes\u000E\u0000\u0003\u0004\u0000＀.,Ripristina il \u000E\u0000\u0003\u0004껿＀3%\u000E\u0000\u0003\u0004\u0000＀ dei tuoi PV\nogni \u000E\u0000\u0003\u0004껿＀20 secondi\u000E\u0000\u0003\u0004\u0000＀.,Er wordt elke \u000E\u0000\u0003\u0004껿＀20 seconden 3% \u000E\u0000\u0003\u0004\u0000＀van je\nHP hersteld.,Her \u000E\u0000\u0003\u0004껿＀20 saniye\u000E\u0000\u0003\u0004\u0000＀da bir\nCan'ının \u000E\u0000\u0003\u0004껿＀3%\u000E\u0000\u0003\u0004\u0000＀ kadarını yeniler.
SushiFavPowerInfo_Salmon,3,"Mit Lachs kämpft sich's relaxt!\nFallen deine HP unter \u000E\u0000\u0003\u0004껿＀40 %\u000E\u0000\u0003\u0004\u0000＀, steigt\ndein Zeitlimit zum Tellerverbinden\nvon \u000E\u0000\u0003\u0004껿＀7\u000E\u0000\u0003\u0004\u0000＀ auf \u000E\u0000\u0003\u0004껿＀8 Sekunden\u000E\u0000\u0003\u0004\u0000＀.",Increases the time limit to link plates\nfrom \u000E\u0000\u0003\u0004껿＀7 seconds\u000E\u0000\u0003\u0004\u0000＀ to \u000E\u0000\u0003\u0004껿＀8 seconds \u000E\u0000\u0003\u0004\u0000＀while\nyour HP is at \u000E\u0000\u0003\u0004껿＀40%\u000E\u0000\u0003\u0004\u0000＀ or less.,Prolonga el tiempo para enlazar\nplatos de 7 a \u000E\u0000\u0003\u0004껿＀8 segundos \u000E\u0000\u0003\u0004\u0000＀cuando\ntengas los PV al \u000E\u0000\u0003\u0004껿＀40 % \u000E\u0000\u0003\u0004\u0000＀o menos.,Le temps imparti pour relier les\nassiettes passe de \u000E\u0000\u0003\u0004껿＀7 à 8 secondes\u000E\u0000\u0003\u0004\u0000＀\nlorsque les PV chutent sous\nles \u000E\u0000\u0003\u0004껿＀40 %\u000E\u0000\u0003\u0004\u0000＀.,"Quando i tuoi PV calano al \u000E\u0000\u0003\u0004껿＀40%\u000E\u0000\u0003\u0004\u0000＀ o\nmeno, il tempo che hai per collegare\ni piatti aumenta da \u000E\u0000\u0003\u0004껿＀7 \u000E\u0000\u0003\u0004\u0000＀a \u000E\u0000\u0003\u0004껿＀8 secondi\u000E\u0000\u0003\u0004\u0000＀.","Als je nog maar \u000E\u0000\u0003\u0004껿＀40%\u000E\u0000\u0003\u0004\u0000＀ of minder HP\nhebt, krijg je \u000E\u0000\u0003\u0004껿＀8 seconden\u000E\u0000\u0003\u0004\u0000＀ in plaats\nvan \u000E\u0000\u0003\u0004껿＀7 \u000E\u0000\u0003\u0004\u0000＀om borden te verbinden.","Canın \u000E\u0000\u0003\u0004껿＀40%\u000E\u0000\u0003\u0004\u0000＀ veya daha azken,\ntabakları bağlama süresini \u000E\u0000\u0003\u0004껿＀7 saniye\u000E\u0000\u0003\u0004\u0000＀den\n\u000E\u0000\u0003\u0004껿＀8 saniye \u000E\u0000\u0003\u0004\u0000＀ye çıkarır."
SushiFavPowerInfo_Aji,4,Massig Punkte dank Makrele!\nSie erhöht deine Punktzahl um \u000E\u0000\u0003\u0004껿＀8 %\u000E\u0000\u0003\u0004\u0000＀.,Increases your score by \u000E\u0000\u0003\u0004껿＀8%\u000E\u0000\u0003\u0004\u0000＀.,Fortalece tu puntuación con un \u000E\u0000\u0003\u0004껿＀8 %\n\u000E\u0000\u0003\u0004\u0000＀adicional.,Augmente votre score de \u000E\u0000\u0003\u0004껿＀8 %\u000E\u0000\u0003\u0004\u0000＀.,Aumenta dell'\u000E\u0000\u0003\u0004껿＀8% \u000E\u0000\u0003\u0004\u0000＀il punteggio\nottenuto.,Je punten worden verhoogd met \u000E\u0000\u0003\u0004껿＀8%\u000E\u0000\u0003\u0004\u0000＀.,Puanını \u000E\u0000\u0003\u0004껿＀8%\u000E\u0000\u0003\u0004\u0000＀ artırır.
SushiFavPowerInfo_Ika,5,"Kraft auf den Tisch dank Tintenfisch!\nFüllt alle \u000E\u0000\u0003\u0004껿＀40 Teller\u000E\u0000\u0003\u0004\u0000＀, die du futterst,\ndeine HP um \u000E\u0000\u0003\u0004껿＀2 %\u000E\u0000\u0003\u0004\u0000＀ auf.",Restores your HP by \u000E\u0000\u0003\u0004껿＀2% \u000E\u0000\u0003\u0004\u0000＀for\nevery \u000E\u0000\u0003\u0004껿＀40 plates\u000E\u0000\u0003\u0004\u0000＀ you eat.,Ayuda a recuperar un \u000E\u0000\u0003\u0004껿＀2 % \u000E\u0000\u0003\u0004\u0000＀de tus PV\npor cada \u000E\u0000\u0003\u0004껿＀40 platos \u000E\u0000\u0003\u0004\u0000＀consumidos.,Vos PV sont restaurés de \u000E\u0000\u0003\u0004껿＀2 %\u000E\u0000\u0003\u0004\u0000＀\ntous les \u000E\u0000\u0003\u0004껿＀40 sushis\u000E\u0000\u0003\u0004\u0000＀ que vous avalez.,Ripristina i tuoi PV del \u000E\u0000\u0003\u0004껿＀2% \u000E\u0000\u0003\u0004\u0000＀ogni\n\u000E\u0000\u0003\u0004껿＀40 piatti \u000E\u0000\u0003\u0004\u0000＀che mangi.,Je HP wordt hersteld met \u000E\u0000\u0003\u0004껿＀2% \u000E\u0000\u0003\u0004\u0000＀voor\nelke \u000E\u0000\u0003\u0004껿＀40 borden\u000E\u0000\u0003\u0004\u0000＀ die je leegeet.,Yediğin her \u000E\u0000\u0003\u0004껿＀40 tabak\u000E\u0000\u0003\u0004\u0000＀ için\nCan'ını \u000E\u0000\u0003\u0004껿＀2% \u000E\u0000\u0003\u0004\u0000＀yeniler.
SushiFavPowerInfo_Tako,6,"Reichlich Reservezauber!\nFüllt deine Zauberleisten um \u000E\u0000\u0003\u0004껿＀30 %\u000E\u0000\u0003\u0004\u0000＀,\nwenn ein Angriff dich \u000E\u0000\u0003\u0004껿＀15 % oder mehr\n\u000E\u0000\u0003\u0004\u0000＀deiner Gesamt-HP kostet.",Fills all of your skill gauges by \u000E\u0000\u0003\u0004껿＀30%\u000E\u0000\u0003\u0004\u0000＀\nif you take damage equal to \u000E\u0000\u0003\u0004껿＀15%\u000E\u0000\u0003\u0004\u0000＀\nor more of your max HP.,Enriquece con un \u000E\u0000\u0003\u0004껿＀30 % \u000E\u0000\u0003\u0004\u0000＀tus barras\nde técnicas si un ataque te quita\nel \u000E\u0000\u0003\u0004껿＀15 % \u000E\u0000\u0003\u0004\u0000＀o más de tus PV máximos.,Toutes vos jauges de talent\nse remplissent de \u000E\u0000\u0003\u0004껿＀30 %\u000E\u0000\u0003\u0004\u0000＀ si les dégâts\nque vous subissez vous font perdre\nau moins \u000E\u0000\u0003\u0004껿＀15 %\u000E\u0000\u0003\u0004\u0000＀ de vos PV max.,"Se un attacco ti infligge danni pari\nalmeno al \u000E\u0000\u0003\u0004껿＀15% \u000E\u0000\u0003\u0004\u0000＀dei tuoi PV totali,\ntutte le tue barre abilità si riempiono\ndel \u000E\u0000\u0003\u0004껿＀30%\u000E\u0000\u0003\u0004\u0000＀.","Als je in één keer \u000E\u0000\u0003\u0004껿＀15%\u000E\u0000\u0003\u0004\u0000＀ of meer van\nje maximale HP verliest, worden\nal je gavemeters met \u000E\u0000\u0003\u0004껿＀30%\u000E\u0000\u0003\u0004\u0000＀ gevuld.",Azami Can'ının \u000E\u0000\u0003\u0004껿＀15%\u000E\u0000\u0003\u0004\u0000＀ine eşit\nhasar alırsan tüm yetenek göstergelerini\n\u000E\u0000\u0003\u0004껿＀30%\u000E\u0000\u0003\u0004\u0000＀ doldurur.
SushiFavPowerInfo_Buri,7,Flotter Fluss für deine Bänder!\nDas Bändertempo auf deiner Seite\nwird um \u000E\u0000\u0003\u0004껿＀12 % \u000E\u0000\u0003\u0004\u0000＀erhöht.,Increases the speed\nof your lanes by \u000E\u0000\u0003\u0004껿＀12%\u000E\u0000\u0003\u0004\u0000＀.,Estimulan un \u000E\u0000\u0003\u0004껿＀12 % \u000E\u0000\u0003\u0004\u0000＀la velocidad\nde tus cintas.,La vitesse de vos tapis roulants\naugmente de \u000E\u0000\u0003\u0004껿＀12 %\u000E\u0000\u0003\u0004\u0000＀.,Aumenta del \u000E\u0000\u0003\u0004껿＀12% \u000E\u0000\u0003\u0004\u0000＀la velocità dei\ntuoi nastri.,Je banden lopen \u000E\u0000\u0003\u0004껿＀12% \u000E\u0000\u0003\u0004\u0000＀sneller.,Şeritlerinin hızını\n\u000E\u0000\u0003\u0004껿＀12%\u000E\u0000\u0003\u0004\u0000＀ artırır.
SushiFavPowerInfo_CaliforniaRoll,8,"Ein Segen für Süßmäuler!\nWenn deine HP bei \u000E\u0000\u0003\u0004껿＀25 % \u000E\u0000\u0003\u0004\u0000＀oder\ndarunter liegen, heilen Obst und\nSüßigkeiten \u000E\u0000\u0003\u0004껿＀35 % \u000E\u0000\u0003\u0004\u0000＀mehr HP!",Increases your HP recovery from\nsweets and fruit by \u000E\u0000\u0003\u0004껿＀35%\u000E\u0000\u0003\u0004\u0000＀ while\nyour HP is at \u000E\u0000\u0003\u0004껿＀25%\u000E\u0000\u0003\u0004\u0000＀ or less.,Fomenta la recuperación de PV\nun \u000E\u0000\u0003\u0004껿＀35 % \u000E\u0000\u0003\u0004\u0000＀más al comer postres\ncuando tengas \u000E\u0000\u0003\u0004껿＀25 % \u000E\u0000\u0003\u0004\u0000＀o menos\nde tus PV máximos.,Récupérez \u000E\u0000\u0003\u0004껿＀35 %\u000E\u0000\u0003\u0004\u0000＀ de PV en plus\nlorsque vos PV passent sous les\n\u000E\u0000\u0003\u0004껿＀25 %\u000E\u0000\u0003\u0004\u0000＀ et que vous mangez des\ndesserts ou des fruits.,Aumenta del \u000E\u0000\u0003\u0004껿＀35% \u000E\u0000\u0003\u0004\u0000＀l'efficacia di dolci\ne frutta quando hai il \u000E\u0000\u0003\u0004껿＀25% \u000E\u0000\u0003\u0004\u0000＀o meno\ndei PV.,"Als je \u000E\u0000\u0003\u0004껿＀25%\u000E\u0000\u0003\u0004\u0000＀ of minder HP hebt,\nherstellen fruit en ijscoupes \u000E\u0000\u0003\u0004껿＀35%\n\u000E\u0000\u0003\u0004\u0000＀van je HP.","Canın \u000E\u0000\u0003\u0004껿＀25%\u000E\u0000\u0003\u0004\u0000＀ veya daha\nazken, tatlılar ve\nmeyvelerden aldığın Can\nyenilenmesini \u000E\u0000\u0003\u0004껿＀35%\u000E\u0000\u0003\u0004\u0000＀ artırır."
SushiFavPowerInfo_Engawa,9,"Wunder aus der Flunder!\nVerringert alle \u000E\u0000\u0003\u0004껿＀9 Teller\u000E\u0000\u0003\u0004\u0000＀, die du von\ndeinem Lieblings-Sushi verspeist,\nden erlittenen Schaden um \u000E\u0000\u0003\u0004껿＀1 %\u000E\u0000\u0003\u0004\u0000＀.",Decreases the amount of damage\nyou take by \u000E\u0000\u0003\u0004껿＀1% \u000E\u0000\u0003\u0004\u0000＀for every \u000E\u0000\u0003\u0004껿＀9 plates\n\u000E\u0000\u0003\u0004\u0000＀of favorite sushi you eat.,Reduce un \u000E\u0000\u0003\u0004껿＀1 % \u000E\u0000\u0003\u0004\u0000＀el daño sufrido\npor cada \u000E\u0000\u0003\u0004껿＀9 platos \u000E\u0000\u0003\u0004\u0000＀que consumas\nde tu sushi favorito.,Les dégâts que vous subissez\ndiminuent de \u000E\u0000\u0003\u0004껿＀1 %\u000E\u0000\u0003\u0004\u0000＀ toutes les \u000E\u0000\u0003\u0004껿＀neuf\nassiettes\u000E\u0000\u0003\u0004\u0000＀ de votre sushi préféré\nque vous avalez.,Riduce dell'\u000E\u0000\u0003\u0004껿＀1% \u000E\u0000\u0003\u0004\u0000＀i danni che subisci\nper ogni \u000E\u0000\u0003\u0004껿＀9 \u000E\u0000\u0003\u0004\u0000＀piatti del tuo sushi\npreferito che consumi.,"Voor elke \u000E\u0000\u0003\u0004껿＀9 borden\u000E\u0000\u0003\u0004\u0000＀ die je eet van je\nlievelingssushi, wordt de hoeveelheid\nschade die je oploopt met \u000E\u0000\u0003\u0004껿＀1%\n\u000E\u0000\u0003\u0004\u0000＀verlaagd.",Yediğin her \u000E\u0000\u0003\u0004껿＀9 tabak\n\u000E\u0000\u0003\u0004\u0000＀favori suşi için aldığın hasarı\n\u000E\u0000\u0003\u0004껿＀1% \u000E\u0000\u0003\u0004\u0000＀ azaltır.
