label,index,deu,eng,esp,fra,ita,nld,tur
CharaSerif_10_M,0,"Haha! Immer wieder eine Freude, jemanden\nzum ersten Mal Sushi essen zu sehen.",Hahahah! It's always satisfying to see\nsomeone take their first taste of sushi.,"¡Ja, ja! Me encanta la cara que se le queda a\nla gente la primera vez que prueba el sushi.",Hahaha ! Quel plaisir de voir quelqu'un\ndécouvrir les délices des sushis !,Ah ah ah! Osservare chi assaggia il sushi per\nla prima volta è sempre una soddisfazione.,Haha! Het is altijd een genoegen om iemand\nzijn eerste hapjes sushi te zien eten.,Hahahah! Birinin suşiyi ilk kez tadışını\ngörmek hep ayrı bir keyif.
CharaSerif_10_F,1,,,,,,Haha! Het is altijd een genoegen om iemand\nhaar eerste hapjes sushi te zien eten.,
CharaSerif_11_M,2,Jetzt kommen mir vor Begeisterung\nja fast die... die...,Wow... Thank you. Sushi is so amazing\nthat I think I might cry!,Madre mía... ¡Gracias! El sushi está tan\nbueno que me entran ganas de llorar...,M-merci... C'est incroyable... C'est si bon\nque j'en pleurerais !,Wow... Grazie. Il sushi è così buono\nche potrei piangere di gioia!,Poeh... Dank je. Sushi is zo lekker dat ik\nervan ga huilen.,Vay... Teşekkür ederim. Suşi o kadar harika ki\nsanırım ağlayacağım!
CharaSerif_11_F,3,,Wow... Thank you. Sushi is so amazing\nthat I think I might cry!,,,,,Vay... Teşekkür ederim. Suşi o kadar harika ki\nsanırım ağlayacağım!
CharaSerif_12_M,4,\u000E\u0000\u0002\u0002\u0096...Wäääh! Sushiii!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Yep! There I go!\u000E\u0000\u0002\u0002d,"\u000E\u0000\u0002\u0002\u0096¡Mira, te lo decía! ¡Buaaa!\u000E\u0000\u0002\u0002d",\u000E\u0000\u0002\u0002\u0096Je... peux pas me retenir !!!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096E infatti!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Zie je wel?\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Hah! Başladım bile!\u000E\u0000\u0002\u0002d
CharaSerif_12_F,5,,\u000E\u0000\u0002\u0002\u0096Yep! There I go!\u000E\u0000\u0002\u0002d,,,,,\u000E\u0000\u0002\u0002\u0096Hah! Başladım bile!\u000E\u0000\u0002\u0002d
CharaSerif_13_M,6,"Echte Freudentränen!\nHach, Menschen sind so possierlich...","Tears of joy, huh? Humans are so strange!",Nunca entenderé por qué lloran los humanos\ncuando están contentos. Son más raros...,"Il est content, il pleure... Il sait pas ce qu'il\nveut, ce mioche !","Lacrime di gioia, eh? Gli umani sono\ndavvero strani!",Tranen van geluk? Mensen zijn maar\nvreemde wezens...,Sevinç gözyaşları ha? İnsanlar ne tuhaf!
CharaSerif_13_F,7,,,,"Elle est contente, elle pleure... Elle sait pas\nce qu'elle veut, cette mioche !",,,
CharaSerif_14_M,8,"Sei doch still, du Sushihörnchen!","Quiet, you sushi spout!","¡Tú te callas, gardenio del sushi!","Tais-toi, esprit laveur de pacotille !","Zitto tu, spira di sushi!","Stil, sushi-aapje!","Kes sesini, suşi gevezesi!"
CharaSerif_14_F,9,,"Quiet, you sushi spout!",,,,,"Kes sesini, suşi gevezesi!"
CharaSerif_15_M,10,\u000E\u0000\u0002\u0002\u0096Bitte wie?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096What'd you call me?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096¡¿Qué me has dicho?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Comment tu m'as appelé ?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Come mi hai chiamato?!\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Hoe noemde je mij?\u000E\u0000\u0002\u0002d,\u000E\u0000\u0002\u0002\u0096Bana ne dedin?!\u000E\u0000\u0002\u0002d
CharaSerif_15_F,11,,,,,,,
CharaSerif_16_M,12,Huch. Was für eine schöne Jacke\ndu da trägst...,Hmm... That's an interesting jacket.,Mmm... Qué chaqueta tan interesante...,Tiens ? Ce blouson...,Mmmh... giubbotto interessante.,Mooie jas heb je daar.,Hmm... İlginç bir ceket.
CharaSerif_16_F,13,,,,,,,
CharaSerif_17_M,14,"Ja, oder? Die hab ich von meinem Vater\nbekommen, als ich noch ganz klein war...",You like it? My dad gave it to me when\nI was a kid.,¿Te gusta? Me la regaló mi padre\ncuando era pequeño.,Il te plaît ? Mon père me l'a donné\nquand j'étais petit.,Ti piace? Me l'ha dato mio padre quando\nero piccolo.,"Ja, hè? Van mijn vader gekregen toen ik\nklein was.",Beğendin mi? Babam çocukken bana vermişti.
