label,index,deu,eng,esp,fra,ita,nld,tur
BattleDataSceneCommentary,0,Zauber,Skill,Técnica,Talent,Abilità,Gave,Yetenek
BattleDataSceneSushi,1,Sushi,Sushi,Sushi,Sushis,Sushi,Sushi,Suşi
BattleDataSceneSkill,2,Daten,Data,Datos,Données,Dati,Info,Veri
BattleDataSceneUnknownGodName,3,?????,?????,(?),?????,???,?????,?????
BattleDataSceneUnknownSkillName,4,?????,?????,(?),?????,???,?????,?????
BattleDataSceneUnknownLevel,5,?,?,(?),?,?,?,?
BattleDataSceneUnknownHP,6,?????,?????,(?),?????,???,?????,?????
BattleDataSceneUnknownFavPower,7,?????,?????,(?),?????,???,?????,?????
BattleDataSceneArea,8,ZONE,Area,Zona,Zone,Area,Zone,Bölge
BattleDataSceneTeaming,9,Team,Team,Equipo,Équipe,Squadra,Team,Takım
BattleDataSceneMyData,10,Musashi,Specs,Mis datos,Musashi,Musashi,Musashi,Özellikler
BattleDataSceneEnemyGod,11,Gegner-Geister,Enemy Sprites,Genios enemigos,Sushinités,Spiriti nemici,Vijand-sushigami,Rakip Ruhlar
BattleDataSceneGachi,12,Standard-Duell,Tasteful Battle,Combate reñido,Combat intense,Sfida tosta,Standaardgevecht,Lezzetli Savaş
BattleDataSceneGachiRating,13,Tabellen-Duell,Rated Battle,Combate clasificatorio,Combat classé,Sfida classificata,Klassementsgevecht,Dereceli Savaş
BattleDataSceneVariety,14,Allerlei-Duell,Chaos Battle,Combate caótico,Combat surprise,Sfida bizzarra,Stolpengevecht,Kaos Savaşı
BattleDataSceneGachi_2Line,15,Standard-\nDuell,Tasteful\nBattle,Combate\nreñido,Combat\nintense,Sfida\ntosta,Standaard-\ngevecht,Lezzetli\nSavaş
BattleDataSceneGR_2Line,16,Tabellen-\nDuell,     Rated\n     Battle,Combate\nclasificatorio,    Combat\n    classé,Sfida\nclassificata,Klassements-\ngevecht,     Dereceli\n     Savaş
BattleDataSceneVariety_2Line,17,Allerlei-\nDuell,Chaos\nBattle,Combate\ncaótico,Combat\nsurprise,Sfida\nbizzarra,Stolpen-\ngevecht,Kaos\nSavaşı
BattleDataSceneWait,18,Bitte\nwarte...,Please \nWait,Espera...,Patientez...,Attendi\nprego,Even\ngeduld...,Lütfen\nBekle
BattleDataSceneEnemyWait,19,Gegnersuche läuft...,Waiting for Opponent,Esperando rivales...,En attente de l'adversaire,In attesa di un avversario,Wacht op de tegenstander...,Rakip Bekleniyor
BattleDataSceneGodSet,20,Lege ein Geister-Team fest.,Select sushi sprites to use.,¿Qué genios quieres usar?,Sélectionnez vos sushinités.,Imposta gli spiriti che vuoi usare,Kies je sushigami.,Kullanacağın suşi ruhlarını seç.
BattleDataLocalBattle,21,Lokales Duell,Local Battle,Combate local,Combat local,Sfida locale,Lokaal gevecht,Yerel Savaş
BattleDataRandomMatch,22,Zufallsduell,Random Match,Combate al azar,Combat aléatoire,Sfida casuale,Willekeurig gevecht,Rastgele Maç
BattleDataFriendMatch,23,Freunde-Duell,Buddy Match,Combate amistoso,Combat entre amis,Sfida amichevole,Vriendengevecht,Dost Maçı
BattleDataNotUseSushiGod,24,(Online nicht verfügbar!),*Not available in online battles,* No disponible en línea.,* Pas utilisable en ligne,*Non disponibile online,*Niet in onlinegevechten,*Çevrimiçi savaşlarda kullanılamaz
