label,index,deu,eng,esp,fra,ita,nld,tur
Txt_FileSelect,0,Dateienauswahl,Save File Select,Elegir archivo,Sélection du fichier,Selezione file,Kies een opslagbestand,Kayıt Dosyası Seçimi
Txt_SushiLikerRank,1,Striker-Rang,Striker Rank,Rango de lanzaplatos,Rang de sushiste,Grado guerriero,Strikersrang,Vurucu Rütbesi
Txt_HeadLine,2,Spieldateien,Save Files,Archivos de guardado,Fichiers,File di salvataggio,Opslagbestand,Kayıt Dosyaları
Txt_NoData,3,Neues Abenteuer,Fresh Start,Nueva aventura,Nouvelle partie,Comincia dall'inizio,Nieuw avontuur,Yeni Başlangıç
Label_NewFileSelect,4,"Drücke den A-Knopf, um\nein neues Spiel zu beginnen!",Press the A Button to start!,¡Pulsa el botón A para comenzar!,Appuyez sur le bouton A pour\ncommencer une nouvelle partie !,Premi il pulsante A per giocare!,Druk op de A-knop\nom te beginnen!,Başlamak için A'ya bas!
Btn_Start,5,Los!,Play,Jugar,Jouer,Gioca,Spelen,Oyna
Txt_FileCreate,6,Neue Datei,New Save File,Nueva aventura,Nouveau fichier,Nuovo file,Nieuw avontuur,Yeni Kayıt Dosyası
Txt_GenderSelect,7,Was soll Musashi sein?,Which Musashi are you?,¿Qué Musashi quieres ser?,Garçon ou fille ?,Quale di questi Musashi vuoi essere?,Welke Musashi wil je zijn?,Hangi Musashi olacaksın?
Txt_Boy,8,Junge,Boy,Niño,Garçon,Maschio,Jongen,Erkek
Txt_Girl,9,Mädchen,Girl,Niña,Fille,Femmina,Meisje,Kız
Label_GenderSelect,10,Wähle das \u000E\u0000\u0003\u0004Ü＀Aussehen\u000E\u0000\u0003\u0004\u0000＀\nfür deine Spielfigur.\n(Wahl lässt sich später\n\u000E\u0000\u0003\u0004Ü＀nicht mehr ändern\u000E\u0000\u0003\u0004\u0000＀!),Choose the \u000E\u0000\u0003\u0004Ü＀appearance\n\u000E\u0000\u0003\u0004\u0000＀of your main character.\nThis \u000E\u0000\u0003\u0004姽Ｋ\u000E\u0000\u0003\u0004Ü＀can't be changed\u000E\u0000\u0003\u0004姽Ｋ\n\u000E\u0000\u0003\u0004\u0000＀once the game begins.,"Elige el \u000E\u0000\u0003\u0004Ü＀aspecto\u000E\u0000\u0003\u0004\u0000＀ de tu\nprotagonista. Una vez\ncomenzado el juego,\n\u000E\u0000\u0003\u0004Ü＀no podrás cambiarlo\u000E\u0000\u0003\u0004\u0000＀.",Choisissez l'\u000E\u0000\u0003\u0004Ü＀apparence\u000E\u0000\u0003\u0004\u0000＀\nde votre personnage.\nVous \u000E\u0000\u0003\u0004Ü＀ne pourrez plus\nrevenir\u000E\u0000\u0003\u0004\u0000＀ sur ce choix.,Imposta l'\u000E\u0000\u0003\u0004Ü＀aspetto\u000E\u0000\u0003\u0004\u0000＀ del\ntuo personaggio. \u000E\u0000\u0003\u0004Ü＀Non\npotrai modificarlo \u000E\u0000\u0003\u0004\u0000＀in un\nsecondo momento.,Kies het \u000E\u0000\u0003\u0004Ü＀uiterlijk \u000E\u0000\u0003\u0004\u0000＀van je\npersonage. Dit kun je\n\u000E\u0000\u0003\u0004Ü＀niet meer veranderen\u000E\u0000\u0003\u0004\u0000＀\ntijdens het spelen.,Ana karakterinin \u000E\u0000\u0003\u0004Ü＀görünümünü\n\u000E\u0000\u0003\u0004\u0000＀seç.\nOyun başladıktan sonra\nbu seçim \u000E\u0000\u0003\u0004姽Ｋ\u000E\u0000\u0003\u0004Ü＀değiştirilemez\u000E\u0000\u0003\u0004姽Ｋ\n\u000E\u0000\u0003\u0004\u0000＀.
Label_FileNameInput,11,Du kannst den \u000E\u0000\u0003\u0004Ü＀Namen\ndeiner Datei \u000E\u0000\u0003\u0004\u0000＀auch später\nim Spiel wieder ändern.,You can change your\n\u000E\u0000\u0003\u0004Ü＀save file name\u000E\u0000\u0003\u0004\u0000＀ at any\ntime during the game.,Puedes cambiar el\n\u000E\u0000\u0003\u0004Ü＀nombre del archivo de\nguardado\u000E\u0000\u0003\u0004\u0000＀ en cualquier\nmomento del juego.,Vous pourrez modifier\nle \u000E\u0000\u0003\u0004Ü＀nom du fichier de\nsauvegarde\u000E\u0000\u0003\u0004\u0000＀ à tout moment\nau cours de la partie.,Potrai cambiare il \u000E\u0000\u0003\u0004Ü＀nome\ndel file di salvataggio\u000E\u0000\u0003\u0004\u0000＀ in\nqualsiasi momento.,Je kunt de \u000E\u0000\u0003\u0004Ü＀naam van je\nopslagbestand \u000E\u0000\u0003\u0004\u0000＀tijdens het\nspelen op elk moment\naanpassen.,\u000E\u0000\u0003\u0004Ü＀Kayıt dosyasının adını\u000E\u0000\u0003\u0004\u0000＀\noyun sırasında istediğin\nzaman değiştirebilirsin.
Label_FileNameCheck,12,Dein Fortschritt wird\nan bestimmten Punkten\n(etwa nach Kämpfen)\n\u000E\u0000\u0003\u0004Ü＀automatisch gespeichert\u000E\u0000\u0003\u0004\u0000＀.,This game uses an\n\u000E\u0000\u0003\u0004Ü＀autosave\u000E\u0000\u0003\u0004\u0000＀ system that\n\u000E\u0000\u0003\u0004姽Ｋ\u000E\u0000\u0003\u0004Ü＀saves automatically\u000E\u0000\u0003\u0004姽Ｋ\n\u000E\u0000\u0003\u0004\u0000＀after each \u000E\u0000\u0003\u0004Ü＀battle\u000E\u0000\u0003\u0004\u0000＀.,\u000E\u0000\u0003\u0004Ü＀Tu progreso se guardará\nautomáticamente\n\u000E\u0000\u0003\u0004\u0000＀después de cada\n\u000E\u0000\u0003\u0004Ü＀combate\u000E\u0000\u0003\u0004\u0000＀.,Votre progression sera\n\u000E\u0000\u0003\u0004Ü＀automatiquement\nsauvegardée \u000E\u0000\u0003\u0004\u0000＀après chaque\ncombat dans ce fichier.,Questo gioco si serve di\nuna funzione di \u000E\u0000\u0003\u0004Ü＀salvataggio\nautomatico \u000E\u0000\u0003\u0004\u0000＀che \u000E\u0000\u0003\u0004Ü＀salva i tuoi\nprogressi\u000E\u0000\u0003\u0004\u0000＀ dopo una battaglia.,Na \u000E\u0000\u0003\u0004Ü＀ieder gevecht\u000E\u0000\u0003\u0004\u0000＀\nwordt je voortgang\n\u000E\u0000\u0003\u0004Ü＀automatisch opgeslagen\n\u000E\u0000\u0003\u0004\u0000＀in dit bestand.,Bu oyun \u000E\u0000\u0003\u0004Ü＀otomatik kayıt\u000E\u0000\u0003\u0004\u0000＀ kullanır.\nHer \u000E\u0000\u0003\u0004Ü＀savaştan\u000E\u0000\u0003\u0004\u0000＀ sonra\n\u000E\u0000\u0003\u0004姽Ｋ\u000E\u0000\u0003\u0004Ü＀ilerlemen otomatik kaydedilir\u000E\u0000\u0003\u0004姽Ｋ\u000E\u0000\u0003\u0004\u0000＀.
Win_FileNameCheck,13,Bereit zum Loslegen?,Ready to go?,¿Todo listo?,Ceci vous convient-il ?,Confermi queste impostazioni?,Ben je er klaar voor?,Hazır mısın?
Win_FileDeleteCheck,14,Die \u000E\u0000\u0003\u0004Ü＀Speicherdaten \u000E\u0000\u0003\u0004\u0000＀sind fehlerhaft.\nDaten werden nun neu formatiert.,The \u000E\u0000\u0003\u0004Ü＀save data\u000E\u0000\u0003\u0004\u0000＀ is damaged.\n\nIt will now be reformatted.,Los \u000E\u0000\u0003\u0004Ü＀datos de guardado\u000E\u0000\u0003\u0004\u0000＀ están\ndañados y se borrarán.\nSe crearán datos nuevos.,Les \u000E\u0000\u0003\u0004Ü＀données de sauvegarde\u000E\u0000\u0003\u0004\u0000＀\nsont corrompues et vont être\nréinitialisées.,I \u000E\u0000\u0003\u0004Ü＀dati di salvataggio\u000E\u0000\u0003\u0004\u0000＀ sono danneggiati\ne verranno cancellati.,De \u000E\u0000\u0003\u0004Ü＀opgeslagen gegevens\u000E\u0000\u0003\u0004\u0000＀\nzijn beschadigd en worden\nopnieuw geformatteerd.,Bu \u000E\u0000\u0003\u0004Ü＀kayıt verisi\u000E\u0000\u0003\u0004\u0000＀ bozuk.\n\nŞimdi yeniden biçimlendirilecek.
Win_FileDeleting,15,Erstelle \u000E\u0000\u0003\u0004Ü＀Speicherdaten\u000E\u0000\u0003\u0004\u0000＀...,Creating \u000E\u0000\u0003\u0004Ü＀save data\u000E\u0000\u0003\u0004\u0000＀...,Creando \u000E\u0000\u0003\u0004Ü＀datos de guardado\u000E\u0000\u0003\u0004\u0000＀...,Création des \u000E\u0000\u0003\u0004Ü＀données\nde sauvegarde\u000E\u0000\u0003\u0004\u0000＀...,Creazione dei \u000E\u0000\u0003\u0004Ü＀dati di salvataggio\u000E\u0000\u0003\u0004\u0000＀...,Bezig \u000E\u0000\u0003\u0004Ü＀opgeslagen gegevens \u000E\u0000\u0003\u0004\u0000＀te\ncreëren...,\u000E\u0000\u0003\u0004Ü＀Kayıt verisi\u000E\u0000\u0003\u0004\u0000＀ oluşturuluyor...
Win_FileDeleteComplete,16,Die \u000E\u0000\u0003\u0004Ü＀Speicherdaten\n\u000E\u0000\u0003\u0004\u0000＀wurden neu formatiert.,\u000E\u0000\u0003\u0004Ü＀Save data\u000E\u0000\u0003\u0004\u0000＀ has been reformatted.,Se han borrado los \u000E\u0000\u0003\u0004Ü＀datos\nde guardado\u000E\u0000\u0003\u0004\u0000＀ y se han creado\ndatos nuevos.,Les \u000E\u0000\u0003\u0004Ü＀données de sauvegarde\u000E\u0000\u0003\u0004\u0000＀\nont été réinitialisées.,Sono stati creati \u000E\u0000\u0003\u0004Ü＀nuovi dati\ndi salvataggio\u000E\u0000\u0003\u0004\u0000＀.,De\u000E\u0000\u0003\u0004Ü＀ opgeslagen gegevens\u000E\u0000\u0003\u0004\u0000＀\nzijn opnieuw geformatteerd.,\u000E\u0000\u0003\u0004Ü＀Kayıt verisi\u000E\u0000\u0003\u0004\u0000＀ yeniden biçimlendirildi.
Win_SkipCheck,17,"Berühre „\u000E\u0000\u0003\u0004渀＀Ende\u000E\u0000\u0003\u0004\u0000＀“, falls du eine\nSzene überspringen möchtest.\nAlle Zwischensequenzen können\n\u000E\u0000\u0003\u0004Ü＀später erneut betrachtet werden\u000E\u0000\u0003\u0004\u0000＀!",You can skip cutscenes by touching\nthe Skip button. All cutscenes \u000E\u0000\u0003\u0004Ü＀can be\nviewed later\u000E\u0000\u0003\u0004\u0000＀ after starting a game.,"Si quieres saltarte los vídeos, selecciona\n\u000E\u0000\u0003\u0004渀＀Omitir\u000E\u0000\u0003\u0004\u0000＀. Los vídeos \u000E\u0000\u0003\u0004Ü＀pueden volver a\nverse\u000E\u0000\u0003\u0004\u0000＀ después de comenzar el juego.",Vous pouvez passer les séquences\nnarratives en touchant \u000E\u0000\u0003\u0004渀＀Passer\u000E\u0000\u0003\u0004\u0000＀.\nToutes ces séquences \u000E\u0000\u0003\u0004Ü＀peuvent être\nrevisionnées ultérieurement\u000E\u0000\u0003\u0004\u0000＀.,Puoi saltare le sequenze toccando \u000E\u0000\u0003\u0004渀＀Salta\u000E\u0000\u0003\u0004\u0000＀.\nLe sequenze \u000E\u0000\u0003\u0004Ü＀possono essere viste più\navanti\u000E\u0000\u0003\u0004\u0000＀ dopo aver avviato il gioco.,Kies OVERSLAAN om filmpjes over\nte slaan. Je kunt alle filmpjes \u000E\u0000\u0003\u0004Ü＀later\nopnieuw bekijken\u000E\u0000\u0003\u0004\u0000＀.,Ara sahneleri geçmek için Atla düğmesine\ndokun. Tüm ara sahneleri oyun başladıktan\nsonra \u000E\u0000\u0003\u0004Ü＀yeniden izleyebilirsin\u000E\u0000\u0003\u0004\u0000＀.
Win_StoryClear,18,Toll gemacht!\nDu kannst nun in der \u000E\u0000\u0003\u0004渀＀Striker-Schrift\n\u000E\u0000\u0003\u0004\u0000＀unter „\u000E\u0000\u0003\u0004渀＀Was bisher geschah\u000E\u0000\u0003\u0004\u0000＀“ sämtliche\n\u000E\u0000\u0003\u0004Ü＀Story-Sequenzen \u000E\u0000\u0003\u0004\u0000＀erneut betrachten!,Game Cleared!\nYou can view all \u000E\u0000\u0003\u0004䃿｀\u000E\u0000\u0003\u0004Ü＀animated movies\u000E\u0000\u0003\u0004䃿｀ \u000E\u0000\u0003\u0004\u0000＀in\u000E\u0000\u0003\u0004䃿｀\n\u000E\u0000\u0003\u0004\u0000＀the \u000E\u0000\u0003\u0004渀＀Events\u000E\u0000\u0003\u0004\u0000＀ section of the \u000E\u0000\u0003\u0004渀＀Secret Scroll\u000E\u0000\u0003\u0004\u0000＀.,¡Has completado el juego! Puedes\nvolver a ver las \u000E\u0000\u0003\u0004Ü＀escenas animadas\u000E\u0000\u0003\u0004\u0000＀\nen los \u000E\u0000\u0003\u0004渀＀vídeos\u000E\u0000\u0003\u0004\u0000＀ del \u000E\u0000\u0003\u0004渀＀papiro secreto\u000E\u0000\u0003\u0004\u0000＀.,Vous avez fini le jeu !\nVous pouvez visionner toutes les\n\u000E\u0000\u0003\u0004Ü＀séquences narratives\u000E\u0000\u0003\u0004\u0000＀ dans la section\n\u000E\u0000\u0003\u0004渀＀événements\u000E\u0000\u0003\u0004\u0000＀ du \u000E\u0000\u0003\u0004渀＀parchemin secret\u000E\u0000\u0003\u0004\u0000＀.,Hai completato il gioco! Ora puoi\nvedere tutti i \u000E\u0000\u0003\u0004Ü＀filmati \u000E\u0000\u0003\u0004\u0000＀nella sezione\n\u000E\u0000\u0003\u0004渀＀Eventi \u000E\u0000\u0003\u0004\u0000＀della \u000E\u0000\u0003\u0004渀＀Pergamena segreta\u000E\u0000\u0003\u0004\u0000＀.,Je hebt de game uitgespeeld!\nJe kunt alle \u000E\u0000\u0003\u0004Ü＀filmpjes \u000E\u0000\u0003\u0004\u0000＀bekijken onder\n\u000E\u0000\u0003\u0004渀＀FILMPJES \u000E\u0000\u0003\u0004\u0000＀in het \u000E\u0000\u0003\u0004渀＀handboek\u000E\u0000\u0003\u0004\u0000＀.,Oyun Tamamlandı!\nTüm \u000E\u0000\u0003\u0004䃿｀\u000E\u0000\u0003\u0004Ü＀animasyonları\u000E\u0000\u0003\u0004䃿｀ \u000E\u0000\u0003\u0004\u0000＀\n\u000E\u0000\u0003\u0004渀＀Gizli Tomar\u000E\u0000\u0003\u0004\u0000＀ içindeki \u000E\u0000\u0003\u0004渀＀Olaylar\u000E\u0000\u0003\u0004\u0000＀\nbölümünden yeniden izleyebilirsin.
