label,index,deu,eng,esp,fra,ita,nld,tur
Label_UnknownEnemy,0,???,?????????,(?),?????????,???,?????????,????????
Label_Opponent,1,Gegner,Opponent,Rival,Adversaire,Avversario,Tegenstander,Rakip
Label_RecommendLevel,2,Empfohlen: Lv. ,Suggested Lv,Nivel: ,Conseillé : niv. ,Liv. consigliato ,Niveau ,Önerilen Lv
Label_God,3,Geister,Sprite,Genio,Sushinité,Spirito,Sushigami,Ruh
Label_UseGod,4,Gegnerische Geister,Sushi Sprites,Genios del sushi,Sushinités,Spiriti del sushi,Sushigami,Suşi Ruhları
Label_Treasure,5,Belohnung,Reward,Recompensa,Récompense,Ricompensa,Beloning,Ödül
Label_Rank,6,Note,Grade,Calif.,Note,Voto,Score,Not
Label_Result,7,Top,Results,Récords,Stats,Record,Resultaat,Sonuçlar
Label_NoResult,8,? ? ?,Unknown,(?),???,Nessuno,? ? ?,Bilinmiyor
Label_Score,9,Rekordpunktzahl,High Score,Puntuación,Record,Record,Record,En Yüksek Puan
Label_Star,10,Sterne,Stars,Estrellas,Étoiles,Stelle,Sterren,Yıldızlar
Label_SelectDestination,11,Wohin soll's gehen?,Where to next?,¿Adónde quieres ir?,Prochaine destination ?,Dove vuoi andare ora?,Waar wil je heen?,Sırada nereye?
Label_ClearRate,12,Geschafft,Cleared,Progreso zona,Progression,Progresso,Voltooid,Geçildi
Label_GetRank,13,Noten bisher,Grades Earned,Calificaciones obtenidas,Notes obtenues,Voti ottenuti,Behaalde scores,Alınan Notlar
Label_Owner,14,Geführt von,Master,Persona encargada,Maître,Guerriero,Baas,Usta
Label_Explain,15,Infos,Explanation,Explicación,Explication,Spiegazione,Uitleg,Açıklama
Label_BuildingLevel,16,Level,Facility Lv,Niv. del centro,Niveau ,Livello edificio,Niveau,Tesis Lv
Label_SushibarFacilityName,17,„Lucky Kyat“-Sushi,Lucky Kyat Sushi,Bigotes Venturosos,Les Cent Sushis,Kaiten Kyatten,Sushibar De Gelukskyat,Şanslı Kyat Suşi
Label_SushibarOwner,18,Kyatten,Kyatten,Kyatten,Kyatten,Kyatten,Kyatten,Kyatten
Label_SushibarText,19,Sprich mit Archie und seinen Gästen\nim ersten Sushi-Restaurant der Welt!,Overhear conversations between Archie and\nhis customers at the first sushi restaurant!,¡Escucha conversaciones entre Archie y sus\nclientes en el primer restaurante de sushi!,Bavardez avec Archie et ses clients pour savoir\nce qui se raconte dans son restaurant de sushis !,Ascolta le conversazioni tra Archie e la sua\nvivace clientela nel primo ristorante di sushi!,Luister naar gesprekken tussen Archie en zijn\ngasten in Archies sushirestaurant!,İlk suşi restoranında Archie ile müşterilerinin\nkonuşmalarına kulak misafiri ol!
Label_ShrineFacilityName,20,Geisterschrein,Sushi Sprite Shrine,Templo de los genios,Sanctuaire des sushinités,Tempio del sushi,Sushigami-tempel,Suşi Ruhu Tapınağı
Label_ShrineOwner,21,Priesterin,Attendant,Sacerdotisa,Acolyte,Sacerdotessa,Priesteres,Görevli
Label_ShrineText,22,Hier ehrt man seit Urzeiten die Sushi-Geister.\nLass dir hier deinen Striker-Rang erhöhen!,An ancient shrine to the greatest of the sushi sprites.\nGet your Striker Rank certified here!,Un antiguo templo dedicado a los genios del\nsushi. ¡Certifica aquí tu rango de lanzaplatos!,Ancien sanctuaire dédié aux grandes sushinités.\nFaites-y certifier votre rang de sushiste !,Un antico tempio dedicato a uno dei più grandi\nspiriti del sushi. Qui puoi certificare il tuo grado!,Hier wordt de Oppersushigami vereerd.\nOok kun je er je strikersrang laten verhogen!,Suşi ruhlarının en büyüğüne adanmış kadim\nbir tapınak. Vurucu Rütbeni burada onaylat!
Label_TowerFacilityName,23,Knobeltempel,Puzzle Hut,Cabaña de desafíos,Castel casse-tête,Casa dei rompicapi,Puzzelhut,Bulmaca Kulübesi
Label_TowerOwner,24,Archie,Archie,Archie,Archie,Archie,Archie,Archie
Label_TowerOwner_02,25,Ausprey,Ausprey,Ausprey,Ausprey,Ausprey,Ausprey,Ausprey
Label_TowerText,26,Knobele im Eiltempo gegen Archies\nSushi-schlingenden Grübelboter!,Challenge Archie's sushi-guzzling robot\nto a battle of wits!,¡Mídete con el robot tragón de Archie\nen un duelo de ingenio!,Affrontez le robot sushiphage d'Archie...\net que le plus malin l'emporte !,Affronta il robot divoratore di sushi di Archie\nin uno scontro di astuzia!,Daag Archies sushi-etende robot uit tot een\ndoorgedraaid duel!,Archie'nin suşi yiyen robotuna\nakıl savaşında meydan oku!
Label_ArenaFacilityName,27,Duell-Arena,Arena,Coliseo,Arène,Arena,Arena,Arena
Label_ArenaOwner,28,Archie,Archie,Archie,Archie,Archie,Archie,Archie
Label_ArenaOwner_02,29,Purrsilla,Purrsilla,Purrsilla,Purrsilla,Purrsilla,Purrsilla,Purrsilla
Label_ArenaText,30,Verbinde dich mit anderen Spielern\nund freu dich auf spannende Duelle!,Connect to other players and battle it out!\nFind out who's the strongest sushi striker!,¡Conéctate y enfréntate a otros lanzaplatos\nen emocionantes combates!,Connectez-vous avec d'autres joueurs et\naffrontez-les lors de combats mémorables !,Collegati ad altri giocatori e combatti! Goditi\nintense battaglie contro i tuoi avversari!,Maak verbinding met andere spelers en vecht\nuit wie de beste sushistriker is!,Diğer oyunculara bağlan ve kapış!\nEn güçlü suşi vurucunun kim olduğunu gör!
Label_KoziinFacilityName,31,Waisenhaus,Orphanage,Orfanato,Orphelinat,Casa della gioventù,Weeshuis,Yetimhane
Label_KoziinOwner,32,Celia,Celia,Celia,Celia,Celia,Celia,Celia
Label_KoziinText,33,Ein Heim für Waisen verschiedenster Herkunft.\nEs stand ehemals in Musashis kleinem Dorf.,A facility for orphaned children from across the\nRepublic. Moved here from Musashi's village.,Un hogar que acoge niños huérfanos de toda la\nRepública. Antes estaba en el pueblo de Musashi.,"Un refuge pour les orphelins de la République, qui\nse trouvait à l'origine dans le village de Musashi.","Un istituto per i bambini orfani della Repubblica,\ntrasferito qui dal villaggio di Musashi.",Een tehuis voor weeskinderen uit de hele\nRepubliek. Stond eerst in Musashi's dorp.,Cumhuriyet'teki yetim çocuklar için\nbir yuva. Musashi'nin köyünden buraya taşındı.
Title_Arena_Battle01,34,Standard-Duell,Tasteful Battle,Combate reñido,Combat intense,Sfida tosta,Standaardgevecht,Lezzetli Savaş
Text_Arena_Battle01,35,Ein Kampf mit Standardregeln!,"An ordinary, everyday sushi battle!",Un combate con reglas normales.,"Combat intense, règles classiques !",Un scontro difficile con le regole standard!,Vecht volgens de standaardregels.,"Sıradan, günlük bir suşi savaşı!"
Title_Arena_Battle02,36,Allerlei-Duell,Chaos Battle,Combate caótico,Combat surprise,Sfida bizzarra,Stolpengevecht,Kaos Savaşı
Text_Arena_Battle02,37,Überraschungen inklusive!,"An all-out, anything-goes battle!",Aquí puede pasar de todo.,Attendez-vous à tout !,Uno scontro in cui può accadere tutto!,Speel een gevecht vol verrassingen!,"Tam gaz, her şey serbest bir savaş!"
Title_Arena_LocalBattle,38,Lokales Duell,Local Battle,Combate local,Combat local,Sfida locale,Lokaal gevecht,Yerel Savaş
Title_Arena_NetBattle,39,Online-Duell,Online Battle,Combate en línea,Combat en ligne,Sfida online,Onlinegevecht,Çevrimiçi Savaş
Title_Arena_RandomMatch,40,Zufallsduell,Random Match,Combate al azar,Combat aléatoire,Sfida casuale,Willekeurig gevecht,Rastgele Maç
Text_Arena_RandomMatch,41,Tritt online gegen Rivalen an!,Battle rivals from all over!,¡Lucha con rivales en línea!,Affrontez des sushistes venus de loin !,Una battaglia di sushi tramite Internet!,Ga online de strijd aan!,Dünyanın her yerinden rakiplerle savaş!
Title_Arena_FriendMatch,42,Freunde-Duell,Buddy Match,Combate amistoso,Combat entre amis,Sfida amichevole,Vriendengevecht,Dost Maçı
Text_Arena_FriendMatch,43,Miss dich mit Freunden!,Battle with your closest friends!,¡Lucha con tus amigos!,Affrontez vos meilleurs amis !,Una battaglia di sushi con gli amici!,Vecht tegen je beste vrienden!,En yakın arkadaşlarınla savaş!
Title_Arena_GachiRatingBattle,44,Tabellen-Duell,Rated Battle,Combate clasificatorio,Combat classé,Sfida classificata,Klassementsgevecht,Dereceli Savaş
Text_Arena_GachiRatingBattle,45,Ein Standardkampf um Rangpunkte!,A Tasteful Battle that tracks ratings!,Un combate reñido con clasificaciones.,L'issue du combat influence le classement !,Sfida tosta che tiene conto della classifica!,Een standaardgevecht voor het klassement.,Puanının takip edildiği bir Lezzetli Savaş!
