label,index,deu,eng,esp,fra,ita,nld,tur
chapterName_chapter01,0,Kapitel 1,Chapter 1,Capítulo 1,Chapitre 1,Capitolo 1,Hoofdstuk 1,Bölüm 1
chapterName_chapter02,1,Kapitel 2,Chapter 2,Capítulo 2,Chapitre 2,Capitolo 2,Hoofdstuk 2,Bölüm 2
chapterName_chapter03,2,Kapitel 3,Chapter 3,Capítulo 3,Chapitre 3,Capitolo 3,Hoofdstuk 3,Bölüm 3
chapterName_chapter04,3,Kapitel 4,Chapter 4,Capítulo 4,Chapitre 4,Capitolo 4,Hoofdstuk 4,Bölüm 4
chapterName_chapter04_02,4,Kapitel 4,Chapter 4,Capítulo 4,Chapitre 4,Capitolo 4,Hoofdstuk 4,Bölüm 4
chapterName_chapter05,5,Kapitel 5,Chapter 5,Capítulo 5,Chapitre 5,Capitolo 5,Hoofdstuk 5,Bölüm 5
chapterName_chapter06,6,Kapitel 6,Chapter 6,Capítulo 6,Chapitre 6,Capitolo 6,Hoofdstuk 6,Bölüm 6
chapterName_chapter06_02,7,Kapitel 6,Chapter 6,Capítulo 6,Chapitre 6,Capitolo 6,Hoofdstuk 6,Bölüm 6
chapterName_chapter07,8,Kapitel 7,Chapter 7,Capítulo 7,Chapitre 7,Capitolo 7,Hoofdstuk 7,Bölüm 7
chapterName_chapter08,9,Kapitel 8,Chapter 8,Capítulo 8,Chapitre 8,Capitolo 8,Hoofdstuk 8,Bölüm 8
chapterName_chapter09,10,Kapitel 9,Chapter 9,Capítulo 9,Chapitre 9,Capitolo 9,Hoofdstuk 9,Bölüm 9
