label,index,deu,eng,esp,fra,ita,nld,tur
MovieSerifText_5b_0001_M,0,"Hey, Masa!","Hey, Masa!",¡Masa!,Masa !,"Ehi, Masa!","Hé, Masa!","Hey, Masa!"
MovieSerifText_5b_0001_F,1,,"Hey, Masa!",,,,,"Hey, Masa!"
MovieSerifText_5b_0002_M,2,"Hat mein Vater...\nich meine, hat Tiburon\nwirklich recht?",Is what my dad—I mean\nTiburon—said for real?!,¿Es cierto lo que decía\nmi padre... Tiburón?,Ce qu'a dit mon père...\nTiburon... c'est vrai ?,"Quello che ha detto mio padre...\ncioè, Tiburon... è vero?","Is wat mijn vader, eh...\nTiburon zei echt waar?",Babamın—yani\nTiburon'un—dediği doğru mu?!
MovieSerifText_5b_0002_F,3,,Is what my dad—I mean\nTiburon—said for real?!,,,,,Babamın—yani\nTiburon'un—dediği doğru mu?!
MovieSerifText_5b_0003_M,4,Habt ihr die Sushi-Geister\nwirklich verraten?,Did you really betray the\nsushi sprites?!,¿Traicionasteis\na los genios del sushi?,Vous avez vraiment trahi les\nsushinités ?!,Avete tradito gli\nspiriti del sushi?,Heb je de sushigami\necht verraden?,Gerçekten suşi\nruhlarına ihanet mi ettin?!
MovieSerifText_5b_0003_F,5,,Did you really betray the\nsushi sprites?!,,,,,Gerçekten suşi\nruhlarına ihanet mi ettin?!
MovieSerifText_5b_0004_M,6,Und was ist mit\nmeiner Mutter passiert?!,And what happened to\nmy mom?!,¿Y qué le pasó a mi madre?,Et qu'est-ce qui est arrivé\nà ma mère ?,E che è successo a mia madre?,En wat is er met mijn\nmoeder gebeurd?,Peki anneme\nne oldu?!
MovieSerifText_5b_0004_F,7,,And what happened to\nmy mom?!,,,,,Peki anneme\nne oldu?!
MovieSerifText_5b_0005_M,8,Musashi. Du bist die größte\nHoffnung der Befreiungsfront.,Musashi... You are the SLF's\nbest hope right now.,Musashi... Tú eres\nla gran esperanza del FLS.,Musashi... Le FLS a besoin\nde toi.,Musashi... Ora sei tu l'unica\nsperanza del FLS.,Musashi... Je bent momenteel\nde enige hoop voor het SVL.,Musashi... Şu anda Suşi Kurtuluş Cephesi'nin\nen büyük umudu sensin.
MovieSerifText_5b_0005_F,9,,,,,,,
MovieSerifText_5b_0006_M,10,Fall nicht auf die dreisten\nLügen des Imperiums herein.,Don't fall for the Empire's\nobvious lies.,No creas las mentiras\ndel Imperio.,Ne te laisse pas berner par\nl'Empire et ses mensonges.,Non lasciarti convincere dalle\nmenzogne dell'Impero.,Trap niet in de simpele leugens\nvan het Keizerrijk.,İmparatorluğun\napaçık yalanlarına kanma.
MovieSerifText_5b_0006_F,11,,,,,,,
MovieSerifText_5b_0007_M,12,"Aber du sagtest,\nmein Vater sei tot!",But you said my dad was dead!,¡Tú dijiste que mi padre\nestaba muerto!,Mais vous aviez dit que mon\npère était mort !!!,Ma hai detto che mio\npadre era morto!,Maar jij zei dat mijn vader\ndood was!,Ama babamın öldüğünü söylemiştin!
MovieSerifText_5b_0007_F,13,,But you said my dad was dead!,,,,,Ama babamın öldüğünü söylemiştin!
MovieSerifText_5b_0008_M,14,Wie soll ich dir denn da\nnoch irgendwas glauben?!,How am I supposed to believe\nyou about anything when you\nlied about that?!,¿Cómo puedo creerte si mientes\nde esa manera?,"Comment voulez-vous que je\nvous croie, maintenant ?!",Come posso crederti dopo\nche hai mentito così?!,Hoe kan ik je ooit nog\ngeloven nadat je over\nzoiets gelogen hebt?!,"Bunda bile yalan söylediysen,\nsöylediğin hiçbir şeye\nnasıl inanayım?!"
MovieSerifText_5b_0008_F,15,,How am I supposed to believe\nyou about anything when you\nlied about that?!,,,,,"Bunda bile yalan söylediysen,\nsöylediğin hiçbir şeye\nnasıl inanayım?!"
MovieSerifText_5b_0009_M,16,Sag mir jetzt die Wahrheit!,Just tell me the truth!,¡Dime la verdad!,Dites-moi la vérité !,Dimmi la verità!,Vertel gewoon de waarheid!,Sadece doğruyu söyle!
MovieSerifText_5b_0009_F,17,,Just tell me the truth!,,,,,Sadece doğruyu söyle!
MovieSerifText_5b_0010_M,18,Musashi...,Musashi.,Musashi...,Musashi.,Musashi.,Musashi...,Musashi.
MovieSerifText_5b_0010_F,19,,,,,,,
MovieSerifText_5b_0011_M,20,Beantworte mir zunächst\neine Frage.,First answer one thing for me. ,Contéstame antes a algo...,J'aimerais que tu répondes\nd'abord à cette question.,Prima rispondi a una domanda.,Beantwoord eerst\ndeze vraag.,Önce bir soruma cevap ver.
MovieSerifText_5b_0011_F,21,,,,,,,
MovieSerifText_5b_0012_M,22,Wofür kämpfst du?,What is it that you are\nfighting for?,¿Por qué luchas?,Pour quelle raison te bats-tu ?,Per cosa combatti?,Waarvoor vecht je?,Ne için\nsavaşıyorsun?
MovieSerifText_5b_0012_F,23,,,,,,,
MovieSerifText_5b_0075_M,24,Willst du nur selbst\nSushi essen?,Your own personal right to\neat sushi?,¿Para comer sushi?,Est-ce pour assouvir ta propre\nenvie de sushis ?,Il tuo personale diritto al sushi?,Om zelf sushi te kunnen eten?,Sırf kendin suşi\nyiyebilmek için mi?
MovieSerifText_5b_0075_F,25,,,,,,,
MovieSerifText_5b_0013_M,26,Oder...,Or...,O...,Ou...,Oppure...,Of...,Ya da...
MovieSerifText_5b_0013_F,27,,,,,,,
MovieSerifText_5b_0014_M,28,Ist es mehr?,something more?,¿por algo más?,... y a-t-il une autre raison ?,qualcos'altro?,voor iets groters?,Daha fazlası mı var?
MovieSerifText_5b_0014_F,29,,,,,,,
MovieSerifText_5b_0015_M,30,Natürlich ist es mehr!,Of course there's more to it!,¡Claro que por algo más!,Bien sûr qu'il y a une autre\nraison !,Ovviamente non è solo quello!,Natuurlijk gaat het\nom iets groters!,Elbette daha fazlası var!
MovieSerifText_5b_0015_F,31,,Of course there's more to it!,,,,,Elbette daha fazlası var!
MovieSerifText_5b_0016_M,32,"Ich will, dass alle Kinder auf der\nganzen Welt Sushi bekommen!",I fight to bring sushi to all the\nchildren of the world!,¡Quiero que todos los niños\ndel mundo puedan comer sushi!,Je veux que tous les enfants\npuissent manger des sushis !,Combatto per portare il sushi\na tutti i bambini del mondo!,Ik wil dat alle kinderen ter\nwereld sushi kunnen eten!,Dünyadaki tüm\nçocuklara suşi götürmek için savaşıyorum!
MovieSerifText_5b_0016_F,33,,I fight to bring sushi to all the\nchildren of the world!,,,,,Dünyadaki tüm\nçocuklara suşi götürmek için savaşıyorum!
MovieSerifText_5b_0017_M,34,Verstehe.,I see. ,Entiendo...,Je vois.,Capisco.,Ik begrijp het.,Anlıyorum.
MovieSerifText_5b_0017_F,35,,,,,,,
MovieSerifText_5b_0018_M,36,Dann nur noch eines.,"One more question, then.",Deja que te pregunte algo más.,Alors permets-moi de te poser\nune autre question.,Allora ho un'altra domanda.,Dan heb ik nog één vraag.,O hâlde bir soru daha.
MovieSerifText_5b_0018_F,37,,,,,,,
MovieSerifText_5b_0019_M,38,Um dieses hehre Ziel\nzu erreichen...,To achieve that noble goal...,"Para alcanzar\ntan noble objetivo,",Pour atteindre cet objectif...,"Per realizzare questo\nnobile scopo,",Ben je voor dat nobele doel...,O asil hedefe ulaşmak için...
MovieSerifText_5b_0019_F,39,,,,,,,
MovieSerifText_5b_0020_M,40,"Bist du bereit, ALLES\ndafür zu tun?",are you prepared to go to\nany lengths necessary?,¿estarías dispuesto a emplear\ncualquier medio?,... serais-tu prêt à utiliser\nn'importe quel moyen ?,sei pronto a usare ogni\nmezzo necessario?,bereid om alles te doen\nwat nodig is?,Bu uğurda ne gerekiyorsa\nyapmaya hazır mısın?
MovieSerifText_5b_0020_F,41,,,¿estarías dispuesta a emplear\ncualquier medio?,... serais-tu prête à utiliser\nn'importe quel moyen ?,sei pronta a usare ogni\nmezzo necessario?,,
MovieSerifText_5b_0021_M,42,"Äh, zum Beispiel?","Uh, like what?",¿Como qué?,Comment ça ?,"Uh, tipo cosa?","Uhm, zoals wat?","Şey, mesela ne?"
MovieSerifText_5b_0021_F,43,,"Uh, like what?",,,,,"Şey, mesela ne?"
