label,index,deu,eng,esp,fra,ita,nld,tur
MovieSerifText_1b_0001_M,0,Ihr... Fieslinge...,You...jerks...,Cretinos...,Bande... de...,Maledetti...,Jullie... rotzakken...,Siz... alçaklar...
MovieSerifText_1b_0001_F,1,,You...jerks...,,,,,Siz... alçaklar...
MovieSerifText_1b_0002_M,2,"Hut ab! Ganz schön mutig,\nsich mit uns anzulegen.",I gotta hand it to you. I didn't\nthink you had the guts to come\nafter us.,No pensaba que tuvieras agallas\npara enfrentarte a nosotros.,T'as un sacré culot d'oser\nnous tenir tête.,"Devo ammetterlo, non credevo\nci avresti affrontato.",Ik had niet verwacht dat je\nhet lef had om achter ons\naan te komen.,Doğrusu hakkını vermek lazım.\nPeşimize düşecek yüreğin varmış.
MovieSerifText_1b_0002_F,3,,,,,,,
MovieSerifText_1b_0003_M,4,Der Kleine kommt mit!,"Yo! We'll take this kid, too.",¡Coged al mocoso también!,Emmenez le gamin aussi !,Ci occuperemo anche\ndi questo ragazzino!,Yo! Neem dit kind ook mee!,Hey! Veledi de götürüyoruz.
MovieSerifText_1b_0003_F,5,Die Kleine kommt mit!,,¡Coged a la mocosa también!,Emmenez la gamine aussi !,Ci occuperemo anche\ndi questa ragazzina!,,
MovieSerifText_1b_0004_M,6,Nein!\nLasst ihn gehen!,"No, don't! Let the boy go.","¡No, dejadlo en paz!",Non ! Laissez-le !,"No, fermi! Lasciatelo stare!","Nee, laat hem los!","Hayır, yapmayın! Çocuğu bırakın."
MovieSerifText_1b_0004_F,7,Nein!\nLasst sie gehen!,"No, don't! Let the girl go.","¡No, dejadla en paz!",Non ! Laissez-la !,"No, fermi! Lasciatela stare!","Nee, laat haar los!","Hayır, yapmayın! Kızı bırakın."
MovieSerifText_1b_0005_M,8,Er hat nichts damit zu tun!,I just met him today. He has\nnothing to do with any of this!,¡Nos acabamos de conocer!\n¡Él no ha hecho nada!,On vient juste de se rencontrer.\nIl n'a rien à voir avec ça !,"Ci siamo appena incontrati,\nnon c'entra nulla!",Hij heeft er helemaal\nniks mee te maken!,Onunla bugün tanıştım.\nBunların hiçbiriyle ilgisi yok!
MovieSerifText_1b_0005_F,9,Sie hat nichts damit zu tun!,I just met her today. She has\nnothing to do with any of this!,¡Nos acabamos de conocer!\n¡Ella no ha hecho nada!,On vient juste de se rencontrer.\nElle n'a rien à voir avec ça !,,Ze heeft er helemaal\nniks mee te maken!,Onunla bugün tanıştım.\nBunların hiçbiriyle ilgisi yok!
MovieSerifText_1b_0006_M,10,Stimmt.,Yeah...,Ya...,Ouais...,Certo...,Ja...,Evet...
MovieSerifText_1b_0006_F,11,,,,,,,
MovieSerifText_1b_0007_M,12,Wir wollten dich\nund den Sushi-Geist.\nWir sind hier fertig.,"Now that we have both you and\nthe sushi sprite in our mitts,\nwe're done here.","Ahora que tú y el genio del\nsushi sois nuestros, nuestra\nmisión ha terminado.",On a le garçon et l'esprit.\nOn s'en va.,"Ora che abbiamo te e il tuo\nspirito del sushi, abbiamo\nfinito.","Nu we jou en je sushigami\nin handen hebben, zijn we\nwel klaar hier.","Şimdi seni de suşi ruhunu da\nelimize geçirdiğimize göre,\nişimiz burada bitti."
MovieSerifText_1b_0007_F,13,,,,,,,
MovieSerifText_1b_0008_M,14,Auf zum Imperium!,You're on a one-way trip to\nthe Empire.,Has ganado un viaje gratis\nal Imperio.,Direction l'Empire !,Preparati a un viaggio di sola\nandata per l'Impero.,Voor jou hebben we een\nenkeltje naar het Keizerrijk.,İmparatorluk'a tek yön\nbiletin hazır.
MovieSerifText_1b_0008_F,15,,,,,,,
MovieSerifText_1b_0009_M,16,"Wird 'ne lange Reise,\nHänfling...","You'll be gone a long time,\nlightweight.",Vas a quedarte ahí\nun tiempecito.,"J'espère que t'es prêt à souffrir,\nFranklin !","E lì resterai a lungo, caro mio.","Je komt voorlopig niet meer\nterug, mislukkeling.","Uzun süre dönemezsin,\nçelimsiz."
MovieSerifText_1b_0009_F,17,,,,,,,
MovieSerifText_1b_0010_M,18,Hoffentlich hast du genügend\nUnterwäsche dabei!,Hope you packed your\nunderwear!,¿Llevas calzoncillos\nde repuesto?,Parce que ça va pas être la joie\npour toi !,Spero tu sia pronto al viaggio!,Hopelijk heb je je pyjama bij je!,Umarım yedek iç çamaşırı\nalmışsındır!
MovieSerifText_1b_0010_F,19,,,,,,,
MovieSerifText_1b_0011_M,20,Hm?,Uh?,¿Eh?,Ah !,Uh?,Huh?,Hı?
MovieSerifText_1b_0011_F,21,,Uh?,,,,,Hı?
MovieSerifText_1b_0012_M,22,Franklin!,Franklin!,¡Franklin!,Franklin !,Franklin!,Franklin!,Franklin!
