label,index,deu,eng,esp,fra,ita,nld,tur
CharaSerif_00_M,0,Huch. Bist du etwa auch einer von\nPurrsillas Leuten?,Hm? Aren't you from Purrsilla's squad?,¿Mmm? Tú no serás...\n¿de la guardia de Purrsilla?,Hm ? Un soldat de Purrsilla ?!,Mmmh? Sei una delle guardie di Purrsilla?,Hm? Hoor jij niet bij Purrsilla's eenheid?,Hı? Sen Purrsilla'nın birliğinden değil misin?
CharaSerif_00_F,1,,Hm? Aren't you from Purrsilla's squad?,,,,,Hı? Sen Purrsilla'nın birliğinden değil misin?
CharaSerif_01_M,2,Stehenbleiben. Hier darf niemand vorbei!\nBefehl vom Prinzesselchen!,Halt! Trespassing here is forbidden.\nPwincess's orders.,"¡Alto ahí, ni un paso más! ¡Son órdenes\nde la princesa real maravillosa!",Stop ! L'accès à cet endroit est interdit !\nOrdre de la princesse !,Alto là! Di qui non si passa.\nOrdini della pvincipessa!,Halt! Niemand mag erdoor. Bevel van de\nprinses!,Dur! Buraya izinsiz girmek yasak.\nPırenses'in emri.
CharaSerif_01_F,3,,,,,,,
CharaSerif_02_M,4,"Hör mal, Purrsilla ist längst abgehauen.\nIhr ist es egal, wer hier durchmarschiert.",But Purrsilla isn't in charge anymore.\nYou don't need to stay here.,Pero si Purrsilla ya no está al cargo.\nEres libre para marcharte.,Purrsilla est partie. Tu n'as plus besoin\nde rester ici.,Eh? Ma Purrsilla non è più al comando.\nNon hai alcun motivo di restare qui...,Purrsilla is allang weg. Hoelang ga je hier\nnog de wacht houden?,Ama Purrsilla artık başta değil.\nBurada kalmana gerek yok.
CharaSerif_02_F,5,,But Purrsilla isn't in charge anymore.\nYou don't need to stay here.,,,,,Ama Purrsilla artık başta değil.\nBurada kalmana gerek yok.
CharaSerif_03_M,6,Was?! Ich verbitte mir die Scherze!\nSie würde uns NIE im Stich lassen!,You wound me! To even insinuate that she\nwould leave us behind!,"Que ya no está al cargo, dice...\n¡Tonterías! ¡Ella jamás nos dejaría tirados!",Tu mens ! Jamais la princesse ne\nm'abandonnerait à mon sort !,Cosa?! Smettila di fare scherzi! Non avrebbe\nalcun senso se ci avesse abbandonato!,Laat me niet lachen! Purrsilla zou ons nooit\nin de steek laten!,Kalbimi kırıyorsun! Onun bizi geride\nbırakacağını ima etmen bile!
CharaSerif_03_F,7,,,,,,,
CharaSerif_04_M,8,Außerdem... Befehl ist Befehl!\nBeim Prinzesselchen erst recht!,"No, no, we will play the parts that Pwincess\nhas assigned us! To battle!",Así que yo pienso cumplir con mi deber.\n¡Por la princesa real maravillosa!,"Non, non. Je vais jouer le rôle que\nla princesse m'a confié. Aux armes !",La pagherai cara per aver insinuato\nuna calunnia del genere!,Wij blijven gewoon onze plicht vervullen!\nVoor de prinses!,"Hayır, hayır, Pırenses'in\nbize biçtiği rolleri oynayacağız! Savaşa!"
CharaSerif_04_F,9,,,,,,,
