label,index,deu,eng,esp,fra,ita,nld,tur
DishColorName00,0,\u000E\u0000\u0003\u0004ﶬ￻①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﶬ￻①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﶬ￻①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﶬ￻①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﶬ￻①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﶬ￻①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﶬ￻①\u000E\u0000\u0003\u0004\u0000＀
DishColorName01,1,\u000E\u0000\u0003\u0004쳿Ｏ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004쳿Ｏ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004쳿Ｏ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004쳿Ｏ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004쳿Ｏ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004쳿Ｏ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004쳿Ｏ①\u000E\u0000\u0003\u0004\u0000＀
DishColorName02,2,\u000E\u0000\u0003\u0004뗓�①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004뗓�①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004뗓�①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004뗓�①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004뗓�①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004뗓�①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004뗓�①\u000E\u0000\u0003\u0004\u0000＀
DishColorName03,3,\u000E\u0000\u0003\u0004\uD85Fｱ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004\uD85Fｱ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004\uD85Fｱ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004\uD85Fｱ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004\uD85Fｱ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004\uD85Fｱ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004\uD85Fｱ①\u000E\u0000\u0003\u0004\u0000＀
DishColorName04,4,\u000E\u0000\u0003\u0004酮￳①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004酮￳①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004酮￳①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004酮￳①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004酮￳①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004酮￳①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004酮￳①\u000E\u0000\u0003\u0004\u0000＀
DishColorName05,5,\u000E\u0000\u0003\u0004姽Ｋ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004姽Ｋ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004姽Ｋ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004姽Ｋ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004姽Ｋ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004姽Ｋ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004姽Ｋ①\u000E\u0000\u0003\u0004\u0000＀
DishColorName06,6,\u000E\u0000\u0003\u0004￬①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004￬①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004￬①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004￬①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004￬①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004￬①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004￬①\u000E\u0000\u0003\u0004\u0000＀
DishColorName07,7,\u000E\u0000\u0003\u0004汪ｉ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004汪ｉ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004汪ｉ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004汪ｉ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004汪ｉ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004汪ｉ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004汪ｉ①\u000E\u0000\u0003\u0004\u0000＀
DishColorName08,8,\u000E\u0000\u0003\u0004ﾥ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﾥ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﾥ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﾥ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﾥ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﾥ①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﾥ①\u000E\u0000\u0003\u0004\u0000＀
DishColorNameRainbow,9,\u000E\u0000\u0003\u0004ﳼü①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﳼü①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﳼü①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﳼü①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﳼü①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﳼü①\u000E\u0000\u0003\u0004\u0000＀,\u000E\u0000\u0003\u0004ﳼü①\u000E\u0000\u0003\u0004\u0000＀
