label,index,deu,eng,esp,fra,ita,nld,tur
TxtSceneName,0,Musashi,Striker Specs,Mis datos,Musashi,Musashi,Striker,Vurucu Profili
TxtSceneName_f,1,,,,,,,
TxtNextLv,2,Level↑ in:,To next level,Siguiente nivel,Niv. suivant,Liv. successivo,Volgend niveau,Sonraki seviyeye
TxtSushiLikerRank,3,Striker-Rang,Striker Rank,Rango de lanzaplatos,Rang de sushiste,Grado guerriero,Strikersrang,Vurucu Rütbesi
TxtLaneDriveGear,4,Laufbandrädchen,Lane-Drive Gear,Piñón de cinta,Régulateur de tapis,Rotella kaiten,Bandwiel,Şerit Dişlisi
TxtFavoriteFood,5,Lieblingsessen,Favorite Sushi,Sushi favorito,Sushi préféré,Sushi preferito,Lievelingssushi,Favori Suşi
TxtPreparationItem,6,Auto-Item,Prepared Item,Objeto equipado,Objet équipé,Oggetto pronto,Strijdvoorwerp,Hazır Eşya
TxtNoConfiguration,7,(Nichts gewählt),Nothing Set,Ninguno,Aucun,Nessuno,Niet ingesteld,Ayarlanmadı
TxtFavoritePower,8,Sushi-Macht,Raw Power,Poder crudo,Bonutriment,Potere:,Sushikracht,Çiğ Güç
TxtNumberHave,9,Im Besitz,On Hand,Disponibles: ,Nombre possédé : ,Ne hai ,In bezit: ,Eldeki
TxtExpMax,10,MAX,MAX,MÁX.,MAX,MAX,MAX.,MAKS
