label,index,deu,eng,esp,fra,ita,nld,tur
AdviceInfo_001,0,Ein großer Tellerstapel wirkt oft\nverheerender als mehrere kleine.,One long link of plates is often\nbetter than a few small ones.,Más vale formar una pila grande de\nplatos que varias pilas pequeñas.,Une longue chaîne d'assiettes vaut\nsouvent mieux que plusieurs petites.,Un'unica pila di tanti piatti è molto\nmeglio di tante pile di pochi piatti!,Het is meestal beter om één lange\nreeks te maken dan veel korte.,Uzun bir tabak zinciri çoğu zaman\nbirkaç küçük zincirden daha iyidir.
AdviceInfo_002,1,"Versuche stets, Teller möglichst\nhoch zu stapeln. Bleib geduldig!",Don't let the sushi passing by make\nyou anxious—focus on longer links.,Que no te ciegue el ansia de enlazar:\ndeja que corra el sushi y concéntrate\nen formar pilas grandes.,Ne vous souciez pas des sushis qui\nvous échappent. L'important est de\nformer de longues chaînes.,Lasciare scorrere il sushi non è grave.\nCerca di creare pile di tanti piatti.,Maak je niet druk om de sushi die je\nvoorbij laat gaan. Concentreer je op\nje reeks.,Geçip giden suşiler seni telaşlandırmasın—\ndaha uzun zincirlere odaklan.
AdviceInfo_003,2,"Verbinde viele Teller auf einmal, damit\nsich die Festival-Anzeige schneller füllt!","The longer links of plates you form,\nthe faster the jubilee gauge fills!","¡Cuanto más grandes sean las pilas\nque formes, más rápido se llenará\nla barra de festival!","Plus les chaînes que vous formez\nsont longues, plus votre jauge de\nfestival se remplit vite !","Più alte saranno le pile di piatti, più\nla lanterna festival si riempirà!","Hoe langer de reeksen die je maakt,\nhoe sneller je spektakelmeter zich vult.","Ne kadar uzun tabak zinciri kurarsan,\nşenlik göstergesi o kadar hızlı dolar!"
AdviceInfo_004,3,Während des Sushi-Festivals sind\nAngriffe 50 % stärker als sonst.,"During a sushi jubilee, the damage\nyou deal increases by 50%!",La potencia de tus ataques durante\nel festival de sushi aumenta un 50 %.,"Lors d'un festival de sushis, les\ndégâts que vous infligez sont\nmultipliés par 1,5 !","Durante un festival del sushi, il danno inflitto\ndai tuoi piatti all'avversario aumenta del 50%!",Tijdens een sushispektakel richt je\n50% meer schade aan!,Suşi Şenliği sırasında verdiğin hasar\n%50 artar!
AdviceInfo_005,4,Tellerstapel von einer einzigen Sorte\nSushi sind 30 % durchschlagender!,A link with plates of only the same\nsushi is 30% more powerful!,Las pilas formadas únicamente por\nplatos del mismo sushi aumentan\nen un 30 % su poder ofensivo.,Une chaîne composée uniquement\ndes mêmes sushis voit sa puissance\naugmentée de 30 %.,Collega solo piatti con lo stesso sushi e\nil tuo attacco sarà più potente del 30%.,Een stapel borden met dezelfde\nsushi is 30% sterker.,Sadece aynı suşiden oluşan bir zincir\n%30 daha güçlüdür!
AdviceInfo_006,5,"Verbinde mindestens 7 Teller,\ndamit auf dem zuletzt berührten Band\nein Regenbogenteller erscheint!",Link seven or more plates and\na glowing plate will appear\nin the last used lane!,"Al formar una pila de 7 platos o más,\naparece un plato arcoíris en la cinta\ndel último plato enlazado.","Si vous reliez au moins sept assiettes,\nune assiette arc-en-ciel apparaîtra sur\nle dernier tapis roulant utilisé !","Se colleghi almeno 7 piatti, sull'ultimo nastro\nusato apparirà un piatto luminoso.","Als je een reeks maakt van zeven of meer\nborden, verschijnt er een regenboogbord\nop de laatst gebruikte band.",Yedi ya da daha fazla tabağı zincirle ve\nson kullandığın şeritte\nparlayan bir tabak belirsin!
AdviceInfo_007,6,Stapel mit mindestens einem Regen-\nbogenteller sind unzerbrechlich!,A stack with a glowing plate cannot\nbe toppled by the enemy's attack!,Las pilas que contienen platos\narcoíris son indestructibles.,Une pile d'assiettes contenant une\nassiette arc-en-ciel ne peut pas\nêtre renversée par l'adversaire !,Un attacco nemico non può rompere le pile\nche contengono un piatto luminoso.,Een stapel met een regenboogbord\nkan niet omver worden gestoten door\neen aanval van je tegenstander.,"Parlayan tabaklı bir yığın,\ndüşmanın saldırısıyla devrilemez!"
AdviceInfo_008,7,Sushi-Geister mit höherem Level\nbescheren dir Sushi höherer Güte.,"As a sushi sprite gains levels,\nit offers higher quality sushi!",El nivel de un genio determina\nla categoría del sushi que produce.,"Plus le niveau d'une sushinité\nest élevé, meilleures sont les\ncatégories des sushis proposés !","Quando uno spirito del sushi avanza di livello,\naumenta anche il valore del sushi da lui creato!","Als sushigami in niveau stijgen,\nproduceren ze sushi van betere\nkwaliteit.","Bir suşi ruhu seviye kazandıkça,\ndaha kaliteli suşi sunar!"
AdviceInfo_009,8,Wirf gleichfarbige Stapel in Folge.\nDas ist stärker als normale Combos!,Hitting with stacks of the same plate\ncolor is a more powerful Combo!,Atacar con pilas del mismo color\npermite hacer combos más potentes.,Lancer des piles d'assiettes de la\nmême couleur permet d'obtenir un\ncombo plus puissant !,"Se colpisci con pile dello stesso colore,\ncrei una combo ancora più potente!",Je maakt een krachtige combo door\nstapels borden met dezelfde kleur\nachter elkaar te gooien.,"Aynı tabak renginden yığınlarla vurmak,\ndaha güçlü bir Kombo'dur!"
AdviceInfo_010,9,"Wird es mal eng? Dann iss Obst,\num ein paar HP zurückzugewinnen!","If things seem dire, remember that\neating fruit restores a bit of HP.","Si el rival te pone contra las cuerdas,\nrecurre a la fruta para recuperar PV.","Lorsque la situation vous semble\ndésespérée, mangez des fruits.\nCeux-ci restaurent un peu de PV.",Parte dei tuoi PV si ripristina quando\nmangi la frutta. Tienilo a mente.,Fruit herstelt je HP een beetje.,"İşler kötü görünüyorsa,\nmeyve yemenin biraz Can yenilediğini unutma."
