Key,ReferenceIndex,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,US_English,US_French,US_Spanish,TR_Patch
Q_000,0,Q_000,"Bij het [[U+000E]][[U+0002]][[U+0002]][[U+0000]]verlaten[[U+000F]][[U+0002]][[U+0002]] van mijn huis controleer
ik altijd even of ik mijn reservesleutels
goed heb verborgen.","Whenever he went out, he always left a
[[U+000E]][[U+0002]][[U+0002]][[U+0000]]spare[[U+000F]][[U+0002]][[U+0002]] key hidden somewhere.","Chaque fois qu'il sortait, il tâchait de
laisser un [[U+000E]][[U+0002]][[U+0002]][[U+0000]]double[[U+000F]][[U+0002]][[U+0002]] des clés caché quelque
part.","Immer, wenn er [[U+000E]][[U+0002]][[U+0002]][[U+0000]]losging[[U+000F]][[U+0002]][[U+0002]], stellte er sicher,
dass für den Fall der Fälle irgendwo ein
Zweitschlüssel versteckt war.","Ogni volta che usciva di casa,
controllava che le chiavi di [[U+000E]][[U+0002]][[U+0002]][[U+0000]]riserva[[U+000F]][[U+0002]][[U+0002]]
fossero ben nascoste.","Siempre que salía de casa procuraba
dejar escondida una [[U+000E]][[U+0002]][[U+0002]][[U+0000]]copia[[U+000F]][[U+0002]][[U+0002]] de las llaves
en la maceta junto a la ventana.","As the sun rose, he set his eyes
on the [[U+000E]][[U+0002]][[U+0002]][[U+0000]]distant[[U+000F]][[U+0002]][[U+0002]] horizon.","Chaque fois qu'il sortait, il tâchait de
laisser un [[U+000E]][[U+0002]][[U+0002]][[U+0000]]double[[U+000F]][[U+0002]][[U+0002]] des clés caché quelque
part.","Siempre que salía de casa procuraba
dejar escondida una [[U+000E]][[U+0002]][[U+0002]][[U+0000]]copia[[U+000F]][[U+0002]][[U+0002]] de las llaves
en la maceta junto a la ventana.","Ne zaman dışarı çıksa, mutlaka bir yerde
[[U+000E]][[U+0002]][[U+0002]][[U+0000]]yedek[[U+000F]][[U+0002]][[U+0002]] anahtar saklı bırakırdı."
A_000,1,A_000,verlaten,spare,double,losging,riserva,copia,distant,double,copia,yedek
Q_001,2,Q_001,"Na een urenlange discussie besloten
Nynke en Paula de [[U+000E]][[U+0002]][[U+0002]][[U+0000]]voordeur[[U+000F]][[U+0002]][[U+0002]]
grasgroen te verven.","They were trying to determine if their
neighbour was dyeing the cloth sky blue
or [[U+000E]][[U+0002]][[U+0002]][[U+0000]]Prussian[[U+000F]][[U+0002]][[U+0002]] blue.","Ils essayaient de déterminer si la
[[U+000E]][[U+0002]][[U+0002]][[U+0000]]teinture[[U+000F]][[U+0002]][[U+0002]] de la voisine était bleu de
Prusse ou bleu ciel.","Sie überlegten, ob der Wagen himmelblau
oder doch eher [[U+000E]][[U+0002]][[U+0002]][[U+0000]]eisblau[[U+000F]][[U+0002]][[U+0002]] gewesen war.","Discussero a lungo su quale tinta
usare per dipingere la porta:
blu [[U+000E]][[U+0002]][[U+0002]][[U+0000]]cobalto[[U+000F]][[U+0002]][[U+0002]] oppure azzurro chiaro.","Debatieron durante toda la tarde si
el [[U+000E]][[U+0002]][[U+0002]][[U+0000]]tinte[[U+000F]][[U+0002]][[U+0002]] que se había puesto la vecina
era caoba o cobrizo.","The weather was certainly frightful
that day, but it didn't stop the [[U+000E]][[U+0002]][[U+0002]][[U+0000]]cat[[U+000F]][[U+0002]][[U+0002]]
from getting out of the bag.","Ils essayaient de déterminer si la
teinture de la voisine était bleu
[[U+000E]][[U+0002]][[U+0002]][[U+0000]]épinette[[U+000F]][[U+0002]][[U+0002]] ou bleu ciel.","Debatieron durante toda la tarde si
el [[U+000E]][[U+0002]][[U+0002]][[U+0000]]tinte[[U+000F]][[U+0002]][[U+0002]] que se había puesto la vecina
era caoba o cobrizo.","Komşularının kumaşı gök mavisine mi
yoksa [[U+000E]][[U+0002]][[U+0002]][[U+0000]]Prusya[[U+000F]][[U+0002]][[U+0002]] mavisine mi boyadığını
anlamaya çalışıyorlardı."
A_001,3,A_001,voordeur,Prussian,teinture,eisblau,cobalto,tinte,cat,épinette,tinte,Prusya
Q_002,4,Q_002,"Het [[U+000E]][[U+0002]][[U+0002]][[U+0000]]festijn[[U+000F]][[U+0002]][[U+0002]] van de rijke kasteelheer was
zo weelderig dat de dorpelingen er nog
vele jaren over zouden blijven praten.","The common folk would just not be able
to comprehend the sumptuous feasts of
the [[U+000E]][[U+0002]][[U+0002]][[U+0000]]nobility[[U+000F]][[U+0002]][[U+0002]].","Les somptueux festins de la [[U+000E]][[U+0002]][[U+0002]][[U+0000]]noblesse[[U+000F]][[U+0002]][[U+0002]]
étaient inconcevables pour le peuple.","Die prächtigen Feste des Adels waren
für das [[U+000E]][[U+0002]][[U+0002]][[U+0000]]einfache[[U+000F]][[U+0002]][[U+0002]] Volk jenseits aller
Vorstellungskraft.","Il popolo poteva soltanto immaginarsi
quali sontuosi ricevimenti
si tenevano al [[U+000E]][[U+0002]][[U+0002]][[U+0000]]palazzo[[U+000F]][[U+0002]][[U+0002]] del re.","Los opíparos festines de la [[U+000E]][[U+0002]][[U+0002]][[U+0000]]nobleza[[U+000F]][[U+0002]][[U+0002]] eran,
para el pueblo llano, impensables.","To be sure, the only thing he wanted
was a [[U+000E]][[U+0002]][[U+0002]][[U+0000]]second[[U+000F]][[U+0002]][[U+0002]] chance.","Les somptueux festins de la [[U+000E]][[U+0002]][[U+0002]][[U+0000]]noblesse[[U+000F]][[U+0002]][[U+0002]]
étaient inconcevables pour le peuple.","Los opíparos festines de la [[U+000E]][[U+0002]][[U+0002]][[U+0000]]nobleza[[U+000F]][[U+0002]][[U+0002]] eran,
para el pueblo, impensables.","Sıradan [[U+000E]][[U+0002]][[U+0002]][[U+0000]]halk[[U+000F]][[U+0002]][[U+0002]], soylulukun
şatafatlı şölenlerini
bir türlü kavrayamazdı."
A_002,5,A_002,festijn,nobility,noblesse,einfache,palazzo,nobleza,second,noblesse,nobleza,halk
Q_003,6,Q_003,"Zonder dat iemand hem ook maar met
een [[U+000E]][[U+0002]][[U+0002]][[U+0000]]vinger[[U+000F]][[U+0002]][[U+0002]] aangeraakt had, kreeg hij
een bloedneus.","It is thanks to the dedication of the
entire community that the annual [[U+000E]][[U+0002]][[U+0002]][[U+0000]]village[[U+000F]][[U+0002]][[U+0002]]
festival has survived for this long.","C'est grâce au dévouement de toute la
communauté que la fête du [[U+000E]][[U+0002]][[U+0002]][[U+0000]]village[[U+000F]][[U+0002]][[U+0002]] a pu
survivre.","Es war der Hingabe und Aufopferung der
gesamten Gemeinde zu verdanken, dass
das [[U+000E]][[U+0002]][[U+0002]][[U+0000]]Dorffest[[U+000F]][[U+0002]][[U+0002]] weiter bestehen konnte.","Le [[U+000E]][[U+0002]][[U+0002]][[U+0000]]sagre[[U+000F]][[U+0002]][[U+0002]] paesane sopravvivono
ancora oggi grazie ai contributi
di tutta la comunità.","Las fiestas del pueblo sobrevivían
por el [[U+000E]][[U+0002]][[U+0002]][[U+0000]]apego[[U+000F]][[U+0002]][[U+0002]] de toda la comunidad.","Destiny manifested itself that day—
or so it [[U+000E]][[U+0002]][[U+0002]][[U+0000]]seemed[[U+000F]][[U+0002]][[U+0002]].","C'est grâce au dévouement de toute la
communauté que la fête du [[U+000E]][[U+0002]][[U+0002]][[U+0000]]village[[U+000F]][[U+0002]][[U+0002]] a pu
survivre.","Las fiestas del pueblo sobrevivían
por la [[U+000E]][[U+0002]][[U+0002]][[U+0000]]unidad[[U+000F]][[U+0002]][[U+0002]] de toda la comunidad.","Tüm topluluğun özverisi sayesinde, her
yıl yapılan [[U+000E]][[U+0002]][[U+0002]][[U+0000]]köy[[U+000F]][[U+0002]][[U+0002]] festivali bunca zamandır
ayakta kalabildi."
A_003,7,A_003,vinger,village,village,Dorffest,sagre,apego,seemed,village,unidad,köy
Q_004,8,Q_004,"In het noorden heeft de storm alle
gewassen van het land geblazen
en ongelofelijk veel [[U+000E]][[U+0002]][[U+0002]][[U+0000]]schade[[U+000F]][[U+0002]][[U+0002]] veroorzaakt.","The tempest destroyed crops throughout
the [[U+000E]][[U+0002]][[U+0002]][[U+0000]]northern[[U+000F]][[U+0002]][[U+0002]] part of the country.","La tempête ravagea les récoltes de
toute la partie [[U+000E]][[U+0002]][[U+0002]][[U+0000]]nord[[U+000F]][[U+0002]][[U+0002]] du pays.","Das Unwetter zerstörte die Ernte im
gesamten Nordteil des [[U+000E]][[U+0002]][[U+0002]][[U+0000]]Landes[[U+000F]][[U+0002]][[U+0002]].","La tempesta distrusse
gran parte del [[U+000E]][[U+0002]][[U+0002]][[U+0000]]raccolto[[U+000F]][[U+0002]][[U+0002]]
in tutto il nord del paese.","El vendaval arrasó con las cosechas
de todo el [[U+000E]][[U+0002]][[U+0002]][[U+0000]]norte[[U+000F]][[U+0002]][[U+0002]] del país y destruyó
un patrimonio de incalculable valor.","As she danced, so too did the leaves
in the [[U+000E]][[U+0002]][[U+0002]][[U+0000]]swirling[[U+000F]][[U+0002]][[U+0002]] wind.","La tempête ravagea les récoltes de
toute la partie [[U+000E]][[U+0002]][[U+0002]][[U+0000]]nord[[U+000F]][[U+0002]][[U+0002]] du pays.","El vendaval arrasó las cosechas
de todo el [[U+000E]][[U+0002]][[U+0002]][[U+0000]]norte[[U+000F]][[U+0002]][[U+0002]] del país y destruyó
un patrimonio de incalculable valor.","Fırtına, ülkenin [[U+000E]][[U+0002]][[U+0002]][[U+0000]]kuzey[[U+000F]][[U+0002]][[U+0002]]
kesimindeki ekinleri mahvetti."
A_004,9,A_004,schade,northern,nord,Landes,raccolto,norte,swirling,nord,norte,kuzey
Q_005,10,Q_005,"Zij kent enorm veel mensen en is ook
altijd op de [[U+000E]][[U+0002]][[U+0002]][[U+0000]]hoogte[[U+000F]][[U+0002]][[U+0002]] van de
laatste nieuwtjes.","Every day he went out with a new hat,
just so that people would [[U+000E]][[U+0002]][[U+0002]][[U+0000]]talk[[U+000F]][[U+0002]][[U+0002]] about him.","Tous les jours, il sortait avec un nouveau
chapeau, juste pour faire [[U+000E]][[U+0002]][[U+0002]][[U+0000]]parler[[U+000F]][[U+0002]][[U+0002]] de lui.","Jeden Tag verließ er das Haus mit
einem anderen Hut, nur um [[U+000E]][[U+0002]][[U+0002]][[U+0000]]aller[[U+000F]][[U+0002]][[U+0002]]
Aufmerksamkeit auf sich zu ziehen.","«Quale che sia l'argomento,
lei riuscirà comunque a far [[U+000E]][[U+0002]][[U+0002]][[U+0000]]vertere[[U+000F]][[U+0002]][[U+0002]]
la conversazione su di sé.»","No hay día que no saque uno
de sus sombreros para [[U+000E]][[U+0002]][[U+0002]][[U+0000]]dar[[U+000F]][[U+0002]][[U+0002]]
que hablar.","Enough was [[U+000E]][[U+0002]][[U+0002]][[U+0000]]enough[[U+000F]][[U+0002]][[U+0002]], and tomorrow
it would all be over.","Tous les jours il sortait avec un nouveau
chapeau, juste pour faire [[U+000E]][[U+0002]][[U+0002]][[U+0000]]parler[[U+000F]][[U+0002]][[U+0002]] de lui.","No hay día que no saque uno
de sus sombreros para [[U+000E]][[U+0002]][[U+0002]][[U+0000]]dar[[U+000F]][[U+0002]][[U+0002]]
que hablar.","Her gün yeni bir şapkayla çıkardı,
sırf insanların dilinde adı [[U+000E]][[U+0002]][[U+0002]][[U+0000]]geçsin[[U+000F]][[U+0002]][[U+0002]]
diye."
A_005,11,A_005,hoogte,talk,parler,aller,vertere,dar,enough,parler,dar,geçsin
Q_006,12,Q_006,"Zelfs vele jaren na de val van de satelliet
bleef het getroffen gebied [[U+000E]][[U+0002]][[U+0002]][[U+0000]]omheind[[U+000F]][[U+0002]][[U+0002]] en
verboden te betreden.","Several years after the Wall fell,
Germany was still [[U+000E]][[U+0002]][[U+0002]][[U+0000]]nursing[[U+000F]][[U+0002]][[U+0002]] its wounds.","Plusieurs années après la chute du [[U+000E]][[U+0002]][[U+0002]][[U+0000]]mur[[U+000F]][[U+0002]][[U+0002]],
l'Allemagne pansait encore ses
blessures.","Nach dem Sternschnuppenschauer
wurden plötzlich viele lang [[U+000E]][[U+0002]][[U+0002]][[U+0000]]gehegte[[U+000F]][[U+0002]][[U+0002]]
Wünsche wahr.","Anche a distanza di anni
dalla caduta del satellite
la zona [[U+000E]][[U+0002]][[U+0002]][[U+0000]]rimaneva[[U+000F]][[U+0002]][[U+0002]] in quarantena.","Años después de la caída del
[[U+000E]][[U+0002]][[U+0002]][[U+0000]]satélite[[U+000F]][[U+0002]][[U+0002]], la zona permanecía
vallada y en cuarentena.",It's hard to find frogs in a foggy [[U+000E]][[U+0002]][[U+0002]][[U+0000]]bog[[U+000F]][[U+0002]][[U+0002]].,"Plusieurs années après la chute du [[U+000E]][[U+0002]][[U+0002]][[U+0000]]mur[[U+000F]][[U+0002]][[U+0002]],
les gens prenaient encore soin de leurs
blessures.","Años después de la caída del
[[U+000E]][[U+0002]][[U+0002]][[U+0000]]satélite[[U+000F]][[U+0002]][[U+0002]], la zona permanecía
vallada y en cuarentena.","Duvar yıkıldıktan yıllar sonra bile,
Almanya hâlâ yaralarını [[U+000E]][[U+0002]][[U+0002]][[U+0000]]sarmak[[U+000F]][[U+0002]][[U+0002]]
 için uğraşıyordu."
A_006,13,A_006,omheind,nursing,mur,gehegte,rimaneva,satélite,bog,mur,satélite,sarmak
Q_007,14,Q_007,"Zelfs op late [[U+000E]][[U+0002]][[U+0002]][[U+0000]]leeftijd[[U+000F]][[U+0002]][[U+0002]] bleef de professor
geïnteresseerd in alle ontwikkelingen in
zijn oude vakgebied.","She was over [[U+000E]][[U+0002]][[U+0002]][[U+0000]]eighty[[U+000F]][[U+0002]][[U+0002]] years old, yet she
still continued to take an interest in new
technologies.","À plus de quatre-vingts [[U+000E]][[U+0002]][[U+0002]][[U+0000]]ans[[U+000F]][[U+0002]][[U+0002]], elle
continuait à s'intéresser aux nouvelles
technologies.","Obwohl sie die 80 schon weit [[U+000E]][[U+0002]][[U+0002]][[U+0000]]hinter[[U+000F]][[U+0002]][[U+0002]]
sich gelassen hatte, interessierte sie
sich sehr für neue Technologien.","Pur alla sua veneranda età, [[U+000E]][[U+0002]][[U+0002]][[U+0000]]seguiva[[U+000F]][[U+0002]][[U+0002]]
con interesse lo sviluppo
delle nuove tecnologie.","A sus ochenta [[U+000E]][[U+0002]][[U+0002]][[U+0000]]años[[U+000F]][[U+0002]][[U+0002]] seguía
interesándose por todas las
nuevas tecnologías.","And there was nothing right
or [[U+000E]][[U+0002]][[U+0002]][[U+0000]]wrong[[U+000F]][[U+0002]][[U+0002]] about it.","À plus de quatre-vingts [[U+000E]][[U+0002]][[U+0002]][[U+0000]]ans[[U+000F]][[U+0002]][[U+0002]], elle
continuait à s'intéresser aux nouvelles
technologies.","A sus ochenta [[U+000E]][[U+0002]][[U+0002]][[U+0000]]años[[U+000F]][[U+0002]][[U+0002]] seguía
interesándose por todas las
nuevas tecnologías.","[[U+000E]][[U+0002]][[U+0002]][[U+0000]]Seksen[[U+000F]][[U+0002]][[U+0002]] yaşın üzerindeydi, ama
hâlâ yeni
teknolojilere ilgi duymaya devam ediyordu."
A_007,15,A_007,leeftijd,eighty,ans,hinter,sviluppo,años,wrong,ans,años,Seksen
Q_008,16,Q_008,"Van alle verschillende theorieën over de
oorsprong van het universum was de
een nog [[U+000E]][[U+0002]][[U+0002]][[U+0000]]mooier[[U+000F]][[U+0002]][[U+0002]] dan de andere.","Each new theory on the origin of the
[[U+000E]][[U+0002]][[U+0002]][[U+0000]]universe[[U+000F]][[U+0002]][[U+0002]] seemed more incomprehensible
than the last.","Les théories sur l'origine de l'[[U+000E]][[U+0002]][[U+0002]][[U+0000]]univers[[U+000F]][[U+0002]][[U+0002]] lui
paraissaient toutes plus insensées les
unes que les autres.","Was die Entstehung des Universums
[[U+000E]][[U+0002]][[U+0002]][[U+0000]]anging[[U+000F]][[U+0002]][[U+0002]], erschien ihm eine Theorie
sinnloser als die andere.","Le sembrava che le varie [[U+000E]][[U+0002]][[U+0002]][[U+0000]]teorie[[U+000F]][[U+0002]][[U+0002]]
sull'origine dell'universo fossero
una più assurda dell'altra.","Las teorías sobre el origen
del universo le parecían a
[[U+000E]][[U+0002]][[U+0002]][[U+0000]]cuál[[U+000F]][[U+0002]][[U+0002]] más descabellada.","Upon further inspection, it turned
out to be [[U+000E]][[U+0002]][[U+0002]][[U+0000]]quartz[[U+000F]][[U+0002]][[U+0002]].","Les théories sur l'origine de l'[[U+000E]][[U+0002]][[U+0002]][[U+0000]]univers[[U+000F]][[U+0002]][[U+0002]] lui
paraissaient toutes plus insensées les
unes que les autres.","No sabía [[U+000E]][[U+0002]][[U+0002]][[U+0000]]cuál[[U+000F]][[U+0002]][[U+0002]] de las teorías
sobre el origen del universo
le parecía más descabellada.","Evrenin kökeniyle ilgili
her yeni [[U+000E]][[U+0002]][[U+0002]][[U+0000]]teori[[U+000F]][[U+0002]][[U+0002]], bir öncekinden
daha anlaşılmaz görünüyordu."
A_008,17,A_008,mooier,universe,univers,anging,teorie,cuál,quartz,univers,cuál,teori
Q_009,18,Q_009,"Toen er salsamuziek opgezet werd,
begon de verlegen jongeman [[U+000E]][[U+0002]][[U+0002]][[U+0000]]spontaan[[U+000F]][[U+0002]][[U+0002]]
te dansen.","That [[U+000E]][[U+0002]][[U+0002]][[U+0000]]duck[[U+000F]][[U+0002]][[U+0002]] is staring at me! Get it away
now! Get it out of my sight right this
instant!","Il est [[U+000E]][[U+0002]][[U+0002]][[U+0000]]roublard[[U+000F]][[U+0002]][[U+0002]], malin comme un singe !
Il vous serre la main, on la regarde et on 
se dit : « Où est passée ma montre ? »","Er war gerissen wie ein Fuchs. Wenn man
ihm die Hand schüttelte, musste man
hinterher nach seiner Uhr [[U+000E]][[U+0002]][[U+0002]][[U+0000]]sehen[[U+000F]][[U+0002]][[U+0002]].","A causa di un'anatra che da piccolo gli
aveva beccato una mano, ora soffriva
di una peculiare fobia per questi [[U+000E]][[U+0002]][[U+0002]][[U+0000]]pennuti[[U+000F]][[U+0002]][[U+0002]].","Padecía una peculiar fobia: tenía
miedo a que uno o varios [[U+000E]][[U+0002]][[U+0002]][[U+0000]]patos[[U+000F]][[U+0002]][[U+0002]]
lo estuvieran mirando.","As the chicken crossed the [[U+000E]][[U+0002]][[U+0002]][[U+0000]]road[[U+000F]][[U+0002]][[U+0002]],
the farmer knew it was all finally over.","Il est [[U+000E]][[U+0002]][[U+0002]][[U+0000]]rusé[[U+000F]][[U+0002]][[U+0002]], malin comme un singe! Il vous
serre la main, on la regarde et on se
dit : « Où est passée ma montre? »","Padecía una peculiar fobia: tenía
miedo a que uno o varios [[U+000E]][[U+0002]][[U+0002]][[U+0000]]patos[[U+000F]][[U+0002]][[U+0002]]
lo estuvieran mirando.","Şu [[U+000E]][[U+0002]][[U+0002]][[U+0000]]ördek[[U+000F]][[U+0002]][[U+0002]] bana bakıyor! Onu hemen
uzaklaştırın! Gözümün önünden
hemen şimdi kaldırın!"
A_009,19,A_009,spontaan,duck,roublard,sehen,pennuti,patos,road,rusé,patos,ördek
Q_010,20,Q_010,"Tientallen mensen stonden op straat
naar de [[U+000E]][[U+0002]][[U+0002]][[U+0000]]lucht[[U+000F]][[U+0002]][[U+0002]] te staren, maar de reden
ervoor was onduidelijk.","Several [[U+000E]][[U+0002]][[U+0002]][[U+0000]]thousand[[U+000F]][[U+0002]][[U+0002]] people gathered in the
vast plaza for no apparent reason.","Plusieurs [[U+000E]][[U+0002]][[U+0002]][[U+0000]]milliers[[U+000F]][[U+0002]][[U+0002]] de personnes s'étaient
rassemblées sans aucune raison.","Tausende von Menschen hatten sich
ohne jeden ersichtlichen Grund [[U+000E]][[U+0002]][[U+0002]][[U+0000]]spontan[[U+000F]][[U+0002]][[U+0002]]
zusammengefunden.","Un [[U+000E]][[U+0002]][[U+0002]][[U+0000]]migliaio[[U+000F]][[U+0002]][[U+0002]] di persone si
radunò di fronte al ristorante
senza alcun motivo apparente.","Se congregaron [[U+000E]][[U+0002]][[U+0002]][[U+0000]]miles[[U+000F]][[U+0002]][[U+0002]] de personas
frente al restaurante sin motivo alguno.",There's got to be a [[U+000E]][[U+0002]][[U+0002]][[U+0000]]way[[U+000F]][[U+0002]][[U+0002]] out of this maze.,"Plusieurs [[U+000E]][[U+0002]][[U+0002]][[U+0000]]milliers[[U+000F]][[U+0002]][[U+0002]] de personnes s'étaient
rassemblées sans aucune raison.","Se congregaron [[U+000E]][[U+0002]][[U+0002]][[U+0000]]miles[[U+000F]][[U+0002]][[U+0002]] de personas
frente al restaurante sin motivo alguno.","Sebepsiz yere birkaç [[U+000E]][[U+0002]][[U+0002]][[U+0000]]bin[[U+000F]][[U+0002]][[U+0002]] kişi
kocaman meydanda toplandı."
A_010,21,A_010,lucht,thousand,milliers,spontan,migliaio,miles,way,milliers,miles,bin
Q_011,22,Q_011,"Hij vroeg verscheidene mensen om hun
mening, maar was het altijd eens met
de [[U+000E]][[U+0002]][[U+0002]][[U+0000]]persoon[[U+000F]][[U+0002]][[U+0002]] die voor hem stond.","When [[U+000E]][[U+0002]][[U+0002]][[U+0000]]there[[U+000F]][[U+0002]][[U+0002]] were people around him, it
never worked properly, as it did
whenever he was alone.","Lorsqu'il avait des gens autour de lui,
son [[U+000E]][[U+0002]][[U+0002]][[U+0000]]cerveau[[U+000F]][[U+0002]][[U+0002]] ne fonctionnait pas comme
lorsqu'il était seul.","Wenn er andere Menschen um sich hatte,
konnte er nicht so konzentriert [[U+000E]][[U+0002]][[U+0002]][[U+0000]]arbeiten[[U+000F]][[U+0002]][[U+0002]]
wie für sich allein.","Preferiva [[U+000E]][[U+0002]][[U+0002]][[U+0000]]tenersi[[U+000F]][[U+0002]][[U+0002]] le proprie opinioni
e far finta di essere sempre d'accordo
con chi aveva di fronte.","Rodeado de gente, su [[U+000E]][[U+0002]][[U+0002]][[U+0000]]cerebro[[U+000F]][[U+0002]][[U+0002]]
era distinto que estando a solas.","The dog ran left and then right and then
left again before [[U+000E]][[U+0002]][[U+0002]][[U+0000]]finally[[U+000F]][[U+0002]][[U+0002]] finding the ball.","Lorsqu'il y avait des gens autour de lui,
son [[U+000E]][[U+0002]][[U+0002]][[U+0000]]cerveau[[U+000F]][[U+0002]][[U+0002]] ne fonctionnait pas comme
lorsqu'il était seul.","Rodeado de gente, su [[U+000E]][[U+0002]][[U+0002]][[U+0000]]cerebro[[U+000F]][[U+0002]][[U+0002]]
era distinto que estando a solas.","Etrafında insanlar [[U+000E]][[U+0002]][[U+0002]][[U+0000]]varken[[U+000F]][[U+0002]][[U+0002]],
hiçbir zaman yalnızken olduğu gibi
düzgün çalışmazdı."
A_011,23,A_011,persoon,there,cerveau,arbeiten,tenersi,cerebro,finally,cerveau,cerebro,varken
Q_012,24,Q_012,"Van alleen reizen hield hij niet, daarom
nam hij altijd zijn [[U+000E]][[U+0002]][[U+0002]][[U+0000]]moeder[[U+000F]][[U+0002]][[U+0002]] mee om hem
gezelschap te houden.","Whenever he set off, he was always
[[U+000E]][[U+0002]][[U+0002]][[U+0000]]afraid[[U+000F]][[U+0002]][[U+0002]] of bumping into someone he knew.","Quand il [[U+000E]][[U+0002]][[U+0002]][[U+0000]]partait[[U+000F]][[U+0002]][[U+0002]] en voyage, il avait
toujours peur de tomber sur quelqu'un
qu'il connaissait.","Als er aufbrach, hatte er Angst davor,
auf seiner Reise jemanden zu [[U+000E]][[U+0002]][[U+0002]][[U+0000]]treffen[[U+000F]][[U+0002]][[U+0002]],
den er kannte.","Le vacanze erano per lei l'[[U+000E]][[U+0002]][[U+0002]][[U+0000]]unico[[U+000F]][[U+0002]][[U+0002]]
momento per stare sola con se stessa.","Cuando se iba de viaje [[U+000E]][[U+0002]][[U+0002]][[U+0000]]siempre[[U+000F]][[U+0002]][[U+0002]] temía
dar con algún conocido; odiaba no
poder desconectar de su vida diaria.","She found herself again late for work,
again out of breath, and again wishing
she had just not hit the [[U+000E]][[U+0002]][[U+0002]][[U+0000]]snooze[[U+000F]][[U+0002]][[U+0002]] button.","Quand il [[U+000E]][[U+0002]][[U+0002]][[U+0000]]partait[[U+000F]][[U+0002]][[U+0002]] en voyage, il avait
toujours peur de tomber sur quelqu'un
qu'il connaissait.","Cuando se iba de viaje [[U+000E]][[U+0002]][[U+0002]][[U+0000]]siempre[[U+000F]][[U+0002]][[U+0002]] temía
encontrarse con un conocido; odiaba no
poder desconectarse de su vida diaria.","Yola her çıkışında tanıdığı birine
rastlamaktan [[U+000E]][[U+0002]][[U+0002]][[U+0000]]çekinir[[U+000F]][[U+0002]][[U+0002]]; mümkünse
yolunu değiştirirdi."
