Key,ReferenceIndex,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,US_English,US_French,US_Spanish,TR_Patch
Rlx_Common,0,Rlx_Common,,,,,,,,,,
Rlx_Common_bar_title,1,Rlx_Common_bar_title,,,,,,,,,,
Rlx_Common_bar_time_s,2,Rlx_Common_bar_time_s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]]sec,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] Sek.,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] sec.,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]]sn
Rlx_Common_bar_time_s_00,3,Rlx_Common_bar_time_s_00,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]]sec,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] Sek.,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] sec.,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0002]][[U+0000]]sn
Rlx_Common_bar_time_ms,4,Rlx_Common_bar_time_ms,[[U+000E]][[U+0001]][[U+0001]][[U+0000]] min [[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0001]][[U+0000]]min [[U+000E]][[U+0001]][[U+0002]][[U+0000]]sec,[[U+000E]][[U+0001]][[U+0001]][[U+0000]] min [[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0001]][[U+0000]] Min. [[U+000E]][[U+0001]][[U+0002]][[U+0000]] Sek.,[[U+000E]][[U+0001]][[U+0001]][[U+0000]] min [[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0001]][[U+0000]] min [[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0001]][[U+0000]] min. [[U+000E]][[U+0001]][[U+0002]][[U+0000]] sec.,[[U+000E]][[U+0001]][[U+0001]][[U+0000]] min [[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0001]][[U+0000]] min [[U+000E]][[U+0001]][[U+0002]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0001]][[U+0000]]dk [[U+000E]][[U+0001]][[U+0002]][[U+0000]]sn
Rlx_Common_bar_time_hm,5,Rlx_Common_bar_time_hm,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] h [[U+000E]][[U+0001]][[U+0001]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]]hr [[U+000E]][[U+0001]][[U+0001]][[U+0000]]sec,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] h [[U+000E]][[U+0001]][[U+0001]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] Std. [[U+000E]][[U+0001]][[U+0001]][[U+0000]] Sek.,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] h [[U+000E]][[U+0001]][[U+0001]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] h [[U+000E]][[U+0001]][[U+0001]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] hr. [[U+000E]][[U+0001]][[U+0001]][[U+0000]] sec.,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] h [[U+000E]][[U+0001]][[U+0001]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]] h [[U+000E]][[U+0001]][[U+0001]][[U+0000]] s,[[U+000E]][[U+0001]][[U+0000]][[U+0000]]sa [[U+000E]][[U+0001]][[U+0001]][[U+0000]]dk
Rlx_Common_levelSelect_btn_back,6,Rlx_Common_levelSelect_btn_back,Terug,Back,Retour,Zurück,Indietro,Atrás,Back,Retour,Atrás,Geri
Rlx_Common_suspendSelect_btn_back,7,Rlx_Common_suspendSelect_btn_back,Terug,Back,Retour,Zurück,Indietro,Atrás,Back,Retour,Atrás,Geri
Rlx_Common_suspendSelect_suspend,8,Rlx_Common_suspendSelect_suspend,Spel hervatten,Resume previous game,Reprendre la partie,Spiel fortsetzen,Riprendi la partita,Reanudar,Resume previous game,Reprendre la partie,Reanudar,Önceki oyuna dön
Rlx_Common_suspendSelect_new_game,9,Rlx_Common_suspendSelect_new_game,Nieuw spel beginnen,Start new game,Nouvelle partie,Neu starten,Ricomincia,Partida nueva,Start new game,Nouvelle partie,Partida nueva,Yeni oyun başlat
