Key,ReferenceIndex,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,US_English,US_French,US_Spanish,TR_Patch
Misc_Common,0,Misc_Common,,,,,,,,,,
Misc_Common_Btn_Back,1,Misc_Common_Btn_Back,Terug,Back,Retour,Zurück,Indietro,Atrás,Back,Retour,Atrás,Geri
Misc_Common_Btn_Next,2,Misc_Common_Btn_Next,Volgende,Next,Suite,Weiter,Avanti,Seguir,Next,Suite,Seguir,İleri
Misc_Common_Btn_Decide,3,Misc_Common_Btn_Decide,Oké,Select,OK,Okay,OK,Confirmar,Select,OK,Confirmar,Seç
Misc_Common_Balloon_Current,4,Misc_Common_Balloon_Current,Gekozen,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dCurrent[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d,Actuel,Ausgewählt,Ora è così,Actual,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dCurrent[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d,Actuel,Actual,[[U+000E]][[U+0000]][[U+0002]][[U+0002]]dMevcut[[U+000E]][[U+0000]][[U+0002]][[U+0002]]d
Misc_Kyoju_Setting,5,Misc_Kyoju_Setting,,,,,,,,,,
Misc_Kyoju_Setting_Title,6,Misc_Kyoju_Setting_Title,De verschijning van dr. Kawashima,Doctor's Appearance,Affichage du docteur,Dr. Kawashimas Erscheinung,Modifica il Dr. Kawashima,Opciones del doctor,Doctor's Appearance,Affichage du docteur,Opciones del doctor,Doktorun Görünümü
Misc_Kyoju_Setting_Msg,7,Misc_Kyoju_Setting_Msg,"Wil je dr. Kawashima zien
en horen praten?","Turn Dr Kawashima's
face and voice on or off?","Voulez-vous voir le visage et
entendre la voix du docteur
Kawashima ?","Möchten Sie mein Gesicht sehen
und meine Stimme hören?","Qui puoi attivare o
disattivare la voce e il viso
del Dr. Kawashima.","¿Qué quieres hacer con la voz
y el rostro del Dr. Kawashima?","You can adjust Dr. Kawashima's
display and voice settings here.","Voulez-vous voir le visage et
entendre la voix du docteur
Kawashima?","¿Qué quieres hacer con la voz
y el rostro del Dr. Kawashima?","Dr. Kawashima'nın
yüzünü ve sesini aç/kapat?"
Misc_Kyoju_Setting_Btn_Show,8,Misc_Kyoju_Setting_Btn_Show,Ja,"Turn On Face
and Voice",Oui,Gesicht/Stimme an,"Voce e viso
attivati",Activar voz y rostro,Turn On,Oui,Activar voz y rostro,"Yüzü ve Sesi
Aç"
Misc_Kyoju_Setting_Btn_Hide,9,Misc_Kyoju_Setting_Btn_Hide,Nee,Turn Off,Non,Gesicht/Stimme aus,"Voce e viso
disattivati",Desactivar,Turn Off,Non,Desactivar,Kapat
Misc_Dominant_Hand_Setting,10,Misc_Dominant_Hand_Setting,,,,,,,,,,
Misc_Dominant_Hand_SettingTitle,11,Misc_Dominant_Hand_SettingTitle,,,,,,,,,,
Misc_Dominant_Hand_Setting_Msg,12,Misc_Dominant_Hand_Setting_Msg,,,,,,,,,,
Misc_Dominant_Hand_Setting_Btn_Left,13,Misc_Dominant_Hand_Setting_Btn_Left,,,,,,,,,,
Misc_Dominant_Hand_Setting_Btn_Right,14,Misc_Dominant_Hand_Setting_Btn_Right,,,,,,,,,,
Misc_Stamp_Design,15,Misc_Stamp_Design,,,,,,,,,,
Misc_Stamp_Design_Title,16,Misc_Stamp_Design_Title,Stempel,Stamp Design,Tampon,Stempel,Design timbro,Diseño del marcador,Stamp Design,Tampon,Diseño del marcador,Damga Tasarımı
Misc_Stamp_Design_Msg,17,Misc_Stamp_Design_Msg,"Ontwerp je eigen [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]stempel [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]voor
de trainingskalender!","Design your own
attendance [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]stamp[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Créez votre motif pour le [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]tampon
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]de présence.","Erstellen Sie einen eigenen
[[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]Stempel [[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]für den Kalender.","Crea il tuo [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]timbro
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]personalizzato per il
registro delle presenze!","¡Diseña tu propio [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]marcador
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]para el calendario de asistencia!","Design your own
attendance [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]stamp[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]!","Créez votre motif pour le [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]tampon
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]de présence.","¡Diseña tu propio [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]marcador
[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]para el calendario de asistencia!","Kendi
devam [[U+000E]][[U+0000]][[U+0003]][[U+0004]]ÿ[[U+FF00]]damga[[U+000E]][[U+0000]][[U+0003]][[U+0004]][[U+0000]][[U+FF00]]nı tasarla!"
Misc_Past_Event,18,Misc_Past_Event,,,,,,,,,,
