Key,ReferenceIndex,Label,EU_Dutch,EU_English,EU_French,EU_German,EU_Italian,EU_Spanish,US_English,US_French,US_Spanish,TR_Patch
Etc_RollBook,0,Etc_RollBook,,,,,,,,,,
Etc_RollBook_label_week0,1,Etc_RollBook_label_week0,Zo,Sun,Dim,So,Dom,Dom,Sun,Dim.,Dom,Paz
Etc_RollBook_label_week1,2,Etc_RollBook_label_week1,Ma,Mon,Lun,Mo,Lun,Lun,Mon,Lun.,Lun,Pzt
Etc_RollBook_label_week2,3,Etc_RollBook_label_week2,Di,Tue,Mar,Di,Mar,Mar,Tue,Mar.,Mar,Sal
Etc_RollBook_label_week3,4,Etc_RollBook_label_week3,Wo,Wed,Mer,Mi,Mer,Mié,Wed,Mer.,Mié,Çar
Etc_RollBook_label_week4,5,Etc_RollBook_label_week4,Do,Thu,Jeu,Do,Gio,Jue,Thu,Jeu.,Jue,Per
Etc_RollBook_label_week5,6,Etc_RollBook_label_week5,Vr,Fri,Ven,Fr,Ven,Vie,Fri,Ven.,Vie,Cum
Etc_RollBook_label_week6,7,Etc_RollBook_label_week6,Za,Sat,Sam,Sa,Sab,Sáb,Sat,Sam.,Sáb,Cmt
Etc_RollBook_label_day,8,Etc_RollBook_label_day,[[U+000E]][[U+0001]][[U+0001]][[U+0000]]-[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0001]][[U+0000]]/[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0001]][[U+0000]]/[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0001]][[U+0000]].[[U+000E]][[U+0001]][[U+0000]][[U+0000]].,[[U+000E]][[U+0001]][[U+0001]][[U+0000]]/[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0001]][[U+0000]]-[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]]/[[U+000E]][[U+0001]][[U+0001]][[U+0000]],[[U+000E]][[U+0001]][[U+0001]][[U+0000]]-[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0001]][[U+0000]]/[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0001]][[U+0000]]/[[U+000E]][[U+0001]][[U+0000]][[U+0000]]
Etc_RollBook_label_title_year,9,Etc_RollBook_label_title_year,[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]],[[U+000E]][[U+0001]][[U+0000]][[U+0000]]
