index,label,English,French,German,Italian,Spanish,Turkish
0,IntroM0,{TAG_1}Isn't this Ferris wheel great?{TAG_2},"{TAG_1}La grande roue, c'est super, non ?{TAG_2}",{TAG_1}Ist dieses Riesenrad nicht toll?{TAG_2},"{TAG_1}Questa ruota panoramica è
spettacolare, non trovi?{TAG_2}",{TAG_1}¿A que la noria es genial?{TAG_2},"{TAG_1}Bu dönme dolap harika, değil mi?{TAG_2}"
1,IntroM1,{TAG_1}Yeah!{TAG_2},{TAG_1}Oui !{TAG_2},{TAG_1}Auf jeden Fall!{TAG_2},"{TAG_1}Sì, è fantastica!{TAG_2}",{TAG_1}¡Sí!{TAG_2},{TAG_1}Evet!{TAG_2}
2,IntroF0,{TAG_1}Isn't this Ferris wheel nice?{TAG_2},"{TAG_1}La grande roue, c'est génial, non ?{TAG_2}",{TAG_1}Ist dieses Riesenrad nicht super?{TAG_2},"{TAG_1}Questa ruota panoramica è
meravigliosa, vero?{TAG_2}",{TAG_1}¿A que la noria es genial?{TAG_2},"{TAG_1}Bu dönme dolap ne güzel, değil mi?{TAG_2}"
3,IntroF1,{TAG_1}Isn't it?{TAG_2},{TAG_1}C'est vrai.{TAG_2},{TAG_1}Allerdings!{TAG_2},{TAG_1}Puoi dirlo forte!{TAG_2},{TAG_1}¡Ya te digo!{TAG_2},{TAG_1}Değil mi?{TAG_2}
4,SuccessM0-0,{TAG_1}This amusement park is a lot of fun!{TAG_2},"{TAG_1}On passe vraiment un bon moment
dans ce parc d'attractions.{TAG_2}",{TAG_1}Dieser Vergnügungspark macht so viel Spaß!{TAG_2},{TAG_1}Questo luna park è divertentissimo!{TAG_2},"{TAG_1}¡Me lo estoy pasando de miedo en
el parque de atracciones!{TAG_2}",{TAG_1}Bu lunapark çok eğlenceli!{TAG_2}
5,SuccessM0-1,{TAG_1}Yeah!{TAG_2},{TAG_1}Oui !{TAG_2},{TAG_1}Ja!{TAG_2},{TAG_1}Già!{TAG_2},{TAG_1}Me alegro.{TAG_2},{TAG_1}Evet!{TAG_2}
6,SuccessM1-0,{TAG_1}It's because I'm with you.{TAG_2},"{TAG_1}C'est sans doute parce que nous
sommes ensemble.{TAG_2}",{TAG_1}Und zwar weil ich mit dir hier bin.{TAG_2},{TAG_1}Sarà perché siamo insieme?{TAG_2},{TAG_1}Contigo siempre me lo paso bien.{TAG_2},{TAG_1}Çünkü seninleyim.{TAG_2}
7,SuccessM1-1,{TAG_1}Heehee! Thanks!{TAG_2},"{TAG_1}Hi, hi ! Merci !{TAG_2}",{TAG_1}Hihi! Danke für das Kompliment!{TAG_2},{TAG_1}Oh! Grazie!{TAG_2},{TAG_1}¡Uy! Gracias.{TAG_2},{TAG_1}Hihi! Teşekkürler!{TAG_2}
8,SuccessM2-0,"{TAG_1}Actually, I have something to say...{TAG_2}","{TAG_1}En fait, j'ai quelque chose d'important
à te dire...{TAG_2}",{TAG_1}Ich muss dich etwas Wichtiges fragen...{TAG_2},"{TAG_1}Sai, vorrei chiederti una cosa
molto importante...{TAG_2}","{TAG_1}La verdad es que tengo que
preguntarte una cosa...{TAG_2}","{TAG_1}Aslında sana söylemek
istediğim bir şey var...{TAG_2}"
9,SuccessM2-1,{TAG_1}What?{TAG_2},{TAG_1}Quoi donc ?{TAG_2},{TAG_1}Was denn?{TAG_2},{TAG_1}Cosa?{TAG_2},{TAG_1}¿El qué?{TAG_2},{TAG_1}Ne?{TAG_2}
10,SuccessM3-0,{TAG_1}Will you marry me?{TAG_2},{TAG_1}Tu veux m'épouser ?{TAG_2},{TAG_1}Möchtest du mich heiraten?{TAG_2},{TAG_1}Vuoi sposarmi?{TAG_2},{TAG_1}¿Quieres casarte conmigo?{TAG_2},{TAG_1}Benimle evlenir misin?{TAG_2}
