index,label,English,French,German,Italian,Spanish,Turkish
0,IntroM0,{TAG_1}I had a great time today!{TAG_2},"{TAG_1}J'ai passé un bon moment, aujourd'hui !{TAG_2}",{TAG_1}Der heutige Tag hat mir richtig Spaß gemacht!{TAG_2},{TAG_1}Mi sono davvero divertito oggi!{TAG_2},{TAG_1}¡Hoy me lo he pasado muy bien!{TAG_2},{TAG_1}Bugün çok eğlendim!{TAG_2}
1,IntroM1,{TAG_1}Me too!{TAG_2},{TAG_1}Moi aussi !{TAG_2},{TAG_1}Mir auch!{TAG_2},{TAG_1}Anch'io!{TAG_2},{TAG_1}¡Yo también!{TAG_2},{TAG_1}Ben de!{TAG_2}
2,IntroF0,{TAG_1}I had a great time today!{TAG_2},"{TAG_1}J'ai passé un excellent moment, aujourd'hui !{TAG_2}",{TAG_1}Das war toll heute!{TAG_2},{TAG_1}Mi sono davvero divertita oggi!{TAG_2},{TAG_1}¡Hoy me lo he pasado muy bien!{TAG_2},{TAG_1}Bugün çok eğlendim!{TAG_2}
3,IntroF1,{TAG_1}So did I!{TAG_2},{TAG_1}Moi aussi.{TAG_2},{TAG_1}Du sagst es!{TAG_2},"{TAG_1}Sì, anch'io!{TAG_2}",{TAG_1}¡Y yo!{TAG_2},{TAG_1}Ben de çok eğlendim!{TAG_2}
4,SuccessM0-0,{TAG_1}It feels sad to go home...{TAG_2},"{TAG_1}Je suis un peu triste de devoir rentrer
à la maison...{TAG_2}","{TAG_1}Schade, dass es jetzt nach Hause geht...{TAG_2}",{TAG_1}Non mi va di tornare a casa...{TAG_2},{TAG_1}Me da pena tener que volver a casa...{TAG_2},{TAG_1}Eve dönmek biraz hüzünlü geliyor...{TAG_2}
5,SuccessM0-1,{TAG_1}Yeah...{TAG_2},{TAG_1}Je sais...{TAG_2},{TAG_1}Ja...{TAG_2},{TAG_1}Già...{TAG_2},{TAG_1}Y a mí...{TAG_2},{TAG_1}Evet...{TAG_2}
6,SuccessM1-0,{TAG_1}Would you still like to do something?{TAG_2},{TAG_1}J'aurais voulu que ça ne s'arrête jamais...{TAG_2},{TAG_1}Möchtest du noch was unternehmen?{TAG_2},{TAG_1}Ti va di restare insieme un altro po'?{TAG_2},{TAG_1}¿Te gustaría hacer algo más?{TAG_2},{TAG_1}Hâlâ bir şeyler yapmak ister misin?{TAG_2}
7,SuccessM1-1,{TAG_1}Heehee! Why not?{TAG_2},"{TAG_1}Hi, hi ! C'est vrai.{TAG_2}",{TAG_1}Hihi! Warum nicht?{TAG_2},{TAG_1}Perché no?{TAG_2},{TAG_1}¡Claro! ¿Por qué no?{TAG_2},{TAG_1}Hihi! Neden olmasın?{TAG_2}
8,SuccessM2-0,"{TAG_1}Actually, I've been meaning to ask you
something important...{TAG_2}","{TAG_1}En fait, j'ai quelque chose d'important
à te dire...{TAG_2}",{TAG_1}Eigentlich wollte ich dich noch etwas fragen...{TAG_2},"{TAG_1}In realtà ho qualcosa di importante
da chiederti...{TAG_2}","{TAG_1}La verdad es que tengo que preguntarte
una cosa...{TAG_2}","{TAG_1}Aslında bir süredir sana önemli
bir şey sormak istiyordum...{TAG_2}"
9,SuccessM2-1,{TAG_1}What is it?{TAG_2},{TAG_1}Quoi donc ?{TAG_2},{TAG_1}Was gibt es denn?{TAG_2},{TAG_1}Che cosa?{TAG_2},{TAG_1}¿El qué?{TAG_2},{TAG_1}Nedir?{TAG_2}
10,SuccessM3-0,{TAG_1}Will you marry me?{TAG_2},{TAG_1}Tu veux m'épouser ?{TAG_2},{TAG_1}Möchtest du mich heiraten?{TAG_2},{TAG_1}Vuoi sposarmi?{TAG_2},{TAG_1}¿Quieres casarte conmigo?{TAG_2},{TAG_1}Benimle evlenir misin?{TAG_2}
11,SuccessM3-1,{TAG_1}Yes! Yes! Yes!{TAG_2},{TAG_1}Oui ! Oui ! Oui !{TAG_2},{TAG_1}Ja! Ja! Ja!{TAG_2},{TAG_1}Sì! Sì! Sì!{TAG_2},"{TAG_1}¡Sí, sí, sí!{TAG_2}",{TAG_1}Evet! Evet! Evet!{TAG_2}
12,SuccessF0-0,"{TAG_1}I feel a little sad the day's over, don't you?{TAG_2}","{TAG_1}Je suis un peu triste à l'idée de devoir
rentrer maintenant...{TAG_2}","{TAG_1}Schade, dass der Tag schon vorbei ist, oder?{TAG_2}","{TAG_1}Ora che la giornata volge al termine, mi dispiace
un po' dover tornare a casa.{TAG_2}",{TAG_1}Me da pena que se acabe el día...{TAG_2},"{TAG_1}Günün bitmesi biraz hüzünlü, değil mi?{TAG_2}"
13,SuccessF0-1,{TAG_1}Yeah...{TAG_2},"{TAG_1}Oui, moi aussi...{TAG_2}",{TAG_1}Ja...{TAG_2},"{TAG_1}Sì, anche a me...{TAG_2}",{TAG_1}Y a mí...{TAG_2},{TAG_1}Evet...{TAG_2}
14,SuccessF1-0,{TAG_1}Shall we do something else?{TAG_2},"{TAG_1}J'aurais bien aimé qu'on reste un peu plus
longtemps ensemble...{TAG_2}",{TAG_1}Wollen wir noch was anderes unternehmen?{TAG_2},{TAG_1}Perché non stiamo insieme ancora un po'?{TAG_2},{TAG_1}¿Quieres que hagamos otra cosa?{TAG_2},{TAG_1}Başka bir şey daha yapalım mı?{TAG_2}
15,SuccessF1-1,{TAG_1}That would be cool!{TAG_2},"{TAG_1}Oui, moi aussi...{TAG_2}",{TAG_1}Das klingt super!{TAG_2},{TAG_1}Per me va bene!{TAG_2},{TAG_1}¡Estaría genial!{TAG_2},{TAG_1}Harika olur!{TAG_2}
16,SuccessF2-0,"{TAG_1}Actually, there's something I have to ask...{TAG_2}","{TAG_1}En fait... Je voulais te demander
quelque chose...{TAG_2}",{TAG_1}Eigentlich würde ich dich gern etwas fragen...{TAG_2},"{TAG_1}In realtà volevo chiederti una cosa molto
importante...{TAG_2}",{TAG_1}Hay algo que quiero preguntarte...{TAG_2},{TAG_1}Aslında sana sormam gereken bir şey var...{TAG_2}
17,SuccessF2-1,{TAG_1}Huh?{TAG_2},{TAG_1}Quoi donc ?{TAG_2},{TAG_1}Hmmm?{TAG_2},{TAG_1}Cosa?{TAG_2},{TAG_1}¿Eh?{TAG_2},{TAG_1}Ha?{TAG_2}
18,SuccessF3-0,{TAG_1}Will you marry me?{TAG_2},{TAG_1}Veux-tu bien m'épouser ?{TAG_2},{TAG_1}Möchtest du mich heiraten?{TAG_2},{TAG_1}Vuoi sposarmi?{TAG_2},{TAG_1}¿Quieres casarte conmigo?{TAG_2},{TAG_1}Benimle evlenir misin?{TAG_2}
19,SuccessF3-1,{TAG_1}Of course!{TAG_2},{TAG_1}Avec joie !{TAG_2},{TAG_1}Natürlich möchte ich das!{TAG_2},{TAG_1}Ma certo!{TAG_2},{TAG_1}¡Por supuesto!{TAG_2},{TAG_1}Tabii ki!{TAG_2}
20,FailureContinueM0-0,{TAG_1}What? I couldn't hear you.{TAG_2},{TAG_1}Pardon ? Je n'ai rien entendu !{TAG_2},{TAG_1}Was? Ich hab dich nicht verstanden.{TAG_2},{TAG_1}Come scusa? Non ho capito.{TAG_2},{TAG_1}¿Qué? No te he oído.{TAG_2},{TAG_1}Ne? Seni duyamadım.{TAG_2}
21,FailureContinueM0-1,{TAG_1}Never mind...{TAG_2},"{TAG_1}Non, rien...{TAG_2}",{TAG_1}Schon gut...{TAG_2},{TAG_1}Lascia perdere...{TAG_2},"{TAG_1}Nada, olvídalo...{TAG_2}",{TAG_1}Boş ver...{TAG_2}
22,FailureContinueF0-0,{TAG_1}Huh? I didn't hear you.{TAG_2},{TAG_1}Hein ? Je ne t'ai pas entendue !{TAG_2},{TAG_1}Hmmm? Ich hab dich nicht verstanden.{TAG_2},{TAG_1}Eh? Non ho capito.{TAG_2},{TAG_1}¿Qué has dicho?{TAG_2},{TAG_1}Ha? Seni duyamadım.{TAG_2}
23,FailureContinueF0-1,"{TAG_1}Oh, never mind.{TAG_2}","{TAG_1}Oh, non, rien...{TAG_2}","{TAG_1}Oh, egal.{TAG_2}","{TAG_1}Oh, non importa.{TAG_2}",{TAG_1}No importa...{TAG_2},"{TAG_1}Aa, boş ver.{TAG_2}"
24,CommonM0-0,{TAG_1}The train's late again...{TAG_2},"{TAG_1}Le train est en retard, on dirait...{TAG_2}",{TAG_1}Der Zug hat schon wieder Verspätung...{TAG_2},{TAG_1}Il treno è di nuovo in ritardo...{TAG_2},{TAG_1}El tren llega tarde otra vez...{TAG_2},{TAG_1}Tren yine gecikti...{TAG_2}
25,CommonM0-1,{TAG_1}Aren't they always?{TAG_2},{TAG_1}Comme d'habitude...{TAG_2},{TAG_1}Hat er das nicht immer?{TAG_2},{TAG_1}Sai che novità...{TAG_2},"{TAG_1}Como siempre, ¿no?{TAG_2}",{TAG_1}Hep öyle değil mi zaten?{TAG_2}
26,CommonM1-0,"{TAG_1}I saw {TAG_2} at this station the
other day.{TAG_3}","{TAG_1}J'ai croisé {TAG_2} ici, l'autre jour.{TAG_3}",{TAG_1}Neulich war {TAG_2} hier am Bahnhof.{TAG_3},"{TAG_1}L'altro giorno ho visto {TAG_2}
qui alla stazione.{TAG_3}","{TAG_1}El otro día vi a {TAG_2} en
la estación.{TAG_3}",{TAG_1}Geçen gün bu istasyonda {TAG_2} gördüm.{TAG_3}
27,CommonM1-1,"{TAG_1}Oh, really?{TAG_2}",{TAG_1}Ah bon ?{TAG_2},{TAG_1}Sag bloß!{TAG_2},"{TAG_1}Oh, davvero?{TAG_2}",{TAG_1}¿En serio?{TAG_2},"{TAG_1}Aa, gerçekten mi?{TAG_2}"
28,CommonF0-0,"{TAG_1}The train's taking its time, isn't it?{TAG_2}",{TAG_1}Je me demande ce que fait le train...{TAG_2},"{TAG_1}Das mit dem Zug dauert aber auch wieder, was?{TAG_2}","{TAG_1}Il treno se la sta prendendo comoda, eh?{TAG_2}",{TAG_1}Hay que ver lo que tarda el tren...{TAG_2},"{TAG_1}Tren ağırdan alıyor, değil mi?{TAG_2}"
29,CommonF0-1,{TAG_1}Yeah...{TAG_2},{TAG_1}Moi aussi...{TAG_2},{TAG_1}Ja...{TAG_2},{TAG_1}Già...{TAG_2},{TAG_1}Sí...{TAG_2},{TAG_1}Evet...{TAG_2}
30,CommonF1-0,{TAG_1}I saw {TAG_2} here recently.{TAG_3},"{TAG_1}L'autre jour, j'ai vu {TAG_2} à la gare.{TAG_3}",{TAG_1}Neulich hab ich {TAG_2} hier gesehen.{TAG_3},"{TAG_1}L'altro giorno ho incontrato
{TAG_2} qui.{TAG_3}",{TAG_1}El otro día vi aquí a {TAG_2}.{TAG_3},{TAG_1}Geçenlerde {TAG_2} burada gördüm.{TAG_3}
31,CommonF1-1,{TAG_1}Did you?{TAG_2},{TAG_1}Ah bon ?{TAG_2},{TAG_1}Tatsächlich?{TAG_2},{TAG_1}Davvero?{TAG_2},{TAG_1}¿De verdad?{TAG_2},{TAG_1}Öyle mi?{TAG_2}
32,DinnerM0-0,{TAG_1}What are you going to eat when you get home?{TAG_2},{TAG_1}Tu vas manger quoi en arrivant chez toi ?{TAG_2},"{TAG_1}Was isst du, wenn du zu Hause ankommst?{TAG_2}",{TAG_1}Cosa mangerai di buono stasera?{TAG_2},{TAG_1}¿Qué vas a comer cuando vuelvas a casa?{TAG_2},{TAG_1}Eve gidince ne yiyeceksin?{TAG_2}
33,DinnerM0-1,{TAG_1}I'll have to think...{TAG_2},{TAG_1}Il faut que je réfléchisse...{TAG_2},{TAG_1}Lass mich nachdenken...{TAG_2},{TAG_1}Non ci ho ancora pensato...{TAG_2},{TAG_1}No lo sé...{TAG_2},{TAG_1}Bir düşünmem lazım...{TAG_2}
34,DinnerM1-0,{TAG_1}Don't you think {TAG_2} {TAG_3} nice?{TAG_4},"{TAG_1}C'est bon, {TAG_2}{TAG_3}, hein ?{TAG_4}","{TAG_1}{TAG_2} {TAG_3} toll, nicht wahr?{TAG_4}",{TAG_1}Anche tu adori {TAG_2}{TAG_3}?{TAG_4},{TAG_1}¿A que {TAG_2} {TAG_3} {TAG_4} de rechupete?{TAG_5},{TAG_1}Sence {TAG_2} {TAG_3} güzel olmaz mı?{TAG_4}
35,DinnerM1-1,{TAG_1}Tasty!{TAG_2},{TAG_1}Oui ! C'est un délice !{TAG_2},{TAG_1}Lecker!{TAG_2},"{TAG_1}Sì, da impazzire!{TAG_2}",{TAG_1}¡Ya te digo!{TAG_2},{TAG_1}Nefis!{TAG_2}
36,DinnerM2-0,{TAG_1}Don't you think {TAG_2} {TAG_3} nice?{TAG_4},{TAG_1}Tu aimes {TAG_2}{TAG_3} ?{TAG_4},"{TAG_1}{TAG_2} {TAG_3} toll, oder?{TAG_4}",{TAG_1}Anche tu adori {TAG_2}{TAG_3}?{TAG_4},"{TAG_1}Me {TAG_2} {TAG_3} {TAG_4}.
¿A ti no?{TAG_5}",{TAG_1}Sence {TAG_2} {TAG_3} güzel olmaz mı?{TAG_4}
37,DinnerM2-1,{TAG_1}Tasty!{TAG_2},"{TAG_1}Oui, bien sûr !{TAG_2}",{TAG_1}Lecker!{TAG_2},"{TAG_1}Sì, da impazzire!{TAG_2}",{TAG_1}¡A mí también!{TAG_2},{TAG_1}Nefis!{TAG_2}
