index,label,English,French,German,Italian,Spanish,Turkish
0,Chat_Male_00_00,"{TAG_1} is actually kind of like
{TAG_2} {TAG_3}.","Je trouve qu{TAG_1}{TAG_2} ressemble
un peu à {TAG_3}{TAG_4}.","{TAG_1} ist eigentlich ein wenig wie
{TAG_2} {TAG_3}.","{TAG_1} ricorda
{TAG_2}{TAG_3}, vero?","{TAG_1} se parece a
{TAG_2} {TAG_3}, ¿verdad?",Aslında {TAG_1} biraz {TAG_2} {TAG_3} gibi.
1,Chat_Male_00_01,You don't say.,Intéressant.,Hmmm... Verstehe.,"Sì, lo penso anch'io.",No me digas.,Yok artık.
2,Chat_Male_00_02,You think so?,Tu crois ?,Meinst du wirklich?,Davvero?,¿En serio?,Öyle mi diyorsun?
3,Chat_Male_00_03,I'm not convinced.,"Pas tout à fait, quand même...",Ich wär mir da nicht so sicher.,A me sembra diverso.,Yo no lo veo claro.,Pek ikna olmadım.
4,Chat_Male_01_00,"Try mixing {TAG_1} and
{TAG_2}. It tastes amazing!","Si on ajoute {TAG_1}{TAG_2} à son repas,
ça lui donne un goût d{TAG_3}{TAG_4}.","Ich esse echt gern {TAG_1}
und {TAG_2} zusammen!","Se si aggiunge un po' di {TAG_1},
il cibo saprà di {TAG_2}.","Si pones {TAG_1} en tu comida,
sabe igual que {TAG_2} {TAG_3}.",{TAG_1} ile {TAG_2} karıştırmayı dene. Tadı müthiş!
5,Chat_Male_01_01,"I don't know. I still haven't got over your last
tip about {TAG_1}...","J'ai toujours cru que ça ne marchait
qu'avec {TAG_1}{TAG_2}.","Noch besser sind {TAG_1} und
{TAG_2}, finde ich.","Hai detto {TAG_1}, vero?","¡Yo pensaba que eso solo pasaba
si añadías {TAG_1} {TAG_2}!","Bilmem. {TAG_1} hakkındaki son
tavsiyeni hâlâ atlatamadım..."
6,Chat_Male_01_02,Really?,Je me demande si c'est vrai...,Und das passt?,Davvero?,¿De verdad?,Gerçekten mi?
7,Chat_Male_01_03,No way!,Tu plaisantes ?!,Das meint ihr doch nicht ernst!,Non ci credo!,¡No me lo creo!,Olamaz!
8,Chat_Male_02_00,"What do you think the girls talk about
when they get together?","Je me demande de quoi parlent les filles quand
elles sont ensemble...","Ich würd's so gerne wissen... Worüber reden
die Mädels wohl, wenn sie unter sich sind?","Vorrei proprio sapere di cosa parlano
le ragazze quando sono insieme...","Eh, ¿de qué hablarán las chicas
cuando se juntan?",Sence kızlar bir araya gelince ne konuşuyor?
9,Chat_Male_02_01,Shopping.,Ouais...,Über trendige Geschäfte.,Chissà...,Buena pregunta...,Alışveriş.
10,Chat_Male_02_02,Fashion.,Hum...,Über modische Klamotten.,Mmmh...,Pues...,Moda.
11,Chat_Male_02_03,I'd love to know.,J'aimerais bien le savoir...,Wüsste ich auch gerne...,Quanto mi piacerebbe scoprirlo!,Me encantaría saberlo.,Çok merak ediyorum.
12,Chat_Male_03_00,"Random question: If {TAG_1} were
a food, what would {TAG_2} be?","Une question, juste comme ça : si {TAG_1}
était à manger, quel aliment serait-{TAG_2} ?","Mal eine Frage: Wenn {TAG_1} ein
Lebensmittel wäre, was wäre {TAG_2} wohl?","Domandona: se {TAG_1} fosse
un alimento, cosa sarebbe?","Pregunta a bote pronto: Si {TAG_1}
fuera una comida, ¿qué tipo de comida sería?","Alakasız bir soru:
{TAG_1} bir yiyecek olsaydı ne olurdu {TAG_2}?"
13,Chat_Male_03_01,Definitely {TAG_1} {TAG_2}.,Sûrement {TAG_1}{TAG_2}...,"Da {TAG_1} mir ja sofort {TAG_2}
{TAG_3} in den Sinn.","Senza dubbio
{TAG_1}{TAG_2}!","{TAG_1}{TAG_2} {TAG_3}, sin duda.",Kesinlikle {TAG_1} {TAG_2}.
14,Chat_Male_03_02,I'd say {TAG_1} {TAG_2}.,"Pour moi, {TAG_1}{TAG_2}.","{TAG_1} {TAG_2} {TAG_3}
immer das Erste, woran ich bei {TAG_4} denke.",Per forza {TAG_1}{TAG_2}!,Yo creo que {TAG_1} {TAG_2}.,Bence {TAG_1} {TAG_2}.
15,Chat_Male_03_03,"It's {TAG_1} {TAG_2}.
{TAG_3} said so {TAG_4}.","{TAG_1} serait {TAG_2}{TAG_3}.
{TAG_4} me l'a dit {TAG_5}-même.","{TAG_1} {TAG_2}.
Hat {TAG_3} selbst gesagt.","Io dico {TAG_1}{TAG_2}.
Me lo ha rivelato {TAG_3}.","{TAG_1}{TAG_2} {TAG_3}.
{TAG_4} lo dijo {TAG_5} mism{TAG_6}.",{TAG_1} {TAG_2}. {TAG_3} de öyle dedi {TAG_4}.
