index,label,English,French,German,Italian,Spanish,Turkish
0,0000,"How's the weather over in your
world?","Quel temps fait-il aujourd'hui
dans votre monde ?",Und wie ist das Wetter in deiner Welt?,Com'è il tempo dalle tue parti?,¿Quétiempo hace en tu mundo?,Senin dünyanda havalar nasıl?
1,0001,"It must be hot in your world too,
right?","J'imagine qu'il fait chaud aussi,
dans votre monde, non ?","In deiner Welt ist es jetzt sicher auch
heiß. Oder?","Immagino faccia caldo anche
dalle tue parti. Vero?","Seguro que en tu mundo también
hace calor, ¿verdad?","Senin dünyanda da hava
sıcak olmalı, değil mi?"
2,0002,"It must be cold in your world too,
right?","J'imagine qu'il fait froid aussi,
dans votre monde, non ?","In deiner Welt ist es jetzt sicher auch
kalt. Oder?","Immagino faccia freddo anche
dalle tue parti. Vero?","Seguro que en tu mundo también
hace frío, ¿verdad?","Senin dünyanda da hava
soğuk olmalı, değil mi?"
3,0003,Isn't it hot again today?,Il fait encore chaud aujourd'hui...,Echt heiß heute. Nicht wahr?,Anche oggi fa caldo...,Qué calor hace hoy también...,"Bugün yine hava sıcak, değil mi?"
4,0004,It's freezing again today.,Il fait encore froid aujourd'hui...,Echt kalt heute. Nicht wahr?,Anche oggi fa freddo...,Qué frío hace hoy también...,Bugün yine buz gibi.
5,0005,The weather's finally cooling down.,Le temps s'est bien rafraîchi...,Endlich wird es wieder etwas kühler.,Finalmente le giornate si sono rinfrescate.,"Parece que al fin ha empezado
a refrescar.",Nihayet havalar serinlemeye başladı.
6,0006,"It's a bit chilly today, isn't it?","Le temps s'est brusquement
refroidi, vous ne trouvez pas ?",Etwas kühl heute. Findest du nicht?,Oggi fa piuttosto freddo. Vero?,"Menudo frío que hace hoy,
¿verdad?","Bugün biraz serin, değil mi?"
7,0007,Happy New Year!,Tous mes vœux pour la nouvelle année !,Alles Gute im neuen Jahr!,Felice anno nuovo!,¡Feliz Año Nuevo!,Mutlu Yıllar!
8,0050,"It's Valentine's Day today, isn't it?
How exciting!","C'est la Saint-Valentin !
J'ai le cœur qui bat la chamade...","Heute ist Valentinstag. Ich bin richtig
aufgeregt...","Oggi è San Valentino!
Ho il cuore che mi batte forte...","¡Hóyes el Día de San Valentín!
¡Qué emoción!","Bugün Sevgililer Günü,
değil mi? Ne heyecanlı!"
9,0008,"It's Valentine's Day! I wonder what
{TAG_1} will get me...","C'est la Saint-Valentin ! J'espère avoir des
chocolats de la part d{TAG_1}{TAG_2}{TAG_3}{TAG_4} !","Es ist Valentinstag. Meinst du, ich kriege
Pralinen von {TAG_1}?","Oggi è San Valentino! Chissà se riceverò
dei cioccolatini da {TAG_1}...","¡Hóyes el Día de San Valentín! Espero
que {TAG_1}{TAG_2} {TAG_3}me regale chocolates.",Bugün Sevgililer Günü! Acaba {TAG_1} bana ne verecek...
