"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Boss_Bowling","1_ProfesyonelBowling","1_Probowling","1_Probowling","1_Bowling","1_Probowl","1_Probowling","1_probowling","1_Bolos","1_Bolos","1_ほうりんぐ"
"Boss_Boxing","1_Nakavt","1_Punchout","1_Punchout","1_Baston","1_Baston","1_Boxkampf","1_boxe","1_Punos fuera","1_Punchout","1_ほくしんぐ"
"Boss_Cook","1_BirinciSınıf","1_Topnotch","1_Topnotch","1_Decopatissiere","1_Decopatissiere","1_Erstesahne","1_guarnizioni","1_La guinda delpastel","1_Altareposteria","1_とっひんぐ"
"Boss_Dancing","1_WarioDansTopluluğu","1_Wariodancecompany","1_Wariodancecompany","1_Ecolededansewario","1_Ecolededansewario","1_Wariotanzwerkstatt","1_compagniadiballettowario","1_Coreografia","1_Coreografia","1_わりおたんさあす"
"Boss_Drive","1_YolWariosu","1_Roadwario","1_Roadwario","1_Warioasduvolant","1_Warioasduvolant","1_Warioswildehast","1_warioalvolante","1_Wario al volante","1_Warioalvolante","1_わりおどらいぶ"
"Boss_Find","1_SinsiKapkaççı","1_Sneakysnatcher","1_Sneakysnatcher","1_Volendouce","1_Volendouce","1_Listigerhascher","1_ladruncolo","1_Ladron ladino","1_Ladroncito","1_ちっちゃいどろぼー"
"Boss_HanaShu","1_BurunÜstü","1_Nosedive","1_Nosedive","1_Bourrepif","1_Entréedanslanarine","1_Biszumanschlag","1_invasionenasale","1_Asunto de narices","1_Asuntodenarices","1_はなしゅう"
"Boss_Homer","1_TekVuruşHarikası","1_Onehitwonder","1_Onehitwonder","1_Coupdeballe","1_Coupdeballe","1_Schlagkraft","1_colpovincente","1_Batea","1_Batea","1_うるとらましん"
"Boss_Landing","1_BalonTugayı","1_Balloonbrigade","1_Balloonbrigade","1_Atterrissage","1_Atterrissage","1_Ballonbrigade","1_brigatapalloncini","1_Aterrizaje","1_Aterrizaje","1_ちゃくち"
"Boss_Nail","1_ÇiviÇağrısı","1_Nailcall","1_Nailcall","1_Lecoindubricoleur","1_Lecoindubricoleur","1_Nagelaufdenkopf","1_jackchiodo","1_Martillazos","1_Martillazos","1_くきうち"
