"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Boss_Bowling","Atış yap!","Bowl!","Bowl!","","Bowl!","","","","Bowl!","【ボウリング】…せつめいぶん ここに はいります。もじすうの せいげんは ありません。"
"Boss_Boxing","","","","","","","","","","(仮)【ゼルダの伝説 夢幻の砂時計（ゼルダのでんせつ むげんのすなどけい）】…かんじの よみは このせつめいぶんで ほそくさせていただきたい です。"
"Boss_Cook","","","","","","","","","",""
"Boss_Dancing","","","","","","","","","",""
"Boss_Drive","","","","","","","","","",""
"Boss_Find","","","","","","","","","",""
"Boss_HanaShu","","","","","","","","","",""
"Boss_Landing","","","","","","","","","",""
"Boss_Nail","Çak!","Pound!","Pound!","","Pound!","","","","Pound!",""
"Boss_Pulley","","","","","","","","","",""
"Boss_SMB","","","","","","","","","",""
"Boss_Toilet","","","","","","","","","",""
"Boss_Trocco","","","","","","","","","",""
"Boss_Wall","","","","","","","","","",""
"Adventure","","","","","","","","","",""
"AirPlane","","","","","","","","","",""
"Allow","Ateş et!","Shoot!","Shoot!","","Shoot!","","","","Shoot!",""
"Ami3","Kes!","Trim!","Trim!","","Trim!","","","","Trim!",""
"Amiibo","","","","","","","","","",""
"Amitabha","","","","","","","","","",""
"Armwrestling","Kazan!","Win!","Win!","","Win!","","","","Win!",""
"Arrow","","","","","","","","","",""
"Astronaut","","","","","","","","","",""
"Auscultation","","","","","","","","","",""
"BabyPenguin","Köprü kur!","Build a bridge!","Build a bridge!","","Build a bridge!","","","","Build a bridge!",""
"Balance","Hangisi daha ağır?","Heavier?","Heavier?","","Heavier?","","","","Heavier?",""
"BalloonFight","","","","","","","","","",""
"BaloonCrush","Patlat!","Pop!","Pop!","","Pop!","","","","Pop!",""
"Bank","Kır!","Crack!","Crack!","","Crack!","","","","Crack!",""
"BarCounter","","","","","","","","","",""
"BargainSale","","","","","","","","","",""
"Basketball","Pas ver!","Pass!","Pass!","","Pass!","","","","Pass!",""
"Baton","Teslim et!","Hand over!","Hand over!","","Hand over!","","","","Hand over!",""
"Beard","Traş et!","Shave!","Shave!","","Shave!","","","","Shave!",""
"BeautyMark","","","","","","","","","",""
"BicycleRace","","","","","","","","","",""
"BlackBoard","Sil!","Erase!","Erase!","","Erase!","","","","Erase!",""
"Board","","","","","","","","","",""
"BodyBuilding","","","","","","","","","",""
"Borderline","Ayır!","Divide!","Divide!","","Divide!","","","","Divide!",""
