index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
0	agbQuiz_title_L_00	Good day!	Bonjour et bienvenue !	Guten Tag!	Buongiorno!	¡Muy buenas!	Hoş geldin!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1	agbQuiz_title_L_01	It's time to play the quiz!	C'est l'heure de notre quiz !	Es ist Zeit für ein Quiz!	È l'ora del nostro quiz!	¡Es hora de empezar\nel concurso!	Bilgi yarışması zamanı!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
2	agbQuiz_intro_00	The rules are simple:	Les règles sont simples :	Die Regeln? Ganz einfach!	Le regole sono semplici...	Las reglas son muy sencillas.	Kurallar basit:		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
3	agbQuiz_intro_01	Just count the number of\ntimes I hit these buttons.	Comptez le nombre de fois où\nj'appuie sur ces boutons.	Zähle einfach, wie oft ich\nmeine Knöpfe betätige.	Basta contare quante volte\npremo questi pulsanti.	Solo tienes que contar las\nveces que pulso los botones.	Bu düğmelere kaç kez\nbastığımı say.		OK_AUTO;V18_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V18: Quiz talimatındaki 'kaç kez basarsam say' kip/özne hatası düzeltildi.
4	agbQuiz_intro_02	When I say to, hit your buttons\nthe same number of times.	À mon signal, appuyez sur vos\nboutons le même nombre de fois.	Betätige nach dem Signal\ndeine Knöpfe genauso oft.	E al mio segnale, premere i tuoi\nlo stesso numero di volte.	Y repetir exactamente lo\nmismo cuando te avise.	Ben işaret verince,\ndüğmelerine aynı sayıda bas.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
5	agbQuiz_intro_03	[[PUA:E000]] or [[PUA:E006]], it doesn't matter.\nJust a tap will do.	[[TAG:0004:0000:00CD]]Vous pouvez appuyer sur\n[[PUA:E000]] ou [[PUA:E006]], peu importe.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:00B200FF]]Touchez[[TAG:0000:0003:000000FF]] simplement\nl'écran tactile.[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Verwende dazu entweder [[PUA:E000]]\noder [[PUA:E006]]. [[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]][[TAG:0000:0003:00B200FF]]Tippe[[TAG:0000:0003:000000FF]] den Touchscreen\ndazu einfach kurz an.[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Puoi premere sia [[PUA:E000]] che [[PUA:E006]]\nindistintamente.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Devi semplicemente [[TAG:0000:0003:00B200FF]]toccare\n[[TAG:0000:0003:000000FF]]il touch screen.[[END:0004:0000]]	[[TAG:0004:0000:00CD]]Puedes pulsar [[PUA:E000]] o [[PUA:E006]]\nindistintamente.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Para hacerlo, [[TAG:0000:0003:00B200FF]]toca\n[[TAG:0000:0003:000000FF]]la pantalla táctil.[[END:0004:0000]]	[[TAG:0004:0000:00CD]][[PUA:E000]] ya da [[PUA:E006]]...\nfark etmez.[[END:0004:0000]][[TAG:0004:0001:]]\n[[TAG:0004:0000:01CD]]Tek bir [[TAG:0000:0003:00B200FF]]dokunuş[[TAG:0000:0003:000000FF]]\nyeter.[[END:0004:0000]]	CONTROL_DIFF_EN_TR,LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
6	agbQuiz_intro_04	The key here is to use\nthe rhythm to remember!	Un conseil : [[TAG:0000:0003:E40000FF]]reproduire le rythme [[TAG:0000:0003:000000FF]]vous\naidera à trouver le nombre juste !	[[TAG:0000:0003:E40000FF]]Merke dir den Rhythmus[[TAG:0000:0003:000000FF]],\num die Antwort zu finden!	[[TAG:0000:0003:E40000FF]]Presta attenzione al ritmo [[TAG:0000:0003:000000FF]]per\ntrovare la risposta giusta!	Recuerda: la clave está\nen prestar atención al [[TAG:0000:0003:E40000FF]]ritmo[[TAG:0000:0003:000000FF]].	Püf noktası: [[TAG:0000:0003:E40000FF]]ritmi kullanıp\naklında tutmak[[TAG:0000:0003:000000FF]]!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
7	agbQuiz_intro_05	Let's begin.	C'est parti !	Fangen wir an!	Cominciamo!	¡Adelante!	Başlayalım.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
8	agbQuiz_title_1_00	Here's the first question.	Première question.\nRegardez et écoutez.	Hier kommt die erste Frage.	Ecco la prima domanda...	Aquí llega la primera\nprueba.	İşte ilk soru.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
9	agbQuiz_title_2_00	Now, the second question.	Seconde question.\nConcentrez-vous !	Und nun die zweite Frage.	Passiamo alla seconda\ndomanda...	Ahora pasemos a la\nsegunda prueba.	Şimdi ikinci soru.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
