index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
0	config	config	config	config	config	config	Ayarlar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1	ccad_viewer	ccad_viewer	ccad_viewer	ccad_viewer	ccad_viewer	ccad_viewer	CCAD Görüntüleyici		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
2	g3d_viewer	g3d_viewer	g3d_viewer	g3d_viewer	g3d_viewer	g3d_viewer	G3D Görüntüleyici		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
3	sample_layout	sample_layout	sample_layout	sample_layout	sample_layout	sample_layout	Örnek Düzen		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
4	sample_message	sample_message	sample_message	sample_message	sample_message	sample_message	Örnek Mesaj		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
5	sample_cellanim	sample_cellanim	sample_cellanim	sample_cellanim	sample_cellanim	sample_cellanim	Örnek Hücre Animasyonu		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
6	sample_effect	sample_effect	sample_effect	sample_effect	sample_effect	sample_effect	Örnek Efekt		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
7	sample_pia	sample_pia (local ntwrk)	sample_pia	sample_pia	sample_pia (local ntwrk)	sample_pia	Örnek PIA (yerel ağ)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
8	sample_player_state	sample_player_state	sample_player_state	sample_player_state	sample_player_state	sample_player_state	Örnek Oyuncu Durumu		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
9	sample_dlp	sample_dlp	sample_dlp	sample_dlp	sample_dlp	sample_dlp	Örnek DLP		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
10	sample_rdt	sample_rdt (data ntwrk)	sample_rdt	sample_rdt	sample_rdt (data ntwrk)	sample_rdt	Örnek RDT (veri ağı)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
11	sample_aac	sample_aac playback	sample_aac	sample_aac	sample_aac playback	sample_aac	Örnek AAC Oynatma		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
12	sample_ext_save	sample_ext_save	sample_ext_save	sample_ext_save	sample_ext_save	sample_ext_save	Örnek Harici Kayıt		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
13	sample_fltxt	sample_flow_txt	sample_fltxt	sample_fltxt	sample_flow_txt	sample_fltxt	Örnek Akış Metni		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
14	sample_SISTER	sample_SISTER	sample_SISTER	sample_SISTER	sample_SISTER	sample_SISTER	Örnek SISTER		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
15	sample_fltxt_00	sample_fltxt_00	sample_fltxt_00	sample_fltxt_00	sample_fltxt_00	sample_fltxt_00	Örnek Kayan Metin 00		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
16	sample_fltxt_01	sample_fltxt_01	sample_fltxt_01	sample_fltxt_01	sample_fltxt_01	sample_fltxt_01	Örnek Kayan Metin 01		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
17	sample_fltxt_02	sample_fltxt_02	sample_fltxt_02	sample_fltxt_02	sample_fltxt_02	sample_fltxt_02	Örnek Kayan Metin 02		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
18	sample_fltxt_03	sample_fltxt_03	sample_fltxt_03	sample_fltxt_03	sample_fltxt_03	sample_fltxt_03	Örnek Kayan Metin 03		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
19	agb_batter_L	agb_batter_L	agb_batter_L	agb_batter_L	agb_batter_L	agb_batter_L	Vurucu (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
20	agb_clap_S	agb_clap_S	agb_clap_S	agb_clap_S	agb_clap_S	agb_clap_S	Clap (Kısa)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
21	agb_clap_L	agb_clap_L	agb_clap_L	agb_clap_L	agb_clap_L	agb_clap_L	Clap (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
22	agb_clap_A	agb_clap_A	agb_clap_A	agb_clap_A	agb_clap_A	agb_clap_A	Clap (A)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
23	agb_ghost_S	agb_ghost_S	agb_ghost_S	agb_ghost_S	agb_ghost_S	agb_ghost_S	Hayaletler (Kısa)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
24	agb_ghost_L	agb_ghost_L	agb_ghost_L	agb_ghost_L	agb_ghost_L	agb_ghost_L	Hayaletler (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
25	agb_hair_S	agb_hair_S	agb_hair_S	agb_hair_S	agb_hair_S	agb_hair_S	Kıl Cımbızı (Kısa)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
26	agb_hair_L	agb_hair_L	agb_hair_L	agb_hair_L	agb_hair_L	agb_hair_L	Kıl Cımbızı (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
27	agb_hopping_L	agb_hopping_L	agb_hopping_L	agb_hopping_L	agb_hopping_L	agb_hopping_L	Zıplama (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
28	agb_marcher_L	agb_marcher_L	agb_marcher_L	agb_marcher_L	agb_marcher_L	agb_marcher_L	Yürüyüş Emirleri (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
29	agb_nightWalk_L	agb_nightWalk_L	agb_nightWalk_L	agb_nightWalk_L	agb_nightWalk_L	agb_nightWalk_L	Gece Yürüyüşü (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
30	agb_quiz_L	agb_quiz_L	agb_quiz_L	agb_quiz_L	agb_quiz_L	agb_quiz_L	Quiz (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
31	agb_rabbit_L	agb_rabbit_L	agb_rabbit_L	agb_rabbit_L	agb_rabbit_L	agb_rabbit_L	Tavşan (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
32	agb_rat_L	agb_rat_L	agb_rat_L	agb_rat_L	agb_rat_L	agb_rat_L	Fare (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
33	agb_shuji_L	agb_shuji_L	agb_shuji_L	agb_shuji_L	agb_shuji_L	agb_shuji_L	Güç Kaligrafisi (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
34	agb_spaceDance_L	agb_spaceDance_L	agb_spaceDance_L	agb_spaceDance_L	agb_spaceDance_L	agb_spaceDance_L	Uzay Dansı (Uzun)	V22_MANUAL_FIXED	OK_AUTO;V22_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | Debug menüsünde Space Dance yanlışlıkla Cosmic Dance adıyla görünüyordu; oyun içi yerelleştirmeyle eşlendi.
35	agb_spaceDance_A	agb_spaceDance_A	agb_spaceDance_A	agb_spaceDance_A	agb_spaceDance_A	agb_spaceDance_A	Kozmik Dans (A)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
36	agb_tap_L	agb_tap_L	agb_tap_L	agb_tap_L	agb_tap_L	agb_tap_L	Step Sınavı (Uzun)	V22_MANUAL_FIXED	LENGTH_OUTLIER;V22_MANUAL_FIXED	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning. | Daha önce yerelleştirilen Tap Trial adı debug menüsünde eski 'Tıklama Denemesi' olarak kalmıştı.
37	agb_tap_A	agb_tap_A	agb_tap_A	agb_tap_A	agb_tap_A	agb_tap_A	Step Sınavı 2 (A)	V22_MANUAL_FIXED	OK_AUTO;V22_MANUAL_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | Tap Trial 2 debug adı güncel oyun adıyla eşlendi.
38	agb_tono_S	agb_tono_S	agb_tono_S	agb_tono_S	agb_tono_S	agb_tono_S	Tono (Kısa)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
39	agb_tono_L	agb_tono_L	agb_tono_L	agb_tono_L	agb_tono_L	agb_tono_L	Tono (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
40	ntr_airBoard_L	ntr_airBoard_L	ntr_airBoard_L	ntr_airBoard_L	ntr_airBoard_L	ntr_airBoard_L	Airboard (Uzun)		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
