index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
0	coffee_caption_darts	StreetPass Terrace	Terrasse StreetPass	StreetPass-Terrasse	Terrazza StreetPass	Terraza StreetPass	StreetPass Terası		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1	coffee_caption_goat	Feed Goat	Nourrir la chèvre	Ziege füttern	Nutri la capra	Alimentar a la cabra	Keçiyi Besle		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
2	coffee_caption_goat_food_a	Pick Turnips	Récolter	Rüben ernten	Cogli le rape	Coger nabos	Şalgam Topla		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
3	coffee_caption_goat_food_b	No Turnips	Pas de récolte	Keine Rüben	Nessuna rapa	No hay nabos	Şalgam Yok		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
4	coffee_caption_master	Talk to Barista	Parler au patron	Mit Barista reden	Parla con il barista	Hablar con el encargado	Barista ile Konuş		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
5	coffee_caption_naviChar	Talk to Customer	Parler au client	Mit Kunden reden	Parla con il cliente	Hablar con el cliente	Müşteriyle Konuş		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
6	coffee_caption_shop	Shop	Boutique	Laden	Negozio	Tienda	Mağaza		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
7	coffee_caption_museum_entrance	To Museum	Musée	Ins Museum	Museo	Museo	Müzeye		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
8	coffee_caption_museum_front	Talk to Curator	Parler au conservateur	Mit Kurator reden	Parla con il responsabile	Hablar con el guía	Küratörle Konuş		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
9	coffee_caption_not_open	???	???	???	???	(?)	???		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
10	coffee_config_open	Settings	Paramètres	Optionen	Impostazioni	Ajustes	Ayarlar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
11	coffee_config_close	Close	Retour	Schließen	Chiudi	Cerrar	Kapat		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
12	coffee_goat_lv	LV 	Niv. [[TAG:0001:0012:]]	Lv. [[TAG:0001:0012:]]	LIV. [[TAG:0001:0012:]]	Niv. [[TAG:0001:0012:]]	SV [[TAG:0001:0012:]]	CONTROL_DIFF_EN_TR	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
13	coffee_goat_lv_max	MAX	Max	MAX	MAX	MÁX.	MAKS		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
14	coffee_goat_food_num_gold	×	× [[TAG:0001:0015:]]	×[[TAG:0001:0015:]]	×[[TAG:0001:0015:]]	× [[TAG:0001:0015:]]	×[[TAG:0001:0015:]]	CONTROL_DIFF_EN_TR	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
15	coffee_goat_food_num_silver	×	× [[TAG:0001:0014:]]	×[[TAG:0001:0014:]]	×[[TAG:0001:0014:]]	× [[TAG:0001:0014:]]	×[[TAG:0001:0014:]]	CONTROL_DIFF_EN_TR	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
16	coffee_goat_food_num_normal	×	× [[TAG:0001:0013:]]	×[[TAG:0001:0013:]]	×[[TAG:0001:0013:]]	× [[TAG:0001:0013:]]	×[[TAG:0001:0013:]]	CONTROL_DIFF_EN_TR	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
17	coffee_money		[[TAG:0001:0018:]]	[[TAG:0001:0018:]]	[[TAG:0001:0018:]]	[[TAG:0001:0018:]]	[[TAG:0001:0018:]]		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
18	coffee_coin_num	×	× [[TAG:0001:0019:]]	×[[TAG:0001:0019:]]	×[[TAG:0001:0019:]]	× [[TAG:0001:0019:]]	×[[TAG:0001:0019:]]	CONTROL_DIFF_EN_TR	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
19	coffee_cfg_input_btn	Buttons	Boutons	Knöpfe	Pulsanti	Botones	Tuşlar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
20	coffee_cfg_input_touch	Simple Tap	Tactile	Antippen	Stilo	Lápiz	Dokunmatik		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
21	coffee_cfg_cec_on	Yes	Oui	Ja	Attivata	Activado	Evet		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
22	coffee_cfg_cec_off	No	Non	Nein	Disattivata	Desactivado	Hayır		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
23	coffee_cfg_report_on	Yes	Oui	Ja	Sì	Sí	Evet		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
24	coffee_cfg_report_off	No	Non	Nein	No	No	Hayır		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
25	coffee_cfg_timing_on	On	Oui	Ein	Attivato	Activada	Açık		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
26	coffee_cfg_timing_off	Off	Non	Aus	Disattivato	Desactivada	Kapalı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
27	talk_master_greeting_00	Hello there!	Bonjour !	Hallo!	Ehilà!	¡Muy buenas!	Merhaba!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
28	talk_master_greeting_01	Hello there!	Hé ! Bonjour !	Hey, hallo!	Ehilà!	¡Muy buenas!	Merhaba!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
29	talk_master_greeting_02	Hello there!	Salutations !	Oh, hallo!	Ehilà!	¡Muy buenas!	Merhaba!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
30	talk_master_greeting_03	Hello there!	Bien le bonjour !	Ach, hallo!	Ehilà!	¡Muy buenas!	Merhaba!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
31	talk_master_1st_00	Hello there!	Bonjour à vous !	Tag auch!	Ehilà!	¡Muy buenas!	Merhaba!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
32	talk_master_1st_01	Is this your first time here?	C'est votre première visite ?	Und, zum ersten Mal hier?	È la prima volta che\nvieni qui, vero?	Es la primera vez que\nvienes por aquí, ¿no?	İlk kez mi geliyorsun?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
33	talk_master_1st_02	This is the Café.	Bienvenue au [[TAG:0000:0003:E40000FF]]café[[TAG:0000:0003:000000FF]].	Das hier ist das [[TAG:0000:0003:E40000FF]]Café[[TAG:0000:0003:000000FF]].	Questo è il [[TAG:0000:0003:E40000FF]]bar[[TAG:0000:0003:000000FF]].\nTi do il benvenuto.	Pues esta es la [[TAG:0000:0003:E40000FF]]cafetería[[TAG:0000:0003:000000FF]].\n¿Te gusta?	Burası [[TAG:0000:0003:E40000FF]]Kafe[[TAG:0000:0003:000000FF]].	LONG_TR_LINE	LENGTH_OUTLIER	Turkish visible length is far outside the other localized versions; check for omitted/duplicated meaning.
34	talk_master_1st_03	Feel free to come by anytime you're\nstuck or just need a pick-me-up.	Vous pouvez venir vous changer\nles idées ici à tout moment.	Komm vorbei, wenn du\nnicht weiterweißt oder\nmal eine Pause brauchst.	Se hai difficoltà con il gioco\no vuoi solo rilassarti, vieni\npure qui.	Pásate por aquí cuando no\nsepas cómo avanzar en el juego\no cuando necesites ánimos. 	Sıkışırsan ya da moralin\ndüşerse istediğin zaman uğra.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
35	talk_master_1st_04	I'm still getting the place set\nup, but...	Pardon... Tout n'est\npas tout à fait prêt...	Ich bin noch mitten in der\nVorbereitung, aber...	Sto ancora allestendo\nil locale, ma...	Aún tengo que montar\nun par de cosillas, pero...	Mekânı hâlâ\ntoparlıyorum ama...		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
36	talk_master_1st_05	I've got a lot in store. You're\ngonna love it here.	Ceci dit, nous avons déjà plein\nde choses à vous proposer.	Ich hab eine Menge vor\nmit dem Laden. Wird dir\nsicher gefallen!	Resterai a bocca aperta!\nTi piacerà, te lo assicuro.	ya hay varias zonas\nque te van a encantar.	Sana sürprizlerim var. Burayı\nçok seveceksin.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
37	talk_master_1st_06	You won't be able to stay away!	Vous ne pourrez bientôt plus\nvous passer de nous !	Bin sicher, du wirst bald\ndauernd hier sein wollen.	Non potrai più farne\na meno!	Enseguida vas a formar\nparte de mi clientela fija,\n¡estoy seguro!	Bir daha gelmeden\nduramayacaksın!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
38	talk_master_1st_07	Let's see... One place that's open right\nnow is the museum on the far right.	Alors... Si vous allez tout\nà droite, vous verrez que\nnotre [[TAG:0000:0003:E40000FF]]musée[[TAG:0000:0003:000000FF]] vous attend.	Das [[TAG:0000:0003:E40000FF]]Museum[[TAG:0000:0003:000000FF]] da ganz\nrechts ist übrigens jetzt\nschon geöffnet.	Vediamo... Il [[TAG:0000:0003:E40000FF]]museo[[TAG:0000:0003:000000FF]] in fondo\na destra è già aperto.	A ver por dónde empiezo...\nAh, sí. A la derecha del todo\ntienes el [[TAG:0000:0003:E40000FF]]museo[[TAG:0000:0003:000000FF]].	Bakalım... Şu anda açık\nolan yerlerden biri,\nen sağdaki [[TAG:0000:0003:E40000FF]]müze[[TAG:0000:0003:000000FF]].	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
39	talk_master_1st_08	You'll see it yourself, but it's kinda\nlike your own personal vault.	C'est un peu votre coffre-fort,\nlà où vous rangez tous vos\nsouvenirs de jeu.	Ist so was wie deine eigene\nkleine Schatzkammer...\nSieh's dir halt mal an!	Diciamo che è uno spazio\ndove conservare i tuoi tesori.	Digamos que es un espacio\ndonde puedes guardar\ntus tesoros personales...	Kendin de göreceksin ama\nbir nevi sana özel bir kasa gibi.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
40	talk_master_1st_09	Keep your stuff in there, come\nby to visit it--you know.	Toutes vos aventures sont résumées\nici, vous pouvez venir les consulter\nquand vous le souhaitez.	Kannst deine Sachen hier\nparken, gelegentlich mal\nvorbeischauen... Halt so.	Puoi tenerci la tua roba e\ndarle un'occhiata quando vuoi.	y luego venir a verlos\ncada vez que te apetezca.	Eşyalarını orada saklarsın; canın\nisteyince de uğrayıp bakarsın.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
