index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
0	tutorial_rest_num	 more times!	Encore [[TAG:0000:0003:FEFF00FF]][[TAG:0001:001C:]][[TAG:0000:0003:000000FF]] fois	Noch [[TAG:0000:0003:FEFF00FF]][[TAG:0001:001C:]][[TAG:0000:0003:000000FF]]-mal	Ancora [[TAG:0000:0003:FEFF00FF]][[TAG:0001:001C:]][[TAG:0000:0003:000000FF]] volte	[[TAG:0000:0003:FEFF00FF]][[TAG:0001:001C:]][[TAG:0000:0003:000000FF]] veces más	[[TAG:0000:0003:FEFF00FF]][[TAG:0001:001C:]][[TAG:0000:0003:000000FF]] kez daha!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1	tutorial_rest_num_1	 more time!	Encore [[TAG:0000:0003:FEFF00FF]][[TAG:0001:001C:]][[TAG:0000:0003:000000FF]] fois	Noch [[TAG:0000:0003:FEFF00FF]][[TAG:0001:001C:]][[TAG:0000:0003:000000FF]]-mal	Ancora [[TAG:0000:0003:FEFF00FF]][[TAG:0001:001C:]][[TAG:0000:0003:000000FF]] volta	[[TAG:0000:0003:FEFF00FF]][[TAG:0001:001C:]][[TAG:0000:0003:000000FF]] vez más	[[TAG:0000:0003:FEFF00FF]][[TAG:0001:001C:]][[TAG:0000:0003:000000FF]] kez daha!	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
2	tutorial_rest_num_font	\n0123456789.:%!	０１２３４５６７８９．：％！\n0123456789.:%!	０１２３４５６７８９．：％！\n0123456789.:%!	０１２３４５６７８９．：％！\n0123456789.:%!	０１２３４５６７８９．：％！\n0123456789.:%!	０１２３４５６７８９．：％！\n0123456789.:%!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
3	epilogue_percent_num_font	\n0123456789.:%!	０１２３４５６７８９．：％！\n0123456789.:%!	０１２３４５６７８９．：％！\n0123456789.:%!	０１２３４５６７８９．：％！\n0123456789.:%!	０１２３４５６７８９．：％！\n0123456789.:%!	０１２３４５６７８９．：％！\n0123456789.:%!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
4	money_num_font	\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
5	money_num_font_2	\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
6	dotminchou_font	\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×	０１２３４５６７８９．：％！？\n0123456789.:%!?\n×		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
7	result_total_money_00		[[TAG:0001:0016:]]	[[TAG:0001:0016:]]	[[TAG:0001:0016:]]	[[TAG:0001:0016:]]	[[TAG:0001:0016:]]		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
8	result_total_money_01		[[TAG:0004:0002:]]	Mnz.	[[TAG:0004:0002:]]	[[TAG:0004:0002:]]	[[TAG:0004:0002:]]		FIXED_HIGH_CONFIDENCE	EN/FR/DE/IT/ES comparison; definite control, copy, grammar, or semantic error corrected.
9	result_total_money_02	Collected!	Total :	erhalten!	Monete:	Monedas:	Toplandı!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
