index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
0	item_test_name	There is no name.	Pas de nom	Kein Name vorhanden.	Nessun nome	No hay nombre.	Bir adı yok.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1	item_agbClapS_name	Fluffy Wig	Perruque flamboyante	Clownsperücke	Parrucca soffice	Peluca rizada	Pofuduk Peruk		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
2	item_agbGhostS_name	Arrow	Flèche spectrale	Pfeil	Freccia	Flecha	Ok		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
3	item_agbHairS_name	Onion Skin	Pelure d'oignon	Zwiebelschale	Buccia di cipolla	Piel de cebolla	Soğan Kabuğu		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
4	item_ntrChorusS_name	Baton	Baguette d'orchestre	Taktstock	Bacchetta	Batuta	Şef Çubuğu		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
5	item_ntrPingpongS_name	Table-Tennis\nPaddle	Raquette de \ntennis de table	Tischtennis-\nschläger	Racchetta da\ntennis da tavolo	Pala de tenis de mesa	Masa Tenisi\nRaketi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
6	item_ntrRobotS_name	Robo Juice	Super-jus	Robo-Treibstoff	Robosucco	Combustible para robots	Robo Meyve Suyu		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
7	item_ntrShootingS_name	CommPad	Panneau de contrôle	ComPad	Ricetrasmettitore	Transmisor	İletişim Tableti		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
8	item_rvlBadmintonS_name	Forthington's\nRacket	Raquette de Ramollo	Langsams Schläger	Racchetta di Piano	Raqueta de Zas	Forthington'ın Raketi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
9	item_rvlFleaS_name	Microscope Slide	Lamelle de microscope	Mikrobenprobe	Vetrino per microscopio	Portaobjetos	Mikroskop Lamı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
10	item_rvlGomaS_name	Hot Borscht	Marmite de bortch	Borscht	Zuppa calda	Potaje	Sıcak Borş		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
11	item_rvlMuscleS_name	Knock-Off Muscle Doll	Figurine	Muskelmann-Imitat	Pupazzo pompato	Muñeco musculoso de pega	Çakma Kas Bebek		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
12	item_ctrFruitbasketS_name	Basketball	Ballon de basket	Basketball	Pallone da basket	Balón de baloncesto	Basketbol Topu		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
13	item_ctrInterpreterS_name	Pork Rice Bowl	Katsudon	Reisgericht	Riso con maiale	Arroz con cerdo	Domuzlu Pilav Kasesi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
14	item_ctrStepS_name	Paper Bag	Sac en papier	Papiertüte	Busta di carta	Bolsa de papel	Kağıt Poşet		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
15	item_ctrWoodCatS_name	Suspenders	Bretelles	Hosenträger	Bretelle	Tirantes	Pantolon Askısı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
16	item_agbBatterL_name	Rice Ball	Onigiri	Reisbällchen	Polpetta di riso	Bola de arroz	Pirinç Topu		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
17	item_agbClapL_name	White Suit	Costume immaculé	Weißer Anzug	Costume bianco	Traje blanco	Beyaz Takım Elbise		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
18	item_agbGhostL_name	Bow	Arc spectral	Bogen	Arco	Arco	Yay		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
19	item_agbHairL_name	Miso Soup	Soupe miso	Misosuppe	Zuppa di miso	Sopa	Miso Çorbası		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
20	item_agbHoppingL_name	Apparatus	Dispositif	Klackerspiel	Congegno rimbalzante	Juguete	Düzenek		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
21	item_agbMarcherL_name	Marching Helmet	Casque	Marschhelm	Elmetto da marcia	Casco	Yürüyüş Miğferi		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
22	item_agbNightWalkL_name	Magic Flowers	Fleurs magiques	Magische Blumen	Fiori magici	Flores mágicas	Sihirli Çiçekler		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
23	item_agbRabbitL_name	Mortar & Pestle	Pilon et mortier	Mörser und Stößel	Mortaio e pestello	Mortero	Havan & Tokmak		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
24	item_agbRatL_name	Stoplight	Feux de\nsignalisation	Ampel	Semaforo	Semáforo	Trafik Işığı		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
25	item_agbShujiL_name	Calligraphy Set	Set de calligraphie	Kalligraphieset	Kit per calligrafia	Kit de caligrafía	Kaligrafi Seti		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
26	item_agbSpaceDanceL_name	Fake Mustache	Moustache postiche	Falscher Bart	Baffi finti	Bigote postizo	Sahte Bıyık		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
27	item_agbTapL_name	Tap Shoes	Claquettes	Stepp-Schuhe	Scarpe da tip tap	Zapatos de claqué	Step Ayakkabıları		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
28	item_agbTonoL_name	Scroll	Rouleau	Schriftrolle	Pergamena	Pergamino	Tomar		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
29	item_ntrAirBoardL_name	Comic Book	Bande dessinée	Comicheft	Fumetto	Libro ilustrado	Çizgi Roman		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
