index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
0	no_msg	No Message found	Aucun message	Kein Text vorhanden	Nessun messaggio	No hay mensaje.	Mesaj bulunamadı		DUPLICATE_TR_DIFFERENT_SOURCE	Same Turkish wording appears under a different English source elsewhere; can be legitimate, but useful copy/paste check.
1	ntr_airBoard_L_Hi	Now that's pro style!	Nous sommes de vrais pros !	Stylish wie ein Profi!	Che stile da professionista!	¡Somos unos profesionales!	İşte profesyonellik!	MANUAL_FIX_V13	MANUAL_FIX_V13	Natural punchline.
2	ntr_airBoard_L_Ok	We did our best, and we\ndid it with style!	Nous avions fière allure !	Wir haben es geschafft, und wir\nwaren gar nicht mal schlecht!	Noi abbiamo dato il nostro\nmeglio e con stile!	Nos hemos esforzado\n¡y hemos cumplido con estilo!	Elimizden geleni yaptık ve\nbunu da havalı yaptık!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
3	ntr_airBoard_L_Ng	You call that airboarding?	Ça ne cassait pas des briques...\nOu plutôt, ça en cassait trop.	Und du willst ein Airboarder sein?	Non sai andare sull'airboard!	¡No sabes lo que haces!	Buna hava kaykayı mı\ndiyorsun?		OK_AUTO,V12_STYLE_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V12: Aynı terimi sonuç ekranında da tutarlılaştırır.
4	ntr_backbeat_L_Hi	Ah, yes! Most excellent!	Parfait !	Ha, ha, ha!\nWelch erquickliche Vorstellung!	Ottimo, eccellente!	¡Ah, sí! ¡Excelente!	Ah, evet! Mükemmel!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
5	ntr_backbeat_L_Ok	Not bad, I say. Not bad.	Pas mal du tout !	Eine treffliche Darbietung.	Niente male! Proprio niente male!	No está mal.\nNo está nada mal.	Fena değil, derim. Fena değil.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
6	ntr_backbeat_L_Ng	You need to get in step!	Il faut suivre la cadence !	Etwas mehr Rücksicht\nauf deine Nachbarn!	Devi metterti al passo con noi!	¡Tienes que marchar\nal ritmo de los demás!	Adımını uydurman gerek!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
7	ntr_blueBirds_L_Hi	The sky's the limit!	Volons jusqu'au ciel !	Auf in die Lüfte!	Sei grande!	¡Volad alto!	Gökyüzü bile sınır değil!		OK_AUTO,V12_STYLE_FIXED	"No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. | V12: ""The sky’s the limit"" deyimini hatalı ""Sinir gökyüzü"" yerine doğal ve enerjik biçimde taşır."
8	ntr_blueBirds_L_Ok	Work harder! Harder!!!	On ne se relâche pas !	Schneller! Härter! Mehr Schweiß!!!	Più esercizio, più grinta!!!	¡Hay que darlo todo! ¡¡¡Todo!!!	Daha sıkı çalış! Daha sıkı!!!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
9	ntr_blueBirds_L_Ng	Waaaaaaugh!	Corvée de patates !	Grünschnäbel!\nIch werd' euch Disziplin lehren!	Quack!	¡Fiiiir... mes!	Waaaaaaugh!	UNTRANSLATED	POSSIBLE_UNTRANSLATED	Turkish equals English while at least 3 other languages localize it; often a proper name/song/sound, so manual check only.
10	ntr_boxShow_L_Hi	You're one of us now!	Bienvenue parmi nous !	Jetzt gehörst du dazu!	Ora fai parte del gruppo!	¡Ya eres una de nosotras!	Artık bizdensin!		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
