index	label	English	French	German	Italian	Spanish	Turkish	status	qa_status	qa_note
0	ctrInterpreter_miss_message	?	[[TAG:0000:0003:E40000FF]]?[[TAG:0000:0003:000000FF]]	[[TAG:0000:0003:E40000FF]]?[[TAG:0000:0003:000000FF]]	[[TAG:0000:0003:E40000FF]]?[[TAG:0000:0003:000000FF]]	[[TAG:0000:0003:E40000FF]]?[[TAG:0000:0003:000000FF]]	[[TAG:0000:0003:E40000FF]]?[[TAG:0000:0003:000000FF]]	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
1	ctrInterpreter_correct_message_a	Peo/ple/ of/ Earth,	A/mis/ ter/riens,	Er/den/men/schen!	Ehi,/ ter/re/stri...	Te/rrí/co/las,	Dün/ya/lı/lar,		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
2	ctrInterpreter_correct_message_b	how/ do/ you/ do?	Com/ment/ ça/ va ?	Wie/ geht/ es/ euch?	Co/me/ sta/te?	os/ sa/lu/do.	na/sıl/sı/nız?		DUPLICATE_TR_DIFFERENT_SOURCE,V10_CONTEXT_FIXED	Same Turkish wording appears under a different English source elsewhere; can be legitimate, but useful copy/paste check. V10: EN/FR/DE/IT/ES comparative context/style/alignment pass; First Contact slash rhythm is preserved where applicable.
3	ctrInterpreter_correct_message_c	I/ live/ on/ Mars.	Je/ vis/ sur/ Mars.	Ich/ bin/ vom/ Mars.	Mi/ pre/sen/to...	Me/ pre/sen/to...	Mar/s'ta/ ya/şıyorum.		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
4	ctrInterpreter_correct_message_d	Haha!♥	Ha ha ! [[TAG:0000:0003:E40000FF]]♥[[TAG:0000:0003:000000FF]]	Haha![[TAG:0000:0003:E40000FF]]♥[[TAG:0000:0003:000000FF]]	Ahahah![[TAG:0000:0003:E40000FF]]♥[[TAG:0000:0003:000000FF]]	¡Ja, ja![[TAG:0000:0003:E40000FF]]♥[[TAG:0000:0003:000000FF]]	Haha![[TAG:0000:0003:E40000FF]]♥[[TAG:0000:0003:000000FF]]	UNTRANSLATED,LONG_TR_LINE	POSSIBLE_UNTRANSLATED	Turkish equals English while at least 3 other languages localize it; often a proper name/song/sound, so manual check only.
5	ctrInterpreter_correct_message_e	...Right?	Compris ?	Jawohl!	... OK?	¿Vale?	... Değil mi?		OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
6	ctrInterpreter_correct_message_f	We're/ glad/ you/ made/ it.	On/ va/ bien/ s'en/tendre.	Schön,/ dass/ ihr/ hier/ seid.	Mi/ chia/mo/ Blor/gxyz.	Me/ lla/mo/ Ba/blubb.	Gel/di/ği/nize/ sevindik.		OK_AUTO,V10_CONTEXT_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. V10: EN/FR/DE/IT/ES comparative context/style/alignment pass; First Contact slash rhythm is preserved where applicable.
7	ctrInterpreter_correct_message_g	You/ want/ to/ meet	Vous/ m'a/vez/ l'air...	Sucht/ ihr/ mei/ne	È/ un/ no/me	Es/ un/ nom/bre	Li/de/rimle/ tanışmak		OK_AUTO,V10_CONTEXT_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. V10: EN/FR/DE/IT/ES comparative context/style/alignment pass; First Contact slash rhythm is preserved where applicable.
8	ctrInterpreter_correct_message_h	my/ lead/er?	sym/pa/thiques.	An/füh/rer?	splen/di/do.	pre/cio/so.	is/ter/ misiniz?		OK_AUTO,V10_CONTEXT_FIXED	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit. V10: EN/FR/DE/IT/ES comparative context/style/alignment pass; First Contact slash rhythm is preserved where applicable.
9	ctrInterpreter_correct_message_i	Heehee!♥	Haaan ! [[TAG:0000:0003:E40000FF]]♥[[TAG:0000:0003:000000FF]]	Hihi![[TAG:0000:0003:E40000FF]]♥[[TAG:0000:0003:000000FF]]	Eheheh![[TAG:0000:0003:E40000FF]]♥[[TAG:0000:0003:000000FF]]	¡Je, je![[TAG:0000:0003:E40000FF]]♥[[TAG:0000:0003:000000FF]]	Hihihi![[TAG:0000:0003:E40000FF]]♥[[TAG:0000:0003:000000FF]]	LONG_TR_LINE	OK_AUTO	No structural or high-risk comparative warning from automated EN/FR/DE/IT/ES audit.
